EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,TotalPoss,FtPoints,Points,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Minutes,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,OffAtRimReboundPct,AtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,ShootingFouls,Technical Free Throw Trips,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFGM,Fg2aBlocked,LongMidRangeAssists,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,RecoveredBlocks,BlocksRecoveredPct,LostBallSteals,NonShootingFoulsDrawn,AtRimPctBlocked,Clear Path Fouls,ShortMidRangeFGM,PenaltyFtPoints,OffThreePtRebounds,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceFtPoints,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,FTDefRebounds,StepOutOfBoundsTurnovers,Offensive Fouls,BlockedAtRim,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsPutbacks,FTOffRebounds,SelfOReb,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
100729-201492-201518-203414-203437,1611661322,"Michelle Snow, Matee Ajavon, Crystal Langhorne, Nadirah McKenith, Tierra Ruffin-Pratt","Snow, Ajavon, Langhorne, McKenith, Ruffin-Pratt",100729-201492-201518-203414-203437,WAS,29.0,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,99.3103448275862,9.0,20.0,9.0,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
201056-201492-201518-203416-203437,1611661322,"Ivory Latta, Matee Ajavon, Crystal Langhorne, Emma Meesseman, Tierra Ruffin-Pratt","Latta, Ajavon, Langhorne, Meesseman, Ruffin-Pratt",201056-201492-201518-203416-203437,WAS,240.0,2,,6.0,5.0,11.0,1.0,9.0,,,3.0,1.0,,7.0,0.75,66.0,24.666666666666668,18.4,19.0,18.4,0.16666666666666666,,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.25,0.5,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.4604916666666667,0.48035,0.5006,0.5,0.2222222222222222,0.2222222222222222,11.1,23.15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
200673-201492-201913-203401-203416,1611661322,"Monique Currie, Matee Ajavon, Kia Vaughn, Tayler Hill, Emma Meesseman","Currie, Ajavon, Vaughn, Hill, Meesseman",200673-201492-201913-203401-203416,WAS,113.0,2,1.0,4.0,3.0,7.0,,7.0,,,,,,5.0,0.7,89.20353982300885,13.75,19.333333333333332,11.0,19.333333333333332,,,2.0,3.0,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,5.0,2.0,,1.0,1.0,,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,5.0,3.0,,1.0,1.0,0.5,1.0,0.3333333333333333,0.7,1.0,0.625,1.0,0.625,0.2,0.5,0.5,,,0.6,0.6666666666666666,0.6666666666666666,0.2,,,,,,0.2,1.0,1.0,,1.0,1.0,0.5,0.5,0.8,1.0,0.40574000000000005,0.524,0.342275,,0.2857142857142857,0.7142857142857143,5.1,29.6,0.75,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-201492-201518-203401,1611661322,"Michelle Snow, Monique Currie, Matee Ajavon, Crystal Langhorne, Tayler Hill","Snow, Currie, Ajavon, Langhorne, Hill",100729-200673-201492-201518-203401,WAS,96.0,2,-1.0,2.0,5.0,7.0,,,,,,1.0,,,,105.0,16.0,12.8,16.0,11.4,,,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.75,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-201492-201518-203414,1611661322,"Michelle Snow, Monique Currie, Matee Ajavon, Crystal Langhorne, Nadirah McKenith","Snow, Currie, Ajavon, Langhorne, McKenith",100729-200673-201492-201518-203414,WAS,519.0,6,-9.0,14.0,17.0,31.0,4.0,12.0,,,4.0,4.0,2.0,12.0,0.42857142857142855,86.01156069364161,18.571428571428573,15.235294117647058,16.857142857142858,14.764705882352942,0.14285714285714285,0.15384615384615385,9.0,1.0,3.0,1.0,2.0,4.0,,1.0,,,2.0,5.0,,,,1.0,4.0,11.0,,1.0,21.0,,1.0,,,1.0,,2.0,,1.0,,,3.0,,,6.0,3.0,3.0,9.0,2.0,,,3.0,,5.0,,,,,,1.0,,,,0.36363636363636365,,,0.3333333333333333,,,,,0.08333333333333333,0.42857142857142855,0.375,,0.3333333333333333,0.3333333333333333,0.5,0.5,0.16666666666666666,0.4166666666666667,,,,,0.08333333333333333,,,,1.0,,,,0.4166666666666667,,0.4222875,0.3611,0.3854,,,,10.836363636363636,23.3,0.07142857142857142,,,,,6.0,,3.0,1.0,,,,0.75,0.75,,1.0,0.5,,,2.0,4.0,6.0,1.0,1.0,,1.0,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5,2.0,2.0,2.0,1.0,1.0,1.0,0.18181818181818182,0.5,0.2,0.75,1.0,0.4,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-201492-201913-203414,1611661322,"Michelle Snow, Monique Currie, Matee Ajavon, Kia Vaughn, Nadirah McKenith","Snow, Currie, Ajavon, Vaughn, McKenith",100729-200673-201492-201913-203414,WAS,83.0,1,2.0,3.0,3.0,6.0,,2.0,,,,,,2.0,0.5,104.09638554216868,8.333333333333334,19.333333333333332,8.333333333333334,19.333333333333332,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,0.5,,0.4642,,,,,,5.65,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,3.0,3.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-201492-203414-203416,1611661322,"Michelle Snow, Monique Currie, Matee Ajavon, Nadirah McKenith, Emma Meesseman","Snow, Currie, Ajavon, McKenith, Meesseman",100729-200673-201492-203414-203416,WAS,119.0,1,1.0,4.0,3.0,7.0,1.0,3.0,1.0,,1.0,2.0,,3.0,0.3,84.70588235294117,11.5,24.333333333333332,11.5,24.0,,,2.0,,1.0,,1.0,2.0,,,,,1.0,1.0,,,,,1.0,4.0,,,2.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,0.25,,,0.25,,,,,,,,,,0.5,0.5,1.0,0.25,0.25,,,,,,,,,,,,,0.5,,0.471025,,,,,,8.075,,,,,,,2.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,0.25,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-203414-203416-203437,1611661322,"Michelle Snow, Monique Currie, Nadirah McKenith, Emma Meesseman, Tierra Ruffin-Pratt","Snow, Currie, McKenith, Meesseman, Ruffin-Pratt",100729-200673-203414-203416-203437,WAS,36.0,1,-1.0,1.0,,1.0,,,,,,,,,,40.0,35.0,,17.0,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,1.0,,,,,,,,,,,,,,,0.3478,0.3163,,,,,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-200673-201518-203401-203414,1611661322,"Michelle Snow, Monique Currie, Crystal Langhorne, Tayler Hill, Nadirah McKenith","Snow, Currie, Langhorne, Hill, McKenith",100729-200673-201518-203401-203414,WAS,193.0,4,,6.0,5.0,11.0,3.0,5.0,,,3.0,4.0,1.0,5.0,0.35714285714285715,82.07253886010362,21.833333333333332,12.4,15.5,11.6,0.16666666666666666,0.25,3.0,3.0,,2.0,,,,,,,1.0,2.0,,,,2.0,1.0,3.0,,2.0,5.0,,1.0,,,1.0,3.0,2.0,,2.0,,,,,,,1.0,2.0,4.0,,,,1.0,,,,,,,3.0,3.0,,,,0.3333333333333333,,,0.2,,,,0.375,0.4,0.5,0.5,,0.5,,,,0.2,0.4,,,,,0.4,,,,,,,,0.4,,0.41393,,0.508025,,,0.6,14.766666666666666,23.75,0.5,,1.0,,1.0,,,,,,,,,,,,,0.5,,1.0,1.0,2.0,1.0,,1.0,,,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,3.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
100729-201056-201492-201518-203416,1611661322,"Michelle Snow, Ivory Latta, Matee Ajavon, Crystal Langhorne, Emma Meesseman","Snow, Latta, Ajavon, Langhorne, Meesseman",100729-201056-201492-201518-203416,WAS,61.0,1,-2.0,2.0,3.0,5.0,2.0,2.0,1.0,,1.0,2.0,1.0,,0.3333333333333333,118.03278688524591,22.0,5.666666666666667,16.5,5.666666666666667,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,2.0,,,4.0,,1.0,2.0,,,,,,,,,,,,,2.0,2.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.5,,,1.0,1.0,1.0,,0.5,,,0.5,,,,,,,,,,,,,,0.5,,0.5118,0.3622,,,1.0,,6.5,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2013,2013,False
