EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Fouls,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,SecondChanceAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,ShootingFouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,FTOffRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Charge Fouls,Corner3PctBlocked,StepOutOfBoundsTurnovers,HeaveMakes,3SecondViolations,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1630113-1630389-1630993-201496-203822,1611661329,"Ruthy Hebard, Dana Evans, Anneli Maley, Candace Parker, Rebekah Gardner","Hebard, Evans, Maley, Parker, Gardner",1630113-1630389-1630993-201496-203822,CHI,12.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2022,2022,True
1628922-1630113-1630389-1630993-202664,1611661329,"Azurá Stevens, Ruthy Hebard, Dana Evans, Anneli Maley, Courtney Vandersloot","Stevens, Hebard, Evans, Maley, Vandersloot",1628922-1630113-1630389-1630993-202664,CHI,113.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,50.97345132743363,1.0,35.0,21.5,25.0,21.5,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5,1.0,0.46141666666666664,0.484525,3.1,29.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2022,2022,True
1628922-1630389-201496-203416-203822,1611661329,"Azurá Stevens, Dana Evans, Candace Parker, Emma Meesseman, Rebekah Gardner","Stevens, Evans, Parker, Meesseman, Gardner",1628922-1630389-201496-203416-203822,CHI,390.0,3,3.0,6.0,11.0,11.0,,,2.0,22.0,4.0,1.0,,3.0,,10.0,3.0,2.0,,,3.0,,1.0,5.0,3.0,8.0,1.0,1.0,,,,3.0,,2.0,,,,2.0,1.0,,,0.23076923076923078,0.5,,0.7142857142857143,0.42857142857142855,,0.5,81.23076923076923,0.5,18.727272727272727,16.727272727272727,18.272727272727273,15.727272727272727,0.3076923076923077,0.23076923076923078,0.5,,,0.5384615384615384,0.4912653846153846,,9.32,24.599999999999998,,-1.0,3.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,11.0,12.0,1.0,2.0,8.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,8.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,9.0,0.8,1.0,0.5,0.5,0.38461538461538464,0.5,0.39285714285714285,0.5,0.8,0.6,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.75,0.75,0.6666666666666666,0.15384615384615385,0.5,0.5,1.0,0.3076923076923077,0.25,0.25,1.0,1.0,0.55095,0.07142857142857142,0.09090909090909091,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2022,2022,True
1627674-201496-201516-202664-203416,1611661329,"Kahleah Copper, Candace Parker, Allie Quigley, Courtney Vandersloot, Emma Meesseman","Copper, Parker, Quigley, Vandersloot, Meesseman",1627674-201496-201516-202664-203416,CHI,20214.0,23,123.0,337.0,675.0,677.0,48.0,47.0,68.0,1352.0,216.0,34.0,22.0,125.0,10.0,451.0,165.0,53.0,32.0,14.0,124.0,18.0,92.0,231.0,75.0,306.0,42.0,100.0,6.0,5.0,12.0,108.0,10.0,90.0,5.0,1.0,1.0,22.0,10.0,47.0,4.0,0.26785714285714285,0.773109243697479,0.1935483870967742,0.7689655172413793,0.2208955223880597,0.2,0.7920792079207921,96.31344612644702,0.45454545454545453,15.518518518518519,14.385524372230428,15.068148148148149,13.97341211225997,0.35064935064935066,0.20292207792207792,0.5230769230769231,0.4782608695652174,0.21739130434782608,0.6185064935064936,0.5187911382113821,0.5121144444444444,7.372949002217294,25.043030303030307,0.07111111111111111,-64.0,121.0,21.0,47.0,128.0,40.0,107.0,208.0,75.0,701.0,765.0,29.0,93.0,242.0,174.0,34.0,121.0,187.0,74.0,25.0,22.0,440.0,56.0,131.0,54.0,42.0,21.0,,7.0,608.0,0.5817307692307693,0.6335078534031413,0.4611973392461197,0.5471698113207547,0.5081168831168831,0.6538461538461539,0.5359877488514548,0.6739130434782609,0.7660818713450293,0.23140495867768596,0.28421052631578947,0.175,0.22388059701492538,0.7727272727272727,0.7285714285714285,0.8285714285714286,0.5601851851851852,0.6142131979695431,0.6115702479338843,0.2077922077922078,0.3671875,0.4017094017094017,0.5319148936170213,0.1737012987012987,0.37383177570093457,0.37735849056603776,0.55,0.6176470588235294,0.5575081632653062,0.06800618238021638,0.08731808731808732,0.1326676176890157,14.0,17.0,40.0,3.0,4.0,1.0,4.0,53.0,6.0,8.0,2.0,70.0,9.0,12.0,8.0,19.0,3.0,17.0,64.0,198.0,12.0,1.0,53.0,31.0,1.0,66.0,49.0,17.0,1.0,8.0,10.0,65.0,48.0,17.0,58.0,13.0,47.0,5.0,11.0,8.0,4.0,2.0,6.0,12.0,1.0,1.0,3.0,14.0,3.0,62.0,5.0,0.9428571428571428,0.42424242424242425,0.75,0.21428571428571427,0.4268292682926829,0.59375,0.5108695652173914,0.6037735849056604,0.006060606060606061,0.06873614190687362,0.08796296296296297,0.0859375,0.009345794392523364,0.008,0.58,1.0,0.1,0.17391304347826086,0.6666666666666666,0.033003300330033,0.06493506493506493,0.425,0.425,1.0,0.424,0.4274193548387097,0.9245283018867925,0.14285714285714285,0.06153846153846154,0.75,1.0,0.12307692307692308,0.75,1.0,0.6363636363636364,0.08695652173913043,0.25,0.2,0.4274193548387097,0.012048192771084338,0.0912981455064194,,,,,,,,1611661329,2022,2022,True
1630113-1630389-1630479-1630961-1630993,1611661329,"Ruthy Hebard, Dana Evans, Sparkle Taylor, Tina Krajisnik, Anneli Maley","Hebard, Evans, Taylor, Krajisnik, Maley",1630113-1630389-1630479-1630961-1630993,CHI,260.0,2,2.0,4.0,7.0,7.0,4.0,4.0,,14.0,2.0,,2.0,1.0,,3.0,1.0,,2.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,3.0,,3.0,,,,1.0,1.0,4.0,,0.25,,,0.5,,,,77.53846153846155,1.0,18.571428571428573,18.571428571428573,18.571428571428573,17.142857142857142,0.5,0.25,,1.0,,0.75,0.48945,0.6184,7.733333333333333,24.5,0.5714285714285714,-1.0,2.0,,,,,1.0,2.0,3.0,10.0,11.0,,,4.0,,,2.0,3.0,2.0,,,7.0,,1.0,1.0,2.0,1.0,,1.0,10.0,1.0,1.0,0.6666666666666666,,0.875,,1.0,,0.5,,,,,,0.5,,1.0,1.0,1.0,,,,,0.25,,,,,,0.4,0.5,,2.0,,,,,,,1.0,,,,1.0,,,,2.0,,1.0,5.0,3.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,5.0,,1.0,1.0,,,1.0,1.0,1.0,1.25,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,0.5,,,,,,,,1611661329,2022,2022,True
1628922-1630993-201496-202664-203416,1611661329,"Azurá Stevens, Anneli Maley, Candace Parker, Courtney Vandersloot, Emma Meesseman","Stevens, Maley, Parker, Vandersloot, Meesseman",1628922-1630993-201496-202664-203416,CHI,5.0,1,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,288.0,,5.0,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2022,2022,True
1629574-1630113-1630389-201516-203822,1611661329,"Li Yueru, Ruthy Hebard, Dana Evans, Allie Quigley, Rebekah Gardner","Yueru, Hebard, Evans, Quigley, Gardner",1629574-1630113-1630389-201516-203822,CHI,260.0,1,3.0,4.0,9.0,7.0,1.0,,,16.0,2.0,,,3.0,,4.0,4.0,,,1.0,3.0,,1.0,3.0,,3.0,,,,,,1.0,,2.0,,,,1.0,1.0,1.0,,0.5,1.0,,1.0,,,1.0,88.61538461538463,1.0,14.11111111111111,19.0,14.11111111111111,19.0,0.25,0.375,,,,0.75,0.5289875,0.5343,5.625,23.525,0.1111111111111111,1.0,2.0,,,2.0,,,2.0,,7.0,6.0,,,2.0,2.0,,1.0,2.0,1.0,,,5.0,,2.0,1.0,1.0,1.0,,,7.0,0.5,0.5,0.5,,0.4375,,0.3888888888888889,,1.0,,,,,1.0,1.0,,1.0,1.0,0.5,0.25,,,,,,,,,,0.1111111111111111,0.2,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,3.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,0.25,,,0.25,,,,,,,,,,,,,,,,0.125,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,,0.3333333333333333,,,,,,,,,,1611661329,2022,2022,True
1627674-1630389-201496-201516-203416,1611661329,"Kahleah Copper, Dana Evans, Candace Parker, Allie Quigley, Emma Meesseman","Copper, Evans, Parker, Quigley, Meesseman",1627674-1630389-201496-201516-203416,CHI,415.0,3,2.0,7.0,10.0,11.0,5.0,3.0,1.0,21.0,,,,4.0,1.0,8.0,4.0,,4.0,1.0,4.0,1.0,,2.0,2.0,4.0,,,,,,1.0,,,,,,1.0,,5.0,,0.3333333333333333,,0.3333333333333333,0.25,0.25,0.3333333333333333,,72.86746987951807,,20.2,19.363636363636363,19.5,17.90909090909091,,0.3333333333333333,,,0.2,0.3333333333333333,0.442775,0.43658,10.0,24.55,0.5,-9.0,,,1.0,6.0,2.0,2.0,3.0,,9.0,18.0,,,6.0,,,3.0,3.0,,1.0,2.0,6.0,1.0,2.0,2.0,,1.0,,,9.0,1.0,1.0,0.375,,0.375,,0.375,,0.4,0.2,,0.2,,,,1.0,,,,0.5,0.16666666666666666,0.25,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,5.0,,3.0,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,5.0,,,0.25,,1.0,0.25,0.25,0.5,0.5,,0.25,,0.3333333333333333,,,,,,,,,,,,,0.25,0.25,,,,,,1.0,,,,,,1.0,0.25,,0.5555555555555556,,,,,,,,1611661329,2022,2022,True
1627674-1628922-1630113-1630389-201516,1611661329,"Kahleah Copper, Azurá Stevens, Ruthy Hebard, Dana Evans, Allie Quigley","Copper, Stevens, Hebard, Evans, Quigley",1627674-1628922-1630113-1630389-201516,CHI,142.0,1,2.0,2.0,5.0,6.0,5.0,6.0,1.0,11.0,1.0,,1.0,2.0,2.0,1.0,3.0,,1.0,3.0,2.0,,,2.0,1.0,3.0,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,5.0,,0.75,,,1.0,,,,111.54929577464789,1.0,11.2,14.333333333333334,9.6,14.333333333333334,0.25,0.5,,0.25,0.5,1.0,0.579775,0.579775,1.3,23.46666666666667,1.0,-2.0,1.0,,,,,,1.0,,5.0,7.0,,,2.0,,,1.0,2.0,1.0,,,5.0,,1.0,,,1.0,,,5.0,1.0,1.0,1.0,,0.625,,0.5,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,0.6663,,,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,5.0,3.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,5.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,1.0,0.625,0.5,0.3333333333333333,,,,,0.5,1.0,1.0,1.0,,,,0.25,,,,0.5,1.0,1.0,,1.0,,,,,,1.0,0.25,,0.5,0.5,,1.0,,,,,,,,1611661329,2022,2022,True
1628922-1630113-1630389-201496-203822,1611661329,"Azurá Stevens, Ruthy Hebard, Dana Evans, Candace Parker, Rebekah Gardner","Stevens, Hebard, Evans, Parker, Gardner",1628922-1630113-1630389-201496-203822,CHI,510.0,3,2.0,8.0,15.0,15.0,,,3.0,30.0,4.0,1.0,,7.0,,7.0,8.0,1.0,,,7.0,3.0,3.0,6.0,4.0,10.0,1.0,2.0,1.0,,,3.0,,5.0,,,,,,,,0.5333333333333333,0.75,0.6,0.8333333333333334,0.4444444444444444,0.5,1.0,84.70588235294117,,15.533333333333333,18.466666666666665,14.466666666666667,17.866666666666667,0.26666666666666666,0.4666666666666667,0.5,,,0.8,0.5112566666666667,,6.014285714285714,24.55,,,2.0,,,2.0,1.0,1.0,3.0,5.0,20.0,20.0,,2.0,4.0,2.0,,2.0,4.0,1.0,,1.0,10.0,1.0,2.0,2.0,1.0,,,,18.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,,0.5,,0.5882352941176471,0.3333333333333333,1.0,0.25,0.5,,,,1.0,,0.5,0.6666666666666666,0.5,0.13333333333333333,,,,0.06666666666666667,1.0,1.0,1.0,,,0.11764705882352941,0.125,0.1,,,1.0,,1.0,,,3.0,,,,3.0,,1.0,2.0,,,,,6.0,3.0,,3.0,1.0,,2.0,2.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,0.6666666666666666,0.375,,,0.375,,,,,0.14285714285714285,0.25,,,,0.5,1.0,,1.0,,,0.06666666666666667,,,,0.42857142857142855,0.42857142857142855,0.6666666666666666,,0.5,,,,,,,,,,0.42857142857142855,0.1111111111111111,,,,,,,,,1611661329,2022,2022,True
