EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,HeaveAttempts,Loose Ball Fouls Drawn,Corner3PctBlocked,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceArc3PctAssisted,NonShootingFoulsDrawn,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonShootingPenaltyNonTakeFoulsDrawn,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3SecondViolations,HeaveMakes,Blocked3s,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1628269-1628929-1630136-1630462-201913,1611661330,"Nia Coffey, Kristy Wallace, Megan Walker, Aari McDonald, Kia Vaughn","Coffey, Wallace, Walker, McDonald, Vaughn",1628269-1628929-1630136-1630462-201913,ATL,404.0,4,7.0,7.0,13.0,13.0,1.0,26.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,3.0,11.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,4.0,2.0,1.0,7.0,7.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,11.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.8,0.6875,0.6875,0.375,0.4,1.0,0.4,1.0,0.6666666666666666,0.5,1.0,1.0,92.67326732673267,0.5,12.615384615384615,18.46153846153846,12.615384615384615,16.76923076923077,0.375,1.0,1.0,0.6666666666666666,0.25,0.5,0.5,0.125,0.25,0.5,0.5,1.0,0.75,0.5,0.544,3.9799999999999995,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628269-1628929-1631009-204323-204365,1611661330,"Nia Coffey, Kristy Wallace, Rhyne Howard, Cheyenne Parker, Erica Wheeler","Coffey, Wallace, Howard, Parker, Wheeler",1628269-1628929-1631009-204323-204365,ATL,6954.0,12,116.0,-11.0,237.0,241.0,16.0,478.0,23.0,40.0,20.0,46.0,16.0,14.0,41.0,64.0,128.0,20.0,57.0,217.0,228.0,78.0,50.0,48.0,41.0,14.0,39.0,16.0,55.0,10.0,13.0,126.0,37.0,53.0,4.0,94.0,113.0,24.0,15.0,25.0,4.0,18.0,30.0,1.0,55.0,31.0,64.0,1.0,9.0,5.0,9.0,7.0,197.0,0.609375,0.6724137931034483,0.8,0.3508771929824561,0.3508771929824561,0.5,0.5081081081081081,0.5321782178217822,0.3081081081081081,0.45454545454545453,0.6666666666666666,0.7361111111111112,0.74,0.7377049180327869,0.5238095238095238,0.7368421052631579,0.75,98.9818809318378,0.7777777777777778,14.49789029535865,14.597510373443983,14.135021097046414,14.012448132780083,0.21621621621621623,0.575,0.6388888888888888,0.5652173913043478,0.24864864864864866,0.43478260869565216,0.5263157894736842,0.08648648648648649,0.22162162162162163,0.34146341463414637,0.35,0.7142857142857143,0.5243243243243243,0.34146341463414637,0.49835351351351354,9.57109375,24.454385964912284,20.0,18.0,7.0,7.0,1.0,2.0,21.0,42.0,6.0,1.0,1.0,5.0,1.0,3.0,29.0,7.0,8.0,1.0,6.0,3.0,20.0,2.0,8.0,1.0,3.0,1.0,8.0,12.0,12.0,14.0,1.0,6.0,14.0,12.0,6.0,13.0,19.0,2.0,9.0,7.0,3.0,6.0,5.0,9.0,4.0,6.0,43.0,4.0,4.0,40.0,2.0,3.0,18.0,1.0,4.0,8.0,20.0,3.0,0.16666666666666666,0.3333333333333333,0.875,0.25,0.6071428571428571,0.3181818181818182,0.6333333333333333,0.3333333333333333,0.017543859649122806,0.109375,0.1,0.17391304347826086,0.047619047619047616,0.024390243902439025,0.20634920634920634,0.16216216216216217,0.19,0.35294117647058826,0.12,0.19047619047619047,0.2222222222222222,0.6666666666666666,0.9333333333333333,0.023529411764705882,0.7,0.22702702702702704,0.5,0.525,0.5714285714285714,0.375,0.375,1.0,0.5,1.0,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.2,0.18181818181818182,0.5,0.2727272727272727,0.3333333333333333,0.61776875,0.4572090909090909,0.09405940594059406,0.125,0.017241379310344827,0.09216589861751152,0.03686635944700461,0.08438818565400844,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628269-1628929-1631009-1631044-204323,1611661330,"Nia Coffey, Kristy Wallace, Rhyne Howard, Naz Hillmon, Cheyenne Parker","Coffey, Wallace, Howard, Hillmon, Parker",1628269-1628929-1631009-1631044-204323,ATL,4.0,1,,-2.0,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,360.0,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628929-1630136-1630462-1631009-201913,1611661330,"Kristy Wallace, Megan Walker, Aari McDonald, Rhyne Howard, Kia Vaughn","Wallace, Walker, McDonald, Howard, Vaughn",1628929-1630136-1630462-1631009-201913,ATL,39.0,1,1.0,-2.0,2.0,1.0,,3.0,,1.0,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,110.76923076923076,,11.5,16.0,11.5,16.0,0.5,,,,,,,,0.5,,,,1.0,,0.6082,1.5,49.4,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,0.6082,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628269-1628929-1631009-1631044-204365,1611661330,"Nia Coffey, Kristy Wallace, Rhyne Howard, Naz Hillmon, Erica Wheeler","Coffey, Wallace, Howard, Hillmon, Wheeler",1628269-1628929-1631009-1631044-204365,ATL,52.0,1,1.0,-5.0,2.0,2.0,,4.0,,,,,1.0,,1.0,,,,2.0,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,110.76923076923076,,12.5,13.5,5.5,13.5,,,,,,,,0.5,0.5,,,,1.0,,0.5685,,24.05,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.50985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628269-1628929-1630462-201913-204323,1611661330,"Nia Coffey, Kristy Wallace, Aari McDonald, Kia Vaughn, Cheyenne Parker","Coffey, Wallace, McDonald, Vaughn, Parker",1628269-1628929-1630462-201913-204323,ATL,351.0,2,6.0,5.0,12.0,10.0,,22.0,2.0,3.0,4.0,4.0,1.0,,2.0,6.0,8.0,,3.0,12.0,7.0,8.0,4.0,,2.0,,4.0,,4.0,,1.0,8.0,1.0,4.0,,5.0,6.0,2.0,2.0,1.0,,,1.0,,2.0,1.0,1.0,,2.0,,2.0,2.0,10.0,0.6666666666666666,0.8,,,,0.75,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.5,,1.0,1.0,1.0,1.0,1.0,,90.25641025641026,1.0,14.583333333333334,17.6,14.583333333333334,17.6,0.2727272727272727,0.6666666666666666,1.0,0.5,0.36363636363636365,1.0,1.0,0.09090909090909091,0.18181818181818182,,,,0.5454545454545454,,0.4364818181818182,6.55,25.7,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,2.0,1.0,,,3.0,,1.0,,1.0,,,1.0,,1.0,,,,,2.0,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,,0.125,0.3333333333333333,,,,,0.3333333333333333,0.2,,,,0.5,1.0,1.0,,0.75,0.09090909090909091,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628881-1630136-1630462-201913-204365,1611661330,"Monique Billings, Megan Walker, Aari McDonald, Kia Vaughn, Erica Wheeler","Billings, Walker, McDonald, Vaughn, Wheeler",1628881-1630136-1630462-201913-204365,ATL,439.0,3,7.0,-8.0,15.0,15.0,5.0,30.0,2.0,4.0,2.0,6.0,,,2.0,5.0,12.0,,2.0,10.0,18.0,2.0,8.0,,2.0,,1.0,,1.0,,1.0,2.0,1.0,7.0,1.0,9.0,12.0,,,3.0,,2.0,1.0,,4.0,5.0,6.0,,,,,,8.0,0.2,0.25,,,,0.4166666666666667,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.75,1.0,1.0,0.5,0.8888888888888888,1.0,1.0,,98.40546697038725,,15.333333333333334,13.933333333333334,14.066666666666666,13.866666666666667,0.2857142857142857,0.5,0.5,0.5,0.42857142857142855,0.3333333333333333,0.4,,0.14285714285714285,,,,0.42857142857142855,,0.4899928571428571,7.825,24.4,,2.0,1.0,2.0,,,1.0,2.0,,,,,,,,1.0,3.0,,,,2.0,,,,,,,,2.0,1.0,,,,,1.0,2.0,3.0,,,1.0,,,,,,1.0,3.0,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.08333333333333333,,0.16666666666666666,,,0.2857142857142857,0.5,0.3333333333333333,,0.5,,0.5,1.0,1.0,,,0.14285714285714285,0.5,0.5,,,,,0.6666666666666666,0.5,,,,,,,,,0.49315,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628269-1628929-1630136-1630462-204323,1611661330,"Nia Coffey, Kristy Wallace, Megan Walker, Aari McDonald, Cheyenne Parker","Coffey, Wallace, Walker, McDonald, Parker",1628269-1628929-1630136-1630462-204323,ATL,594.0,3,10.0,-1.0,19.0,20.0,,39.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,6.0,11.0,2.0,5.0,25.0,26.0,6.0,6.0,3.0,4.0,1.0,3.0,1.0,4.0,,1.0,9.0,6.0,2.0,,8.0,9.0,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,,22.0,0.5,0.5,0.5,0.4,0.4,0.5454545454545454,0.5625,0.625,0.3125,,,0.6666666666666666,1.0,0.8888888888888888,,1.0,1.0,94.54545454545455,,16.263157894736842,14.25,15.789473684210526,14.2,0.25,0.75,1.0,0.3333333333333333,0.25,0.5,0.5,0.0625,0.25,0.25,0.25,,0.5625,0.25,0.470903125,9.790909090909091,24.44,,1.0,,,,,1.0,3.0,1.0,,1.0,1.0,,,7.0,,,1.0,1.0,,3.0,,,,,,,3.0,,2.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,10.0,,,9.0,1.0,,5.0,,,,,,1.0,,,,1.5,,1.5,,,0.18181818181818182,0.25,,0.3333333333333333,,0.2,,0.14285714285714285,,,0.5,,1.0,1.0,,0.5,0.1875,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,0.43725,,0.25,0.3333333333333333,,0.12,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628269-1628929-1630462-1631009-201913,1611661330,"Nia Coffey, Kristy Wallace, Aari McDonald, Rhyne Howard, Kia Vaughn","Coffey, Wallace, McDonald, Howard, Vaughn",1628269-1628929-1630462-1631009-201913,ATL,422.0,3,7.0,-13.0,12.0,12.0,7.0,24.0,,,1.0,4.0,1.0,,4.0,1.0,7.0,,5.0,2.0,15.0,,2.0,,4.0,,,,,,,,1.0,2.0,,3.0,5.0,,,,2.0,,2.0,,2.0,2.0,3.0,,,,,,2.0,,,,,,0.14285714285714285,0.08333333333333333,0.08333333333333333,0.4166666666666667,,,0.6666666666666666,1.0,0.75,1.0,,1.0,81.8957345971564,,18.25,16.916666666666668,17.083333333333332,16.75,,,,,0.3333333333333333,0.25,0.25,0.08333333333333333,0.3333333333333333,,,,0.4166666666666667,,0.41270909090909086,11.142857142857142,26.839999999999996,6.0,2.0,,,,,,3.0,,,,1.0,,3.0,,,1.0,,1.0,,,,3.0,,3.0,,,,,,1.0,,,,1.0,1.0,2.0,,,,,,,2.0,,,1.0,,1.0,,,,,,,,6.0,,,,,,,,,,0.2,,,,,,0.16666666666666666,0.25,0.2,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.25,,,,,,,,,,,0.5,,,,0.5,,0.10005,0.4116166666666667,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
1628269-1628929-1630462-1631044-201913,1611661330,"Nia Coffey, Kristy Wallace, Aari McDonald, Naz Hillmon, Kia Vaughn","Coffey, Wallace, McDonald, Hillmon, Vaughn",1628269-1628929-1630462-1631044-201913,ATL,126.0,2,2.0,-1.0,3.0,5.0,1.0,8.0,,,1.0,1.0,,,,1.0,1.0,,,2.0,3.0,2.0,,,,,1.0,,1.0,,,2.0,1.0,2.0,,3.0,3.0,1.0,1.0,,1.0,,2.0,,2.0,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,91.42857142857143,,14.0,16.8,14.0,16.8,,,,,1.0,1.0,1.0,,,,,,,,0.5023,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2022,2022,False
