EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Fouls,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,ShootingFouls,LongMidRangeFrequency,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,DefAtRimReboundPct,DefArc3ReboundPct,DeadBallTurnovers,SelfOReb,LostBallSteals,Loose Ball Fouls Drawn,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Travels,OffThreePtRebounds,SecondChanceTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,BadPassOutOfBoundsTurnovers,PenaltyArc3FGA,PenaltyFG3A,FTOffRebounds,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,PenaltyArc3Frequency,Offensive Fouls,PtsUnassisted3s,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,PenaltyTurnovers,Technical Free Throw Trips,PenaltyFg3Pct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyArc3Accuracy,team_id,year,season,team_vs
1628278-1628878-1628899-1630957-203399,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Myisha Hines-Allen, Rui Machida, Elena Delle Donne","Walker-Kimbrough, Atkins, Hines-Allen, Machida, Delle Donne",1628278-1628878-1628899-1630957-203399,WAS,148.0,1,2.0,-3.0,3.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,3.0,4.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,58.37837837837838,18.333333333333332,31.0,18.333333333333332,25.666666666666668,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.42136666666666667,0.2864,0.5,7.266666666666667,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628878-1628899-1631022-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Myisha Hines-Allen, Shakira Austin, Natasha Cloud","Walker-Kimbrough, Atkins, Hines-Allen, Austin, Cloud",1628278-1628878-1628899-1631022-204333,WAS,48.0,1,1.0,-5.0,2.0,1.0,,3.0,,,,,1.0,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,90.0,14.0,20.0,14.0,20.0,,,,,,,0.3924,,,16.5,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628878-1628899-203399-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Myisha Hines-Allen, Elena Delle Donne, Natasha Cloud","Walker-Kimbrough, Atkins, Hines-Allen, Delle Donne, Cloud",1628278-1628878-1628899-203399-204333,WAS,373.0,1,6.0,5.0,12.0,12.0,,24.0,5.0,2.0,5.0,5.0,11.0,17.0,12.0,,,,6.0,4.0,3.0,4.0,1.0,9.0,2.0,1.0,,2.0,10.0,,,0.6,0.75,0.45454545454545453,,0.5,,0.5666666666666667,,92.65415549597856,18.5,12.583333333333334,17.5,12.5,0.38461538461538464,0.38461538461538464,0.4,0.5,0.5,0.5384615384615384,0.4474076923076923,,,5.963636363636363,,1.0,,0.07692307692307693,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.8333333333333334,0.875,0.15384615384615385,0.09090909090909091,0.2,1.0,1.0,0.6666666666666666,0.5,1.0,0.75,0.42857142857142855,0.6666666666666666,1.0,1.0,1.0,0.5,0.6,0.6,0.6666666666666666,0.15384615384615385,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.5,0.43385,0.14285714285714285,0.16666666666666666,0.4117647058823529,23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628878-1628899-204322-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Myisha Hines-Allen, Elizabeth Williams, Natasha Cloud","Walker-Kimbrough, Atkins, Hines-Allen, Williams, Cloud",1628278-1628878-1628899-204322-204333,WAS,95.0,1,2.0,2.0,2.0,2.0,,4.0,,1.0,1.0,1.0,1.0,2.0,,,,,,2.0,,,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,0.5,,0.5,,60.631578947368425,15.5,32.0,15.5,26.5,,0.5,1.0,1.0,,0.5,0.48105,,,8.9,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,1.0,0.6666666666666666,,,,,,,,,,0.5,,,,,,,,,,,,,,24.3,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628878-1630957-1631022-203399,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Rui Machida, Shakira Austin, Elena Delle Donne","Walker-Kimbrough, Atkins, Machida, Austin, Delle Donne",1628278-1628878-1630957-1631022-203399,WAS,58.0,1,1.0,-2.0,2.0,1.0,,3.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,74.48275862068965,26.0,6.0,26.0,6.0,1.0,,,,,1.0,0.4712,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628878-1630957-203399-204322,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Rui Machida, Elena Delle Donne, Elizabeth Williams","Walker-Kimbrough, Atkins, Machida, Delle Donne, Williams",1628278-1628878-1630957-203399-204322,WAS,164.0,1,3.0,5.0,5.0,6.0,,11.0,,1.0,2.0,1.0,4.0,9.0,4.0,,,,,2.0,,2.0,,6.0,1.0,,,,5.0,,,,,0.25,,0.5714285714285714,,0.5625,,96.58536585365853,17.6,12.666666666666666,15.2,12.666666666666666,,0.2857142857142857,0.5,0.5,,0.42857142857142855,0.46554285714285715,,,12.8,,2.0,1.0,0.2857142857142857,2.0,1.0,,,,2.0,3.0,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,4.0,6.0,,3.0,2.0,,2.0,2.0,,2.0,,2.0,,2.0,2.0,4.0,1.0,,,,,2.0,1.0,,,1.0,,,,,,1.0,0.6666666666666666,1.0,0.6666666666666666,,0.75,0.6666666666666666,0.42857142857142855,,,,,1.0,0.6666666666666666,,1.0,0.5,1.0,0.5,,,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,0.5,1.0,1.0,0.6666666666666666,0.5056,,,0.4444444444444444,24.333333333333332,,,,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628878-1631022-203399-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Shakira Austin, Elena Delle Donne, Natasha Cloud","Walker-Kimbrough, Atkins, Austin, Delle Donne, Cloud",1628278-1628878-1631022-203399-204333,WAS,765.0,2,13.0,2.0,24.0,23.0,,47.0,9.0,1.0,4.0,6.0,14.0,29.0,27.0,,,,10.0,2.0,5.0,10.0,1.0,25.0,5.0,,,,29.0,,,0.8333333333333334,0.8333333333333334,0.42857142857142855,,0.5869565217391305,,0.6041666666666666,,88.47058823529412,14.291666666666666,18.347826086956523,14.041666666666666,17.043478260869566,0.391304347826087,0.17391304347826086,0.25,0.3333333333333333,1.0,0.782608695652174,0.517,,,5.635714285714286,,1.0,2.0,0.043478260869565216,3.0,3.0,4.0,,3.0,3.0,7.0,,,5.0,9.0,2.0,,3.0,,,,,15.0,,7.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,2.0,,6.0,3.0,9.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,,1.0,,,,,,,1.0,0.5555555555555556,,0.5555555555555556,,,,0.391304347826087,0.14285714285714285,0.25,0.75,,0.5,0.375,0.8,0.6666666666666666,0.2727272727272727,1.0,,,,,0.4444444444444444,0.5,0.75,0.30434782608695654,0.42857142857142855,0.5,1.0,1.0,,,,,0.42857142857142855,0.5768666666666666,0.041666666666666664,0.06666666666666667,,24.27777777777778,,1.0,1.0,,1.0,,0.6666666666666666,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.14285714285714285,1.0,1.0,1.0,0.08695652173913043,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628878-203399-204322-204333,1611661322,"Shatori Walker-Kimbrough, Ariel Atkins, Elena Delle Donne, Elizabeth Williams, Natasha Cloud","Walker-Kimbrough, Atkins, Delle Donne, Williams, Cloud",1628278-1628878-203399-204322-204333,WAS,16.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628899-1630957-202252-203399,1611661322,"Shatori Walker-Kimbrough, Myisha Hines-Allen, Rui Machida, Alysha Clark, Elena Delle Donne","Walker-Kimbrough, Hines-Allen, Machida, Clark, Delle Donne",1628278-1628899-1630957-202252-203399,WAS,135.0,1,2.0,-1.0,4.0,3.0,,7.0,,,1.0,1.0,2.0,4.0,5.0,,,,,2.0,,,,,,,,,4.0,,,,,0.5,,0.3333333333333333,,0.5,,74.66666666666667,22.75,14.666666666666666,22.25,14.666666666666666,,0.3333333333333333,,,,0.3333333333333333,0.33866666666666667,,,10.8,,1.0,,0.3333333333333333,1.0,1.0,,,,,1.0,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,1.0,,,,,,0.5,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.25,0.3333333333333333,,26.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
1628278-1628899-1630957-202252-204322,1611661322,"Shatori Walker-Kimbrough, Myisha Hines-Allen, Rui Machida, Alysha Clark, Elizabeth Williams","Walker-Kimbrough, Hines-Allen, Machida, Clark, Williams",1628278-1628899-1630957-202252-204322,WAS,54.0,1,1.0,-2.0,2.0,3.0,,5.0,,,1.0,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,133.33333333333334,12.5,9.666666666666666,12.5,9.666666666666666,,1.0,,,,,0.3653,,,11.8,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661322,2022,2022,False
