EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,PenaltyArc3FGM,FTDefRebounds,DefFTReboundPct,PenaltyArc3Accuracy,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,HeaveAttempts,Defensive 3 Seconds Violations,Corner3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1628909-1628927-1631031-1631083-202658,1611661325,"Kelsey Mitchell, Victoria Vivians, Queen Egbo, Emily Engstler, Danielle Robinson","Mitchell, Vivians, Egbo, Engstler, Robinson",1628909-1628927-1631031-1631083-202658,IND,5713.0,18,95.0,20.0,194.0,190.0,28.0,16.0,28.0,384.0,36.0,55.0,11.0,14.0,4.0,7.0,10.0,38.0,11.0,25.0,5.0,10.0,1.0,1.0,1.0,18.0,42.0,2.0,4.0,4.0,57.0,118.0,23.0,52.0,30.0,213.0,193.0,12.0,20.0,2.0,5.0,3.0,33.0,5.0,18.0,1.0,5.0,8.0,21.0,78.0,36.0,66.0,3.0,12.0,42.0,18.0,7.0,1.0,39.0,22.0,61.0,17.0,5.0,26.0,7.0,6.0,144.0,11.0,17.0,4.0,21.0,43.0,64.0,32.0,96.0,3.0,22.0,14.0,8.0,21.0,4.0,14.0,18.0,3.0,7.0,2.0,39.0,6.0,6.0,20.0,52.0,1.0,4.0,6.0,46.0,1.0,6.0,43.0,6.0,1.0,20.0,3.0,5.0,4.0,1.0,5.0,3.0,180.0,17.0,26.0,2.0,1.0,0.6842105263157895,0.7647058823529411,0.9565217391304348,0.4423076923076923,0.4,0.2,0.4423076923076923,0.4830508474576271,0.6,0.2777777777777778,0.538235294117647,0.6,0.2826086956521739,0.5668449197860963,0.6346153846153846,0.375,0.3058823529411765,0.019230769230769232,0.059322033898305086,0.07272727272727272,0.05263157894736842,0.04,0.023809523809523808,0.5384615384615384,0.5714285714285714,0.6142857142857143,0.2786885245901639,0.7777777777777778,0.39285714285714285,0.6597938144329897,0.3146067415730337,0.3157894736842105,0.35714285714285715,0.07142857142857142,0.34782608695652173,0.6,0.5483870967741935,0.7,0.631578947368421,0.7727272727272727,0.8,0.037037037037037035,96.7897776999825,0.6,14.79896907216495,14.957894736842105,13.994845360824742,14.26842105263158,0.3235294117647059,0.6545454545454545,0.7058823529411765,0.7222222222222222,0.2235294117647059,0.2631578947368421,0.2777777777777778,0.7,0.14705882352941177,0.44,0.4583333333333333,0.5454545454545454,0.058823529411764705,0.5,0.5,1.0,0.24705882352941178,0.42857142857142855,0.43902439024390244,0.9444444444444444,0.56,0.7857142857142857,0.45454545454545453,0.04,0.16,0.5,1.0,0.30434782608695654,0.5714285714285714,0.043478260869565216,1.0,0.17391304347826086,0.6294117647058823,0.42857142857142855,0.5213844117647058,0.548605,0.4484695652173913,0.10869565217391304,0.15151515151515152,0.15492957746478872,0.09859154929577464,7.444067796610169,24.38653846153846,0.14432989690721648,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1629501-1631019-1631031-1631086-1631089,1611661325,"Alanna Smith, NaLyssa Smith, Queen Egbo, Lexie Hull, Destanni Henderson","Smith, Smith, Egbo, Hull, Henderson",1629501-1631019-1631031-1631086-1631089,IND,203.0,1,3.0,,6.0,6.0,,2.0,1.0,12.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,2.0,3.0,,,2.0,6.0,6.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,,,,,3.0,1.0,,1.0,3.0,1.0,,,3.0,,1.0,1.0,2.0,,,4.0,,,2.0,,3.0,3.0,,3.0,,6.0,,,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6,,,,,,,,,,,,0.2,1.0,0.5,,0.2857142857142857,1.0,,1.0,,,,0.25,,,0.5,,,85.1231527093596,,11.5,22.333333333333332,11.5,18.166666666666668,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5827666666666667,,,0.4,0.4,,,3.466666666666667,,,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1628909-1628927-1629501-1631086-202658,1611661325,"Kelsey Mitchell, Victoria Vivians, Alanna Smith, Lexie Hull, Danielle Robinson","Mitchell, Vivians, Smith, Hull, Robinson",1628909-1628927-1629501-1631086-202658,IND,12.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,4.0,8.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1628909-1629501-1631031-1631086-1631089,1611661325,"Kelsey Mitchell, Alanna Smith, Queen Egbo, Lexie Hull, Destanni Henderson","Mitchell, Smith, Egbo, Hull, Henderson",1628909-1629501-1631031-1631086-1631089,IND,213.0,2,4.0,-9.0,6.0,7.0,,,1.0,13.0,2.0,4.0,,,,,,3.0,,,,,,,,,,,,,2.0,7.0,,,,4.0,13.0,,1.0,,,,,,,,,,,2.0,2.0,,,,,,2.0,,1.0,,1.0,,,1.0,,,2.0,,2.0,,,1.0,1.0,2.0,3.0,,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,,,,3.0,1.0,,,,,,,,,,,,4.0,,,,,0.5,0.5,,,,,,0.2857142857142857,,,0.2857142857142857,,,0.2857142857142857,,,,,0.2857142857142857,0.25,0.3333333333333333,,,,,0.5,0.4,,,0.5,0.4,0.5,0.3333333333333333,,,,,,1.0,,,,87.88732394366198,,20.666666666666668,12.714285714285714,18.333333333333332,12.571428571428571,0.5714285714285714,0.5,0.6666666666666666,0.5,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,,0.48205714285714285,0.3834,,,,,,6.828571428571428,,,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1628927-1631031-1631083-1631089-202658,1611661325,"Victoria Vivians, Queen Egbo, Emily Engstler, Destanni Henderson, Danielle Robinson","Vivians, Egbo, Engstler, Henderson, Robinson",1628927-1631031-1631083-1631089-202658,IND,248.0,2,4.0,6.0,8.0,9.0,7.0,8.0,1.0,17.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,3.0,6.0,,,2.0,8.0,2.0,1.0,1.0,,,,2.0,3.0,6.0,,,2.0,8.0,4.0,2.0,,,2.0,,,,,2.0,,2.0,,,,,2.0,4.0,,1.0,,4.0,2.0,6.0,1.0,7.0,,1.0,,1.0,1.0,,,1.0,,1.0,,2.0,,1.0,,,,,,2.0,,,2.0,,,,1.0,,,,,,6.0,8.0,7.0,,,0.6666666666666666,1.0,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5714285714285714,1.0,0.5714285714285714,,,,,,,,0.5,,0.6666666666666666,0.3333333333333333,1.0,,0.8571428571428571,0.3333333333333333,,0.5,,,,0.5,1.0,,1.0,1.0,,98.70967741935483,,14.625,14.555555555555555,14.625,14.222222222222221,0.3333333333333333,0.5,0.5,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,0.3333333333333333,0.5,,,,0.3333333333333333,,0.46093333333333336,0.6166,0.46093333333333336,,,0.25,1.0,7.583333333333333,,0.875,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1628927-1629501-1630101-1631083-1631086,1611661325,"Victoria Vivians, Alanna Smith, Crystal Dangerfield, Emily Engstler, Lexie Hull","Vivians, Smith, Dangerfield, Engstler, Hull",1628927-1629501-1630101-1631083-1631086,IND,33.0,1,1.0,3.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,3.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.27272727272727,,20.0,13.0,20.0,13.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4534,,,1.0,1.0,,,3.2,,,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1628268-1628927-1631031-1631086-1631089,1611661325,"Alaina Coates, Victoria Vivians, Queen Egbo, Lexie Hull, Destanni Henderson","Coates, Vivians, Egbo, Hull, Henderson",1628268-1628927-1631031-1631086-1631089,IND,324.0,2,5.0,1.0,11.0,10.0,4.0,7.0,,21.0,3.0,3.0,,,1.0,1.0,1.0,2.0,2.0,3.0,,,,,,,2.0,,,1.0,6.0,8.0,,2.0,2.0,14.0,13.0,,,,,,,2.0,3.0,,1.0,,4.0,10.0,2.0,,,,2.0,,1.0,,5.0,,5.0,,,3.0,,2.0,10.0,,,,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,4.0,5.0,,,,2.0,,,2.0,,,1.0,,,,,,,14.0,4.0,4.0,,,0.8333333333333334,0.8333333333333334,,,,,,0.75,,0.6666666666666666,0.6,,0.5,0.6363636363636364,,0.5,0.2,,0.125,,0.5,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,1.0,,93.33333333333333,,14.090909090909092,16.9,14.090909090909092,16.9,0.3,1.0,1.0,1.0,0.2,0.5,1.0,,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,,0.2,,,,,,,,,,,0.25,1.0,,,0.25,0.5,,0.50553,,0.5577875,0.09090909090909091,0.1111111111111111,,0.2857142857142857,10.125,25.25,0.36363636363636365,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1627676-1628909-1629501-1631031-202658,1611661325,"Tiffany Mitchell, Kelsey Mitchell, Alanna Smith, Queen Egbo, Danielle Robinson","Mitchell, Mitchell, Smith, Egbo, Robinson",1627676-1628909-1629501-1631031-202658,IND,157.0,2,3.0,-1.0,6.0,6.0,3.0,,,12.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,2.0,,,2.0,4.0,5.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,,1.0,,2.0,,,,1.0,2.0,3.0,,3.0,,,,,,,,3.0,1.0,,,3.0,,3.0,,1.0,,,1.0,1.0,,,2.0,,,1.0,,1.0,,1.0,1.0,1.0,4.0,,3.0,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.6666666666666666,,,,,0.5,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,110.06369426751593,1.0,12.5,13.666666666666666,12.5,13.666666666666666,,,,,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.39255,,,0.3333333333333333,0.3333333333333333,,,13.15,,0.5,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1627676-1629501-1631083-1631086-1631089,1611661325,"Tiffany Mitchell, Alanna Smith, Emily Engstler, Lexie Hull, Destanni Henderson","Mitchell, Smith, Engstler, Hull, Henderson",1627676-1629501-1631083-1631086-1631089,IND,227.0,1,4.0,4.0,7.0,8.0,7.0,8.0,,15.0,,,,,,,3.0,3.0,,,,,,,,,,,,,3.0,3.0,,,5.0,11.0,7.0,,,,,,,3.0,3.0,,,5.0,11.0,4.0,2.0,,,,,,,,2.0,,2.0,,,,2.0,,4.0,,,,,,,,,,,,,,,,2.0,,,,2.0,,2.0,1.0,3.0,,,1.0,4.0,,1.0,5.0,1.0,,2.0,1.0,,,,,,11.0,11.0,7.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,1.0,,1.0,1.0,,1.0,1.1,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,95.15418502202644,,17.571428571428573,13.0,17.571428571428573,11.125,,,,,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35990000000000005,,0.35990000000000005,0.5,0.5,,1.0,8.733333333333333,,1.0,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
1628268-1628927-1629501-1631086-202658,1611661325,"Alaina Coates, Victoria Vivians, Alanna Smith, Lexie Hull, Danielle Robinson","Coates, Vivians, Smith, Hull, Robinson",1628268-1628927-1629501-1631086-202658,IND,15.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,15.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2022,2022,True
