EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,FTOffRebounds,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,ShortMidRangeAssists,OffThreePtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyArc3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,Travels,team_id,year,season,team_vs
100720-1627668-1628931-1629496-202259,1611661328,"Sue Bird, Breanna Stewart, Gabby Williams, Ezi Magbegor, Epiphanny Prince","Bird, Stewart, Williams, Magbegor, Prince",100720-1627668-1628931-1629496-202259,SEA,105.0,1,2.0,4.0,3.0,7,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,96.0,13.5,17.0,13.5,17.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.44473333333333337,12.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1628931-1629496-204319,1611661328,"Sue Bird, Breanna Stewart, Gabby Williams, Ezi Magbegor, Jewell Loyd","Bird, Stewart, Williams, Magbegor, Loyd",100720-1627668-1628931-1629496-204319,SEA,1105.0,4,18.0,35.0,40.0,75,3.0,5.0,7.0,6.0,13.0,46.0,39.0,8.0,4.0,11.0,3.0,29.0,3.0,10.0,14.0,17.0,,1.0,6.0,44.0,0.6666666666666666,0.6666666666666666,0.46153846153846156,0.6875,0.7419354838709677,0.9090909090909091,1.0,0.9285714285714286,1.0,1.0,97.73755656108597,13.114285714285714,16.15,12.885714285714286,16.15,0.20833333333333334,0.6,0.75,1.0,0.2916666666666667,0.6666666666666666,0.46911875000000003,10.723076923076924,7.0,10.0,9.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,6.0,7.0,7.0,11.0,13.0,1.0,2.0,2.0,2.0,5.0,6.0,10.0,4.0,21.0,7.0,6.0,2.0,7.0,6.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,6.0,10.0,1.0,15.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,8.0,1.0,1.0,0.6363636363636364,0.6363636363636364,0.4,0.4,0.5,0.625,0.4583333333333333,0.15384615384615385,0.2,1.0,0.8333333333333334,1.0,0.5,0.3,0.5,1.0,0.3333333333333333,0.8,1.0,1.0,0.125,1.0,0.041666666666666664,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.16666666666666666,0.25,0.25,1.0,0.2916666666666667,0.8571428571428571,0.8571428571428571,1.0,0.2,1.0,0.8571428571428571,0.1932,0.36576,0.17857142857142858,0.29411764705882354,0.043478260869565216,0.21739130434782608,24.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1628931-202250-202259,1611661328,"Sue Bird, Breanna Stewart, Gabby Williams, Tina Charles, Epiphanny Prince","Bird, Stewart, Williams, Charles, Prince",100720-1627668-1628931-202250-202259,SEA,171.0,1,3.0,6.0,5.0,11,,2.0,1.0,1.0,4.0,8.0,9.0,,,1.0,,3.0,,1.0,1.0,3.0,,,,3.0,,,0.25,0.5,0.5714285714285714,1.0,,1.0,,,92.63157894736842,15.166666666666666,16.0,14.666666666666666,16.0,0.4,,,,0.2,0.6,0.45761,7.1,-1.0,3.0,,2.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,,5.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,,1.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,2.0,,4.0,,1.0,1.0,,,,,,,,,4.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.25,0.5,0.2,,,,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,,,0.3333333333333333,,0.2,,,,,,,,0.2,1.0,1.0,1.0,0.3333333333333333,,1.0,0.439525,0.4413666666666667,0.16666666666666666,0.2,0.625,0.5,23.6,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.25,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1628931-202250-204319,1611661328,"Sue Bird, Breanna Stewart, Gabby Williams, Tina Charles, Jewell Loyd","Bird, Stewart, Williams, Charles, Loyd",100720-1627668-1628931-202250-204319,SEA,4295.0,4,72.0,136.0,129.0,265,15.0,21.0,20.0,39.0,79.0,152.0,162.0,50.0,25.0,40.0,10.0,95.0,15.0,24.0,40.0,59.0,1.0,6.0,18.0,124.0,0.6410256410256411,0.6756756756756757,0.4936708860759494,0.5307692307692308,0.5428571428571428,0.8571428571428571,0.6,0.7358490566037735,0.8,0.5789473684210527,88.84749708963912,15.904411764705882,16.527131782945737,15.191176470588236,15.736434108527131,0.16153846153846155,0.7142857142857143,0.7894736842105263,0.6666666666666666,0.15384615384615385,0.5538461538461539,0.4840680769230769,8.677215189873417,-10.0,6.0,1.0,17.0,,,38.0,10.0,3.0,6.0,17.0,45.0,20.0,51.0,14.0,8.0,,28.0,2.0,2.0,4.0,11.0,28.0,45.0,45.0,17.0,7.0,15.0,12.0,3.0,7.0,16.0,1.0,19.0,4.0,12.0,9.0,12.0,9.0,3.0,1.0,10.0,19.0,24.0,2.0,23.0,3.0,13.0,,3.0,,,3.0,3.0,3.0,,,11.0,6.0,,0.75,0.39215686274509803,0.39215686274509803,1.0,0.875,0.8235294117647058,0.9166666666666666,0.3923076923076923,0.08860759493670886,0.09523809523809523,0.13157894736842105,0.6666666666666666,0.5,0.4,0.2714285714285714,0.3333333333333333,0.4583333333333333,0.3,0.8666666666666667,0.875,0.6666666666666666,0.06349206349206349,1.0,0.2923076923076923,0.5,0.5,0.7,0.046153846153846156,0.5,0.5,1.0,0.34615384615384615,0.37777777777777777,0.37777777777777777,0.7058823529411765,,,0.37777777777777777,0.4961142857142857,0.35175,0.09285714285714286,0.14606741573033707,0.18421052631578946,0.07236842105263158,24.76078431372549,0.04411764705882353,14.0,5.0,8.0,5.0,6.0,9.0,4.0,,0.6666666666666666,0.625,0.8235294117647058,,0.3684210526315789,0.42424242424242425,0.47058823529411764,0.625,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,8.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,0.5,0.1,0.10714285714285714,0.5714285714285714,0.058823529411764705,1.0,0.058823529411764705,1.0,1.0,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1628931-202259-203855,1611661328,"Sue Bird, Breanna Stewart, Gabby Williams, Epiphanny Prince, Stephanie Talbot","Bird, Stewart, Williams, Prince, Talbot",100720-1627668-1628931-202259-203855,SEA,61.0,1,1.0,2.0,2.0,4,,,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,,2.0,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,94.42622950819673,15.5,15.0,15.5,15.0,,,,,1.0,,0.3341,15.0,-2.0,2.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,2.0,2.0,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.3341,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1628931-203855-204319,1611661328,"Sue Bird, Breanna Stewart, Gabby Williams, Stephanie Talbot, Jewell Loyd","Bird, Stewart, Williams, Talbot, Loyd",100720-1627668-1628931-203855-204319,SEA,238.0,1,4.0,7.0,9.0,16,3.0,3.0,,4.0,6.0,12.0,16.0,4.0,2.0,2.0,1.0,4.0,,1.0,1.0,1.0,,,,12.0,0.5,0.5,0.6666666666666666,0.7857142857142857,0.8571428571428571,1.0,,1.0,1.0,,96.80672268907563,14.714285714285714,15.0,14.714285714285714,15.0,0.42857142857142855,1.0,1.0,0.3333333333333333,,0.5714285714285714,0.5258,3.85,-4.0,7.0,9.0,,3.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,4.0,6.0,1.0,12.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,12.0,7.0,1.0,,1.0,1.0,0.6666666666666666,0.7857142857142857,,0.8571428571428571,0.14285714285714285,,,,,,,,,,,,,,,,0.42857142857142855,,,,,,,,0.14285714285714285,1.0,1.0,,0.42857142857142855,1.0,1.0,,0.5258,0.14285714285714285,0.16666666666666666,,1.0,25.3,1.0,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1629496-201896-204319,1611661328,"Sue Bird, Breanna Stewart, Ezi Magbegor, Briann January, Jewell Loyd","Bird, Stewart, Magbegor, January, Loyd",100720-1627668-1629496-201896-204319,SEA,75.0,1,1.0,1.0,2.0,3,,,,,,,3.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,0.5,,1.0,57.6,25.0,25.0,25.0,22.0,,,,,,1.0,0.6078,,-3.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1629496-202259-203855,1611661328,"Sue Bird, Breanna Stewart, Ezi Magbegor, Epiphanny Prince, Stephanie Talbot","Bird, Stewart, Magbegor, Prince, Talbot",100720-1627668-1629496-202259-203855,SEA,220.0,2,4.0,7.0,6.0,13,2.0,2.0,,4.0,6.0,10.0,6.0,6.0,3.0,3.0,2.0,6.0,1.0,2.0,4.0,4.0,,,,10.0,0.75,0.75,0.6666666666666666,0.5714285714285714,0.7142857142857143,1.0,1.0,1.0,,1.0,85.0909090909091,15.857142857142858,18.166666666666668,15.857142857142858,18.166666666666668,0.2857142857142857,1.0,1.0,1.0,,0.42857142857142855,0.43542857142857144,6.3500000000000005,4.0,1.0,,,,,4.0,,,,,1.0,,1.0,2.0,,,,,1.0,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,2.0,2.0,3.0,,2.0,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,0.14285714285714285,,,,,1.0,,,,,,1.0,1.0,,,,0.5714285714285714,,,,,,,,0.14285714285714285,,,,,,,,0.3914,0.2857142857142857,0.3333333333333333,,,27.2,0.14285714285714285,2.0,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1629496-202259-204319,1611661328,"Sue Bird, Breanna Stewart, Ezi Magbegor, Epiphanny Prince, Jewell Loyd","Bird, Stewart, Magbegor, Prince, Loyd",100720-1627668-1629496-202259-204319,SEA,330.0,2,6.0,11.0,11.0,22,1.0,1.0,,3.0,4.0,8.0,2.0,6.0,3.0,3.0,1.0,6.0,1.0,6.0,7.0,8.0,,,,8.0,1.0,1.0,0.75,0.2727272727272727,0.3333333333333333,1.0,1.0,1.0,,1.0,96.0,12.818181818181818,17.181818181818183,12.090909090909092,17.181818181818183,0.09090909090909091,1.0,1.0,1.0,,0.7272727272727273,0.4468363636363636,6.25,6.0,1.0,1.0,1.0,,,3.0,,,,,7.0,,7.0,2.0,,,,,,,,,,7.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,2.0,1.0,,2.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,0.6363636363636364,0.25,,0.3333333333333333,,,,0.14285714285714285,,,,1.0,1.0,,,1.0,0.2727272727272727,,,,,,,,0.6363636363636364,,,,,,,,0.49125,0.08333333333333333,0.2,,,26.74285714285714,0.09090909090909091,2.0,,1.0,,,1.0,,,,,,,0.6666666666666666,1.0,1.0,,,,,,,,,1.0,,1.0,,2.0,1.0,,,,,,,,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1611661328,2022,2022,False
100720-1627668-1629496-203855-204319,1611661328,"Sue Bird, Breanna Stewart, Ezi Magbegor, Stephanie Talbot, Jewell Loyd","Bird, Stewart, Magbegor, Talbot, Loyd",100720-1627668-1629496-203855-204319,SEA,2070.0,5,34.0,62.0,61.0,123,6.0,10.0,11.0,16.0,39.0,69.0,78.0,18.0,9.0,17.0,3.0,42.0,7.0,15.0,23.0,31.0,,1.0,2.0,59.0,0.5625,0.6,0.41025641025641024,0.45901639344262296,0.5149253731343284,0.7142857142857143,0.875,0.7586206896551724,0.8333333333333334,0.8,85.56521739130434,16.338709677419356,17.327868852459016,15.564516129032258,16.62295081967213,0.16393442622950818,0.6,0.75,0.5,0.18032786885245902,0.5245901639344263,0.4659950819672131,9.992307692307692,-9.0,5.0,7.0,8.0,,,18.0,4.0,5.0,8.0,3.0,14.0,8.0,22.0,13.0,5.0,6.0,10.0,,3.0,3.0,3.0,14.0,24.0,14.0,3.0,6.0,8.0,3.0,5.0,3.0,7.0,1.0,8.0,,3.0,3.0,1.0,1.0,,,6.0,14.0,13.0,1.0,14.0,,4.0,1.0,5.0,,,3.0,5.0,2.0,,,1.0,4.0,,1.0,0.36363636363636365,0.36363636363636365,,,0.5555555555555556,0.25,0.36065573770491804,0.15384615384615385,0.2,0.16666666666666666,0.5,1.0,0.3181818181818182,0.2222222222222222,0.25,0.3333333333333333,0.3333333333333333,0.6,0.8,1.0,,0.4,0.29508196721311475,0.36363636363636365,0.4,0.75,0.13114754098360656,0.625,0.625,1.0,0.22950819672131148,0.21428571428571427,0.21428571428571427,1.0,,,0.21428571428571427,0.46400833333333336,0.43555,0.09090909090909091,0.09302325581395349,0.14492753623188406,0.043478260869565216,25.145454545454548,0.08064516129032258,6.0,,1.0,2.0,,1.0,2.0,,,0.4,0.3333333333333333,,0.3333333333333333,0.4,0.16666666666666666,,,1.0,1.0,,,,,1.0,,1.0,,3.0,1.0,,,,1.0,,,,0.07142857142857142,,0.5,0.16666666666666666,1.0,,,,,,0.25,,,1.0,2.0,2.0,2.0,0.09090909090909091,0.3333333333333333,0.08695652173913043,,,,,,,,,1611661328,2022,2022,False
