EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,FG2M,PtsAssisted2s,TwoPtAssists,AtRimAssists,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyDefPoss,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted2s,ShortMidRangeAssists,FTOffRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,PenaltyFg2Pct,LiveBallTurnoverPct,OffFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Steals,LostBallSteals,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,BadPassSteals,PenaltyTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,Corner3FGA,Corner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DeadBallTurnovers,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,LostBallTurnovers,Blocked2s,BlockedAtRim,Fg2aBlocked,FG2APctBlocked,LongMidRangePctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,OffArc3ReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Corner3Assists,Travels,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,SelfOReb,Technical Free Throw Trips,NonShootingPenaltyNonTakeFouls,SelfORebPct,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,SecondChanceArc3Frequency,SecondChanceCorner3FGA,BlockedLongMidRange,SecondChanceCorner3Frequency,PtsUnassisted3s,Charge Fouls,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,Charge Fouls Drawn,HeaveAttempts,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,3SecondViolations,team_id,year,season,team_vs
1628279-1628882-1630444-202633-203823,1611661320,"Brittney Sykes, Lexie Brown, Jasmine Walker, Liz Cambage, Chiney Ogwumike","Sykes, Brown, Walker, Cambage, Ogwumike",1628279-1628882-1630444-202633-203823,LAS,45.0,1,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.5,96.0,17.0,11.0,17.0,11.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.398725,0.398725,1.0,18.4,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1628882-1630150-1631056-203014-203823,1611661320,"Lexie Brown, Chennedy Carter, Amy Atwell, Nneka Ogwumike, Chiney Ogwumike","Brown, Carter, Atwell, Ogwumike, Ogwumike",1628882-1630150-1631056-203014-203823,LAS,26.0,1,,2.0,1.0,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,1.0,,2.0,2.0,,,,,,,1.0,,1.0,,,55.38461538461538,12.0,,12.0,,,,,,,,,1.0,,0.6148,,,2.1,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1628882-1630150-1630444-1631135-202633,1611661320,"Lexie Brown, Chennedy Carter, Jasmine Walker, Olivia Nelson-Ododa, Liz Cambage","Brown, Carter, Walker, Nelson-Ododa, Cambage",1628882-1630150-1630444-1631135-202633,LAS,173.0,1,3.0,2.0,4.0,6.0,2.0,10.0,,1.0,1.0,,,2.0,1.0,1.0,9.0,7.0,1.0,,,4.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,9.0,4.0,2.0,1.0,1.0,,1.0,1.1666666666666667,1.0,1.125,1.0,0.3333333333333333,83.23699421965318,19.0,16.166666666666668,17.25,15.5,,0.3333333333333333,1.0,1.0,1.0,,,0.6666666666666666,1.0,0.38455,0.3087,0.4444444444444444,6.25,30.8,0.5,1.0,1.0,2.0,2.0,1.0,,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1628279-1628886-202633-203014-203823,1611661320,"Brittney Sykes, Jordin Canada, Liz Cambage, Nneka Ogwumike, Chiney Ogwumike","Sykes, Canada, Cambage, Ogwumike, Ogwumike",1628279-1628886-202633-203014-203823,LAS,9.0,1,,-1.0,,2.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,320.0,,1.5,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1628279-1629478-1630150-1631135-202633,1611661320,"Brittney Sykes, Katie Lou Samuelson, Chennedy Carter, Olivia Nelson-Ododa, Liz Cambage","Sykes, Lou Samuelson, Carter, Nelson-Ododa, Cambage",1628279-1629478-1630150-1631135-202633,LAS,321.0,4,5.0,1.0,13.0,10.0,7.0,23.0,2.0,,,,,7.0,,,13.0,12.0,4.0,,,5.0,,,,,1.0,,2.0,13.0,5.0,7.0,,,,,0.42857142857142855,0.25,0.5909090909090909,0.4166666666666667,,103.17757009345794,14.0,13.9,13.846153846153847,13.9,0.2857142857142857,,,,,,,0.42857142857142855,,0.43411428571428573,0.413725,0.38461538461538464,9.87142857142857,,0.5384615384615384,1.0,3.0,3.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,3.0,1.0,2.0,2.0,7.0,1.0,3.0,4.0,,,2.0,2.0,1.0,3.0,2.0,2.0,2.0,,,2.0,,6.0,9.0,,1.0,,,,0.25,1.0,,1.0,1.0,1.0,0.2857142857142857,1.0,1.0,,0.2222222222222222,0.125,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.25,0.25,0.5,0.5,0.5,0.3646,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1628886-1630444-1631056-202633-203823,1611661320,"Jordin Canada, Jasmine Walker, Amy Atwell, Liz Cambage, Chiney Ogwumike","Canada, Walker, Atwell, Cambage, Ogwumike",1628886-1630444-1631056-202633-203823,LAS,21.0,1,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,68.57142857142857,21.0,,21.0,,,1.0,,,,,,1.0,,0.3273,,,,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1628279-1630150-1630444-202633-203014,1611661320,"Brittney Sykes, Chennedy Carter, Jasmine Walker, Liz Cambage, Nneka Ogwumike","Sykes, Carter, Walker, Cambage, Ogwumike",1628279-1630150-1630444-202633-203014,LAS,73.0,1,1.0,-5.0,2.0,3.0,,5.0,,,,,,2.0,,,2.0,7.0,,,,,,,,,,,,2.0,,,,,,,0.5,,0.5,,,98.63013698630138,19.5,11.333333333333334,19.5,11.333333333333334,,,,,,,,,,0.47745,,,6.85,,,,,1.0,,,,,,0.5,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1628279-1628882-1628886-1629478-202633,1611661320,"Brittney Sykes, Lexie Brown, Jordin Canada, Katie Lou Samuelson, Liz Cambage","Sykes, Brown, Canada, Lou Samuelson, Cambage",1628279-1628882-1628886-1629478-202633,LAS,45.0,1,1.0,,1.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,64.0,23.0,22.0,23.0,21.0,,,,,,,,1.0,,0.5709,,,,22.9,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1628279-1628886-1630996-203014-203823,1611661320,"Brittney Sykes, Jordin Canada, Rae Burrell, Nneka Ogwumike, Chiney Ogwumike","Sykes, Canada, Burrell, Ogwumike, Ogwumike",1628279-1628886-1630996-203014-203823,LAS,303.0,2,5.0,6.0,8.0,10.0,,18.0,1.0,1.0,1.0,,,5.0,1.0,2.0,11.0,5.0,,,,,3.0,1.0,1.0,1.0,3.0,1.0,7.0,9.0,,,1.0,0.5,,0.5,0.6428571428571429,,0.6875,,0.2857142857142857,85.54455445544555,14.0,19.1,14.0,17.7,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,,,0.5714285714285714,1.0,0.5173,,,9.66,24.3,,1.0,2.0,3.0,4.0,2.0,,0.6666666666666666,1.0,0.6,0.2857142857142857,0.5,0.5,,1.0,1.0,1.0,2.0,2.0,,,2.0,1.0,,1.0,6.0,1.0,7.0,,,1.0,,1.0,3.0,,2.0,2.0,,1.0,,,,,,,0.3333333333333333,0.5714285714285714,0.5,0.2857142857142857,0.5,0.5,1.0,0.125,0.16666666666666666,1.0,,,,1.0,,1.0,,,,,,,0.3333333333333333,,,,,,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
1629478-1630150-1630444-1631056-1631135,1611661320,"Katie Lou Samuelson, Chennedy Carter, Jasmine Walker, Amy Atwell, Olivia Nelson-Ododa","Lou Samuelson, Carter, Walker, Atwell, Nelson-Ododa",1629478-1630150-1630444-1631056-1631135,LAS,314.0,1,5.0,-2.0,10.0,11.0,7.0,21.0,2.0,1.0,4.0,,3.0,6.0,1.0,4.0,14.0,16.0,4.0,,3.0,8.0,3.0,4.0,1.0,1.0,2.0,1.0,5.0,12.0,8.0,7.0,1.0,0.25,,0.25,0.55,0.42857142857142855,0.6363636363636364,0.5,0.4,96.30573248407643,13.1,16.636363636363637,12.3,15.545454545454545,0.2,0.4,0.25,0.25,1.0,0.42857142857142855,,0.7,0.25,0.568395,0.5547642857142857,0.5714285714285714,9.516666666666667,25.975,0.7,3.0,3.0,4.0,2.0,1.0,1.0,0.25,0.25,0.6666666666666666,0.3,1.0,1.0,0.3333333333333333,,1.0,1.0,1.0,3.0,3.0,2.0,6.0,,,3.0,4.0,1.0,5.0,,,,,1.0,1.0,,3.0,3.0,1.0,1.0,,,,0.75,,,0.75,0.8,0.6666666666666666,0.1,1.0,1.0,,0.1,0.16666666666666666,,,2.0,2.0,1.0,1.0,,,,,1.0,1.0,0.5,0.2,,0.2857142857142857,1.0,0.7579,,,,1.0,1.0,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,0.14285714285714285,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2022,2022,False
