EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,Charge Fouls Drawn,OffFTReboundPct,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
1628277-1629481-1629497-203866-204330,1611661321,"Allisha Gray, Arike Ogunbowale, Marina Mabrey, Kayla Thornton, Isabelle Harrison","Gray, Ogunbowale, Mabrey, Thornton, Harrison",1628277-1629481-1629497-203866-204330,DAL,11291.0,23,188.0,28.0,381.0,376.0,43.0,39.0,43.0,757.0,60.0,104.0,6.0,14.0,10.0,14.0,28.0,75.0,20.0,42.0,7.0,16.0,1.0,1.0,1.0,41.0,106.0,8.0,14.0,4.0,12.0,108.0,221.0,48.0,122.0,70.0,430.0,402.0,12.0,24.0,8.0,15.0,14.0,62.0,16.0,26.0,5.0,13.0,15.0,62.0,120.0,96.0,114.0,30.0,8.0,1.0,105.0,41.0,18.0,60.0,38.0,98.0,31.0,7.0,38.0,13.0,9.0,234.0,22.0,31.0,57.0,63.0,5.0,125.0,53.0,178.0,6.0,36.0,29.0,7.0,33.0,7.0,27.0,22.0,2.0,6.0,3.0,55.0,2.0,5.0,29.0,90.0,3.0,6.0,73.0,7.0,5.0,85.0,10.0,1.0,41.0,5.0,12.0,1.0,1.0,9.0,3.0,13.0,7.0,1.0,368.0,61.0,42.0,6.0,3.0,0.5555555555555556,0.5769230769230769,0.7916666666666666,0.39344262295081966,0.5333333333333333,0.38461538461538464,0.39669421487603307,0.48868778280542985,0.5,0.6153846153846154,0.5247813411078717,0.6153846153846154,0.6025641025641025,0.5659630606860159,0.6595744680851063,0.6595744680851063,0.3556851311953353,0.08144796380090498,0.09615384615384616,0.09333333333333334,0.023809523809523808,0.6,1.0,0.6847826086956522,0.2767857142857143,0.8260869565217391,0.3013698630136986,0.7453416149068323,0.2864864864864865,0.3181818181818182,0.2765957446808511,0.19047619047619047,0.3125,0.2222222222222222,0.48484848484848486,0.7317073170731707,0.9444444444444444,0.8448275862068966,0.7272727272727273,0.03592814371257485,96.54415020813036,0.5384615384615384,14.511811023622048,15.324468085106384,13.963254593175852,14.816489361702128,0.3032069970845481,0.5769230769230769,0.6382978723404256,0.6333333333333333,0.21865889212827988,0.37333333333333335,0.4117647058823529,0.4642857142857143,0.12244897959183673,0.47619047619047616,0.4878048780487805,0.45,0.04664723032069971,0.4375,0.4375,1.0,0.30903790087463556,0.3867924528301887,0.3867924528301887,0.7560975609756098,0.358974358974359,0.42857142857142855,0.5,0.02564102564102564,0.358974358974359,0.5714285714285714,1.0,0.358974358974359,0.7142857142857143,0.02564102564102564,1.0,0.3076923076923077,0.3333333333333333,0.6588921282798834,0.3904761904761905,0.519475,0.53367,0.49322105263157895,0.10962566844919786,0.1626984126984127,0.14418604651162792,0.14418604651162792,7.052036199095022,25.022131147540982,0.11286089238845144,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1629497-1630112-1630454-203866-204330,1611661321,"Marina Mabrey, Tyasha Harris, Charli Collier, Kayla Thornton, Isabelle Harrison","Mabrey, Harris, Collier, Thornton, Harrison",1629497-1630112-1630454-203866-204330,DAL,17.0,1,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.70588235294117,,9.0,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4273,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1629479-1629497-1630112-203866-204330,1611661321,"Teaira McCowan, Marina Mabrey, Tyasha Harris, Kayla Thornton, Isabelle Harrison","McCowan, Mabrey, Harris, Thornton, Harrison",1629479-1629497-1630112-203866-204330,DAL,45.0,1,1.0,-3.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,64.0,,35.0,10.0,35.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1629481-1630112-1630149-203866-204330,1611661321,"Arike Ogunbowale, Tyasha Harris, Satou Sabally, Kayla Thornton, Isabelle Harrison","Ogunbowale, Harris, Sabally, Thornton, Harrison",1629481-1630112-1630149-203866-204330,DAL,236.0,2,4.0,-2.0,6.0,7.0,,,2.0,13.0,2.0,3.0,2.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,3.0,5.0,,,2.0,8.0,10.0,2.0,2.0,,,,4.0,,,,,,,2.0,4.0,,,4.0,,,,,1.0,,1.0,,,,1.0,,2.0,,2.0,,2.0,,2.0,2.0,4.0,,1.0,,1.0,1.0,,1.0,1.0,,,,2.0,,,3.0,4.0,,1.0,2.0,,,2.0,,,1.0,,,,,,,,,,4.0,,,,,0.3333333333333333,1.0,,,,,,0.6,1.0,,0.6,1.0,,0.6666666666666666,1.0,,,,,,,0.5,,0.4,1.0,,,0.4,1.0,1.0,1.0,,,,,0.5,,,,,79.3220338983051,,17.166666666666668,19.0,17.166666666666668,17.142857142857142,0.6,0.6666666666666666,0.6666666666666666,,0.4,0.5,0.5,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.6,,0.6096,0.68745,,0.16666666666666666,0.16666666666666666,0.5,,2.7,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1630112-1630454-1631007-203866-204330,1611661321,"Tyasha Harris, Charli Collier, Veronica Burton, Kayla Thornton, Isabelle Harrison","Harris, Collier, Burton, Thornton, Harrison",1630112-1630454-1631007-203866-204330,DAL,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1629481-1630112-1630149-1630454-1631007,1611661321,"Arike Ogunbowale, Tyasha Harris, Satou Sabally, Charli Collier, Veronica Burton","Ogunbowale, Harris, Sabally, Collier, Burton",1629481-1630112-1630149-1630454-1631007,DAL,60.0,1,1.0,-3.0,2.0,3.0,1.0,3.0,,5.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,4.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.25,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,120.0,,11.0,12.666666666666666,11.0,5.333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,0.53325,,0.53325,0.5,1.0,,,,24.8,0.5,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1629481-1630149-1630386-1631007-1631029,1611661321,"Arike Ogunbowale, Satou Sabally, Awak Kuier, Veronica Burton, Jasmine Dickey","Ogunbowale, Sabally, Kuier, Burton, Dickey",1629481-1630149-1630386-1631007-1631029,DAL,174.0,1,3.0,-6.0,6.0,7.0,6.0,7.0,,13.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,3.0,,,1.0,3.0,1.0,1.0,1.0,4.0,,5.0,11.0,,,,,,,1.0,1.0,1.0,4.0,,5.0,2.0,,3.0,,,,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,,,1.0,1.0,1.0,0.25,,0.25,0.25,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.8,,,,,1.0,,0.5,,,,0.5,,,,,,,,1.0,,,,,107.58620689655173,,13.166666666666666,13.571428571428571,13.166666666666666,13.571428571428571,0.2,1.0,1.0,1.0,,,,,,,,,0.2,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.2,1.0,0.2,,0.6,0.3333333333333333,1.0,0.3333333333333333,0.56899,,0.56899,,,,1.0,1.3,23.4,1.0,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1629479-1629497-1630112-1630149-203866,1611661321,"Teaira McCowan, Marina Mabrey, Tyasha Harris, Satou Sabally, Kayla Thornton","McCowan, Mabrey, Harris, Sabally, Thornton",1629479-1629497-1630112-1630149-203866,DAL,225.0,1,4.0,7.0,7.0,6.0,,,2.0,13.0,1.0,3.0,1.0,2.0,,,,,,2.0,,,,,,2.0,3.0,,,,,1.0,5.0,2.0,3.0,3.0,11.0,4.0,1.0,3.0,,,,2.0,,,,,,,2.0,,6.0,,,,3.0,2.0,1.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,1.0,2.0,2.0,,,2.0,3.0,5.0,,,,,,,,,,,,,,,1.0,2.0,,,3.0,,,4.0,,,2.0,,,,,,,,,,9.0,,,,,1.0,1.0,1.0,0.6666666666666666,,,0.6666666666666666,0.2,0.3333333333333333,,0.5,0.3333333333333333,,0.55,0.3333333333333333,,0.375,0.2,0.3333333333333333,,,,,,0.5,1.0,1.0,0.6666666666666666,0.6,0.5,,0.5,1.0,,,,,1.0,1.0,,83.2,,17.571428571428573,17.0,14.285714285714286,17.0,0.375,0.3333333333333333,0.5,1.0,,,,,0.25,,,,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,,,,,,,,,,,0.75,0.6666666666666666,0.5100625,0.5588666666666667,,0.2,0.2857142857142857,0.18181818181818182,,6.840000000000001,24.96666666666667,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1629481-1630112-1630149-1631007-204330,1611661321,"Arike Ogunbowale, Tyasha Harris, Satou Sabally, Veronica Burton, Isabelle Harrison","Ogunbowale, Harris, Sabally, Burton, Harrison",1629481-1630112-1630149-1631007-204330,DAL,85.0,1,1.0,1.0,3.0,3.0,3.0,3.0,1.0,6.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,2.0,4.0,3.0,,,,,1.0,1.0,1.0,1.0,,1.0,2.0,4.0,2.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,2.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,3.0,4.0,3.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,0.5,,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,101.6470588235294,1.0,16.666666666666668,11.666666666666666,16.666666666666668,11.666666666666666,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,1.0,,,0.5,,1.0,,0.640525,,0.640525,0.5,1.0,0.25,1.0,1.1,22.8,1.0,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
1628277-1629481-1630149-1630454-1631007,1611661321,"Allisha Gray, Arike Ogunbowale, Satou Sabally, Charli Collier, Veronica Burton","Gray, Ogunbowale, Sabally, Collier, Burton",1628277-1629481-1630149-1630454-1631007,DAL,51.0,1,1.0,-1.0,2.0,2.0,,1.0,,4.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,2.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,112.94117647058823,,12.5,13.0,12.5,13.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3704,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,1611661321,2022,2022,False
