EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGA,LongMidRangeFGA,Arc3FGA,FG3A,FtPoints,NonHeaveArc3FGA,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,AtRimAssists,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,PtsUnassisted2s,LongMidRangeAssists,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFGA,Arc3FGM,FG3M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,LostBallSteals,LostBallTurnovers,Blocked3s,BlockedArc3,Blocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,2pt And 1 Free Throw Trips,SecondChanceAtRimFGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsPutbacks,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,NonShootingFoulsDrawn,RecoveredBlocks,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,Blocked2s,BlockedShortMidRange,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,Loose Ball Fouls Drawn,BlockedAtRim,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,Charge Fouls Drawn,Technical Free Throw Trips,DefCorner3ReboundPct,3SecondViolations,PtsUnassisted3s,Offensive Fouls Drawn,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,HeaveAttempts,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Travels,FTOffRebounds,LostBallOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,team_id,year,season,team_vs
1627672-1628278-200673-202663-203403,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Monique Currie, Krystal Thomas, Tianna Hawkins","Powers, Walker-Kimbrough, Currie, Thomas, Hawkins",1627672-1628278-200673-202663-203403,WAS,52.0,1,1.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,138.46153846153845,5.666666666666667,17.5,5.666666666666667,17.5,1.0,1.0,1.0,1.0,0.3831,0.3831,1.0,5.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628278-202663-203403-203437,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Krystal Thomas, Tianna Hawkins, Tierra Ruffin-Pratt","Powers, Walker-Kimbrough, Thomas, Hawkins, Ruffin-Pratt",1627672-1628278-202663-203403-203437,WAS,255.0,1,4.0,-5.0,8.0,7.0,,15.0,,1.0,,3.0,2.0,7.0,,,,,,,,,,3.0,5.0,2.0,4.0,2.0,,,,,,,,,0.16666666666666666,,,0.6666666666666666,,84.70588235294117,21.75,11.571428571428571,20.25,10.857142857142858,0.2,,,,0.41936,,,8.966666666666667,,6.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.4,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,0.4,1.0,0.5,1.0,0.2,0.2,0.2,0.4,0.6,0.16666666666666666,0.25,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628278-202663-203403-204333,1611661322,"Aerial Powers, Shatori Walker-Kimbrough, Krystal Thomas, Tianna Hawkins, Natasha Cloud","Powers, Walker-Kimbrough, Thomas, Hawkins, Cloud",1627672-1628278-202663-203403-204333,WAS,45.0,1,1.0,-1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,64.0,20.0,25.0,20.0,22.0,,,,,0.6971,0.6971,1.0,0.9,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628878-1628899-201911-203403,1611661322,"Aerial Powers, Ariel Atkins, Myisha Hines-Allen, Kristi Toliver, Tianna Hawkins","Powers, Atkins, Hines-Allen, Toliver, Hawkins",1627672-1628878-1628899-201911-203403,WAS,109.0,1,2.0,-2.0,4.0,4.0,,8.0,,1.0,2.0,4.0,4.0,6.0,,,,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,,0.5,0.5,0.5,,0.5,,0.5,,1.0,1.0,,105.68807339449542,15.0,12.25,15.0,12.25,0.25,,,,0.441125,,,9.8,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.5,,0.25,,,,1.0,,,,1.0,1.0,,,,1.0,2.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628878-1628899-201911-203437,1611661322,"Aerial Powers, Ariel Atkins, Myisha Hines-Allen, Kristi Toliver, Tierra Ruffin-Pratt","Powers, Atkins, Hines-Allen, Toliver, Ruffin-Pratt",1627672-1628878-1628899-201911-203437,WAS,318.0,1,5.0,-4.0,13.0,12.0,,25.0,,,2.0,6.0,11.0,15.0,,,,2.0,1.0,2.0,,5.0,1.0,3.0,5.0,1.0,3.0,10.0,,,0.5,0.5,0.3333333333333333,,0.3888888888888889,,0.4583333333333333,,0.25,0.25,,113.20754716981132,11.307692307692308,14.25,11.23076923076923,11.833333333333334,,,,,0.5031,,,7.466666666666666,,5.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,,2.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,3.0,,,4.0,6.0,3.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.25,,0.3333333333333333,0.6666666666666666,,0.25,,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.7777777777777778,0.25,0.3333333333333333,24.599999999999998,1.0,,,1.0,0.25,0.3333333333333333,1.0,,,1.0,2.0,,,0.5,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.25,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6294,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628878-201506-201911-203403,1611661322,"Aerial Powers, Ariel Atkins, LaToya Sanders, Kristi Toliver, Tianna Hawkins","Powers, Atkins, Sanders, Toliver, Hawkins",1627672-1628878-201506-201911-203403,WAS,36.0,1,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,3.0,,,1.0,1.0,1.0,,1.0,,1.5,,,,,40.0,12.0,,12.0,,1.0,1.0,1.0,1.0,0.3737,,,9.5,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628878-201506-201911-203437,1611661322,"Aerial Powers, Ariel Atkins, LaToya Sanders, Kristi Toliver, Tierra Ruffin-Pratt","Powers, Atkins, Sanders, Toliver, Ruffin-Pratt",1627672-1628878-201506-201911-203437,WAS,669.0,1,11.0,-13.0,21.0,22.0,8.0,43.0,1.0,3.0,6.0,15.0,18.0,31.0,2.0,4.0,8.0,4.0,2.0,3.0,1.0,7.0,2.0,7.0,11.0,3.0,9.0,13.0,7.0,7.0,0.3333333333333333,0.5,0.4,0.5,0.4411764705882353,0.5833333333333334,0.47368421052631576,0.5714285714285714,0.2857142857142857,0.5,0.5,92.55605381165918,17.19047619047619,14.0,17.0,12.454545454545455,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.45869705882352946,0.47137500000000004,0.4444444444444444,9.006666666666666,0.38095238095238093,8.0,4.0,7.0,5.0,2.0,2.0,3.0,2.0,,4.0,4.0,1.0,4.0,,2.0,,2.0,1.0,4.0,6.0,,1.0,5.0,4.0,1.0,0.11764705882352941,0.3333333333333333,1.0,0.4444444444444444,0.8,,0.4,,,0.8,,0.4117647058823529,0.29411764705882354,0.11764705882352941,0.5294117647058824,0.05555555555555555,0.0625,25.0,3.0,1.0,2.0,1.0,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,2.0,8.0,,,0.4,0.4,,3.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.625,,,,0.5,0.5,1.0,1.0,0.5,0.5784333333333334,0.2777777777777778,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628878-201506-201911-204333,1611661322,"Aerial Powers, Ariel Atkins, LaToya Sanders, Kristi Toliver, Natasha Cloud","Powers, Atkins, Sanders, Toliver, Cloud",1627672-1628878-201506-201911-204333,WAS,76.0,1,1.0,,2.0,2.0,,4.0,,1.0,1.0,2.0,2.0,2.0,,,,2.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,2.0,,,1.0,1.0,0.5,,0.5,,0.5,,,0.5,,75.78947368421053,23.5,14.5,23.5,14.0,0.5,,,,0.4921,,,4.7,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,0.5,,,0.5,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628878-201911-203403-203437,1611661322,"Aerial Powers, Ariel Atkins, Kristi Toliver, Tianna Hawkins, Tierra Ruffin-Pratt","Powers, Atkins, Toliver, Hawkins, Ruffin-Pratt",1627672-1628878-201911-203403-203437,WAS,22.0,1,,-1.0,1.0,2.0,1.0,3.0,,,,,1.0,2.0,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,0.5,0.5,0.25,0.25,1.0,196.36363636363637,1.0,10.5,1.0,9.5,,,,,,,1.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
1627672-1628899-200673-203403-203437,1611661322,"Aerial Powers, Myisha Hines-Allen, Monique Currie, Tianna Hawkins, Tierra Ruffin-Pratt","Powers, Hines-Allen, Currie, Hawkins, Ruffin-Pratt",1627672-1628899-200673-203403-203437,WAS,147.0,1,2.0,,4.0,4.0,,8.0,1.0,1.0,3.0,3.0,6.0,6.0,,,,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,,,0.6666666666666666,0.6666666666666666,1.0,,0.75,,0.75,,0.5,0.3333333333333333,,78.3673469387755,18.0,18.75,16.0,17.25,0.25,1.0,1.0,1.0,0.4985375,,,4.733333333333333,,,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,0.25,,,,,1.0,1.0,,1.0,,,0.5,,0.25,0.75,,,26.8,2.0,,,1.0,1.0,1.0,0.5,,,,2.0,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,0.3333333333333333,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2018,2018,True
