EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,Charge Fouls,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Offensive Fouls Drawn,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,OffCorner3ReboundPct,3SecondViolations,team_id,year,season,team_vs
1628276-1628932-201477-202670-203825,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Carolyn Swords, Kayla McBride","Plum, Wilson, Young, Swords, McBride",1628276-1628932-201477-202670-203825,LVA,8940.0,16,149.0,28.0,303.0,301.0,37.0,52.0,41.0,604.0,31.0,44.0,11.0,13.0,1.0,4.0,60.0,140.0,30.0,69.0,1.0,2.0,15.0,37.0,3.0,5.0,2.0,6.0,121.0,253.0,16.0,39.0,63.0,353.0,325.0,21.0,41.0,3.0,5.0,11.0,62.0,9.0,35.0,2.0,6.0,13.0,37.0,132.0,110.0,39.0,9.0,24.0,37.0,15.0,17.0,66.0,13.0,79.0,12.0,1.0,10.0,38.0,18.0,171.0,7.0,46.0,1.0,37.0,81.0,3.0,121.0,54.0,175.0,9.0,20.0,14.0,6.0,25.0,2.0,20.0,10.0,2.0,5.0,35.0,4.0,4.0,20.0,2.0,52.0,1.0,3.0,63.0,2.0,1.0,72.0,9.0,1.0,36.0,4.0,18.0,1.0,1.0,4.0,4.0,10.0,19.0,12.0,1.0,291.0,37.0,37.0,3.0,4.0,0.5454545454545454,0.6055045871559633,0.8125,0.41025641025641024,0.6,0.3333333333333333,0.41025641025641024,0.4782608695652174,0.5121951219512195,0.2571428571428571,0.4965753424657534,0.5543478260869565,0.2926829268292683,0.544891640866873,0.5961538461538461,0.3829787234042553,0.13356164383561644,0.06719367588932806,0.045454545454545456,0.08571428571428572,0.043478260869565216,0.7142857142857143,0.75,0.3333333333333333,0.7043478260869566,0.35384615384615387,0.7708333333333334,0.30434782608695654,0.7239263803680982,0.3464052287581699,0.3076923076923077,0.41025641025641024,0.2564102564102564,0.3181818181818182,0.5,0.7317073170731707,0.7592592592592593,0.7560975609756098,0.8571428571428571,0.06569343065693431,97.28859060402685,0.631578947368421,14.438943894389439,15.16611295681063,13.71947194719472,14.584717607973422,0.1506849315068493,0.7045454545454546,0.7380952380952381,0.3225806451612903,0.4794520547945205,0.42857142857142855,0.46875,0.6333333333333333,0.2363013698630137,0.43478260869565216,0.45454545454545453,0.6,0.00684931506849315,0.5,0.5,1.0,0.1267123287671233,0.40540540540540543,0.40540540540540543,0.8,0.2826086956521739,0.8461538461538461,0.10869565217391304,0.6,0.3333333333333333,0.0975609756097561,0.25,0.14634146341463414,0.3333333333333333,0.2842465753424658,0.40540540540540543,0.4405070205479452,0.46457750000000003,0.4300646341463415,0.11285266457680251,0.12857142857142856,0.17563739376770537,0.1048158640226629,10.34110671936759,25.007692307692306,0.12211221122112212,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1628276-1628932-201477-203825-204324,1611661319,"Kelsey Plum, A'ja Wilson, Tamera Young, Kayla McBride, Dearica Hamby","Plum, Wilson, Young, McBride, Hamby",1628276-1628932-201477-203825-204324,LVA,3550.0,17,59.0,-1.0,124.0,124.0,38.0,36.0,13.0,248.0,6.0,6.0,,,1.0,1.0,27.0,54.0,12.0,28.0,1.0,1.0,6.0,15.0,,2.0,1.0,4.0,45.0,88.0,7.0,16.0,25.0,136.0,137.0,5.0,9.0,,2.0,2.0,12.0,12.0,21.0,1.0,4.0,10.0,37.0,60.0,30.0,18.0,3.0,2.0,15.0,6.0,8.0,30.0,6.0,36.0,5.0,1.0,4.0,16.0,10.0,78.0,1.0,9.0,1.0,22.0,24.0,4.0,50.0,11.0,61.0,3.0,10.0,6.0,4.0,12.0,1.0,6.0,4.0,,6.0,16.0,2.0,8.0,9.0,,17.0,,,26.0,,2.0,34.0,3.0,1.0,16.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,,124.0,37.0,38.0,3.0,2.0,0.6666666666666666,0.6818181818181818,0.8571428571428571,0.4375,,0.25,0.4375,0.5113636363636364,0.5555555555555556,0.5714285714285714,0.5336538461538461,0.45454545454545453,0.54,0.5672268907563025,0.5,0.6166666666666667,0.15384615384615385,0.09090909090909091,,0.07407407407407407,0.14285714285714285,0.75,1.0,0.25,0.8275862068965517,0.21428571428571427,0.7096774193548387,0.1111111111111111,0.7666666666666667,0.19607843137254902,,0.18518518518518517,0.26666666666666666,0.1111111111111111,0.3333333333333333,0.8461538461538461,0.9230769230769231,0.7857142857142857,,0.06818181818181818,100.59718309859156,0.8,13.959677419354838,14.669354838709678,13.411290322580646,14.161290322580646,0.057692307692307696,1.0,1.0,0.6666666666666666,0.5192307692307693,0.5,0.54,0.5925925925925926,0.2692307692307692,0.42857142857142855,0.5,0.8333333333333334,0.009615384615384616,1.0,1.0,1.0,0.14423076923076922,0.4,0.4,0.8333333333333334,,,0.18181818181818182,,,0.04,1.0,0.16,0.25,0.21153846153846154,0.4,0.41792932692307694,0.404955,0.40537999999999996,0.13675213675213677,0.15841584158415842,0.08823529411764706,0.27205882352941174,11.5625,25.60625,0.3064516129032258,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1627669-1628269-1628913-203825-204324,1611661319,"Moriah Jefferson, Nia Coffey, Jaime Nared, Kayla McBride, Dearica Hamby","Jefferson, Coffey, Nared, McBride, Hamby",1627669-1628269-1628913-203825-204324,LVA,15.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,,,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1628263-1628913-1628917-201477-204324,1611661319,"Lindsay Allen, Jaime Nared, JiSu Park, Tamera Young, Dearica Hamby","Allen, Nared, Park, Young, Hamby",1628263-1628913-1628917-201477-204324,LVA,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1628263-1628913-1628917-203825-204324,1611661319,"Lindsay Allen, Jaime Nared, JiSu Park, Kayla McBride, Dearica Hamby","Allen, Nared, Park, McBride, Hamby",1628263-1628913-1628917-203825-204324,LVA,2.0,1,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1628276-1628913-1628917-201477-203825,1611661319,"Kelsey Plum, Jaime Nared, JiSu Park, Tamera Young, Kayla McBride","Plum, Nared, Park, Young, McBride",1628276-1628913-1628917-201477-203825,LVA,6.0,1,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1627669-1628269-1628276-1628932-202670,1611661319,"Moriah Jefferson, Nia Coffey, Kelsey Plum, A'ja Wilson, Carolyn Swords","Jefferson, Coffey, Plum, Wilson, Swords",1627669-1628269-1628276-1628932-202670,LVA,60.0,1,1.0,,2.0,1.0,,,1.0,3.0,,,,,,,,,1.0,2.0,,,,1.0,,,,,1.0,2.0,,1.0,,2.0,2.0,1.0,1.0,,,,2.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,0.3333333333333333,,,,,,,,,1.0,,,,0.5,,,1.0,,,,,,,,72.0,,17.0,26.0,15.0,26.0,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,,0.40955,0.4171,,,,1.0,,18.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1627669-1628269-1628276-1628932-204324,1611661319,"Moriah Jefferson, Nia Coffey, Kelsey Plum, A'ja Wilson, Dearica Hamby","Jefferson, Coffey, Plum, Wilson, Hamby",1627669-1628269-1628276-1628932-204324,LVA,60.0,1,1.0,,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,2.0,2.0,2.0,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,96.0,,11.0,19.0,11.0,19.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3811,,0.3811,0.5,0.5,,1.0,18.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1627669-1628269-1628276-202670-204324,1611661319,"Moriah Jefferson, Nia Coffey, Kelsey Plum, Carolyn Swords, Dearica Hamby","Jefferson, Coffey, Plum, Swords, Hamby",1627669-1628269-1628276-202670-204324,LVA,41.0,1,1.0,-1.0,1.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,105.36585365853658,,9.0,16.0,9.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
1627669-1628269-1628913-1628932-204324,1611661319,"Moriah Jefferson, Nia Coffey, Jaime Nared, A'ja Wilson, Dearica Hamby","Jefferson, Coffey, Nared, Wilson, Hamby",1627669-1628269-1628913-1628932-204324,LVA,21.0,1,,-2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57142857142857,,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2018,2018,False
