EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Charge Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,FTOffRebounds,OffFTReboundPct,BlockingFouls,Blocked3s,BlockedCorner3,3SecondViolations,PenaltyArc3FGM,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,3pt And 1 Free Throw Trips,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1628926-201496-203014-203824-203833,1611661320,"Maria Vadeeva, Candace Parker, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Vadeeva, Parker, Ogwumike, Sims, Gray",1628926-201496-203014-203824-203833,LAS,115.0,1,2.0,4.0,4.0,5.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,9.0,5.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,6.0,2.0,2.0,9.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,112.69565217391303,9.5,15.4,9.5,13.4,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.48495,0.48495,0.5,0.5,0.5555555555555556,3.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
201496-201502-202650-203824-203833,1611661320,"Candace Parker, Essence Carson, Jantel Lavender, Odyssey Sims, Chelsea Gray","Parker, Carson, Lavender, Sims, Gray",201496-201502-202650-203824-203833,LAS,5094.0,18,85.0,-9.0,164.0,162.0,13.0,30.0,326.0,24.0,42.0,1.0,2.0,13.0,29.0,50.0,109.0,20.0,156.0,165.0,6.0,11.0,1.0,13.0,48.0,24.0,34.0,11.0,3.0,78.0,10.0,3.0,60.0,79.0,10.0,6.0,11.0,24.0,27.0,23.0,1.0,11.0,136.0,13.0,13.0,0.48,0.5454545454545454,0.45871559633027525,0.5454545454545454,0.4594594594594595,0.5,0.48742138364779874,0.5,1.0,0.7692307692307693,0.76,0.7,92.1554770318021,16.79268292682927,14.444444444444445,16.329268292682926,13.808641975308642,0.28378378378378377,0.5714285714285714,0.5853658536585366,0.4583333333333333,0.19594594594594594,0.4482758620689655,0.48148148148148145,0.23076923076923078,0.16666666666666666,0.5,0.5472972972972973,0.46863231292517005,0.4087541666666667,0.06918238993710692,0.09166666666666666,0.08333333333333333,9.212844036697248,0.07926829268292683,18.0,7.0,11.0,13.0,38.0,1.0,6.0,11.0,33.0,1.0,1.0,12.0,39.0,8.0,15.0,1.0,4.0,20.0,1.0,52.0,30.0,6.0,12.0,1.0,32.0,11.0,3.0,10.0,9.0,1.0,10.0,5.0,14.0,47.0,19.0,6.0,4.0,17.0,3.0,9.0,8.0,1.0,8.0,2.0,25.0,3.0,1.0,2.0,1.0,2.0,2.0,7.0,2.0,5.0,7.0,5.0,2.0,0.8333333333333334,0.3076923076923077,0.3157894736842105,0.5333333333333333,0.5,0.5555555555555556,0.2635135135135135,0.027522935779816515,0.023809523809523808,0.06896551724137931,0.68,0.7580645161290323,0.2413793103448276,0.2,0.2289156626506024,0.23529411764705882,0.1875,0.28,0.25,0.75,0.7727272727272727,0.75,1.0,0.075,0.7142857142857143,0.25675675675675674,0.34210526315789475,0.34210526315789475,0.7692307692307693,0.04054054054054054,0.16666666666666666,0.16666666666666666,1.0,0.22297297297297297,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.6875,0.6363636363636364,0.14285714285714285,0.0625,0.08333333333333333,0.34375,0.5566346153846153,0.1282051282051282,25.31025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-200665-202650-203014-203833,1611661320,"Alana Beard, Cappie Pondexter, Jantel Lavender, Nneka Ogwumike, Chelsea Gray","Beard, Pondexter, Lavender, Ogwumike, Gray",100949-200665-202650-203014-203833,LAS,34.0,1,1.0,,1.0,1.0,,,2.0,,,,,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,84.70588235294117,20.0,14.0,20.0,10.0,,,,,1.0,1.0,1.0,1.0,,,,0.3929,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
1628317-1628926-201502-203029-203833,1611661320,"Karlie Samuelson, Maria Vadeeva, Essence Carson, Riquna Williams, Chelsea Gray","Samuelson, Vadeeva, Carson, Williams, Gray",1628317-1628926-201502-203029-203833,LAS,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
1628317-1628926-201502-203014-203833,1611661320,"Karlie Samuelson, Maria Vadeeva, Essence Carson, Nneka Ogwumike, Chelsea Gray","Samuelson, Vadeeva, Carson, Ogwumike, Gray",1628317-1628926-201502-203014-203833,LAS,24.0,1,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,24.0,,24.0,,,,,,,,,,,,1.0,0.44805,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
1628317-201502-203014-203824-203833,1611661320,"Karlie Samuelson, Essence Carson, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Samuelson, Carson, Ogwumike, Sims, Gray",1628317-201502-203014-203824-203833,LAS,18.0,1,,-3.0,1.0,1.0,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,160.0,10.0,8.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-1628317-200665-201502-203833,1611661320,"Alana Beard, Karlie Samuelson, Cappie Pondexter, Essence Carson, Chelsea Gray","Beard, Samuelson, Pondexter, Carson, Gray",100949-1628317-200665-201502-203833,LAS,75.0,1,1.0,-1.0,3.0,3.0,,3.0,6.0,1.0,2.0,,,,,1.0,2.0,,2.0,3.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,0.5,,0.5,,0.5,,,,1.0,,115.2,10.666666666666666,14.333333333333334,10.666666666666666,14.333333333333334,1.0,0.5,0.5,,,,,,,,1.0,0.4365,,,,,2.45,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-1628317-203014-203029-203833,1611661320,"Alana Beard, Karlie Samuelson, Nneka Ogwumike, Riquna Williams, Chelsea Gray","Beard, Samuelson, Ogwumike, Williams, Gray",100949-1628317-203014-203029-203833,LAS,315.0,2,5.0,3.0,8.0,8.0,,4.0,16.0,,,,,,,2.0,2.0,1.0,14.0,11.0,,,,,2.0,1.0,4.0,,,11.0,1.0,,2.0,3.0,,,,,2.0,1.0,1.0,,12.0,,,0.5,0.5,1.0,,0.8125,,0.8125,,,1.0,1.0,,73.14285714285714,25.625,13.75,25.0,13.75,,,,,,,,,,,0.75,0.44641875,,,,,18.25,,1.0,,,2.0,2.0,1.0,1.0,2.0,5.0,,,3.0,6.0,1.0,1.0,,,2.0,,2.0,9.0,,,,5.0,2.0,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,1.0,0.5,0.5,1.0,1.0,1.0,0.75,,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,1.0,,1.0,,,0.25,1.0,1.0,0.5,0.125,1.0,1.0,1.0,0.625,0.4,0.4,1.0,,,,,,0.4,,0.14285714285714285,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-1628317-201502-203014-203833,1611661320,"Alana Beard, Karlie Samuelson, Essence Carson, Nneka Ogwumike, Chelsea Gray","Beard, Samuelson, Carson, Ogwumike, Gray",100949-1628317-201502-203014-203833,LAS,123.0,1,2.0,-5.0,4.0,4.0,1.0,1.0,8.0,,,,,1.0,2.0,1.0,2.0,,2.0,7.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,2.0,2.0,1.0,,,0.5,1.0,0.5,1.0,0.5,1.0,,,,,93.65853658536587,19.0,11.75,19.0,8.25,,,,,1.0,0.5,0.5,,,,,0.31905,0.3058,,,1.0,9.45,0.25,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-1628317-203014-203824-203833,1611661320,"Alana Beard, Karlie Samuelson, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Beard, Samuelson, Ogwumike, Sims, Gray",100949-1628317-203014-203824-203833,LAS,381.0,4,6.0,2.0,17.0,13.0,3.0,4.0,30.0,6.0,8.0,,1.0,,,6.0,8.0,6.0,18.0,16.0,,1.0,1.0,1.0,6.0,3.0,3.0,3.0,,6.0,,,2.0,2.0,2.0,1.0,3.0,8.0,7.0,7.0,,3.0,18.0,1.0,3.0,0.5,0.5,0.75,,0.6,,0.6923076923076923,0.16666666666666666,,,1.0,,113.38582677165356,12.647058823529411,12.76923076923077,12.647058823529411,12.76923076923077,0.8,0.75,0.75,0.5,,,,,0.5,,1.0,0.56445,0.5225,0.25,0.3,0.05555555555555555,1.7625,0.17647058823529413,,,,,,,,,2.0,,1.0,,2.0,,,,,,1.0,6.0,,,,,2.0,,,,,,,,,2.0,,,1.0,1.0,,,4.0,,1.0,,5.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,0.2,,,,0.2,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.2,,,,,,,,0.5,,,,26.15,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
