EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Offensive Fouls,BlockedShortMidRange,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTurnovers,BlockingFoulsDrawn,OffCorner3ReboundPct,BlockingFouls,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,Loose Ball Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedArc3,LostBallOutOfBoundsTurnovers,Charge Fouls,PenaltyArc3FGM,PenaltyArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,HeaveAttempts,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,team_id,year,season,team_vs
101030-1628508-200671-201480-202632,1611661324,"Tanisha Wright, Cecilia Zandalasini, Seimone Augustus, Sylvia Fowles, Maya Moore","Wright, Zandalasini, Augustus, Fowles, Moore",101030-1628508-200671-201480-202632,MIN,3601.0,7,60.0,22.0,118.0,114.0,7.0,8.0,14.0,232.0,26.0,36.0,4.0,7.0,1.0,1.0,9.0,20.0,8.0,25.0,2.0,6.0,9.0,27.0,2.0,5.0,1.0,43.0,81.0,11.0,33.0,15.0,134.0,112.0,5.0,11.0,2.0,5.0,2.0,18.0,2.0,6.0,1.0,2.0,6.0,50.0,36.0,24.0,9.0,8.0,27.0,9.0,4.0,25.0,8.0,33.0,6.0,2.0,13.0,6.0,6.0,74.0,6.0,10.0,11.0,30.0,2.0,43.0,16.0,59.0,3.0,8.0,4.0,4.0,5.0,2.0,4.0,6.0,1.0,1.0,2.0,11.0,6.0,18.0,2.0,21.0,1.0,19.0,2.0,1.0,10.0,5.0,1.0,4.0,1.0,1.0,6.0,4.0,116.0,6.0,7.0,3.0,0.5813953488372093,0.6410256410256411,0.7272727272727273,0.3333333333333333,0.4,0.3333333333333333,0.5308641975308642,0.45454545454545453,0.3333333333333333,0.5219298245614035,0.5,0.2857142857142857,0.5450819672131147,0.5294117647058824,0.375,0.2894736842105263,0.04938271604938271,0.08333333333333333,0.05,0.45454545454545453,1.0,0.8108108108108109,0.2702702702702703,0.7857142857142857,0.2727272727272727,0.803921568627451,0.2711864406779661,0.2,0.36363636363636365,0.25,0.3333333333333333,0.8333333333333334,1.0,0.7222222222222222,0.7,1.0,0.05454545454545454,92.77422938072758,0.6666666666666666,15.245762711864407,15.807017543859649,14.559322033898304,15.43859649122807,0.3157894736842105,0.7222222222222222,0.7878787878787878,0.5,0.17543859649122806,0.45,0.47368421052631576,0.6666666666666666,0.21929824561403508,0.32,0.32,0.75,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,0.23684210526315788,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4375,0.5714285714285714,0.3125,0.4,0.5,0.14285714285714285,1.0,0.14285714285714285,0.6052631578947368,0.3333333333333333,0.48988070175438597,0.48854499999999995,0.4247,0.08196721311475409,0.11235955056179775,0.13432835820895522,0.04477611940298507,8.739506172839507,24.087878787878786,0.059322033898305086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-101030-1627701-1628283-1628866,1611661324,"Lindsay Whalen, Tanisha Wright, Temi Fagbenle, Alexis Jones, Endy Miyem","Whalen, Wright, Fagbenle, Jones, Miyem",100915-101030-1627701-1628283-1628866,MIN,13.0,1,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3617,,,,,,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-1628283-1628508-201480-202632,1611661324,"Lindsay Whalen, Alexis Jones, Cecilia Zandalasini, Sylvia Fowles, Maya Moore","Whalen, Jones, Zandalasini, Fowles, Moore",100915-1628283-1628508-201480-202632,MIN,5.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-1628283-201480-201503-202632,1611661324,"Lindsay Whalen, Alexis Jones, Sylvia Fowles, Erlana Larkins, Maya Moore","Whalen, Jones, Fowles, Larkins, Moore",100915-1628283-201480-201503-202632,MIN,7.0,1,,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,3.0,,,,,,,,,,1.0,,,1.0,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,205.71428571428572,,7.0,,7.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6671,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-100944-101030-1627701-1628508,1611661324,"Lindsay Whalen, Rebekkah Brunson, Tanisha Wright, Temi Fagbenle, Cecilia Zandalasini","Whalen, Brunson, Wright, Fagbenle, Zandalasini",100915-100944-101030-1627701-1628508,MIN,160.0,2,3.0,-5.0,4.0,5.0,,,,9.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,1.0,2.0,1.0,1.0,,5.0,10.0,,,,,,,,,,,,2.0,,,3.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,5.0,,,,1.0,1.0,,1.0,,1.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,81.0,,17.75,17.8,17.75,12.6,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,1.0,1.0,0.4950666666666667,,,,,,,1.85,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-100944-101030-1628508-201480,1611661324,"Lindsay Whalen, Rebekkah Brunson, Tanisha Wright, Cecilia Zandalasini, Sylvia Fowles","Whalen, Brunson, Wright, Zandalasini, Fowles",100915-100944-101030-1628508-201480,MIN,502.0,3,8.0,-1.0,16.0,17.0,,,,33.0,1.0,2.0,,,,,2.0,3.0,2.0,4.0,,2.0,3.0,3.0,,,,5.0,9.0,3.0,5.0,,19.0,20.0,,,,,,,,,,,,8.0,2.0,6.0,3.0,,3.0,3.0,,4.0,2.0,6.0,2.0,,1.0,2.0,1.0,14.0,,,2.0,4.0,,6.0,,6.0,,,,,1.0,,1.0,1.0,,,,2.0,2.0,4.0,,2.0,,,,,,2.0,,1.0,,,2.0,1.0,19.0,,,,0.8,0.8,0.6666666666666666,0.6,,0.6,0.5555555555555556,,,0.6785714285714286,,,0.6785714285714286,,,0.35714285714285715,,,,0.5,,0.8,,1.0,,0.8571428571428571,,,,,,0.5,1.0,1.0,1.0,,,94.66135458167331,0.5,13.5625,16.764705882352942,13.5625,16.58823529411765,0.14285714285714285,0.5,0.5,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.5,0.5,0.5,0.14285714285714285,,,,0.21428571428571427,1.0,1.0,0.6666666666666666,,,,,,,,,0.5,1.0,0.474275,,,,,,,11.455555555555556,24.4,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-100944-1627701-1628283-1628508,1611661324,"Lindsay Whalen, Rebekkah Brunson, Temi Fagbenle, Alexis Jones, Cecilia Zandalasini","Whalen, Brunson, Fagbenle, Jones, Zandalasini",100915-100944-1627701-1628283-1628508,MIN,84.0,1,1.0,-2.0,2.0,2.0,,,,4.0,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,1.0,3.0,5.0,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,3.0,,,,1.0,1.0,,,,,0.5,,,0.5,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,68.57142857142857,,17.0,25.0,17.0,25.0,0.5,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.5,,0.5283,,,0.5,0.5,,,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-100944-1628283-200671-201480,1611661324,"Lindsay Whalen, Rebekkah Brunson, Alexis Jones, Seimone Augustus, Sylvia Fowles","Whalen, Brunson, Jones, Augustus, Fowles",100915-100944-1628283-200671-201480,MIN,270.0,2,4.0,-4.0,9.0,11.0,4.0,5.0,1.0,20.0,1.0,3.0,,,,,,1.0,,1.0,,,,1.0,,,,1.0,5.0,,1.0,5.0,7.0,11.0,,1.0,,,,,,1.0,,3.0,3.0,2.0,,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,,,,2.0,2.0,1.0,3.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,2.0,4.0,,5.0,1.0,6.0,,,2.0,,,,,,,,7.0,3.0,4.0,2.0,1.0,1.0,,,,,0.2,,,0.16666666666666666,,,0.3888888888888889,,0.5,0.16666666666666666,0.2,0.3333333333333333,,1.0,1.0,,,,1.0,,0.2,,,,1.0,,,,,,,106.66666666666667,,17.22222222222222,10.454545454545455,16.444444444444443,10.272727272727273,0.5,0.3333333333333333,0.5,1.0,0.16666666666666666,,,,0.16666666666666666,,,,,,,,0.16666666666666666,,,,,,,,,,,,0.6666666666666666,,0.545775,,0.3557,0.25,0.2857142857142857,,0.42857142857142855,7.5200000000000005,23.2,0.4444444444444444,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-100944-1628508-200671-201480,1611661324,"Lindsay Whalen, Rebekkah Brunson, Cecilia Zandalasini, Seimone Augustus, Sylvia Fowles","Whalen, Brunson, Zandalasini, Augustus, Fowles",100915-100944-1628508-200671-201480,MIN,888.0,6,15.0,1.0,23.0,26.0,,,3.0,49.0,1.0,3.0,1.0,2.0,,,2.0,4.0,4.0,7.0,,2.0,4.0,10.0,,1.0,,7.0,14.0,4.0,12.0,4.0,30.0,29.0,2.0,3.0,,1.0,,4.0,,,,,,2.0,12.0,9.0,3.0,2.0,10.0,4.0,1.0,1.0,3.0,4.0,3.0,,,,1.0,11.0,4.0,2.0,2.0,7.0,,9.0,6.0,15.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,3.0,5.0,,3.0,,4.0,,,2.0,,,,,,,,26.0,,,,0.14285714285714285,0.16666666666666666,0.75,0.3333333333333333,,0.3333333333333333,0.5,0.6666666666666666,,0.5,0.5,,0.5357142857142857,0.5,,0.46153846153846156,0.07142857142857142,0.3333333333333333,,,,0.7777777777777778,0.2857142857142857,0.5,0.5,0.6923076923076923,0.4,0.5,0.5,,0.5,0.5,1.0,0.8333333333333334,0.5,,,79.45945945945945,,16.347826086956523,19.692307692307693,15.565217391304348,18.884615384615383,0.11538461538461539,0.3333333333333333,0.5,,0.15384615384615385,0.5,0.5,,0.2692307692307692,0.5714285714285714,0.5714285714285714,0.25,0.07692307692307693,,,,0.38461538461538464,0.4,0.4,0.75,0.5,0.5,0.25,,,,,,0.5769230769230769,0.4,0.4810653846153846,0.33975,,0.07142857142857142,0.125,0.13333333333333333,,12.450000000000001,24.416666666666668,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
100915-101030-1627701-1628283-202632,1611661324,"Lindsay Whalen, Tanisha Wright, Temi Fagbenle, Alexis Jones, Maya Moore","Whalen, Wright, Fagbenle, Jones, Moore",100915-101030-1627701-1628283-202632,MIN,65.0,1,1.0,,2.0,2.0,,,,4.0,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,88.61538461538463,,12.0,20.5,12.0,20.5,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,0.49155,,,,,,,6.2,22.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2018,2018,True
