EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,FoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,PtsUnassisted2s,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fg2Pct,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,FTOffRebounds,Offensive Fouls Drawn,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,BlockedShortMidRange,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,3SecondViolations,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,team_id,year,season,team_vs
1627670-1627671-1627673-1628882-203406,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Lexie Brown, Layshia Clarendon","Tuck, Banham, Jones, Brown, Clarendon",1627670-1627671-1627673-1628882-203406,CON,53.0,1,1.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.5,1.5,1.0,54.339622641509436,26.0,27.0,26.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36435,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627673-1627675-202662-203823,1611661323,"Morgan Tuck, Jonquel Jones, Courtney Williams, Jasmine Thomas, Chiney Ogwumike","Tuck, Jones, Williams, Thomas, Ogwumike",1627670-1627673-1627675-202662-203823,CON,112.0,1,2.0,-6.0,4.0,4.0,8,,,,,2.0,8.0,,,,,,,,,2.0,,,,0.3333333333333333,0.3333333333333333,,102.85714285714286,14.75,13.25,14.75,10.5,,,,,0.3333333333333333,,0.48510000000000003,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,10.533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627673-1627675-202662-203015-203826,1611661323,"Jonquel Jones, Courtney Williams, Jasmine Thomas, Shekinna Stricklen, Alyssa Thomas","Jones, Williams, Thomas, Stricklen, Thomas",1627673-1627675-202662-203015-203826,CON,5263.0,18,88.0,23.0,179.0,183.0,362,17.0,41.0,19.0,48.0,189.0,166.0,54.0,40.0,17.0,18.0,45.0,16.0,108.0,33.0,162.0,0.9473684210526315,0.3958333333333333,0.40425531914893614,0.5089285714285714,0.5220994475138122,0.2857142857142857,99.04617138514155,14.76536312849162,14.316939890710383,14.217877094972067,13.781420765027322,0.24404761904761904,0.4146341463414634,0.425,0.9411764705882353,0.5714285714285714,0.425,0.4827889221556886,25.118750000000002,31.0,48.0,30.0,42.0,57.0,120.0,60.0,10.0,5.0,20.0,0.475,0.5,0.2857142857142857,0.6458333333333334,0.7209302325581395,0.17857142857142858,0.25,8.7375,59.0,68.0,21.0,8.0,12.0,8.0,12.0,9.0,17.0,2.0,7.0,2.0,3.0,5.0,8.0,18.0,18.0,8.0,15.0,3.0,5.0,2.0,27.0,14.0,32.0,8.0,20.0,11.0,63.0,54.0,3.0,12.0,1.0,6.0,1.0,27.0,2.0,16.0,3.0,8.0,10.0,13.0,26.0,43.0,5.0,74.0,23.0,97.0,2.0,12.0,10.0,2.0,2.0,10.0,1.0,5.0,2.0,2.0,8.0,16.0,1.0,34.0,2.0,1.0,1.0,1.0,2.0,31.0,5.0,12.0,6.0,11.0,9.0,2.0,11.0,9.0,62.0,58.0,5.0,5.0,0.47368421052631576,0.5294117647058824,0.6,0.4,0.5333333333333333,0.4375,0.625,0.5,0.6428571428571429,0.5163934426229508,0.020833333333333332,0.05,0.10416666666666667,0.03333333333333333,0.024390243902439025,0.7142857142857143,0.7962962962962963,0.20634920634920634,0.7878787878787878,0.35714285714285715,0.7931034482758621,0.25274725274725274,0.17647058823529413,0.23809523809523808,0.2,0.391304347826087,0.2,0.8888888888888888,0.6875,0.8,0.7857142857142857,0.8,0.023809523809523808,0.8181818181818182,0.5161290322580645,0.3,0.3103448275862069,0.3333333333333333,0.40476190476190477,0.40476190476190477,0.47058823529411764,0.041666666666666664,0.2857142857142857,0.2857142857142857,1.0,0.6,0.6666666666666666,0.25,0.6,1.0,0.23076923076923078,0.6666666666666666,0.038461538461538464,0.34615384615384615,0.4444444444444444,0.5136999999999999,0.47314999999999996,0.06857142857142857,0.09448818897637795,0.14285714285714285,0.3333333333333333,0.329608938547486,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627671-1627673-203406-203823-203826,1611661323,"Rachel Banham, Jonquel Jones, Layshia Clarendon, Chiney Ogwumike, Alyssa Thomas","Banham, Jones, Clarendon, Ogwumike, Thomas",1627671-1627673-203406-203823-203826,CON,4.0,1,,-2.0,,1.0,1,,,,,,2.0,,,,,,,,,,,,,,,,360.0,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627671-1627673-202662-203015,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Jasmine Thomas, Shekinna Stricklen","Tuck, Banham, Jones, Thomas, Stricklen",1627670-1627671-1627673-202662-203015,CON,263.0,3,4.0,2.0,8.0,9.0,17,,3.0,1.0,4.0,11.0,9.0,3.0,3.0,,1.0,3.0,,7.0,2.0,11.0,1.0,0.25,0.25,0.6428571428571429,0.6875,0.5714285714285714,93.07984790874524,17.375,13.777777777777779,17.375,13.777777777777779,0.42857142857142855,,,,0.5714285714285714,,0.45045,25.45,,,3.0,,3.0,3.0,2.0,,,,1.0,,,,,0.42857142857142855,,7.3999999999999995,,,,,,,,3.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,2.0,1.0,,2.0,,,,1.0,4.0,,5.0,,5.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,0.6666666666666666,,,,0.14285714285714285,1.0,1.0,1.0,,,,,,,,,,,,,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627671-1627673-202662-203826,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Jasmine Thomas, Alyssa Thomas","Tuck, Banham, Jones, Thomas, Thomas",1627670-1627671-1627673-202662-203826,CON,411.0,3,7.0,-1.0,14.0,14.0,28,,2.0,,2.0,10.0,11.0,,1.0,,,1.0,,2.0,3.0,6.0,,,,0.4,0.4166666666666667,0.2,98.1021897810219,15.857142857142858,13.5,14.785714285714286,12.857142857142858,0.2,,,,0.6,,0.4462444444444445,41.45,2.0,4.0,3.0,1.0,4.0,8.0,6.0,4.0,4.0,4.0,0.5,1.0,0.4,0.5,0.5,0.3,0.1,6.1125,7.0,5.0,2.0,,,1.0,1.0,2.0,,,,,,,,1.0,2.0,2.0,2.0,,,,4.0,2.0,3.0,,1.0,1.0,5.0,2.0,,2.0,1.0,1.0,,1.0,,,1.0,,,1.0,3.0,2.0,,5.0,2.0,7.0,,1.0,,1.0,,,,,,,3.0,,,2.0,,,,,,4.0,,2.0,,,,,,,5.0,7.0,,,0.25,0.3333333333333333,,,1.0,0.6666666666666666,1.0,0.5,1.0,0.5,,0.125,,0.3333333333333333,,,0.6666666666666666,0.25,0.75,,0.7142857142857143,0.2,,1.0,,,,1.0,,,1.0,,,,,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,0.25,1.0,,0.25,,0.38935,0.46636666666666665,0.16666666666666666,0.2,0.4,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627671-1627673-203406-203823,1611661323,"Morgan Tuck, Rachel Banham, Jonquel Jones, Layshia Clarendon, Chiney Ogwumike","Tuck, Banham, Jones, Clarendon, Ogwumike",1627670-1627671-1627673-203406-203823,CON,187.0,1,3.0,-8.0,5.0,6.0,11,,2.0,,2.0,4.0,12.0,,2.0,,,,,,,4.0,,,,0.4,0.4,0.4,84.70588235294117,20.2,14.333333333333334,20.2,14.0,0.4,,,,0.6,,0.47178000000000003,24.15,1.0,1.0,2.0,,2.0,3.0,4.0,,,,0.6666666666666666,,0.2,1.0,1.0,0.4,,4.266666666666667,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.5,,,,,0.5,,0.5,,,,,,,,,,0.5,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627671-1628280-202662-203406,1611661323,"Morgan Tuck, Rachel Banham, Brionna Jones, Jasmine Thomas, Layshia Clarendon","Tuck, Banham, Jones, Thomas, Clarendon",1627670-1627671-1628280-202662-203406,CON,16.0,1,,-2.0,,1.0,1,,,,,,2.0,,,,,,,,,,,,,,,,90.0,,14.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627671-1628280-202662-203410,1611661323,"Morgan Tuck, Rachel Banham, Brionna Jones, Jasmine Thomas, Alex Bentley","Tuck, Banham, Jones, Thomas, Bentley",1627670-1627671-1628280-202662-203410,CON,558.0,2,9.0,1.0,20.0,19.0,39,1.0,7.0,1.0,9.0,13.0,12.0,3.0,7.0,1.0,1.0,3.0,1.0,7.0,2.0,9.0,1.0,0.1111111111111111,0.1111111111111111,0.2826086956521739,0.2826086956521739,0.391304347826087,100.64516129032258,14.3,14.31578947368421,13.45,13.894736842105264,0.30434782608695654,0.14285714285714285,0.14285714285714285,1.0,0.8695652173913043,0.14285714285714285,0.4889521739130435,24.677777777777777,5.0,11.0,3.0,,5.0,14.0,6.0,1.0,1.0,2.0,0.35714285714285715,0.5,0.4782608695652174,0.45454545454545453,0.45454545454545453,0.13043478260869565,,4.078571428571428,6.0,9.0,4.0,2.0,2.0,1.0,4.0,,,,2.0,1.0,,2.0,,4.0,,2.0,2.0,,3.0,,4.0,1.0,5.0,,5.0,,2.0,4.0,,2.0,,,,2.0,,2.0,,,2.0,3.0,3.0,4.0,1.0,8.0,5.0,13.0,1.0,1.0,1.0,,,1.0,,,,,,3.0,1.0,7.0,1.0,,,1.0,,,,,,,,,,,2.0,6.0,1.0,,0.4,0.5,,,1.0,0.2,0.4,0.1,0.4,0.1,,,,,,1.0,0.8,0.42857142857142855,0.75,0.25,0.7777777777777778,0.3333333333333333,0.6,,,0.3333333333333333,,0.6666666666666666,,1.0,1.0,0.5,0.06666666666666667,,0.4,,,,,,,0.08695652173913043,,,,0.4,1.0,0.4,,,0.4,0.25,0.1,0.4,,0.493975,0.442595,,,0.3076923076923077,0.15384615384615385,0.3,,1.0,,1.0,0.5,0.2,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
1627670-1627671-1628280-203015-203410,1611661323,"Morgan Tuck, Rachel Banham, Brionna Jones, Shekinna Stricklen, Alex Bentley","Tuck, Banham, Jones, Stricklen, Bentley",1627670-1627671-1628280-203015-203410,CON,30.0,1,,-1.0,1.0,1.0,2,,,,,1.0,2.0,,,,,,,,1.0,1.0,,,,,0.5,,96.0,21.0,9.0,21.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661323,2018,2018,False
