EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,FG2M,FG2A,FG3M,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg2ptShotDistance,PlusMinus,AtRimFGA,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,AtRimFrequency,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,ShootingFouls,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,FTA,TwoPtShootingFoulsDrawn,AtRimPctBlocked,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyTsPct,DefFTReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyPointsPct,Loose Ball Fouls,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Charge Fouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3PctAssisted,Offensive Fouls,NonShootingPenaltyNonTakeFouls,team_id,year,season,team_vs
100949-1628926-202650-203029-203824,1611661320,"Alana Beard, Maria Vadeeva, Jantel Lavender, Riquna Williams, Odyssey Sims","Beard, Vadeeva, Lavender, Williams, Sims",100949-1628926-202650-203029-203824,LAS,34.0,1,1.0,2.0,1,2.0,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,127.05882352941177,11.0,12.0,11.0,12.0,1.0,1.0,1.0,0.53565,0.53565,23.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-201496-201502-202650-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Jantel Lavender, Chelsea Gray","Beard, Parker, Carson, Lavender, Gray",100949-201496-201502-202650-203833,LAS,154.0,1,3.0,4.0,5,,,9,2.0,,2.0,,2.0,1.0,2.0,3.0,,,1.0,,,0.5,1.0,1.0,1.0,84.15584415584415,18.75,15.8,18.75,15.8,0.5,,0.5,0.42595,,25.8,,1.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,0.5,0.5,0.5,0.625,0.625,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-201496-201502-203014-203029,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Riquna Williams","Beard, Parker, Carson, Ogwumike, Williams",100949-201496-201502-203014-203029,LAS,110.0,1,2.0,3.0,4,,,7,,,,,,1.0,2.0,2.0,,,1.0,,,,1.0,1.0,1.0,91.63636363636364,20.666666666666668,12.0,20.666666666666668,12.0,,,0.5,0.4573,,,,,1.0,,,2.0,,,6.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,0.5,,,,,,,4.55,-6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-201496-201502-203014-203833,1611661320,"Alana Beard, Candace Parker, Essence Carson, Nneka Ogwumike, Chelsea Gray","Beard, Parker, Carson, Ogwumike, Gray",100949-201496-201502-203014-203833,LAS,319.0,2,5.0,10.0,7,,,17,1.0,,3.0,,1.0,1.0,4.0,6.0,,,1.0,,,0.2727272727272727,1.0,0.8,1.0,76.7398119122257,18.4,19.285714285714285,16.9,19.0,0.09090909090909091,,0.5454545454545454,0.4683409090909091,,23.599999999999998,,,1.0,,3.0,8.0,1.0,9.0,4.0,4.0,3.0,,1.0,2.0,,5.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,7.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.4090909090909091,0.4090909090909091,1.0,0.75,,0.2857142857142857,,,0.09090909090909091,,,,,,,11.2875,5.0,3.0,,,,,,0.2727272727272727,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.125,1.0,0.4,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.36363636363636365,0.25,0.25,0.18181818181818182,0.5,0.5,1.0,0.5,1.0,0.52015,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-201496-202650-203824-203833,1611661320,"Alana Beard, Candace Parker, Jantel Lavender, Odyssey Sims, Chelsea Gray","Beard, Parker, Lavender, Sims, Gray",100949-201496-202650-203824-203833,LAS,103.0,1,2.0,3.0,2,,,5,2.0,,2.0,,2.0,,,2.0,,,,,,0.5,,,,69.90291262135922,27.666666666666668,10.0,22.0,10.0,0.5,,0.75,0.406025,,26.4,,,1.0,,,2.0,,1.0,4.0,,,,,,,,1.0,,2.0,,,,,1.0,,1.0,,,,,,0.1,,,0.5,0.5,0.5,,0.25,,,,,,,7.7,-3.0,1.0,,,,,,0.25,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,0.5,,0.5,1.0,,,,,,,,,,,,,,0.5,,0.24915,,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-201496-203014-203029-203833,1611661320,"Alana Beard, Candace Parker, Nneka Ogwumike, Riquna Williams, Chelsea Gray","Beard, Parker, Ogwumike, Williams, Gray",100949-201496-203014-203029-203833,LAS,1732.0,2,29.0,55.0,57,4.0,5.0,112,12.0,1.0,14.0,2.0,12.0,4.0,15.0,23.0,2.0,4.0,9.0,,2.0,0.28,0.8,0.6842105263157895,0.8,93.11778290993071,15.527272727272727,15.403508771929825,14.89090909090909,15.0,0.24,0.5,0.6,0.483586,0.379425,25.142857142857142,0.07272727272727272,1.0,8.0,5.0,15.0,36.0,5.0,53.0,59.0,18.0,9.0,5.0,3.0,9.0,3.0,21.0,2.0,9.0,8.0,11.0,3.0,5.0,1.0,10.0,,43.0,0.6,0.35714285714285715,0.35714285714285715,0.4166666666666667,0.45,0.49074074074074076,0.5555555555555556,0.6428571428571429,0.25,0.27586206896551724,0.3333333333333333,1.0,0.16,0.125,0.14285714285714285,0.4166666666666667,0.4166666666666667,0.6,0.4166666666666667,8.602777777777778,-6.0,16.0,2.0,,2.0,1.0,0.5,0.32,8.0,8.0,3.0,5.0,6.0,12.0,,2.0,3.0,6.0,10.0,12.0,4.0,3.0,6.0,,4.0,6.0,4.0,7.0,0.4,0.46153846153846156,0.5,0.6428571428571429,0.7142857142857143,0.08333333333333333,0.125,0.2857142857142857,0.5,0.16666666666666666,0.5,0.6666666666666666,0.5,0.5714285714285714,0.5,0.24,0.5,0.5,0.04,,,,0.7142857142857143,0.6,0.5675333333333333,0.18867924528301888,1.0,8.0,1.0,9.0,3.0,0.125,0.14285714285714285,0.057692307692307696,0.07894736842105263,1.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.375,1.0,0.14285714285714285,0.038461538461538464,0.3333333333333333,0.3333333333333333,1.0,0.5,0.05660377358490566,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-201496-203014-203824-203833,1611661320,"Alana Beard, Candace Parker, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Beard, Parker, Ogwumike, Sims, Gray",100949-201496-203014-203824-203833,LAS,122.0,1,2.0,3.0,3,,,6,,,,,,,,,,,1.0,,,,,,,70.81967213114754,17.0,23.666666666666668,17.0,14.333333333333334,,,1.0,0.5866,,,,,,,1.0,1.0,,4.0,6.0,2.0,,,,,,,,,,,,1.0,,1.0,,4.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.5,-2.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,2.0,1.0,,,0.5,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-201502-202650-203014-203833,1611661320,"Alana Beard, Essence Carson, Jantel Lavender, Nneka Ogwumike, Chelsea Gray","Beard, Carson, Lavender, Ogwumike, Gray",100949-201502-202650-203014-203833,LAS,119.0,1,2.0,4.0,4,,,8,1.0,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,0.3333333333333333,1.0,0.6666666666666666,1.0,96.80672268907563,11.5,18.25,11.5,17.0,0.3333333333333333,,0.3333333333333333,0.46869999999999995,,24.6,,,,,1.0,2.0,,2.0,4.0,,,,,1.0,,2.0,,1.0,,,,,,,,2.0,,,,0.5,0.3333333333333333,0.3333333333333333,,0.5,,,,1.0,,,,,,,,18.9,-2.0,,2.0,1.0,2.0,1.0,0.5,,,,,,1.0,2.0,,,,,,2.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-202650-203014-203029-203833,1611661320,"Alana Beard, Jantel Lavender, Nneka Ogwumike, Riquna Williams, Chelsea Gray","Beard, Lavender, Ogwumike, Williams, Gray",100949-202650-203014-203029-203833,LAS,201.0,1,3.0,5.0,6,,,11,3.0,,3.0,,3.0,,3.0,4.0,,,1.0,,,0.6,,0.75,,78.80597014925372,21.6,15.5,18.8,14.666666666666666,0.6,,0.6,0.45225,,24.866666666666664,,,2.0,1.0,,2.0,1.0,3.0,7.0,,3.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,,,1.0,,,,3.0,1.0,0.3333333333333333,0.3333333333333333,,0.3,0.3,1.0,0.75,,0.25,,1.0,0.4,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,11.05,-4.0,,2.0,1.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.5,,,1.0,0.5,,,,,,,,,,,,,0.50625,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,False
100949-202650-203014-203824-203833,1611661320,"Alana Beard, Jantel Lavender, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Beard, Lavender, Ogwumike, Sims, Gray",100949-202650-203014-203824-203833,LAS,289.0,1,5.0,11.0,10,10.0,1.0,21,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,,,1.0,1.0,10.0,0.14285714285714285,1.0,0.8,1.0,104.63667820069205,11.272727272727273,16.5,11.272727272727273,16.2,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5178428571428572,0.5178428571428572,27.1,0.9090909090909091,,1.0,1.0,4.0,6.0,1.0,17.0,5.0,2.0,3.0,1.0,1.0,4.0,1.0,9.0,,1.0,,2.0,,1.0,,3.0,,17.0,1.0,1.0,1.0,0.6666666666666666,0.7857142857142857,0.85,1.0,0.5,,,,,0.14285714285714285,,,1.0,1.0,1.0,1.0,6.55,12.0,4.0,,,,,,0.5714285714285714,,4.0,,,,1.0,,,,,,6.0,,,3.0,,3.0,,1.0,1.0,0.75,0.75,,,,,,,,,,1.0,1.0,1.0,0.75,0.14285714285714285,,,,,,,,,,,,6.0,,6.0,2.0,,,0.2222222222222222,0.25,,,,,4.0,15.0,,,,,2.0,1.0,,,,,,,1.0,,,0.8333333333333334,,,,,,,,0.8823529411764706,,4.0,4.0,1.0,4.0,6.0,1.0,15.0,1.0,0.6666666666666666,0.7857142857142857,0.5714285714285714,1.0,1.0,,,,,,,,,,,,,1611661320,2018,2018,False
