EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedCorner3,BlockedArc3,team_id,year,season,team_vs
1627668-1628886-201907-203827-204319,1611661328,"Breanna Stewart, Jordin Canada, Courtney Paris, Natasha Howard, Jewell Loyd","Stewart, Canada, Paris, Howard, Loyd",1627668-1628886-201907-203827-204319,SEA,322.0,2,5.0,-1.0,13.0,12.0,1.0,25.0,3.0,4.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,4.0,13.0,14.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,2.0,13.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.6,0.6428571428571429,0.7222222222222222,0.2857142857142857,1.0,1.0,1.0,1.0,111.80124223602485,15.461538461538462,10.083333333333334,15.23076923076923,10.083333333333334,0.5714285714285714,0.75,0.75,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,0.2857142857142857,0.5,0.43073571428571433,0.2222222222222222,0.2857142857142857,11.7,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-201518-202252-204319,1611661328,"Sue Bird, Breanna Stewart, Crystal Langhorne, Alysha Clark, Jewell Loyd","Bird, Stewart, Langhorne, Clark, Loyd",100720-1627668-201518-202252-204319,SEA,3618.0,13,60.0,8.0,109.0,116.0,9.0,225.0,12.0,25.0,21.0,9.0,25.0,41.0,69.0,9.0,28.0,14.0,123.0,115.0,46.0,36.0,24.0,23.0,9.0,23.0,8.0,31.0,8.0,5.0,70.0,16.0,49.0,60.0,8.0,2.0,10.0,7.0,3.0,15.0,,9.0,1.0,23.0,18.0,2.0,18.0,4.0,110.0,0.5609756097560976,0.5897435897435898,0.8888888888888888,0.32142857142857145,0.34615384615384615,0.5942028985507246,0.5618556701030928,0.5857142857142857,0.28865979381443296,0.6666666666666666,0.6153846153846154,0.6825396825396826,0.5333333333333333,89.55223880597015,16.59633027522936,15.594827586206897,16.03669724770642,14.922413793103448,0.25773195876288657,0.48,0.5454545454545454,0.4166666666666667,0.21649484536082475,0.25773195876288657,0.36,0.36,0.8888888888888888,0.5257731958762887,0.391304347826087,0.4617984210526315,0.05825242718446602,0.0547945205479452,9.06231884057971,25.967857142857145,23.0,32.0,14.0,23.0,2.0,3.0,4.0,6.0,15.0,3.0,1.0,2.0,2.0,4.0,4.0,6.0,1.0,2.0,2.0,13.0,8.0,12.0,2.0,4.0,6.0,28.0,3.0,4.0,2.0,5.0,11.0,7.0,4.0,6.0,1.0,27.0,6.0,11.0,2.0,6.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,7.0,3.0,4.0,7.0,2.0,28.0,23.0,2.0,2.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6875,0.6875,0.7222222222222222,0.7,0.07246376811594203,0.08695652173913043,0.12,1.0,0.5,0.7297297297297297,0.21428571428571427,0.23529411764705882,0.2222222222222222,0.1111111111111111,0.38461538461538464,0.2857142857142857,0.6666666666666666,0.7368421052631579,0.75,0.7272727272727273,0.05,0.2857142857142857,0.23711340206185566,0.6086956521739131,0.6666666666666666,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.4666666666666667,0.030927835051546393,0.375,0.6666666666666666,0.5,0.25,0.5,1.0,0.375,0.6666666666666666,0.25,0.5,0.60165,0.5147266666666667,0.06666666666666667,0.10569105691056911,0.22764227642276422,0.21100917431192662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
1628886-201049-201518-201907-202252,1611661328,"Jordin Canada, Noelle Quinn, Crystal Langhorne, Courtney Paris, Alysha Clark","Canada, Quinn, Langhorne, Paris, Clark",1628886-201049-201518-201907-202252,SEA,62.0,1,1.0,2.0,2.0,1.0,,3.0,,,1.0,,,1.0,2.0,,,,2.0,,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,0.5,0.5,0.5,,,1.0,1.0,,69.6774193548387,17.0,28.0,17.0,28.0,,,,,0.5,,,,,0.5,,0.34965,,,9.55,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-202252-203827-204319,1611661328,"Sue Bird, Breanna Stewart, Alysha Clark, Natasha Howard, Jewell Loyd","Bird, Stewart, Clark, Howard, Loyd",100720-1627668-202252-203827-204319,SEA,32299.0,29,538.0,-229.0,1061.0,1074.0,128.0,2135.0,95.0,234.0,197.0,71.0,211.0,323.0,685.0,89.0,257.0,145.0,1058.0,1287.0,366.0,280.0,222.0,208.0,71.0,183.0,74.0,257.0,57.0,43.0,588.0,125.0,335.0,486.0,85.0,29.0,112.0,79.0,33.0,199.0,13.0,100.0,7.0,219.0,200.0,9.0,183.0,88.0,920.0,0.56656346749226,0.6245733788395904,0.8314606741573034,0.3463035019455253,0.35039370078740156,0.47153284671532847,0.4846072186836518,0.5186457311089303,0.27282377919320594,0.5628140703517588,0.6868131868131868,0.7152317880794702,0.7297297297297297,95.18560946159323,16.292177191328935,13.978584729981378,15.577756833176249,13.398510242085662,0.2484076433121019,0.405982905982906,0.47029702970297027,0.45263157894736844,0.2091295116772824,0.22399150743099788,0.33649289099526064,0.3380952380952381,0.8028169014084507,0.5424628450106157,0.34134615384615385,0.4576618743343983,0.09027777777777778,0.11748998664886515,8.768175182481752,25.28326848249027,141.0,144.0,158.0,254.0,35.0,53.0,16.0,24.0,70.0,46.0,1.0,24.0,7.0,34.0,50.0,92.0,2.0,28.0,32.0,138.0,39.0,75.0,11.0,47.0,29.0,140.0,45.0,60.0,3.0,70.0,94.0,46.0,48.0,101.0,2.0,199.0,11.0,151.0,25.0,56.0,19.0,87.0,14.0,18.0,21.0,8.0,3.0,8.0,15.0,3.0,11.0,30.0,17.0,10.0,30.0,19.0,140.0,141.0,17.0,11.0,0.07142857142857142,0.23404255319148937,0.5434782608695652,0.52,0.44166666666666665,0.45491803278688525,0.5036496350364964,0.5,0.10218978102189781,0.12598425196850394,0.13675213675213677,0.6875,0.14285714285714285,0.7343173431734318,0.28370786516853935,0.2926829268292683,0.2865384615384615,0.3157894736842105,0.3357664233576642,0.3088235294117647,0.6447368421052632,0.7666666666666667,0.7714285714285715,0.5,0.05530973451327434,0.6333333333333333,0.26963906581740976,0.6220472440944882,0.7117117117117117,0.5949367088607594,0.3553299492385787,0.36649214659685864,0.6571428571428571,0.04883227176220807,0.44166666666666665,0.660377358490566,0.2,0.2,0.041666666666666664,1.0,0.19672131147540983,0.6666666666666666,0.2786885245901639,0.20588235294117646,0.48778597560975606,0.43166302521008404,0.011583011583011582,0.13043478260869565,0.1323251417769376,0.13289349670122527,18.0,1.0,4.0,4.0,13.0,1.0,17.0,2.0,9.0,6.0,24.0,1.0,2.0,3.0,1.0,2.0,0.0038910505836575876,0.030456852791878174,0.004739336492890996,0.20161290322580644,0.21428571428571427,0.391304347826087,0.391304347826087,0.9444444444444444,0.03333333333333333,0.25,1.0,0.10655737704918032,0.3076923076923077,,,,1611661328,2018,2018,True
100720-201518-203827-204319-204321,1611661328,"Sue Bird, Crystal Langhorne, Natasha Howard, Jewell Loyd, Kaleena Mosqueda-Lewis","Bird, Langhorne, Howard, Loyd, Mosqueda-Lewis",100720-201518-203827-204319-204321,SEA,4.0,1,,-2.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,360.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
1627668-1628244-201049-201518-204321,1611661328,"Breanna Stewart, Sami Whitcomb, Noelle Quinn, Crystal Langhorne, Kaleena Mosqueda-Lewis","Stewart, Whitcomb, Quinn, Langhorne, Mosqueda-Lewis",1627668-1628244-201049-201518-204321,SEA,47.0,1,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,,1.0,1.0,,,,2.0,,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,61.276595744680854,19.0,28.0,19.0,28.0,1.0,1.0,1.0,1.0,,,,,,,,0.3584,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
1628244-1628886-1628920-201518-204321,1611661328,"Sami Whitcomb, Jordin Canada, Mercedes Russell, Crystal Langhorne, Kaleena Mosqueda-Lewis","Whitcomb, Canada, Russell, Langhorne, Mosqueda-Lewis",1628244-1628886-1628920-201518-204321,SEA,36.0,1,1.0,-4.0,2.0,2.0,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,0.5,,,,160.0,10.0,8.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
1628886-201907-202252-203827-204321,1611661328,"Jordin Canada, Courtney Paris, Alysha Clark, Natasha Howard, Kaleena Mosqueda-Lewis","Canada, Paris, Clark, Howard, Mosqueda-Lewis",1628886-201907-202252-203827-204321,SEA,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
1628920-201049-202252-203827-204321,1611661328,"Mercedes Russell, Noelle Quinn, Alysha Clark, Natasha Howard, Kaleena Mosqueda-Lewis","Russell, Quinn, Clark, Howard, Mosqueda-Lewis",1628920-201049-202252-203827-204321,SEA,13.0,1,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,110.76923076923076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
100720-1627668-1628244-201518-202252,1611661328,"Sue Bird, Breanna Stewart, Sami Whitcomb, Crystal Langhorne, Alysha Clark","Bird, Stewart, Whitcomb, Langhorne, Clark",100720-1627668-1628244-201518-202252,SEA,39.0,1,1.0,-1.0,1.0,2.0,,3.0,,,,,,1.0,1.0,,,,2.0,3.0,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,110.76923076923076,9.0,15.0,9.0,11.5,,,,,,,,,,1.0,,0.4064,,,3.1,,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,0.4064,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2018,2018,True
