EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,LostBallTurnovers,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,LongMidRangeAssists,Steals,LostBallSteals,ShootingFouls,Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyFG2M,AtRimAssists,ShortMidRangeAssists,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,PenaltyFg2Pct,LongMidRangePctBlocked,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,SelfORebPct,SecondChanceArc3FGA,SecondChanceFG3A,BadPassSteals,BlockingFoulsDrawn,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,OffThreePtRebounds,FTOffRebounds,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,FTDefRebounds,DefFTReboundPct,BlockedAtRim,RecoveredBlocks,OffAtRimReboundPct,BlocksRecoveredPct,PtsUnassisted3s,Charge Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,OffArc3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Loose Ball Fouls,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,BlockingFouls,3pt And 1 Free Throw Trips,Clear Path Fouls,Arc3PctBlocked,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
100949-200665-201502-202650-203833,1611661320,"Alana Beard, Cappie Pondexter, Essence Carson, Jantel Lavender, Chelsea Gray","Beard, Pondexter, Carson, Lavender, Gray",100949-200665-201502-202650-203833,LAS,101.0,1,2.0,2.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,85.54455445544555,20.333333333333332,13.333333333333334,20.333333333333332,13.333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5214666666666666,0.5214666666666666,0.25,1.0,10.3,23.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
1628282-1628317-200665-201502-203029,1611661320,"Sydney Wiese, Karlie Samuelson, Cappie Pondexter, Essence Carson, Riquna Williams","Wiese, Samuelson, Pondexter, Carson, Williams",1628282-1628317-200665-201502-203029,LAS,33.0,1,1.0,-1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,2.0,2.0,3.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,130.9090909090909,,16.5,,16.5,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
100949-1628926-200665-201502-203824,1611661320,"Alana Beard, Maria Vadeeva, Cappie Pondexter, Essence Carson, Odyssey Sims","Beard, Vadeeva, Pondexter, Carson, Sims",100949-1628926-200665-201502-203824,LAS,117.0,1,2.0,,2.0,3.0,,5.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,61.53846153846154,29.0,19.666666666666668,29.0,19.666666666666668,1.0,,,,,,,,,1.0,,0.48205,,,,2.95,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
100949-1628926-201496-201502-203824,1611661320,"Alana Beard, Maria Vadeeva, Candace Parker, Essence Carson, Odyssey Sims","Beard, Vadeeva, Parker, Carson, Sims",100949-1628926-201496-201502-203824,LAS,317.0,2,5.0,-4.0,9.0,11.0,,20.0,,,4.0,1.0,2.0,,,7.0,1.0,2.0,3.0,12.0,16.0,,2.0,,,,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,3.0,,3.0,,10.0,,,,1.0,0.5,,0.5,0.5,,0.55,0.5,,0.2222222222222222,0.14285714285714285,,1.0,0.3333333333333333,0.5,0.5,0.4,0.3333333333333333,,90.85173501577287,19.22222222222222,13.090909090909092,18.77777777777778,12.636363636363637,,0.4444444444444444,0.2222222222222222,0.5,0.5,1.0,,,,0.2222222222222222,0.5,0.40387222222222224,,0.16666666666666666,,13.314285714285715,24.9,,1.0,,1.0,,,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.42857142857142855,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.25,0.25,1.0,0.36135,0.1,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
100949-1628926-201496-203824-203833,1611661320,"Alana Beard, Maria Vadeeva, Candace Parker, Odyssey Sims, Chelsea Gray","Beard, Vadeeva, Parker, Sims, Gray",100949-1628926-201496-203824-203833,LAS,510.0,4,8.0,7.0,18.0,16.0,5.0,34.0,1.0,1.0,4.0,2.0,3.0,,1.0,12.0,2.0,3.0,1.0,19.0,12.0,,2.0,3.0,,1.0,1.0,5.0,6.0,3.0,2.0,3.0,2.0,7.0,2.0,16.0,2.0,6.0,9.0,2.0,11.0,3.0,1.0,4.0,,3.0,,2.0,1.0,17.0,5.0,5.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.6,0.5,0.59375,0.5,0.5,0.2,0.25,,0.75,1.0,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,1.0,96.0,13.277777777777779,16.9375,12.11111111111111,16.9375,0.06666666666666667,0.26666666666666666,0.2,0.6666666666666666,0.6666666666666666,1.0,0.25,0.25,,0.26666666666666666,0.6666666666666666,0.4379733333333334,0.46305,0.10526315789473684,0.2631578947368421,10.408333333333333,24.8,0.2777777777777778,3.0,2.0,1.0,1.0,,2.0,4.0,7.0,1.0,6.0,1.0,2.0,10.0,2.0,,5.0,1.0,,,1.0,3.0,1.0,,,,,,0.8333333333333334,0.8333333333333334,0.5,0.5,0.5,0.2857142857142857,0.3333333333333333,,1.0,0.4666666666666667,0.5714285714285714,0.8,0.25,0.3333333333333333,1.0,0.4148,,,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.25,1.0,1.0,1.0,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
100949-1628926-203014-203029-203833,1611661320,"Alana Beard, Maria Vadeeva, Nneka Ogwumike, Riquna Williams, Chelsea Gray","Beard, Vadeeva, Ogwumike, Williams, Gray",100949-1628926-203014-203029-203833,LAS,173.0,1,3.0,-5.0,6.0,7.0,6.0,13.0,,,,,1.0,,1.0,3.0,,1.0,,4.0,9.0,,,3.0,,1.0,,4.0,,1.0,,,,1.0,,2.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,3.0,3.0,,,,,4.0,4.0,6.0,,,,,,0.5,0.5,0.5,,0.5,0.25,,,0.3333333333333333,1.0,1.0,1.0,0.5,,1.0,108.20809248554913,12.5,14.0,12.333333333333334,14.0,,,0.25,,,,,0.25,,0.25,,0.3699875,0.3699875,,1.0,8.299999999999999,26.5,1.0,1.0,,1.0,1.0,,1.0,2.0,3.0,,2.0,,,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,,0.5,0.5,0.6666666666666666,,,,1.0,,1.0,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,,2.0,,1.0,2.0,,,0.6666666666666666,,,,,0.5,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
100949-1628926-203014-203824-203833,1611661320,"Alana Beard, Maria Vadeeva, Nneka Ogwumike, Odyssey Sims, Chelsea Gray","Beard, Vadeeva, Ogwumike, Sims, Gray",100949-1628926-203014-203824-203833,LAS,409.0,3,7.0,-5.0,13.0,15.0,3.0,28.0,5.0,1.0,3.0,,3.0,,1.0,8.0,,3.0,3.0,11.0,16.0,,,1.0,,1.0,2.0,2.0,,3.0,,1.0,,2.0,,4.0,1.0,4.0,4.0,1.0,5.0,1.0,,1.0,,5.0,,4.0,1.0,11.0,2.0,3.0,1.0,,,,,0.36363636363636365,,0.4230769230769231,,0.3333333333333333,0.2727272727272727,0.125,0.2,1.0,0.8,0.25,0.8,0.14285714285714285,0.5,0.6666666666666666,98.58190709046455,13.307692307692308,15.733333333333333,12.846153846153847,15.733333333333333,0.45454545454545453,0.2727272727272727,0.2727272727272727,,,,0.5,0.5,,0.7272727272727273,,0.5248136363636363,0.43395,,0.18181818181818182,7.8625,25.46666666666667,0.23076923076923078,,1.0,,1.0,,1.0,,,1.0,4.0,,,4.0,4.0,,2.0,,1.0,,1.0,2.0,,,1.0,,,,0.5,0.5,0.5,,,,,1.0,,,,,0.3333333333333333,0.3333333333333333,,0.4911,0.08333333333333333,0.1111111111111111,,3.0,,,2.0,,,,1.0,,,0.6,0.75,0.6666666666666666,,,,,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
100949-200665-201496-201502-203833,1611661320,"Alana Beard, Cappie Pondexter, Candace Parker, Essence Carson, Chelsea Gray","Beard, Pondexter, Parker, Carson, Gray",100949-200665-201496-201502-203833,LAS,139.0,2,2.0,,3.0,3.0,,6.0,2.0,,2.0,,,,,4.0,,1.0,1.0,5.0,5.0,,2.0,,,,,,,,,,,2.0,,4.0,2.0,,,4.0,4.0,,,2.0,,2.0,,3.0,,3.0,,,,,,,,0.4,,0.4166666666666667,0.5,,0.2,,,,,1.0,,1.0,1.0,,62.15827338129496,26.0,20.333333333333332,15.333333333333334,17.666666666666668,0.4,0.4,,,,,,,,0.6,,0.45754,,0.4,,11.175,22.8,,,,,,,3.0,,,,2.0,1.0,2.0,4.0,,,2.0,,1.0,,1.0,3.0,,,2.0,,,,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,0.4128,0.3333333333333333,0.4,1.0,2.0,,,2.0,,2.0,,,,,1.0,1.0,1.0,,,1.0,,2.0,0.3333333333333333,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
100949-200665-201496-203014-203824,1611661320,"Alana Beard, Cappie Pondexter, Candace Parker, Nneka Ogwumike, Odyssey Sims","Beard, Pondexter, Parker, Ogwumike, Sims",100949-200665-201496-203014-203824,LAS,71.0,1,1.0,4.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,,,,,2.0,,,,4.0,,,,2.0,,,,4.0,,,,,,2.0,,4.0,,1.0,2.0,,2.0,,,,,,,,,4.0,4.0,2.0,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,101.40845070422534,17.0,12.333333333333334,17.0,12.333333333333334,0.5,0.5,,,,,0.5,,,0.5,,0.3827,0.3827,,1.0,8.15,,1.0,,,,,,,,,1.0,2.0,,,4.0,,,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,3.0,1.0,1.0,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
100949-200665-201496-203014-203833,1611661320,"Alana Beard, Cappie Pondexter, Candace Parker, Nneka Ogwumike, Chelsea Gray","Beard, Pondexter, Parker, Ogwumike, Gray",100949-200665-201496-203014-203833,LAS,426.0,4,7.0,-8.0,15.0,14.0,,29.0,2.0,,1.0,,4.0,,,6.0,,4.0,7.0,9.0,17.0,2.0,2.0,,,,,,,4.0,,1.0,,1.0,,2.0,1.0,6.0,6.0,1.0,7.0,2.0,1.0,2.0,,5.0,,9.0,,7.0,,,,,,,,0.1,,0.32142857142857145,1.0,,0.4,0.16666666666666666,,1.0,1.0,0.2,1.0,0.1111111111111111,,1.0,98.02816901408451,17.266666666666666,11.928571428571429,16.6,10.714285714285714,0.2,0.1,0.4,,,,,,,0.6,,0.48114,,0.2222222222222222,,6.5,24.625,,,1.0,,1.0,,1.0,1.0,3.0,,1.0,,,2.0,,,1.0,,,,2.0,2.0,,,5.0,1.0,,1.0,1.0,1.0,0.16666666666666666,,,0.3333333333333333,,1.0,,0.3,0.3333333333333333,0.5,,,,,0.35714285714285715,0.5,6.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2018,2018,True
