player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Ezi Magbegor,24,SEA,F-C,1,28,1,6,10,.600,2,3,.667,4,7,.571,0,2,.000,1,7,2,0,0,0,4,14,/wnba/players/m/magbeez01w.html,https://www.basketball-reference.com/wnba/players/m/magbeez01w.html,magbeez01w
Mercedes Russell,28,SEA,C,2,46,1,4,8,.500,0,0,,4,8,.500,2,2,1.000,7,14,0,1,0,5,0,10,/wnba/players/r/russeme01w.html,https://www.basketball-reference.com/wnba/players/r/russeme01w.html,russeme01w
Kelsey Plum,29,LVA,G,6,198,6,35,76,.461,14,39,.359,21,37,.568,14,18,.778,1,15,13,4,0,11,17,98,/wnba/players/p/plumke01w.html,https://www.basketball-reference.com/wnba/players/p/plumke01w.html,plumke01w
Alissa Pili,23,MIN,F,3,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,/wnba/players/p/pilial01w.html,https://www.basketball-reference.com/wnba/players/p/pilial01w.html,pilial01w
Nneka Ogwumike,33,SEA,F,2,74,2,11,34,.324,2,9,.222,9,25,.360,5,5,1.000,4,20,4,6,1,1,2,29,/wnba/players/o/ogwumnn01w.html,https://www.basketball-reference.com/wnba/players/o/ogwumnn01w.html,ogwumnn01w
Olivia Nelson-Ododa,23,CON,C,7,68,0,8,12,.667,0,0,,8,12,.667,4,4,1.000,6,21,0,3,3,1,4,20,/wnba/players/n/nelsool01w.html,https://www.basketball-reference.com/wnba/players/n/nelsool01w.html,nelsool01w
Astou Ndour-Fall,29,CON,C-F,3,3,0,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,0,0,0,/wnba/players/n/ndouras01w.html,https://www.basketball-reference.com/wnba/players/n/ndouras01w.html,ndouras01w
Kelsey Mitchell,28,IND,G,2,77,2,16,38,.421,5,19,.263,11,19,.579,1,2,.500,3,6,8,0,0,9,4,38,/wnba/players/m/mitchke01w.html,https://www.basketball-reference.com/wnba/players/m/mitchke01w.html,mitchke01w
Diamond Miller,23,MIN,F,6,4,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,/wnba/players/m/milledi03w.html,https://www.basketball-reference.com/wnba/players/m/milledi03w.html,milledi03w
Kayla McBride,32,MIN,G,12,438,12,64,145,.441,29,76,.382,35,69,.507,27,30,.900,1,27,45,13,0,13,21,184,/wnba/players/m/mcbrika01w.html,https://www.basketball-reference.com/wnba/players/m/mcbrika01w.html,mcbrika01w
Kate Martin,24,LVA,G,1,3,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,/wnba/players/m/martika01w.html,https://www.basketball-reference.com/wnba/players/m/martika01w.html,martika01w
Nyara Sabally,24,NYL,C,9,91,0,13,24,.542,0,0,,13,24,.542,14,16,.875,14,31,0,6,6,15,17,40,/wnba/players/s/sabalny01w.html,https://www.basketball-reference.com/wnba/players/s/sabalny01w.html,sabalny01w
Natasha Mack,26,PHO,F-C,2,26,0,7,11,.636,0,0,,7,11,.636,0,1,.000,4,7,1,0,1,0,2,14,/wnba/players/m/mackna01w.html,https://www.basketball-reference.com/wnba/players/m/mackna01w.html,mackna01w
Jewell Loyd,30,SEA,G,2,59,2,5,19,.263,2,6,.333,3,13,.231,3,4,.750,1,7,4,1,0,0,4,15,/wnba/players/l/loydje01w.html,https://www.basketball-reference.com/wnba/players/l/loydje01w.html,loydje01w
Betnijah Laney-Hamilton,30,NYL,G-F,11,300,11,31,84,.369,10,34,.294,21,50,.420,5,5,1.000,4,32,28,12,2,17,19,77,/wnba/players/l/laneybe01w.html,https://www.basketball-reference.com/wnba/players/l/laneybe01w.html,laneybe01w
Dorka JuhÃ¡sz,24,MIN,F,7,40,0,3,5,.600,0,1,.000,3,4,.750,1,2,.500,3,9,4,1,1,2,3,7,/wnba/players/j/juhasdo01w.html,https://www.basketball-reference.com/wnba/players/j/juhasdo01w.html,juhasdo01w
Jonquel Jones,30,NYL,C,11,358,11,61,111,.550,13,29,.448,48,82,.585,35,37,.946,27,90,24,9,7,31,31,170,/wnba/players/j/jonesjo01w.html,https://www.basketball-reference.com/wnba/players/j/jonesjo01w.html,jonesjo01w
Haley Jones,23,ATL,F-G,2,18,0,3,7,.429,0,0,,3,7,.429,2,2,1.000,0,2,1,1,0,2,1,8,/wnba/players/j/jonesha01w.html,https://www.basketball-reference.com/wnba/players/j/jonesha01w.html,jonesha01w
Brionna Jones,28,CON,F,7,139,7,27,56,.482,0,1,.000,27,55,.491,10,13,.769,14,25,10,4,4,14,15,64,/wnba/players/j/jonesbr01w.html,https://www.basketball-reference.com/wnba/players/j/jonesbr01w.html,jonesbr01w
Sabrina Ionescu,26,NYL,G,11,391,11,67,169,.396,29,80,.363,38,89,.427,23,25,.920,6,58,58,18,5,32,21,186,/wnba/players/i/ionessa01w.html,https://www.basketball-reference.com/wnba/players/i/ionessa01w.html,ionessa01w
Lexie Hull,24,IND,G,2,60,2,4,13,.308,1,7,.143,3,6,.500,4,5,.800,4,9,4,5,1,3,8,13,/wnba/players/h/hullle01w.html,https://www.basketball-reference.com/wnba/players/h/hullle01w.html,hullle01w
Laeticia Amihere,22,ATL,F,1,10,0,3,5,.600,0,0,,3,5,.600,2,4,.500,3,5,0,0,1,0,2,8,/wnba/players/a/amihela01w.html,https://www.basketball-reference.com/wnba/players/a/amihela01w.html,amihela01w
Kayla Thornton,31,NYL,F,11,138,0,8,24,.333,3,17,.176,5,7,.714,3,3,1.000,5,17,1,3,3,1,16,22,/wnba/players/t/thornka01w.html,https://www.basketball-reference.com/wnba/players/t/thornka01w.html,thornka01w
Cecilia Zandalasini,28,MIN,F,11,105,0,10,27,.370,3,12,.250,7,15,.467,2,4,.500,1,13,4,2,0,6,9,25,/wnba/players/z/zandace01w.html,https://www.basketball-reference.com/wnba/players/z/zandace01w.html,zandace01w
Jackie Young,26,LVA,G,6,183,6,30,80,.375,14,39,.359,16,41,.390,9,11,.818,10,35,18,5,2,7,15,83,/wnba/players/y/youngja01w.html,https://www.basketball-reference.com/wnba/players/y/youngja01w.html,youngja01w
A'ja Wilson,27,LVA,C,6,219,6,53,99,.535,4,8,.500,49,91,.538,18,24,.750,7,58,17,2,15,8,7,128,/wnba/players/w/wilsoa01w.html,https://www.basketball-reference.com/wnba/players/w/wilsoa01w.html,wilsoa01w
Gabby Williams,27,SEA,F,2,74,2,14,31,.452,3,9,.333,11,22,.500,3,3,1.000,2,13,5,1,1,4,4,34,/wnba/players/w/williga01w.html,https://www.basketball-reference.com/wnba/players/w/williga01w.html,williga01w
Courtney Williams,30,MIN,G,12,353,12,66,159,.415,12,27,.444,54,132,.409,21,23,.913,7,49,71,14,3,37,22,165,/wnba/players/w/willico01w.html,https://www.basketball-reference.com/wnba/players/w/willico01w.html,willico01w
Sami Whitcomb,35,SEA,G,1,2,0,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,1,1,0,/wnba/players/w/whitcsa01w.html,https://www.basketball-reference.com/wnba/players/w/whitcsa01w.html,whitcsa01w
Erica Wheeler,33,IND,G,2,19,0,0,1,.000,0,0,,0,1,.000,3,4,.750,0,0,3,0,0,1,2,3,/wnba/players/w/wheeler01w.html,https://www.basketball-reference.com/wnba/players/w/wheeler01w.html,wheeler01w
Kristy Wallace,28,IND,G,1,2,0,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,/wnba/players/w/wallakr01w.html,https://www.basketball-reference.com/wnba/players/w/wallakr01w.html,wallakr01w
Victoria Vivians,29,SEA,G-F,1,7,0,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,/wnba/players/v/viviavi01w.html,https://www.basketball-reference.com/wnba/players/v/viviavi01w.html,viviavi01w
Courtney Vandersloot,35,NYL,G,11,157,0,20,46,.435,5,13,.385,15,33,.455,13,14,.929,4,26,28,6,5,11,12,58,/wnba/players/v/vandeco01w.html,https://www.basketball-reference.com/wnba/players/v/vandeco01w.html,vandeco01w
Rhyne Howard,24,ATL,G,2,69,2,13,29,.448,3,13,.231,10,16,.625,4,8,.500,3,11,7,5,5,2,3,33,/wnba/players/h/howarrh01w.html,https://www.basketball-reference.com/wnba/players/h/howarrh01w.html,howarrh01w
Alyssa Thomas,32,CON,F,7,271,7,45,91,.495,0,1,.000,45,90,.500,14,18,.778,17,55,66,7,0,18,17,104,/wnba/players/t/thomaal01w.html,https://www.basketball-reference.com/wnba/players/t/thomaal01w.html,thomaal01w
Diana Taurasi,42,PHO,G,2,59,2,11,26,.423,7,18,.389,4,8,.500,2,2,1.000,1,6,5,2,0,7,9,31,/wnba/players/t/tauradi01w.html,https://www.basketball-reference.com/wnba/players/t/tauradi01w.html,tauradi01w
Kiah Stokes,31,LVA,C,4,55,3,0,1,.000,0,1,.000,0,0,,0,0,,2,19,0,0,1,3,6,0,/wnba/players/s/stokeki01w.html,https://www.basketball-reference.com/wnba/players/s/stokeki01w.html,stokeki01w
Breanna Stewart,29,NYL,F,11,411,11,76,199,.382,12,46,.261,64,153,.418,49,60,.817,28,104,40,16,19,26,20,213,/wnba/players/s/stewabr01w.html,https://www.basketball-reference.com/wnba/players/s/stewabr01w.html,stewabr01w
NaLyssa Smith,23,IND,F,2,13,1,0,1,.000,0,0,,0,1,.000,0,0,,2,4,0,1,1,2,1,0,/wnba/players/s/smithna01w.html,https://www.basketball-reference.com/wnba/players/s/smithna01w.html,smithna01w
Alanna Smith,27,MIN,F,12,341,12,39,75,.520,14,34,.412,25,41,.610,14,20,.700,16,63,34,15,20,21,36,106,/wnba/players/s/smithal01w.html,https://www.basketball-reference.com/wnba/players/s/smithal01w.html,smithal01w
