player,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Monique Akoa Makani,PHO,G,41,881,40,114,265,.430,49,123,.398,65,142,.458,38,41,.927,25,91,111,32,3,55,101,315,/wnba/players/a/akoamo01w.html,https://www.basketball-reference.com/wnba/players/a/akoamo01w.html,akoamo01w
Julie Allemand,LAS,G,34,963,27,70,159,.440,28,101,.277,42,58,.724,15,19,.789,13,127,170,45,1,53,55,183,/wnba/players/a/allemju01w.html,https://www.basketball-reference.com/wnba/players/a/allemju01w.html,allemju01w
Lindsay Allen,CON,G,31,450,9,26,65,.400,3,18,.167,23,47,.489,19,23,.826,9,32,61,10,6,31,37,74,/wnba/players/a/allenli01w.html,https://www.basketball-reference.com/wnba/players/a/allenli01w.html,allenli01w
Rebecca Allen,CHI,F-G,44,821,17,82,240,.342,42,132,.318,40,108,.370,19,31,.613,16,113,57,23,23,39,62,225,/wnba/players/a/allenre01w.html,https://www.basketball-reference.com/wnba/players/a/allenre01w.html,allenre01w
Laeticia Amihere,GSV,F,29,385,0,52,114,.456,3,21,.143,49,93,.527,49,63,.778,35,125,27,17,13,32,36,156,/wnba/players/a/amihela01w.html,https://www.basketball-reference.com/wnba/players/a/amihela01w.html,amihela01w
Yvonne Anderson,MIN,G,1,12,0,0,3,.000,0,1,.000,0,2,.000,0,0,,0,1,2,2,0,0,3,0,/wnba/players/a/anderyv01w.html,https://www.basketball-reference.com/wnba/players/a/anderyv01w.html,anderyv01w
Ariel Atkins,CHI,G,34,970,34,162,365,.444,43,119,.361,119,246,.484,80,93,.860,23,114,122,53,24,84,102,447,/wnba/players/a/atkinar01w.html,https://www.basketball-reference.com/wnba/players/a/atkinar01w.html,atkinar01w
Shakira Austin,WAS,F-C,38,874,30,191,411,.465,2,15,.133,189,396,.477,97,146,.664,57,242,68,41,43,92,81,481,/wnba/players/a/austish01w.html,https://www.basketball-reference.com/wnba/players/a/austish01w.html,austish01w
Mari̬me Badiane,MIN,C,3,11,0,0,3,.000,0,1,.000,0,2,.000,0,0,,1,1,0,2,0,2,6,0,/wnba/players/b/badiama02w.html,https://www.basketball-reference.com/wnba/players/b/badiama02w.html,badiama02w
Rachel Banham,CHI,G,44,1081,33,129,338,.382,86,241,.357,43,97,.443,52,59,.881,6,74,119,26,11,71,84,396,/wnba/players/b/banhara01w.html,https://www.basketball-reference.com/wnba/players/b/banhara01w.html,banhara01w
Sarah Ashlee Barker,LAS,G,34,481,8,35,104,.337,18,61,.295,17,43,.395,17,24,.708,10,66,31,11,4,37,45,105,/wnba/players/b/barkesa01w.html,https://www.basketball-reference.com/wnba/players/b/barkesa01w.html,barkesa01w
Kierstan Bell,LVA,F,35,427,16,52,154,.338,30,103,.291,22,51,.431,12,15,.800,20,62,23,14,11,17,30,146,/wnba/players/b/bellki01w.html,https://www.basketball-reference.com/wnba/players/b/bellki01w.html,bellki01w
