player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Dorka JuhÃ¡sz,23,MIN,F,3,72,3,5,10,.500,0,2,.000,5,8,.625,5,11,.455,4,15,8,2,0,5,4,15,/wnba/players/j/juhasdo01w.html,https://www.basketball-reference.com/wnba/players/j/juhasdo01w.html,juhasdo01w
Jonquel Jones,29,NYL,C,10,347,10,62,111,.559,9,28,.321,53,83,.639,37,47,.787,40,116,17,7,24,20,32,170,/wnba/players/j/jonesjo01w.html,https://www.basketball-reference.com/wnba/players/j/jonesjo01w.html,jonesjo01w
Brittney Sykes,29,WAS,G,2,78,2,12,29,.414,2,9,.222,10,20,.500,4,8,.500,3,16,7,4,1,6,7,30,/wnba/players/s/sykesbr01w.html,https://www.basketball-reference.com/wnba/players/s/sykesbr01w.html,sykesbr01w
Jackie Young,25,LVA,G,9,313,9,48,114,.421,22,53,.415,26,61,.426,32,35,.914,3,50,45,14,1,11,22,150,/wnba/players/y/youngja01w.html,https://www.basketball-reference.com/wnba/players/y/youngja01w.html,youngja01w
A'ja Wilson,26,LVA,C,9,299,9,82,148,.554,1,2,.500,81,146,.555,49,59,.831,28,106,11,13,21,19,18,214,/wnba/players/w/wilsoa01w.html,https://www.basketball-reference.com/wnba/players/w/wilsoa01w.html,wilsoa01w
Jocelyn Willoughby,25,NYL,F-G,3,7,0,0,2,.000,0,1,.000,0,1,.000,2,6,.333,1,1,0,1,0,0,1,2,/wnba/players/w/willojo01w.html,https://www.basketball-reference.com/wnba/players/w/willojo01w.html,willojo01w
Elizabeth Williams,30,CHI,C-F,2,66,2,4,14,.286,0,0,,4,14,.286,0,1,.000,6,20,6,1,4,3,3,8,/wnba/players/w/williel01w.html,https://www.basketball-reference.com/wnba/players/w/williel01w.html,williel01w
Courtney Williams,29,CHI,G,2,65,2,6,19,.316,2,7,.286,4,12,.333,0,0,,2,16,8,1,2,7,5,14,/wnba/players/w/willico01w.html,https://www.basketball-reference.com/wnba/players/w/willico01w.html,willico01w
Shatori Walker-Kimbrough,28,WAS,G,2,22,0,2,5,.400,0,1,.000,2,4,.500,1,2,.500,1,3,1,2,3,3,3,5,/wnba/players/w/walkesh01w.html,https://www.basketball-reference.com/wnba/players/w/walkesh01w.html,walkesh01w
Courtney Vandersloot,34,NYL,G,10,326,10,42,100,.420,14,37,.378,28,63,.444,8,10,.800,9,39,63,13,7,28,22,106,/wnba/players/v/vandeco01w.html,https://www.basketball-reference.com/wnba/players/v/vandeco01w.html,vandeco01w
Kayla Thornton,30,NYL,F,10,101,0,12,27,.444,6,15,.400,6,12,.500,2,2,1.000,7,15,3,1,2,3,11,32,/wnba/players/t/thornka01w.html,https://www.basketball-reference.com/wnba/players/t/thornka01w.html,thornka01w
Alyssa Thomas,31,CON,F,7,272,7,55,110,.500,0,2,.000,55,108,.509,17,27,.630,14,56,72,12,2,19,19,127,/wnba/players/t/thomaal01w.html,https://www.basketball-reference.com/wnba/players/t/thomaal01w.html,thomaal01w
Haley Jones,22,ATL,F-G,1,3,0,1,1,1.000,0,0,,1,1,1.000,2,2,1.000,0,0,0,0,0,0,0,4,/wnba/players/j/jonesha01w.html,https://www.basketball-reference.com/wnba/players/j/jonesha01w.html,jonesha01w
Kiah Stokes,30,LVA,C,8,209,8,9,16,.563,2,4,.500,7,12,.583,2,2,1.000,14,63,10,8,2,6,13,22,/wnba/players/s/stokeki01w.html,https://www.basketball-reference.com/wnba/players/s/stokeki01w.html,stokeki01w
Breanna Stewart,28,NYL,F,10,380,10,67,187,.358,9,46,.196,58,141,.411,41,47,.872,24,102,31,11,19,21,21,184,/wnba/players/s/stewabr01w.html,https://www.basketball-reference.com/wnba/players/s/stewabr01w.html,stewabr01w
Taylor Soule,23,CHI,F,1,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,/wnba/players/s/souleta01w.html,https://www.basketball-reference.com/wnba/players/s/souleta01w.html,souleta01w
Alanna Smith,26,CHI,F,2,36,2,3,10,.300,0,4,.000,3,6,.500,2,2,1.000,2,9,1,0,2,3,5,8,/wnba/players/s/smithal01w.html,https://www.basketball-reference.com/wnba/players/s/smithal01w.html,smithal01w
Odyssey Sims,30,DAL,G,5,93,2,13,32,.406,3,9,.333,10,23,.435,3,5,.600,2,5,12,4,0,5,2,32,/wnba/players/s/simsod01w.html,https://www.basketball-reference.com/wnba/players/s/simsod01w.html,simsod01w
Maddy Siegrist,23,DAL,F,4,19,0,4,6,.667,2,2,1.000,2,4,.500,4,4,1.000,2,4,0,1,0,0,2,14,/wnba/players/s/siegrma01w.html,https://www.basketball-reference.com/wnba/players/s/siegrma01w.html,siegrma01w
Satou Sabally,25,DAL,F,5,168,5,28,78,.359,9,23,.391,19,55,.345,14,18,.778,6,26,21,7,6,15,13,79,/wnba/players/s/sabalsa01w.html,https://www.basketball-reference.com/wnba/players/s/sabalsa01w.html,sabalsa01w
Nyara Sabally,23,NYL,C,4,5,0,0,0,,0,0,,0,0,,0,0,,0,0,1,1,0,0,0,0,/wnba/players/s/sabalny01w.html,https://www.basketball-reference.com/wnba/players/s/sabalny01w.html,sabalny01w
Iliana Rupert,21,ATL,C,1,14,0,1,1,1.000,0,0,,1,1,1.000,0,0,,0,3,0,0,1,2,4,2,/wnba/players/r/ruperil01w.html,https://www.basketball-reference.com/wnba/players/r/ruperil01w.html,ruperil01w
Leigha Brown,22,CON,G,2,6,0,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,/wnba/players/b/brownle05w.html,https://www.basketball-reference.com/wnba/players/b/brownle05w.html,brownle05w
Crystal Dangerfield,25,DAL,G,5,58,3,8,15,.533,2,6,.333,6,9,.667,5,5,1.000,3,7,5,1,0,1,4,23,/wnba/players/d/dangecr01w.html,https://www.basketball-reference.com/wnba/players/d/dangecr01w.html,dangecr01w
Kahleah Copper,28,CHI,G-F,2,69,2,13,32,.406,5,11,.455,8,21,.381,9,12,.750,4,15,3,1,0,6,6,40,/wnba/players/c/coppeka01w.html,https://www.basketball-reference.com/wnba/players/c/coppeka01w.html,coppeka01w
Sydney Colson,33,LVA,G,7,34,0,1,4,.250,0,1,.000,1,3,.333,0,0,,1,3,2,1,0,3,5,2,/wnba/players/c/colsosy01w.html,https://www.basketball-reference.com/wnba/players/c/colsosy01w.html,colsosy01w
Napheesa Collier,26,MIN,F,3,108,3,28,55,.509,2,6,.333,26,49,.531,13,15,.867,4,24,5,2,4,7,8,71,/wnba/players/c/collina01w.html,https://www.basketball-reference.com/wnba/players/c/collina01w.html,collina01w
Natasha Cloud,31,WAS,G,2,74,2,13,30,.433,5,10,.500,8,20,.400,6,6,1.000,0,14,17,4,0,3,7,37,/wnba/players/c/cloudna01w.html,https://www.basketball-reference.com/wnba/players/c/cloudna01w.html,cloudna01w
Alysha Clark,35,LVA,F,9,217,1,27,51,.529,7,22,.318,20,29,.690,13,14,.929,12,40,12,3,1,9,25,74,/wnba/players/c/clarkal01w.html,https://www.basketball-reference.com/wnba/players/c/clarkal01w.html,clarkal01w
DiJonai Carrington,25,CON,G-F,6,82,0,13,28,.464,1,4,.250,12,24,.500,3,5,.600,5,14,3,4,0,8,8,30,/wnba/players/c/carridi01w.html,https://www.basketball-reference.com/wnba/players/c/carridi01w.html,carridi01w
Bridget Carleton,26,MIN,F,3,72,0,9,15,.600,4,9,.444,5,6,.833,3,4,.750,3,11,2,3,0,1,5,25,/wnba/players/c/carlebr01w.html,https://www.basketball-reference.com/wnba/players/c/carlebr01w.html,carlebr01w
Veronica Burton,22,DAL,G,5,55,0,2,13,.154,1,9,.111,1,4,.250,4,5,.800,2,6,11,8,0,1,4,9,/wnba/players/b/burtove01w.html,https://www.basketball-reference.com/wnba/players/b/burtove01w.html,burtove01w
Elena Delle Donne,33,WAS,F-G,2,73,2,9,28,.321,0,7,.000,9,21,.429,4,4,1.000,2,9,7,1,2,0,5,22,/wnba/players/d/delleel01w.html,https://www.basketball-reference.com/wnba/players/d/delleel01w.html,delleel01w
Kalani Brown,26,DAL,C,5,43,0,14,24,.583,0,0,,14,24,.583,2,5,.400,7,11,2,3,1,4,5,30,/wnba/players/b/brownka01w.html,https://www.basketball-reference.com/wnba/players/b/brownka01w.html,brownka01w
DeWanna Bonner,35,CON,G-F,7,258,7,42,109,.385,19,52,.365,23,57,.404,24,31,.774,4,58,24,7,11,11,17,127,/wnba/players/b/bonnede01w.html,https://www.basketball-reference.com/wnba/players/b/bonnede01w.html,bonnede01w
Monique Billings,27,ATL,F,2,47,2,2,7,.286,0,0,,2,7,.286,5,8,.625,5,14,0,1,0,3,5,9,/wnba/players/b/billimo01w.html,https://www.basketball-reference.com/wnba/players/b/billimo01w.html,billimo01w
Morgan Bertsch,26,CHI,F,1,5,0,0,2,.000,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,/wnba/players/b/bertsmo01w.html,https://www.basketball-reference.com/wnba/players/b/bertsmo01w.html,bertsmo01w
Kierstan Bell,23,LVA,F,8,50,0,3,18,.167,0,11,.000,3,7,.429,4,4,1.000,2,6,2,3,2,2,3,10,/wnba/players/b/bellki01w.html,https://www.basketball-reference.com/wnba/players/b/bellki01w.html,bellki01w
Rachel Banham,29,MIN,G,3,59,0,6,19,.316,3,13,.231,3,6,.500,0,0,,2,5,9,3,2,5,7,15,/wnba/players/b/banhara01w.html,https://www.basketball-reference.com/wnba/players/b/banhara01w.html,banhara01w
Ariel Atkins,26,WAS,G,2,67,2,10,29,.345,3,12,.250,7,17,.412,4,4,1.000,6,11,6,4,3,3,8,27,/wnba/players/a/atkinar01w.html,https://www.basketball-reference.com/wnba/players/a/atkinar01w.html,atkinar01w
Laeticia Amihere,21,ATL,F,1,3,0,0,1,.000,0,0,,0,1,.000,0,2,.000,0,0,0,0,0,0,0,0,/wnba/players/a/amihela01w.html,https://www.basketball-reference.com/wnba/players/a/amihela01w.html,amihela01w
Tianna Hawkins,32,WAS,F,2,29,0,2,5,.400,1,2,.500,1,3,.333,0,0,,4,9,2,0,0,2,4,5,/wnba/players/h/hawkiti01w.html,https://www.basketball-reference.com/wnba/players/h/hawkiti01w.html,hawkiti01w
Marine Johannes,28,NYL,G,9,103,0,8,29,.276,6,24,.250,2,5,.400,2,4,.500,0,6,7,1,2,6,9,24,/wnba/players/j/johanma01w.html,https://www.basketball-reference.com/wnba/players/j/johanma01w.html,johanma01w
Sabrina Ionescu,25,NYL,G,10,351,10,44,112,.393,28,70,.400,16,42,.381,21,23,.913,4,42,47,8,7,17,21,137,/wnba/players/i/ionessa01w.html,https://www.basketball-reference.com/wnba/players/i/ionessa01w.html,ionessa01w
Rhyne Howard,23,ATL,G,2,75,2,22,51,.431,11,24,.458,11,27,.407,2,3,.667,1,7,4,4,1,4,4,57,/wnba/players/h/howarrh01w.html,https://www.basketball-reference.com/wnba/players/h/howarrh01w.html,howarrh01w
Natasha Howard,31,DAL,F,5,171,5,24,66,.364,7,20,.350,17,46,.370,5,6,.833,12,42,11,8,7,17,13,60,/wnba/players/h/howarna01w.html,https://www.basketball-reference.com/wnba/players/h/howarna01w.html,howarna01w
Myisha Hines-Allen,28,WAS,F,2,59,2,14,22,.636,1,3,.333,13,19,.684,2,4,.500,5,12,4,0,0,3,6,31,/wnba/players/h/hinesmy01w.html,https://www.basketball-reference.com/wnba/players/h/hinesmy01w.html,hinesmy01w
Naz Hillmon,23,ATL,F,2,28,0,1,1,1.000,0,0,,1,1,1.000,0,0,,1,4,2,1,0,2,0,2,/wnba/players/h/hillmna01w.html,https://www.basketball-reference.com/wnba/players/h/hillmna01w.html,hillmna01w
Natisha Hiedeman,26,CON,G,7,154,7,13,42,.310,6,19,.316,7,23,.304,6,8,.750,1,13,16,1,1,4,7,38,/wnba/players/h/hiedena01w.html,https://www.basketball-reference.com/wnba/players/h/hiedena01w.html,hiedena01w
Ruthy Hebard,25,CHI,F,2,14,0,1,4,.250,0,0,,1,4,.250,0,0,,1,2,0,2,1,0,2,2,/wnba/players/h/hebarru01w.html,https://www.basketball-reference.com/wnba/players/h/hebarru01w.html,hebarru01w
Tiffany Hayes,33,CON,G,7,183,7,39,74,.527,15,31,.484,24,43,.558,7,8,.875,9,24,11,4,2,7,16,100,/wnba/players/h/hayesti01w.html,https://www.basketball-reference.com/wnba/players/h/hayesti01w.html,hayesti01w
Rebecca Allen,30,CON,F-G,6,185,6,23,47,.489,11,26,.423,12,21,.571,1,1,1.000,9,33,10,9,9,6,16,58,/wnba/players/a/allenre01w.html,https://www.basketball-reference.com/wnba/players/a/allenre01w.html,allenre01w
Tyasha Harris,25,CON,G,7,153,0,24,52,.462,13,24,.542,11,28,.393,4,5,.800,1,7,17,5,0,7,11,65,/wnba/players/h/harrity01w.html,https://www.basketball-reference.com/wnba/players/h/harrity01w.html,harrity01w
Chelsea Gray,30,LVA,G,8,287,8,48,110,.436,11,31,.355,37,79,.468,18,18,1.000,3,38,54,12,8,24,12,125,/wnba/players/g/graych01w.html,https://www.basketball-reference.com/wnba/players/g/graych01w.html,graych01w
Allisha Gray,28,ATL,G,2,72,2,14,33,.424,5,13,.385,9,20,.450,7,10,.700,1,14,8,3,1,7,4,40,/wnba/players/g/grayal01w.html,https://www.basketball-reference.com/wnba/players/g/grayal01w.html,grayal01w
Cayla George,34,LVA,C-F,8,48,1,4,20,.200,3,12,.250,1,8,.125,2,2,1.000,0,5,4,3,0,3,5,13,/wnba/players/f/francca01w.html,https://www.basketball-reference.com/wnba/players/f/francca01w.html,francca01w
Dana Evans,24,CHI,G,2,45,0,10,24,.417,2,8,.250,8,16,.500,7,7,1.000,1,1,7,3,0,2,3,29,/wnba/players/e/evansda02w.html,https://www.basketball-reference.com/wnba/players/e/evansda02w.html,evansda02w
AD Durr,26,ATL,G,2,10,0,1,2,.500,0,0,,1,2,.500,2,2,1.000,0,0,1,0,0,0,2,4,/wnba/players/d/durras01w.html,https://www.basketball-reference.com/wnba/players/d/durras01w.html,durras01w
Stefanie Dolson,31,NYL,C,10,46,0,6,12,.500,1,5,.200,5,7,.714,0,4,.000,2,5,1,0,1,3,4,13,/wnba/players/d/dolsost01w.html,https://www.basketball-reference.com/wnba/players/d/dolsost01w.html,dolsost01w
Alaina Coates,28,LVA,C,6,11,0,1,1,1.000,0,0,,1,1,1.000,0,0,,2,5,0,1,0,1,1,2,/wnba/players/c/coateal01w.html,https://www.basketball-reference.com/wnba/players/c/coateal01w.html,coateal01w
Queen Egbo,23,WAS,F-C,2,9,0,0,2,.000,0,0,,0,2,.000,0,0,,1,1,0,0,0,0,0,0,/wnba/players/e/egboqu01w.html,https://www.basketball-reference.com/wnba/players/e/egboqu01w.html,egboqu01w
