player,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Farhiya Abdi,LAS,F,18,237,5,28,79,.354,9,33,.273,19,46,.413,4,7,.571,5,30,9,7,2,13,31,69,/wnba/players/a/abdifa01w.html,https://www.basketball-reference.com/wnba/players/a/abdifa01w.html,abdifa01w
Natalie Achonwa,IND,F,28,484,17,88,160,.550,0,0,,88,160,.550,47,63,.746,40,97,17,14,13,37,58,223,/wnba/players/a/achonna01w.html,https://www.basketball-reference.com/wnba/players/a/achonna01w.html,achonna01w
Danielle Adams,SAS,F-C,30,482,2,79,191,.414,22,68,.324,57,123,.463,43,52,.827,33,100,14,14,9,37,45,223,/wnba/players/a/adamsda01w.html,https://www.basketball-reference.com/wnba/players/a/adamsda01w.html,adamsda01w
Matee Ajavon,ATL,G,33,580,11,66,163,.405,3,18,.167,63,145,.434,60,73,.822,21,82,79,47,5,60,80,195,/wnba/players/a/ajavoma01w.html,https://www.basketball-reference.com/wnba/players/a/ajavoma01w.html,ajavoma01w
Kayla Alexander,SAS,C,29,358,0,37,89,.416,0,0,,37,89,.416,22,34,.647,29,95,6,6,24,24,43,96,/wnba/players/a/alexaka01w.html,https://www.basketball-reference.com/wnba/players/a/alexaka01w.html,alexaka01w
Rebecca Allen,NYL,F-G,2,34,0,3,10,.300,0,4,.000,3,6,.500,0,0,,2,9,0,3,2,3,1,6,/wnba/players/a/allenre01w.html,https://www.basketball-reference.com/wnba/players/a/allenre01w.html,allenre01w
Jayne Appel-Marinelli,SAS,C,30,673,28,39,102,.382,0,4,.000,39,98,.398,22,34,.647,38,187,41,23,38,40,75,100,/wnba/players/a/appelja01w.html,https://www.basketball-reference.com/wnba/players/a/appelja01w.html,appelja01w
Seimone Augustus,MIN,G-F,16,481,16,96,218,.440,3,23,.130,93,195,.477,26,26,1.000,9,46,39,9,5,19,17,221,/wnba/players/a/augusse01w.html,https://www.basketball-reference.com/wnba/players/a/augusse01w.html,augusse01w
Valeriane Ayayi,SAS,F,16,147,0,15,48,.313,4,21,.190,11,27,.407,3,7,.429,8,28,6,8,5,9,18,37,/wnba/players/a/ayayiva01w.html,https://www.basketball-reference.com/wnba/players/a/ayayiva01w.html,ayayiva01w
Mistie Bass,PHO,F,33,458,7,56,109,.514,0,1,.000,56,108,.519,24,44,.545,40,100,24,26,24,21,53,136,/wnba/players/b/bassmi01w.html,https://www.basketball-reference.com/wnba/players/b/bassmi01w.html,bassmi01w
Vicki Baugh,TUL,F-C,34,533,6,69,146,.473,0,1,.000,69,145,.476,45,61,.738,49,140,20,18,12,43,68,183,/wnba/players/b/baughvi01w.html,https://www.basketball-reference.com/wnba/players/b/baughvi01w.html,baughvi01w
Alana Beard,LAS,G-F,15,365,11,49,100,.490,2,11,.182,47,89,.528,9,10,.900,3,43,38,17,7,20,31,109,/wnba/players/b/beardal01w.html,https://www.basketball-reference.com/wnba/players/b/beardal01w.html,beardal01w
Alex Bentley,CON,G,25,749,25,142,347,.409,39,116,.336,103,231,.446,44,53,.830,1,49,49,49,5,29,64,367,/wnba/players/b/bentlal01w.html,https://www.basketball-reference.com/wnba/players/b/bentlal01w.html,bentlal01w
Tiffany Bias,PHO,G,15,95,0,10,29,.345,4,12,.333,6,17,.353,4,6,.667,0,2,11,2,0,6,10,28,/wnba/players/b/biasti01w.html,https://www.basketball-reference.com/wnba/players/b/biasti01w.html,biasti01w
