player,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Farhiya Abdi,LAS,F,17,122,0,15,39,.385,0,0,,15,39,.385,8,12,.667,4,12,9,2,1,4,15,38,/wnba/players/a/abdifa01w.html,https://www.basketball-reference.com/wnba/players/a/abdifa01w.html,abdifa01w
Danielle Adams,SAS,F-C,34,899,24,170,399,.426,42,129,.326,128,270,.474,106,150,.707,53,161,42,29,25,61,95,488,/wnba/players/a/adamsda01w.html,https://www.basketball-reference.com/wnba/players/a/adamsda01w.html,adamsda01w
Matee Ajavon,WAS,G,34,772,27,95,261,.364,19,62,.306,76,199,.382,94,119,.790,24,59,99,32,3,75,74,303,/wnba/players/a/ajavoma01w.html,https://www.basketball-reference.com/wnba/players/a/ajavoma01w.html,ajavoma01w
Kayla Alexander,SAS,C,33,371,1,35,84,.417,0,0,,35,84,.417,22,30,.733,43,99,10,4,14,35,46,92,/wnba/players/a/alexaka01w.html,https://www.basketball-reference.com/wnba/players/a/alexaka01w.html,alexaka01w
Jayne Appel-Marinelli,SAS,C,29,768,29,70,121,.579,1,3,.333,69,118,.585,29,49,.592,75,259,57,26,37,44,85,170,/wnba/players/a/appelja01w.html,https://www.basketball-reference.com/wnba/players/a/appelja01w.html,appelja01w
Seimone Augustus,MIN,G-F,31,922,31,213,413,.516,20,69,.290,193,344,.561,58,66,.879,24,98,76,18,18,45,33,504,/wnba/players/a/augusse01w.html,https://www.basketball-reference.com/wnba/players/a/augusse01w.html,augusse01w
Mistie Bass,CON,F,33,593,5,94,171,.550,0,0,,94,171,.550,42,69,.609,48,144,32,22,29,48,60,230,/wnba/players/b/bassmi01w.html,https://www.basketball-reference.com/wnba/players/b/bassmi01w.html,bassmi01w
Alana Beard,LAS,G-F,32,703,32,85,185,.459,1,8,.125,84,177,.475,28,34,.824,13,72,45,40,10,42,72,199,/wnba/players/b/beardal01w.html,https://www.basketball-reference.com/wnba/players/b/beardal01w.html,beardal01w
Alex Bentley,ATL,G,34,753,10,113,284,.398,28,85,.329,85,199,.427,27,38,.711,11,48,95,34,3,39,77,281,/wnba/players/b/bentlal01w.html,https://www.basketball-reference.com/wnba/players/b/bentlal01w.html,bentlal01w
Chante Black,SAS,C,1,10,0,1,2,.500,0,0,,1,2,.500,0,0,,1,2,0,0,1,2,1,2,/wnba/players/b/blackch01w.html,https://www.basketball-reference.com/wnba/players/b/blackch01w.html,blackch01w
