player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Nikki Teasley,30,DET,G,5,83,5,8,18,.444,4,10,.400,4,8,.500,4,6,.667,0,1,9,1,1,9,16,24,/wnba/players/t/teaslni01w.html,https://www.basketball-reference.com/wnba/players/t/teaslni01w.html,teaslni01w
Shavonte Zellous,22,DET,G,5,145,0,24,68,.353,7,17,.412,17,51,.333,23,27,.852,8,25,14,6,3,7,15,78,/wnba/players/z/zellosh01w.html,https://www.basketball-reference.com/wnba/players/z/zellosh01w.html,zellosh01w
Sophia Young-Malcolm,25,SAS,F,3,96,3,22,48,.458,1,2,.500,21,46,.457,13,19,.684,6,16,6,6,2,5,9,58,/wnba/players/y/youngso01w.html,https://www.basketball-reference.com/wnba/players/y/youngso01w.html,youngso01w
Tanisha Wright,25,SEA,G,3,98,3,13,38,.342,1,4,.250,12,34,.353,8,8,1.000,9,16,16,5,0,9,12,35,/wnba/players/w/wrighta01w.html,https://www.basketball-reference.com/wnba/players/w/wrighta01w.html,wrighta01w
Lindsay Wisdom-Hylton,23,LAS,F,2,3,0,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,/wnba/players/w/wisdoli01w.html,https://www.basketball-reference.com/wnba/players/w/wisdoli01w.html,wisdoli01w
Christina Wirth,22,IND,F,5,27,0,3,7,.429,0,2,.000,3,5,.600,0,0,,0,3,2,0,0,2,4,6,/wnba/players/w/wirthch01w.html,https://www.basketball-reference.com/wnba/players/w/wirthch01w.html,wirthch01w
Le'coe Willingham,28,PHO,F,11,254,11,35,65,.538,0,1,.000,35,64,.547,20,24,.833,21,48,10,4,5,14,26,90,/wnba/players/w/willile01w.html,https://www.basketball-reference.com/wnba/players/w/willile01w.html,willile01w
Ann Wauters,28,SAS,C,3,82,3,14,36,.389,0,0,,14,36,.389,4,5,.800,8,23,10,0,0,4,7,32,/wnba/players/w/wautean01w.html,https://www.basketball-reference.com/wnba/players/w/wautean01w.html,wautean01w
Ashley Walker,22,SEA,F-C,1,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,/wnba/players/w/walkeas01w.html,https://www.basketball-reference.com/wnba/players/w/walkeas01w.html,walkeas01w
Tina Thompson,34,LAS,F,6,218,6,28,74,.378,12,26,.462,16,48,.333,23,24,.958,16,42,17,5,4,15,16,91,/wnba/players/t/thompti01w.html,https://www.basketball-reference.com/wnba/players/t/thompti01w.html,thompti01w
Lisa Leslie,36,LAS,C,6,208,6,38,84,.452,0,0,,38,84,.452,24,39,.615,19,55,12,8,9,13,26,100,/wnba/players/l/leslili01w.html,https://www.basketball-reference.com/wnba/players/l/leslili01w.html,leslili01w
Penny Taylor,28,PHO,F,11,265,0,49,93,.527,15,31,.484,34,62,.548,44,51,.863,10,38,37,4,2,12,23,157,/wnba/players/t/taylope01w.html,https://www.basketball-reference.com/wnba/players/t/taylope01w.html,taylope01w
Diana Taurasi,27,PHO,G,11,362,11,82,182,.451,31,85,.365,51,97,.526,50,56,.893,9,65,42,8,14,33,41,245,/wnba/players/t/tauradi01w.html,https://www.basketball-reference.com/wnba/players/t/tauradi01w.html,tauradi01w
Ketia Swanier,22,PHO,G,9,91,0,8,27,.296,4,11,.364,4,16,.250,0,0,,2,9,13,2,0,7,10,20,/wnba/players/s/swanike01w.html,https://www.basketball-reference.com/wnba/players/s/swanike01w.html,swanike01w
Tammy Sutton-Brown,31,IND,C,10,311,10,56,106,.528,0,0,,56,106,.528,31,45,.689,15,56,5,9,14,30,30,143,/wnba/players/s/suttota01w.html,https://www.basketball-reference.com/wnba/players/s/suttota01w.html,suttota01w
Michelle Snow,29,ATL,C,2,33,0,3,10,.300,0,0,,3,10,.300,3,5,.600,3,8,1,0,2,2,3,9,/wnba/players/s/snowmi01w.html,https://www.basketball-reference.com/wnba/players/s/snowmi01w.html,snowmi01w
Belinda Snell,28,SAS,G,1,7,0,0,2,.000,0,2,.000,0,0,,0,0,,0,2,1,0,0,0,0,0,/wnba/players/s/snellbe01w.html,https://www.basketball-reference.com/wnba/players/s/snellbe01w.html,snellbe01w
Tangela Smith,32,PHO,C,11,290,11,40,76,.526,20,38,.526,20,38,.526,9,12,.750,14,64,9,15,9,7,38,109,/wnba/players/s/smithta01w.html,https://www.basketball-reference.com/wnba/players/s/smithta01w.html,smithta01w
Brooke Smith,25,PHO,F-C,1,6,0,2,2,1.000,0,0,,2,2,1.000,0,0,,0,0,0,1,0,0,1,4,/wnba/players/s/smithbr01w.html,https://www.basketball-reference.com/wnba/players/s/smithbr01w.html,smithbr01w
Olayinka Sanni,23,DET,F-C,3,13,0,5,8,.625,0,0,,5,8,.625,0,0,,1,3,0,0,3,0,3,10,/wnba/players/s/sanniol01w.html,https://www.basketball-reference.com/wnba/players/s/sanniol01w.html,sanniol01w
Iziane Castro Marques,27,ATL,F-G,2,51,2,8,16,.500,4,8,.500,4,8,.500,12,17,.706,1,3,9,0,0,4,5,32,/wnba/players/c/castriz01w.html,https://www.basketball-reference.com/wnba/players/c/castriz01w.html,castriz01w
Marie Ferdinand-Harris,30,LAS,G,2,14,0,1,4,.250,1,2,.500,0,2,.000,2,2,1.000,1,2,0,1,0,0,2,5,/wnba/players/f/ferdima01w.html,https://www.basketball-reference.com/wnba/players/f/ferdima01w.html,ferdima01w
Katie Douglas,30,IND,G-F,10,361,10,51,141,.362,18,58,.310,33,83,.398,35,43,.814,14,35,40,14,6,19,14,155,/wnba/players/d/douglka01w.html,https://www.basketball-reference.com/wnba/players/d/douglka01w.html,douglka01w
Tamecka Dixon,33,IND,G,10,62,0,9,26,.346,0,2,.000,9,24,.375,3,5,.600,2,7,2,1,0,5,5,21,/wnba/players/d/dixonta01w.html,https://www.basketball-reference.com/wnba/players/d/dixonta01w.html,dixonta01w
Erika de Souza,27,ATL,F-C,2,54,2,10,18,.556,0,0,,10,18,.556,3,4,.750,5,14,2,4,2,10,10,23,/wnba/players/d/desouer01w.html,https://www.basketball-reference.com/wnba/players/d/desouer01w.html,desouer01w
Jessica Davenport,24,IND,C,9,55,0,14,25,.560,0,0,,14,25,.560,9,11,.818,1,11,3,2,8,3,9,37,/wnba/players/d/davenje01w.html,https://www.basketball-reference.com/wnba/players/d/davenje01w.html,davenje01w
Helen Darling,30,SAS,G,3,34,0,1,5,.200,0,0,,1,5,.200,2,4,.500,1,4,3,1,0,1,4,4,/wnba/players/d/darlihe01w.html,https://www.basketball-reference.com/wnba/players/d/darlihe01w.html,darlihe01w
Monique Currie,26,WAS,F,2,37,2,2,15,.133,0,3,.000,2,12,.167,6,7,.857,8,15,1,4,1,3,8,10,/wnba/players/c/currimo01w.html,https://www.basketball-reference.com/wnba/players/c/currimo01w.html,currimo01w
Marissa Coleman,22,WAS,G-F,2,53,0,6,19,.316,4,8,.500,2,11,.182,5,5,1.000,3,10,3,4,4,7,3,21,/wnba/players/c/colemma01w.html,https://www.basketball-reference.com/wnba/players/c/colemma01w.html,colemma01w
Tamika Catchings,29,IND,F,10,357,10,56,122,.459,9,36,.250,47,86,.547,51,60,.850,24,104,54,33,14,34,34,172,/wnba/players/c/catchta01w.html,https://www.basketball-reference.com/wnba/players/c/catchta01w.html,catchta01w
Cheryl Ford,28,DET,F,5,148,5,13,29,.448,0,0,,13,29,.448,13,16,.813,17,50,6,7,1,18,23,39,/wnba/players/f/fordch01w.html,https://www.basketball-reference.com/wnba/players/f/fordch01w.html,fordch01w
Swin Cash,29,SEA,F,3,116,3,19,39,.487,4,10,.400,15,29,.517,21,25,.840,6,16,5,7,3,6,10,63,/wnba/players/c/cashsw01w.html,https://www.basketball-reference.com/wnba/players/c/cashsw01w.html,cashsw01w
Janell Burse,30,SEA,C,3,32,3,0,8,.000,0,0,,0,8,.000,2,4,.500,1,8,2,0,2,3,9,2,/wnba/players/b/burseja01w.html,https://www.basketball-reference.com/wnba/players/b/burseja01w.html,burseja01w
Kara Braxton,26,DET,C-F,5,96,0,20,37,.541,0,0,,20,37,.541,8,14,.571,12,34,7,4,7,12,10,48,/wnba/players/b/braxtka01w.html,https://www.basketball-reference.com/wnba/players/b/braxtka01w.html,braxtka01w
DeWanna Bonner,21,PHO,G-F,11,186,0,34,69,.493,0,1,.000,34,68,.500,29,35,.829,17,47,3,5,6,7,13,97,/wnba/players/b/bonnede01w.html,https://www.basketball-reference.com/wnba/players/b/bonnede01w.html,bonnede01w
Shannon Bobbitt,23,LAS,G,3,11,0,0,4,.000,0,2,.000,0,2,.000,0,0,,0,1,0,0,0,1,3,0,/wnba/players/b/bobbish01w.html,https://www.basketball-reference.com/wnba/players/b/bobbish01w.html,bobbish01w
Sue Bird,28,SEA,G,3,109,3,11,33,.333,5,12,.417,6,21,.286,7,8,.875,1,11,12,4,0,7,5,34,/wnba/players/b/birdsu01w.html,https://www.basketball-reference.com/wnba/players/b/birdsu01w.html,birdsu01w
Tully Bevilaqua,36,IND,G,10,224,10,18,53,.340,10,32,.313,8,21,.381,7,10,.700,5,23,20,12,1,11,25,53,/wnba/players/b/beviltu01w.html,https://www.basketball-reference.com/wnba/players/b/beviltu01w.html,beviltu01w
Alana Beard,27,WAS,G-F,2,54,2,8,26,.308,1,8,.125,7,18,.389,2,3,.667,1,4,5,2,0,0,6,19,/wnba/players/b/beardal01w.html,https://www.basketball-reference.com/wnba/players/b/beardal01w.html,beardal01w
Suzy Batkovic-Brown,28,SEA,C,3,86,0,14,28,.500,7,13,.538,7,15,.467,3,4,.750,0,10,0,4,7,7,9,38,/wnba/players/b/batkosu01w.html,https://www.basketball-reference.com/wnba/players/b/batkosu01w.html,batkosu01w
Briann January,22,IND,G,10,228,0,30,78,.385,12,29,.414,18,49,.367,34,40,.850,7,24,30,4,0,13,23,106,/wnba/players/j/januabr01w.html,https://www.basketball-reference.com/wnba/players/j/januabr01w.html,januabr01w
Betty Lennox,32,LAS,G,6,128,0,24,58,.414,11,25,.440,13,33,.394,15,15,1.000,2,18,9,5,0,11,11,74,/wnba/players/l/lennobe01w.html,https://www.basketball-reference.com/wnba/players/l/lennobe01w.html,lennobe01w
Edwige Lawson-Wade,30,SAS,G,3,75,3,12,18,.667,8,13,.615,4,5,.800,0,0,,4,9,6,2,0,3,6,32,/wnba/players/l/lawsoed01w.html,https://www.basketball-reference.com/wnba/players/l/lawsoed01w.html,lawsoed01w
Ivory Latta,24,ATL,G,2,75,2,8,20,.400,3,9,.333,5,11,.455,8,9,.889,2,4,5,1,0,3,5,27,/wnba/players/l/lattaiv01w.html,https://www.basketball-reference.com/wnba/players/l/lattaiv01w.html,lattaiv01w
Crystal Langhorne,22,WAS,F-C,2,79,2,14,20,.700,0,0,,14,20,.700,5,8,.625,5,20,1,1,1,6,6,33,/wnba/players/l/langhcr01w.html,https://www.basketball-reference.com/wnba/players/l/langhcr01w.html,langhcr01w
Jennifer Lacy,26,ATL,F,2,23,0,0,5,.000,0,2,.000,0,3,.000,2,4,.500,1,2,0,0,0,0,3,2,/wnba/players/l/lacyje01w.html,https://www.basketball-reference.com/wnba/players/l/lacyje01w.html,lacyje01w
Crystal Kelly,22,DET,F,3,15,0,0,0,,0,0,,0,0,,4,4,1.000,0,2,2,0,0,0,2,4,/wnba/players/k/kellycr01w.html,https://www.basketball-reference.com/wnba/players/k/kellycr01w.html,kellycr01w
Vickie Johnson,37,SAS,G-F,3,90,3,18,25,.720,5,7,.714,13,18,.722,5,6,.833,3,9,14,5,0,3,6,46,/wnba/players/j/johnsvi01w.html,https://www.basketball-reference.com/wnba/players/j/johnsvi01w.html,johnsvi01w
Temeka Johnson,26,PHO,G,11,267,11,30,76,.395,13,27,.481,17,49,.347,10,12,.833,4,21,34,8,2,17,27,83,/wnba/players/j/johnste01w.html,https://www.basketball-reference.com/wnba/players/j/johnste01w.html,johnste01w
Shannon Johnson,34,SEA,G,3,39,0,3,9,.333,1,5,.200,2,4,.500,0,0,,0,5,3,3,0,6,8,7,/wnba/players/j/johnssh01w.html,https://www.basketball-reference.com/wnba/players/j/johnssh01w.html,johnssh01w
Matee Ajavon,23,WAS,G,2,34,0,6,16,.375,2,8,.250,4,8,.500,5,6,.833,1,5,3,4,0,2,6,19,/wnba/players/a/ajavoma01w.html,https://www.basketball-reference.com/wnba/players/a/ajavoma01w.html,ajavoma01w
Alexis Hornbuckle,23,DET,G,5,177,5,22,45,.489,3,9,.333,19,36,.528,6,6,1.000,8,30,20,9,3,16,19,53,/wnba/players/h/hornbal01w.html,https://www.basketball-reference.com/wnba/players/h/hornbal01w.html,hornbal01w
Chamique Holdsclaw,31,ATL,F,1,13,0,1,4,.250,0,1,.000,1,3,.333,1,1,1.000,2,3,0,0,0,3,2,3,/wnba/players/h/holdsch01w.html,https://www.basketball-reference.com/wnba/players/h/holdsch01w.html,holdsch01w
Ebony Hoffman,26,IND,F,10,295,10,47,85,.553,6,15,.400,41,70,.586,19,22,.864,11,48,8,11,5,18,38,119,/wnba/players/h/hoffmeb01w.html,https://www.basketball-reference.com/wnba/players/h/hoffmeb01w.html,hoffmeb01w
Vanessa Hayden,27,LAS,C,1,2,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,/wnba/players/h/haydeva01w.html,https://www.basketball-reference.com/wnba/players/h/haydeva01w.html,haydeva01w
Kristi Harrower,34,LAS,G,5,59,2,6,12,.500,1,3,.333,5,9,.556,0,0,,0,1,11,2,0,4,1,13,/wnba/players/h/harrokr01w.html,https://www.basketball-reference.com/wnba/players/h/harrokr01w.html,harrokr01w
Lindsey Harding,25,WAS,G,2,81,2,10,26,.385,0,3,.000,10,23,.435,1,1,1.000,1,5,8,3,0,10,6,21,/wnba/players/h/hardili01w.html,https://www.basketball-reference.com/wnba/players/h/hardili01w.html,hardili01w
Becky Hammon,32,SAS,G,3,101,3,19,41,.463,8,21,.381,11,20,.550,9,10,.900,0,8,6,5,0,7,4,55,/wnba/players/h/hammobe01w.html,https://www.basketball-reference.com/wnba/players/h/hammobe01w.html,hammobe01w
Megan Frazee,22,SAS,F,1,7,0,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,2,/wnba/players/f/frazeme01w.html,https://www.basketball-reference.com/wnba/players/f/frazeme01w.html,frazeme01w
