player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id,EntityId,pbp_name,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Period1Fouls2Minutes,Period2Fouls2Minutes,Period3Fouls3Minutes,Period4Fouls4Minutes,Period4Fouls5Minutes,OnOffRtg,OnDefRtg,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,AtRimOffReboundedPct,ShortMidRangeOffReboundedPct,LongMidRangeOffReboundedPct,ThreePtOffReboundedPct,PenaltyOffPossPct,SecondChanceFtPoints,Fg3aBlocked,Travels,Charge Fouls Drawn,BlockedLongMidRange,3SecondViolations,Period3Fouls4Minutes,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,Offensive Fouls Drawn,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Period2Fouls3Minutes,HeaveAttempts,PeriodOTFouls4Minutes,3pt And 1 Free Throw Trips,Corner3PctBlocked,year,ortg,drtg,NetRtg,rortg,rdrtg,nba_id,Pos,Position_Number
Maya Moore,26,MIN,F,10,361,10,83,198,0.419,22,63,0.349,61,135,0.452,46,53,0.868,30,73,26,23,11,28,34,234,/wnba/players/m/moorema01w.html,https://www.basketball-reference.com/wnba/players/m/moorema01w.html,moorema01w,202632,Maya Moore,1611661324,Maya Moore,Maya Moore,202632,MIN,21674.0,10,361.0,37.0,641.0,644,119.0,123.0,109.0,1285,34.0,53.0,7.0,18.0,6.0,7.0,7.0,19.0,20.0,63.0,2.0,8.0,2.0,5.0,1.0,20.0,55.0,1.0,4.0,2.0,9.0,61.0,135.0,22.0,63.0,46.0,234.0,633.0,11.0,31.0,3.0,9.0,31.0,8.0,19.0,2.0,10.0,26.0,48.0,60.0,62.0,39.0,27.0,14.0,55.0,20.0,8.0,24.0,2.0,26.0,1.0,1.0,14.0,2.0,8.0,54.0,4.0,23.0,3.0,6.0,36.0,1.0,43.0,30.0,73.0,9.0,23.0,18.0,5.0,18.0,6.0,10.0,10.0,1.0,8.0,28.0,1.0,5.0,10.0,2.0,34.0,2.0,4.0,1.0,51.0,4.0,3.0,53.0,4.0,7.0,15.0,10.0,11.0,8.0,3.0,11.0,6.0,1.0,203.0,44.0,108.0,1.0,5.0,2.0,24.0,16.0,26.0,3.0,104.52418096723868,98.2919254658385,0.4918032786885246,0.5555555555555556,0.5909090909090909,0.3492063492063492,0.3333333333333333,0.2,0.3492063492063492,0.4518518518518518,0.3548387096774194,0.4210526315789473,0.4747474747474747,0.3875,0.3793103448275862,0.5182648401826484,0.3875,0.5348837209302325,0.3181818181818182,0.0592592592592592,0.0377358490566037,0.1578947368421052,0.0476190476190476,31.912144702842376,0.6428571428571429,0.1,0.1764705882352941,0.1506276150627615,0.0888030888030888,0.0869565217391304,0.0606060606060606,0.1363636363636363,0.083076923076923,0.0921052631578947,0.1,0.08130081300813,0.0769230769230769,0.1219512195121951,0.1132075471698113,0.1923076923076923,0.1071428571428571,0.087378640776699,0.5454545454545454,0.2676767676767677,0.6415094339622641,0.6666666666666666,0.4411764705882353,0.0959595959595959,0.3684210526315789,0.4375,0.7142857142857143,0.3181818181818182,0.3174603174603174,0.3333333333333333,0.5,0.0404040404040404,0.25,0.25,0.5,0.2777777777777778,0.3636363636363636,0.3636363636363636,0.6,0.45,0.3888888888888889,0.125,0.4,0.5,0.1,0.25,0.2413793103448276,0.8571428571428571,0.0344827586206896,0.3103448275862069,0.2222222222222222,0.5858585858585859,0.3636363636363636,0.4804545454545454,0.5098216216216216,0.4425086206896552,0.0717703349282296,0.1027397260273972,0.1324786324786324,0.2051282051282051,9.66074074074074,23.707936507936505,0.4736842105263157,0.4545454545454545,0.2926829268292683,0.325,0.1856474258970359,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,104.5241809672387,98.29192546583852,6.232255501400189,1.9659651587769247,-4.266290342623265,202632,F,3.0
Armintie Herrington,30,WAS,G,2,19,0,1,3,0.333,0,0,,1,3,0.333,2,6,0.333,1,3,0,0,1,1,3,4,/wnba/players/p/pricear01w.html,https://www.basketball-reference.com/wnba/players/p/pricear01w.html,pricear01w,201048,Armintie Herrington,1611661322,Armintie Herrington,Armintie Herrington,201048,WAS,1126.0,2,19.0,2.0,31.0,34,7.0,14.0,4.0,65,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,3.0,,,2.0,4.0,33.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,1.0,3.0,,,,,1.0,,1.0,,,,1.0,,,2.0,,3.0,,,,3.0,,,6.0,,,3.0,,1.0,,,1.0,,,4.0,,7.0,,,,,,,,112.90322580645162,97.05882352941175,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,,,18.42105263157895,1.0,,,0.125,,,0.2,0.1,0.0666666666666666,,,,0.25,,0.2857142857142857,,,,,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.4679666666666666,,,0.5,0.5,,,3.033333333333333,,,,,,0.2258064516129032,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2015,112.90322580645163,97.05882352941177,15.844402277039862,10.345009997989848,-5.499392279050014,201048,G,1.0
Cappie Pondexter,32,CHI,G,3,67,1,8,26,0.308,0,2,0.0,8,24,0.333,2,2,1.0,1,3,4,2,0,2,3,18,/wnba/players/p/pondeca01w.html,https://www.basketball-reference.com/wnba/players/p/pondeca01w.html,pondeca01w,200665,Cappie Pondexter,1611661329,Cappie Pondexter,Cappie Pondexter,200665,CHI,4046.0,3,67.0,-23.0,128.0,124,24.0,17.0,17.0,252,4.0,10.0,,,1.0,1.0,,2.0,4.0,12.0,,1.0,,,1.0,,1.0,,,,,8.0,24.0,,2.0,2.0,18.0,169.0,,2.0,,,,1.0,3.0,,1.0,,2.0,6.0,10.0,,,,1.0,,3.0,2.0,2.0,4.0,2.0,,1.0,1.0,,10.0,,1.0,,2.0,,,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,,2.0,,,,2.0,,,1.0,,3.0,,1.0,,5.0,,1.0,2.0,,,1.0,,,,,,,,18.0,2.0,24.0,1.0,,1.0,4.0,,,,114.0625,136.29032258064515,0.375,0.375,,,,,,0.3333333333333333,,0.3333333333333333,0.3076923076923077,,0.25,0.3333333333333333,,0.25,0.0769230769230769,0.125,0.2,,0.0833333333333333,19.5945945945946,1.0,,,,0.0196078431372549,0.1052631578947368,,0.04,0.0153846153846153,0.0526315789473684,,,,,,,0.125,0.0666666666666666,,0.3846153846153846,0.4,0.5,0.25,0.0769230769230769,,,,0.4615384615384615,0.3333333333333333,0.3636363636363636,0.5,0.0384615384615384,,,,0.0384615384615384,,,,,,,,,,,0.25,1.0,0.25,,,0.4615384615384615,,0.4890115384615384,0.3601,0.4961,0.037037037037037,0.04,,0.1111111111111111,10.520833333333334,23.8,0.3333333333333333,0.5,0.25,0.5,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,114.0625,136.29032258064515,-22.227822580645153,11.504284191538218,33.73210677218337,200665,G,1.0
Jeanette Pohlen-Mavunga,26,IND,G,6,27,0,0,4,0.0,0,4,0.0,0,0,,0,0,,0,1,1,0,0,0,1,0,/wnba/players/p/pohleje01w.html,https://www.basketball-reference.com/wnba/players/p/pohleje01w.html,pohleje01w,202656,Jeanette Pohlen-Mavunga,1611661325,Jeanette Pohlen-Mavunga,Jeanette Pohlen-Mavunga,202656,IND,1602.0,6,27.0,-9.0,53.0,48,11.0,13.0,6.0,101,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,,4.0,,,56.0,,,,,,,,,1.0,,,,,,,,4.0,,,,1.0,1.0,1.0,,,,,3.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,11.0,1.0,,,,,,,88.67924528301886,116.66666666666669,,,,,,,,,,,,,,,,,1.0,,,,,6.666666666666667,,,,0.05,,,,0.0434782608695652,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,0.54105,,0.5541,,,,,,23.75,,,,0.5,0.2075471698113207,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,88.67924528301887,116.66666666666667,-27.9874213836478,-13.87897052544291,14.10845085820489,202656,G,1.0
Theresa Plaisance,23,TUL,F,2,7,0,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,0,0,1,0,0,2,0,0,/wnba/players/p/plaisth01w.html,https://www.basketball-reference.com/wnba/players/p/plaisth01w.html,plaisth01w,203849,Theresa Plaisance,1611661321,Theresa Plaisance,Theresa Plaisance,203849,TUL,392.0,2,7.0,-5.0,15.0,13,6.0,5.0,1.0,28,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,16.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,6.0,,,,,,,,73.33333333333334,123.07692307692308,,,,,,,,,,,,,,,,,0.5,,,,,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,0.40905,,,,,,,19.9,24.3,,,,1.0,0.4,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2015,73.33333333333333,123.07692307692308,-49.74358974358975,-29.224882475128453,20.5187072684613,203849,F,3.0
Plenette Pierson,33,TUL,F,2,54,2,10,28,0.357,1,3,0.333,9,25,0.36,0,0,,4,11,1,2,1,1,8,21,/wnba/players/p/pierspl01w.html,https://www.basketball-reference.com/wnba/players/p/pierspl01w.html,pierspl01w,100888,Plenette Pierson,1611661321,Plenette Pierson,Plenette Pierson,100888,TUL,3219.0,2,54.0,-38.0,102.0,101,13.0,14.0,17.0,203,5.0,11.0,,2.0,1.0,2.0,2.0,8.0,2.0,6.0,,,,,,1.0,3.0,,,,,9.0,25.0,1.0,3.0,,21.0,117.0,1.0,3.0,,,2.0,2.0,3.0,,,,4.0,10.0,8.0,3.0,,,3.0,1.0,6.0,,1.0,1.0,,1.0,,,,3.0,1.0,3.0,,,4.0,3.0,7.0,4.0,11.0,1.0,2.0,2.0,,,,,1.0,,,1.0,,1.0,3.0,,8.0,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,1.0,1.0,,19.0,4.0,13.0,1.0,,,8.0,7.0,2.0,4.0,77.45098039215686,115.84158415841584,0.5555555555555556,0.5555555555555556,1.0,0.3333333333333333,,,0.3333333333333333,0.36,0.3333333333333333,0.6666666666666666,0.375,0.3333333333333333,0.6666666666666666,0.375,0.3333333333333333,0.6666666666666666,0.1071428571428571,0.24,0.3636363636363636,0.25,,23.2,,0.75,,0.1481481481481481,0.0555555555555555,,0.0434782608695652,0.1142857142857142,0.0519480519480519,0.037037037037037,0.1111111111111111,,0.0588235294117647,0.1,,0.5,,0.0833333333333333,1.0,0.3928571428571428,0.4545454545454545,0.7142857142857143,0.6,0.2857142857142857,0.25,0.3333333333333333,0.5,0.2142857142857142,0.3333333333333333,0.3333333333333333,0.5,,,,,0.1071428571428571,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,,,,,,0.6666666666666666,0.5,,,,0.5,0.3333333333333333,0.4537892857142857,0.5372,0.3694,,,0.0952380952380952,0.1904761904761904,7.992000000000001,23.4,0.3333333333333333,0.5,,,0.1274509803921568,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,2015,77.45098039215686,115.84158415841583,-38.39060376625896,-25.107235416304917,13.283368349954046,100888,F,3.0
Devereaux Peters,25,MIN,F,10,139,0,17,32,0.531,0,0,,17,32,0.531,6,6,1.0,12,22,9,5,8,7,23,40,/wnba/players/p/peterde01w.html,https://www.basketball-reference.com/wnba/players/p/peterde01w.html,peterde01w,203016,Devereaux Peters,1611661324,Devereaux Peters,Devereaux Peters,203016,MIN,8338.0,10,139.0,9.0,247.0,244,70.0,62.0,35.0,491,6.0,12.0,2.0,4.0,,2.0,3.0,5.0,8.0,15.0,,,,,,,,,,,,17.0,32.0,,,6.0,40.0,263.0,6.0,8.0,,,14.0,2.0,5.0,,,,4.0,30.0,4.0,,,2.0,,,1.0,8.0,1.0,9.0,1.0,,4.0,1.0,3.0,19.0,6.0,6.0,,4.0,5.0,1.0,10.0,12.0,22.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,7.0,,1.0,18.0,3.0,23.0,,,,5.0,,,6.0,,,3.0,,8.0,3.0,3.0,8.0,3.0,,26.0,4.0,67.0,1.0,,,9.0,9.0,4.0,,110.12145748987854,107.78688524590164,0.8823529411764706,0.9375,,,,,,0.53125,0.75,0.4,0.53125,0.75,0.4,0.5714285714285714,0.7777777777777778,0.4,,0.03125,0.0833333333333333,,,14.736842105263158,0.4285714285714285,0.1428571428571428,,0.0595238095238095,0.0769230769230769,0.2352941176470588,0.2608695652173913,0.0891089108910891,0.1188118811881188,0.1,0.0714285714285714,0.0681818181818181,0.3125,0.064516129032258,0.0476190476190476,0.0625,0.25,0.0714285714285714,0.375,0.375,0.5,0.5454545454545454,0.8333333333333334,0.15625,0.6,0.6,0.6666666666666666,0.46875,0.5333333333333333,0.5333333333333333,1.0,,,,,,,,,0.5,0.5,,,,,,0.4,,,,,0.375,,0.44938125,0.55025,0.47002,0.0857142857142857,0.0857142857142857,0.35,0.1,10.784375,,0.5,,0.2857142857142857,,0.2834008097165992,2.0,,,,2.0,,,,,0.1428571428571428,0.2,0.5,,,,,,,,,,,,,,,,2015,110.12145748987854,107.78688524590163,2.3345722439769077,7.563241681416756,5.228669437439848,203016,F,3.0
Cheyenne Parker-Tyus,22,CHI,F,2,14,0,2,3,0.667,0,0,,2,3,0.667,0,0,,2,3,0,0,0,0,2,4,/wnba/players/p/parkech01w.html,https://www.basketball-reference.com/wnba/players/p/parkech01w.html,parkech01w,204323,Cheyenne Parker,1611661329,Cheyenne Parker,Cheyenne Parker,204323,CHI,843.0,2,14.0,-2.0,28.0,28,8.0,16.0,5.0,56,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,3.0,,,,4.0,34.0,1.0,1.0,,,2.0,1.0,1.0,,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,8.0,,,,,,,,114.28571428571428,121.42857142857142,0.5,1.0,,,,,,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,8.823529411764705,,,,0.0909090909090909,0.0833333333333333,,0.3333333333333333,0.0769230769230769,0.1333333333333333,,,0.1666666666666666,0.5,0.1666666666666666,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,0.6446999999999999,0.672,0.6511,,,0.5,0.5,1.7666666666666666,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,114.28571428571428,121.42857142857142,-7.142857142857139,11.727498477252496,18.870355620109635,204323,F,3.0
Candace Parker,29,LAS,F-C,3,115,3,23,55,0.418,7,18,0.389,16,37,0.432,16,19,0.842,6,32,14,7,4,11,6,69,/wnba/players/p/parkeca01w.html,https://www.basketball-reference.com/wnba/players/p/parkeca01w.html,parkeca01w,201496,Candace Parker,1611661320,Candace Parker,Candace Parker,201496,LAS,6918.0,3,115.0,-5.0,214.0,209,40.0,39.0,25.0,423,10.0,15.0,3.0,4.0,,,5.0,12.0,1.0,10.0,1.0,1.0,,,,6.0,17.0,,,1.0,5.0,16.0,37.0,7.0,18.0,16.0,69.0,223.0,3.0,5.0,,,6.0,,4.0,1.0,5.0,4.0,7.0,14.0,18.0,15.0,6.0,6.0,15.0,6.0,3.0,12.0,2.0,14.0,1.0,1.0,8.0,2.0,2.0,30.0,2.0,4.0,,3.0,22.0,1.0,26.0,6.0,32.0,1.0,7.0,4.0,3.0,10.0,,9.0,1.0,,1.0,11.0,,2.0,4.0,,6.0,,,1.0,22.0,1.0,,19.0,1.0,2.0,8.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,63.0,7.0,39.0,,1.0,,,,,,101.86915887850466,106.69856459330144,0.4375,0.5384615384615384,0.7142857142857143,0.3888888888888889,,0.2,0.4375,0.4324324324324324,0.6,,0.4818181818181818,0.6,0.1666666666666666,0.5317460317460317,0.6,0.2916666666666667,0.3272727272727272,0.081081081081081,0.0666666666666666,0.1666666666666666,,30.45267489711934,0.9090909090909092,0.2,,0.275,0.0571428571428571,0.15,0.0833333333333333,0.25,0.0638297872340425,0.037037037037037,0.1428571428571428,0.0344827586206896,0.0909090909090909,0.1363636363636363,0.375,0.3095238095238095,0.1176470588235294,0.037037037037037,0.25,0.2727272727272727,0.6666666666666666,0.7142857142857143,0.5,0.2181818181818181,0.4166666666666667,0.5,0.4,0.1818181818181818,0.1,0.1,,0.0181818181818181,1.0,1.0,1.0,0.3090909090909091,0.3529411764705882,0.3529411764705882,0.6666666666666666,0.8,0.75,,,,,,,,,0.5555555555555556,0.2,0.6,0.4,0.4630820754716981,0.573475,0.3460428571428571,0.1290322580645161,0.1818181818181818,0.0869565217391304,0.1014492753623188,8.083783783783785,27.86111111111111,0.2,0.2857142857142857,0.1111111111111111,0.2222222222222222,0.1869158878504672,,,,,1.0,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,2.0,,,,2015,101.86915887850468,106.69856459330143,-4.829405714796749,-0.6890569299571041,4.140348784839645,201496,F-C,4.0
Courtney Paris,27,TUL,C,2,42,2,5,11,0.455,0,0,,5,11,0.455,1,4,0.25,7,15,2,2,0,3,8,11,/wnba/players/p/parisco01w.html,https://www.basketball-reference.com/wnba/players/p/parisco01w.html,parisco01w,201907,Courtney Paris,1611661321,Courtney Paris,Courtney Paris,201907,TUL,2543.0,2,42.0,-15.0,81.0,80,10.0,10.0,14.0,161,4.0,9.0,2.0,5.0,3.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,5.0,11.0,,,1.0,11.0,82.0,2.0,5.0,,,5.0,3.0,3.0,,,,6.0,6.0,4.0,,,4.0,,,3.0,2.0,,2.0,,,2.0,,,4.0,3.0,4.0,,2.0,6.0,,8.0,7.0,15.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,1.0,3.0,,,7.0,,8.0,,,,4.0,,,4.0,,,2.0,,,,,,,1.0,6.0,6.0,10.0,,,,4.0,8.0,2.0,6.0,82.71604938271605,102.5,0.6,1.0,,,,,,0.4545454545454545,0.4,1.0,0.4545454545454545,0.4,1.0,0.4230769230769231,0.3571428571428571,1.0,,0.2727272727272727,0.3333333333333333,,,15.533980582524272,0.3333333333333333,,,0.2307692307692307,0.1,0.4,0.1578947368421052,0.2580645161290322,0.1186440677966101,0.1818181818181818,,,0.1333333333333333,0.2857142857142857,0.2142857142857142,0.2,0.5,0.3333333333333333,,0.8181818181818182,0.4444444444444444,0.6666666666666666,0.5,0.0909090909090909,1.0,1.0,1.0,0.0909090909090909,,,,,,,,,,,,1.0,0.4,,,,,,1.0,1.0,,,,0.8181818181818182,,0.5475818181818182,0.5803333333333334,0.509,0.1538461538461538,0.1538461538461538,0.4545454545454545,0.5454545454545454,3.5727272727272723,,0.6,,,,0.1234567901234567,1.0,,1.0,,,1.0,1.0,,,0.25,,,,,,,,,,,,,,,,,,2015,82.71604938271605,102.49999999999999,-19.783950617283935,-19.84216642574573,-0.05821580846179586,201907,C,5.0
