player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Bridget Carleton,28,MIN,F,6,171,6,9,29,.310,7,19,.368,2,10,.200,5,5,1.000,6,25,9,4,2,5,15,30,/wnba/players/c/carlebr01w.html,https://www.basketball-reference.com/wnba/players/c/carlebr01w.html,carlebr01w
Kahleah Copper,30,PHO,G-F,11,376,11,74,159,.465,18,57,.316,56,102,.549,30,33,.909,6,38,9,4,2,19,32,196,/wnba/players/c/coppeka01w.html,https://www.basketball-reference.com/wnba/players/c/coppeka01w.html,coppeka01w
Maya Caldwell,26,ATL,G,3,40,0,3,7,.429,1,3,.333,2,4,.500,0,0,,2,6,2,1,1,4,3,7,/wnba/players/c/caldwma01w.html,https://www.basketball-reference.com/wnba/players/c/caldwma01w.html,caldwma01w
Veronica Burton,24,GSV,G,2,70,2,7,25,.280,6,15,.400,1,10,.100,7,7,1.000,0,11,16,7,2,10,8,27,/wnba/players/b/burtove01w.html,https://www.basketball-reference.com/wnba/players/b/burtove01w.html,burtove01w
Kennedy Burke,28,NYL,G-F,3,52,0,5,19,.263,1,11,.091,4,8,.500,3,4,.750,4,7,1,1,2,6,4,14,/wnba/players/b/burkeke01w.html,https://www.basketball-reference.com/wnba/players/b/burkeke01w.html,burkeke01w
Lexie Brown,30,SEA,G,1,7,0,2,3,.667,1,2,.500,1,1,1.000,0,0,,0,1,0,0,0,0,0,5,/wnba/players/b/brownle02w.html,https://www.basketball-reference.com/wnba/players/b/brownle02w.html,brownle02w
Kalani Brown,28,PHO,C,3,25,0,3,8,.375,0,0,,3,8,.375,6,7,.857,1,5,0,2,2,3,4,12,/wnba/players/b/brownka01w.html,https://www.basketball-reference.com/wnba/players/b/brownka01w.html,brownka01w
Aliyah Boston,23,IND,C-F,8,252,8,41,93,.441,1,9,.111,40,84,.476,17,25,.680,23,91,33,4,3,15,28,100,/wnba/players/b/bostoal01w.html,https://www.basketball-reference.com/wnba/players/b/bostoal01w.html,bostoal01w
Monique Billings,29,GSV,F,2,29,0,7,12,.583,0,0,,7,12,.583,1,1,1.000,2,4,0,1,1,0,2,15,/wnba/players/b/billimo01w.html,https://www.basketball-reference.com/wnba/players/b/billimo01w.html,billimo01w
Kierstan Bell,25,LVA,F,12,121,12,12,26,.462,5,18,.278,7,8,.875,0,0,,2,12,4,4,2,3,6,29,/wnba/players/b/bellki01w.html,https://www.basketball-reference.com/wnba/players/b/bellki01w.html,bellki01w
Laeticia Amihere,23,GSV,F,1,4,0,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,0,0,0,/wnba/players/a/amihela01w.html,https://www.basketball-reference.com/wnba/players/a/amihela01w.html,amihela01w
Rhyne Howard,25,ATL,G,3,105,3,16,44,.364,6,22,.273,10,22,.455,8,11,.727,0,11,8,5,1,7,7,46,/wnba/players/h/howarrh01w.html,https://www.basketball-reference.com/wnba/players/h/howarrh01w.html,howarrh01w
Isabelle Harrison,31,NYL,F,1,7,0,2,2,1.000,0,0,,2,2,1.000,0,2,.000,1,2,0,2,0,0,0,4,/wnba/players/h/harriis01w.html,https://www.basketball-reference.com/wnba/players/h/harriis01w.html,harriis01w
Lexi Held,25,PHO,G,2,12,0,1,2,.500,1,2,.500,0,0,,0,0,,0,2,0,0,0,2,0,3,/wnba/players/h/heldle01w.html,https://www.basketball-reference.com/wnba/players/h/heldle01w.html,heldle01w
Natisha Hiedeman,28,MIN,G,6,125,0,18,47,.383,3,19,.158,15,28,.536,8,10,.800,2,10,21,5,2,10,9,47,/wnba/players/h/hiedena01w.html,https://www.basketball-reference.com/wnba/players/h/hiedena01w.html,hiedena01w
Megan Gustafson,28,LVA,C,10,104,0,8,18,.444,2,8,.250,6,10,.600,4,4,1.000,4,13,3,2,1,3,13,22,/wnba/players/g/gustame01w.html,https://www.basketball-reference.com/wnba/players/g/gustame01w.html,gustame01w
Naz Hillmon,25,ATL,F,3,102,3,12,26,.462,4,13,.308,8,13,.615,5,7,.714,6,26,7,1,3,5,14,33,/wnba/players/h/hillmna01w.html,https://www.basketball-reference.com/wnba/players/h/hillmna01w.html,hillmna01w
Mackenzie Holmes,24,SEA,F,1,5,0,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,0,0,0,/wnba/players/h/holmema01w.html,https://www.basketball-reference.com/wnba/players/h/holmema01w.html,holmema01w
Natasha Howard,33,IND,F,8,195,8,31,64,.484,0,7,.000,31,57,.544,13,16,.813,18,50,16,5,1,17,21,75,/wnba/players/h/howarna01w.html,https://www.basketball-reference.com/wnba/players/h/howarna01w.html,howarna01w
Brittney Griner,34,ATL,C,3,32,0,6,15,.400,0,0,,6,15,.400,2,3,.667,1,3,4,0,1,2,4,14,/wnba/players/g/grinebr01w.html,https://www.basketball-reference.com/wnba/players/g/grinebr01w.html,grinebr01w
Chelsea Gray,32,LVA,G,12,425,12,48,113,.425,19,45,.422,29,68,.426,19,25,.760,5,41,87,27,15,26,27,134,/wnba/players/g/graych01w.html,https://www.basketball-reference.com/wnba/players/g/graych01w.html,graych01w
Lexie Hull,25,IND,G,8,268,8,28,82,.341,13,44,.295,15,38,.395,13,18,.722,8,40,16,7,5,15,25,82,/wnba/players/h/hullle01w.html,https://www.basketball-reference.com/wnba/players/h/hullle01w.html,hullle01w
Sabrina Ionescu,27,NYL,G,3,106,3,17,50,.340,7,32,.219,10,18,.556,6,10,.600,1,16,14,1,3,10,6,47,/wnba/players/i/ionessa01w.html,https://www.basketball-reference.com/wnba/players/i/ionessa01w.html,ionessa01w
Allisha Gray,30,ATL,G,3,99,3,18,47,.383,3,12,.250,15,35,.429,9,10,.900,7,25,7,3,2,4,13,48,/wnba/players/g/grayal01w.html,https://www.basketball-reference.com/wnba/players/g/grayal01w.html,grayal01w
Rebekah Gardner,34,NYL,G,3,15,0,1,3,.333,1,2,.500,0,1,.000,0,0,,0,1,0,0,0,0,3,3,/wnba/players/g/gardnre01w.html,https://www.basketball-reference.com/wnba/players/g/gardnre01w.html,gardnre01w
Marine Johannes,30,NYL,G,1,10,0,0,3,.000,0,2,.000,0,1,.000,3,3,1.000,0,2,0,0,0,1,1,3,/wnba/players/j/johanma01w.html,https://www.basketball-reference.com/wnba/players/j/johanma01w.html,johanma01w
Leonie Fiebich,25,NYL,F,3,91,3,5,18,.278,3,12,.250,2,6,.333,2,2,1.000,3,11,4,1,1,6,4,15,/wnba/players/f/fiebile01w.html,https://www.basketball-reference.com/wnba/players/f/fiebile01w.html,fiebile01w
Aerial Powers,31,IND,G,8,83,0,5,22,.227,0,5,.000,5,17,.294,6,11,.545,2,12,2,3,1,5,12,16,/wnba/players/p/powerae01w.html,https://www.basketball-reference.com/wnba/players/p/powerae01w.html,powerae01w
Bree Hall,22,IND,G,4,8,0,2,3,.667,0,1,.000,2,2,1.000,2,4,.500,1,3,0,0,0,0,1,6,/wnba/players/h/hallbr01w.html,https://www.basketball-reference.com/wnba/players/h/hallbr01w.html,hallbr01w
Shey Peddy,36,IND,G,8,130,0,15,35,.429,6,17,.353,9,18,.500,6,6,1.000,1,12,8,5,1,7,10,42,/wnba/players/p/peddysh01w.html,https://www.basketball-reference.com/wnba/players/p/peddysh01w.html,peddysh01w
DeWanna Bonner,37,PHO,G-F,11,288,1,36,90,.400,10,34,.294,26,56,.464,18,24,.750,14,75,11,11,7,6,22,100,/wnba/players/b/bonnede01w.html,https://www.basketball-reference.com/wnba/players/b/bonnede01w.html,bonnede01w
Sika Kon̩,22,ATL,F,2,3,0,0,1,.000,0,0,,0,1,.000,0,0,,1,1,0,0,0,2,1,0,/wnba/players/k/konesi01w.html,https://www.basketball-reference.com/wnba/players/k/konesi01w.html,konesi01w
Odyssey Sims,32,IND,G,8,235,8,36,87,.414,5,15,.333,31,72,.431,36,42,.857,3,18,35,11,0,21,13,113,/wnba/players/s/simsod01w.html,https://www.basketball-reference.com/wnba/players/s/simsod01w.html,simsod01w
Stephanie Talbot,31,NYL,F,1,9,0,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,/wnba/players/t/talbost01w.html,https://www.basketball-reference.com/wnba/players/t/talbost01w.html,talbost01w
Tiffany Mitchell,30,SEA,G,1,12,0,2,4,.500,0,1,.000,2,3,.667,2,2,1.000,0,1,2,0,0,0,2,6,/wnba/players/m/mitchti01w.html,https://www.basketball-reference.com/wnba/players/m/mitchti01w.html,mitchti01w
Kaila Charles,27,GSV,G-F,2,45,2,3,12,.250,1,2,.500,2,10,.200,0,0,,3,5,4,3,1,1,5,7,/wnba/players/c/charlka01w.html,https://www.basketball-reference.com/wnba/players/c/charlka01w.html,charlka01w
NaLyssa Smith,24,LVA,F,12,277,12,37,64,.578,0,2,.000,37,62,.597,11,27,.407,16,60,6,9,12,12,39,85,/wnba/players/s/smithna01w.html,https://www.basketball-reference.com/wnba/players/s/smithna01w.html,smithna01w
Jaylyn Sherrod,23,MIN,G,2,4,0,0,1,.000,0,0,,0,1,.000,0,0,,1,1,1,0,0,0,1,0,/wnba/players/s/sherrja01w.html,https://www.basketball-reference.com/wnba/players/s/sherrja01w.html,sherrja01w
DiJonai Carrington,27,MIN,G-F,2,25,0,6,12,.500,4,7,.571,2,5,.400,1,2,.500,1,2,2,1,1,1,3,17,/wnba/players/c/carridi01w.html,https://www.basketball-reference.com/wnba/players/c/carridi01w.html,carridi01w
Brittney Sykes,31,SEA,G,3,66,3,6,14,.429,0,1,.000,6,13,.462,1,2,.500,2,7,2,0,1,11,8,13,/wnba/players/s/sykesbr01w.html,https://www.basketball-reference.com/wnba/players/s/sykesbr01w.html,sykesbr01w
