player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Noelle Quinn,32,SEA,G,1,12,0,1,1,1.000,0,0,,1,1,1.000,0,0,,1,3,3,0,0,1,1,2,/wnba/players/q/quinnno01w.html,https://www.basketball-reference.com/wnba/players/q/quinnno01w.html,quinnno01w
Carolyn Swords,27,SEA,C,1,15,0,2,6,.333,0,0,,2,6,.333,0,0,,0,0,0,1,0,3,2,4,/wnba/players/s/swordca01w.html,https://www.basketball-reference.com/wnba/players/s/swordca01w.html,swordca01w
Shekinna Stricklen,26,CON,F,1,25,1,2,7,.286,1,5,.200,1,2,.500,0,2,.000,1,3,0,1,0,1,1,5,/wnba/players/s/stricsh01w.html,https://www.basketball-reference.com/wnba/players/s/stricsh01w.html,stricsh01w
Kiah Stokes,24,NYL,C,1,16,0,1,3,.333,0,0,,1,3,.333,0,0,,0,3,0,0,1,0,2,2,/wnba/players/s/stokeki01w.html,https://www.basketball-reference.com/wnba/players/s/stokeki01w.html,stokeki01w
Breanna Stewart,22,SEA,F,1,36,1,6,17,.353,2,4,.500,4,13,.308,9,11,.818,2,8,1,1,2,3,2,23,/wnba/players/s/stewabr01w.html,https://www.basketball-reference.com/wnba/players/s/stewabr01w.html,stewabr01w
Odyssey Sims,24,LAS,G,8,279,8,46,104,.442,9,26,.346,37,78,.474,26,28,.929,8,19,29,11,0,25,20,127,/wnba/players/s/simsod01w.html,https://www.basketball-reference.com/wnba/players/s/simsod01w.html,simsod01w
Tierra Ruffin-Pratt,26,WAS,G,5,134,5,16,35,.457,0,0,,16,35,.457,14,17,.824,4,25,12,3,4,5,12,46,/wnba/players/r/ruffiti01w.html,https://www.basketball-reference.com/wnba/players/r/ruffiti01w.html,ruffiti01w
Sugar Rodgers,27,NYL,G,1,18,0,3,8,.375,2,6,.333,1,2,.500,0,0,,0,3,3,1,0,2,2,8,/wnba/players/r/rodgesu01w.html,https://www.basketball-reference.com/wnba/players/r/rodgesu01w.html,rodgesu01w
Danielle Robinson,28,PHO,G,5,53,0,6,14,.429,0,0,,6,14,.429,2,2,1.000,1,4,5,1,0,3,14,14,/wnba/players/r/robinda01w.html,https://www.basketball-reference.com/wnba/players/r/robinda01w.html,robinda01w
Angel Robinson,30,PHO,F-C,3,17,0,1,2,.500,0,0,,1,2,.500,0,0,,1,5,1,0,0,1,0,2,/wnba/players/r/robinan01w.html,https://www.basketball-reference.com/wnba/players/r/robinan01w.html,robinan01w
Nayo Raincock-Ekunwe,25,NYL,F,1,11,0,3,3,1.000,0,0,,3,3,1.000,0,0,,0,1,0,0,0,0,1,6,/wnba/players/r/raincna01w.html,https://www.basketball-reference.com/wnba/players/r/raincna01w.html,raincna01w
Stephanie Talbot,23,PHO,F,4,23,0,3,4,.750,1,2,.500,2,2,1.000,1,1,1.000,1,2,1,0,0,2,3,8,/wnba/players/t/talbost01w.html,https://www.basketball-reference.com/wnba/players/t/talbost01w.html,talbost01w
Epiphanny Prince,29,NYL,G,1,35,1,4,9,.444,2,7,.286,2,2,1.000,2,2,1.000,0,5,2,1,0,2,1,12,/wnba/players/p/princep01w.html,https://www.basketball-reference.com/wnba/players/p/princep01w.html,princep01w
Alexis Prince,23,PHO,F,2,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,/wnba/players/p/princal01w.html,https://www.basketball-reference.com/wnba/players/p/princal01w.html,princal01w
Aerial Powers,23,DAL,G,1,24,0,6,15,.400,1,3,.333,5,12,.417,8,9,.889,2,6,3,2,0,0,2,21,/wnba/players/p/powerae01w.html,https://www.basketball-reference.com/wnba/players/p/powerae01w.html,powerae01w
Theresa Plaisance,25,DAL,F,1,24,1,3,7,.429,0,3,.000,3,4,.750,1,1,1.000,0,5,3,1,1,1,4,7,/wnba/players/p/plaisth01w.html,https://www.basketball-reference.com/wnba/players/p/plaisth01w.html,plaisth01w
Plenette Pierson,35,MIN,F,8,43,0,4,11,.364,1,2,.500,3,9,.333,0,2,.000,0,6,4,1,1,5,10,9,/wnba/players/p/pierspl01w.html,https://www.basketball-reference.com/wnba/players/p/pierspl01w.html,pierspl01w
Jia Perkins,35,MIN,G,8,126,0,10,30,.333,4,14,.286,6,16,.375,2,2,1.000,4,16,7,6,1,5,12,26,/wnba/players/p/perkiji01w.html,https://www.basketball-reference.com/wnba/players/p/perkiji01w.html,perkiji01w
Kayla Pedersen,28,CON,F,1,5,0,1,1,1.000,0,0,,1,1,1.000,1,2,.500,0,0,0,0,0,0,1,3,/wnba/players/p/pederka01w.html,https://www.basketball-reference.com/wnba/players/p/pederka01w.html,pederka01w
Candace Parker,31,LAS,F-C,8,272,8,46,108,.426,9,37,.243,37,71,.521,34,38,.895,9,73,41,20,16,26,32,135,/wnba/players/p/parkeca01w.html,https://www.basketball-reference.com/wnba/players/p/parkeca01w.html,parkeca01w
Courtney Paris,29,DAL,C,1,16,0,4,5,.800,0,0,,4,5,.800,1,1,1.000,3,6,1,0,2,0,3,9,/wnba/players/p/parisco01w.html,https://www.basketball-reference.com/wnba/players/p/parisco01w.html,parisco01w
