player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Theresa Plaisance,27,CON,F,3,6,0,2,6,.333,1,5,.200,1,1,1.000,0,0,,0,2,0,0,1,0,2,5,/wnba/players/p/plaisth01w.html,https://www.basketball-reference.com/wnba/players/p/plaisth01w.html,plaisth01w
Katie Lou Samuelson,22,CHI,F,2,4,0,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,/wnba/players/s/samueka02w.html,https://www.basketball-reference.com/wnba/players/s/samueka02w.html,samueka02w
Mercedes Russell,23,SEA,C,2,64,2,10,13,.769,0,0,,10,13,.769,3,3,1.000,2,17,4,0,2,2,5,23,/wnba/players/r/russeme01w.html,https://www.basketball-reference.com/wnba/players/r/russeme01w.html,russeme01w
Tierra Ruffin-Pratt,28,LAS,G,4,72,4,7,25,.280,2,11,.182,5,14,.357,6,7,.857,3,7,8,2,3,1,10,22,/wnba/players/r/ruffiti01w.html,https://www.basketball-reference.com/wnba/players/r/ruffiti01w.html,ruffiti01w
Sugar Rodgers,29,LVA,G,5,27,0,1,7,.143,1,6,.167,0,1,.000,0,0,,1,5,1,1,0,3,2,3,/wnba/players/r/rodgesu01w.html,https://www.basketball-reference.com/wnba/players/r/rodgesu01w.html,rodgesu01w
Danielle Robinson,30,MIN,G,1,19,1,0,3,.000,0,1,.000,0,2,.000,0,0,,2,4,3,0,0,2,2,0,/wnba/players/r/robinda01w.html,https://www.basketball-reference.com/wnba/players/r/robinda01w.html,robinda01w
Allie Quigley,33,CHI,G,2,57,2,9,21,.429,1,8,.125,8,13,.615,2,2,1.000,0,9,10,2,1,3,6,21,/wnba/players/q/quiglal01w.html,https://www.basketball-reference.com/wnba/players/q/quiglal01w.html,quiglal01w
LaToya Sanders,32,WAS,F-C,9,208,9,25,59,.424,0,0,,25,59,.424,7,8,.875,8,31,9,12,13,3,22,57,/wnba/players/p/pringla01w.html,https://www.basketball-reference.com/wnba/players/p/pringla01w.html,pringla01w
Epiphanny Prince,31,LVA,G,3,5,0,1,3,.333,0,0,,1,3,.333,0,0,,0,0,0,0,0,0,0,2,/wnba/players/p/princep01w.html,https://www.basketball-reference.com/wnba/players/p/princep01w.html,princep01w
Aerial Powers,25,WAS,G,9,147,0,23,51,.451,5,19,.263,18,32,.563,17,19,.895,6,30,9,2,2,7,13,68,/wnba/players/p/powerae01w.html,https://www.basketball-reference.com/wnba/players/p/powerae01w.html,powerae01w
Kelsey Plum,24,LVA,G,5,175,3,30,61,.492,9,17,.529,21,44,.477,7,7,1.000,2,24,39,1,0,15,19,76,/wnba/players/p/plumke01w.html,https://www.basketball-reference.com/wnba/players/p/plumke01w.html,plumke01w
Odyssey Sims,26,MIN,G,1,19,1,0,2,.000,0,0,,0,2,.000,1,2,.500,0,1,5,0,0,1,1,1,/wnba/players/s/simsod01w.html,https://www.basketball-reference.com/wnba/players/s/simsod01w.html,simsod01w
JiSu Park,20,LVA,C,3,14,0,1,5,.200,0,0,,1,5,.200,0,0,,1,2,0,0,0,0,1,2,/wnba/players/p/parkji01w.html,https://www.basketball-reference.com/wnba/players/p/parkji01w.html,parkji01w
Cheyenne Parker-Tyus,26,CHI,F,2,44,0,7,16,.438,0,4,.000,7,12,.583,5,6,.833,2,11,2,3,2,2,7,19,/wnba/players/p/parkech01w.html,https://www.basketball-reference.com/wnba/players/p/parkech01w.html,parkech01w
Candace Parker,33,LAS,F-C,4,94,4,18,33,.545,4,12,.333,14,21,.667,2,6,.333,3,24,14,4,8,7,7,42,/wnba/players/p/parkeca01w.html,https://www.basketball-reference.com/wnba/players/p/parkeca01w.html,parkeca01w
Courtney Paris,31,SEA,C,2,9,0,1,1,1.000,0,0,,1,1,1.000,0,0,,0,1,2,0,0,1,1,2,/wnba/players/p/parisco01w.html,https://www.basketball-reference.com/wnba/players/p/parisco01w.html,parisco01w
Nneka Ogwumike,28,LAS,F,4,117,4,29,49,.592,2,5,.400,27,44,.614,12,14,.857,9,29,7,5,2,8,5,72,/wnba/players/o/ogwumnn01w.html,https://www.basketball-reference.com/wnba/players/o/ogwumnn01w.html,ogwumnn01w
Chiney Ogwumike,27,LAS,F-C,4,67,0,9,18,.500,0,0,,9,18,.500,6,7,.857,7,13,3,3,2,3,11,24,/wnba/players/o/ogwumch01w.html,https://www.basketball-reference.com/wnba/players/o/ogwumch01w.html,ogwumch01w
Astou Ndour-Fall,24,CHI,C-F,2,51,2,14,21,.667,3,6,.500,11,15,.733,2,3,.667,6,17,2,3,2,3,8,33,/wnba/players/n/ndouras01w.html,https://www.basketball-reference.com/wnba/players/n/ndouras01w.html,ndouras01w
Kaleena Mosqueda-Lewis,25,SEA,F,2,23,0,3,7,.429,1,5,.200,2,2,1.000,1,1,1.000,0,1,2,1,2,1,0,8,/wnba/players/m/mosquka01w.html,https://www.basketball-reference.com/wnba/players/m/mosquka01w.html,mosquka01w
Leilani Mitchell,34,PHO,G,1,27,1,1,7,.143,1,4,.250,0,3,.000,2,2,1.000,1,2,3,0,0,3,3,5,/wnba/players/m/mitchle01w.html,https://www.basketball-reference.com/wnba/players/m/mitchle01w.html,mitchle01w
Kim Mestdagh,29,WAS,G,1,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,/wnba/players/m/mestdki01w.html,https://www.basketball-reference.com/wnba/players/m/mestdki01w.html,mestdki01w
Courtney Vandersloot,30,CHI,G,2,61,2,7,19,.368,2,6,.333,5,13,.385,0,0,,0,6,23,2,2,6,4,16,/wnba/players/v/vandeco01w.html,https://www.basketball-reference.com/wnba/players/v/vandeco01w.html,vandeco01w
Shavonte Zellous,32,SEA,G,2,14,0,2,6,.333,0,0,,2,6,.333,0,0,,0,1,1,1,1,2,3,4,/wnba/players/z/zellosh01w.html,https://www.basketball-reference.com/wnba/players/z/zellosh01w.html,zellosh01w
Tamera Young,32,LVA,F,5,62,2,12,21,.571,0,2,.000,12,19,.632,1,2,.500,0,6,12,1,1,3,7,25,/wnba/players/y/youngta01w.html,https://www.basketball-reference.com/wnba/players/y/youngta01w.html,youngta01w
Jackie Young,21,LVA,G,5,62,5,9,22,.409,4,5,.800,5,17,.294,7,8,.875,3,9,13,0,0,6,3,29,/wnba/players/y/youngja01w.html,https://www.basketball-reference.com/wnba/players/y/youngja01w.html,youngja01w
A'ja Wilson,22,LVA,C,5,168,5,24,55,.436,0,0,,24,55,.436,19,20,.950,11,39,8,3,10,8,5,67,/wnba/players/w/wilsoa01w.html,https://www.basketball-reference.com/wnba/players/w/wilsoa01w.html,wilsoa01w
Riquna Williams,29,LAS,G,4,95,4,11,39,.282,5,22,.227,6,17,.353,1,4,.250,1,12,3,4,0,4,11,28,/wnba/players/w/williri02w.html,https://www.basketball-reference.com/wnba/players/w/williri02w.html,williri02w
Gabby Williams,22,CHI,F,2,19,0,2,8,.250,0,1,.000,2,7,.286,2,2,1.000,0,1,6,2,0,0,5,6,/wnba/players/w/williga01w.html,https://www.basketball-reference.com/wnba/players/w/williga01w.html,williga01w
Courtney Williams,25,CON,G,8,275,8,59,138,.428,12,29,.414,47,109,.431,13,16,.813,8,46,35,7,1,14,11,143,/wnba/players/w/willico01w.html,https://www.basketball-reference.com/wnba/players/w/willico01w.html,willico01w
Sydney Wiese,24,LAS,G,4,75,0,5,18,.278,3,12,.250,2,6,.333,4,4,1.000,0,6,4,2,0,3,1,17,/wnba/players/w/wiesesy01w.html,https://www.basketball-reference.com/wnba/players/w/wiesesy01w.html,wiesesy01w
Sami Whitcomb,30,SEA,G,2,25,0,3,8,.375,3,6,.500,0,2,.000,0,0,,1,1,0,1,0,1,1,9,/wnba/players/w/whitcsa01w.html,https://www.basketball-reference.com/wnba/players/w/whitcsa01w.html,whitcsa01w
Shatori Walker-Kimbrough,24,WAS,G,8,56,0,7,17,.412,3,7,.429,4,10,.400,2,2,1.000,0,3,3,2,1,4,4,19,/wnba/players/w/walkesh01w.html,https://www.basketball-reference.com/wnba/players/w/walkesh01w.html,walkesh01w
Emma Meesseman,26,WAS,F,9,254,3,71,122,.582,18,31,.581,53,91,.582,14,17,.824,12,50,22,10,8,8,24,174,/wnba/players/m/meessem01w.html,https://www.basketball-reference.com/wnba/players/m/meessem01w.html,meessem01w
