player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id,EntityId,pbp_name,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Period3Fouls3Minutes,Period4Fouls4Minutes,Period4Fouls5Minutes,PeriodOTFouls4Minutes,PeriodOTFouls5Minutes,OnOffRtg,OnDefRtg,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,AtRimOffReboundedPct,ShortMidRangeOffReboundedPct,LongMidRangeOffReboundedPct,ThreePtOffReboundedPct,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Period1Fouls2Minutes,Period2Fouls2Minutes,HeaveAttempts,StepOutOfBoundsTurnovers,Loose Ball Fouls,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,Period2Fouls3Minutes,Period3Fouls4Minutes,Transition Take Fouls Drawn,Transition Take Fouls,year,ortg,drtg,NetRtg,rortg,rdrtg,nba_id,Pos,Position_Number
Ezi Magbegor,24,SEA,F-C,1,28,1,6,10,0.6,2,3,0.667,4,7,0.571,0,2,0.0,1,7,2,0,0,0,4,14,/wnba/players/m/magbeez01w.html,https://www.basketball-reference.com/wnba/players/m/magbeez01w.html,magbeez01w,1629496,Ezi Magbegor,1611661328,Ezi Magbegor,Ezi Magbegor,1629496,SEA,1684.0,1,28,1.0,55,54,11.0,3.0,6.0,109,,,,,,,4.0,6.0,,1.0,,,,,2.0,3.0,,,,4.0,7.0,2.0,3.0,,14.0,57.0,1.0,1.0,,,2.0,2.0,3.0,,,,4.0,8.0,,6.0,,3.0,2.0,,1.0,1.0,2.0,1.0,,,1.0,,5.0,,1.0,1.0,5.0,,6.0,1.0,7.0,,,,,,,,,,,,,,,3.0,4.0,,,2.0,,1.0,2.0,,,1.0,,,,,,,,,,12.0,4.0,11.0,,1.0,2.0,3.0,,,,105.45454545454544,105.55555555555554,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,0.5714285714285714,1.0,0.6666666666666666,0.7,1.0,0.6666666666666666,0.6363636363636364,1.0,0.5,0.3,,,,,18.333333333333336,,,0.4166666666666667,0.05,0.1111111111111111,,0.2857142857142857,0.0344827586206896,,0.0769230769230769,,,,,0.4545454545454545,,0.1111111111111111,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,0.1,,,,,,,,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,0.3,0.6666666666666666,0.408045,0.4167,0.3620666666666667,,,0.1428571428571428,0.2857142857142857,10.971428571428572,24.066666666666663,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,105.45454545454544,105.55555555555556,-0.10101010101011809,0.2795969099997251,0.4424200868514703,1629496,F-C,4.0
Mercedes Russell,28,SEA,C,2,46,1,4,8,0.5,0,0,,4,8,0.5,2,2,1.0,7,14,0,1,0,5,0,10,/wnba/players/r/russeme01w.html,https://www.basketball-reference.com/wnba/players/r/russeme01w.html,russeme01w,1628920,Mercedes Russell,1611661328,Mercedes Russell,Mercedes Russell,1628920,SEA,2771.0,2,46,6.0,88,87,1.0,11.0,14.0,175,1.0,2.0,1.0,2.0,,,2.0,4.0,1.0,2.0,,,,,,,,,,4.0,8.0,,,2.0,10.0,85.0,2.0,3.0,,2.0,6.0,,1.0,,,2.0,2.0,4.0,4.0,,4.0,,,,,,,,,,,,,2.0,5.0,2.0,5.0,,7.0,7.0,14.0,1.0,1.0,,1.0,5.0,,4.0,,,1.0,,5.0,1.0,,,,,,2.0,,,2.0,,1.0,,,,,,,,,,,4.0,2.0,1.0,,,,,,,,103.4090909090909,97.70114942528735,0.5,1.0,,,,,0.5,0.6666666666666666,,0.5,0.6666666666666666,,0.5555555555555556,0.75,0.5,,,,,,13.333333333333332,1.0,,0.1428571428571428,0.1388888888888889,0.1666666666666666,0.1333333333333333,0.1489361702127659,0.1372549019607843,,0.16,0.1111111111111111,0.1818181818181818,,,0.1290322580645161,0.5,0.1818181818181818,,0.25,,0.25,0.5,0.5,,0.5,0.5,0.5,0.5,0.25,0.5,0.5,1.0,,,,,,,,,0.6666666666666666,0.5,,,,,,,,,0.25,,0.4608,0.5224,0.3345,0.1111111111111111,0.1111111111111111,0.6,0.2,8.05,,,1.0,,,0.0113636363636363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,103.40909090909092,97.70114942528735,5.707941483803566,-1.7658576354547932,-7.411986043416732,1628920,C,5.0
Kelsey Plum,29,LVA,G,6,198,6,35,76,0.461,14,39,0.359,21,37,0.568,14,18,0.778,1,15,13,4,0,11,17,98,/wnba/players/p/plumke01w.html,https://www.basketball-reference.com/wnba/players/p/plumke01w.html,plumke01w,1628276,Kelsey Plum,1611661319,Kelsey Plum,Kelsey Plum,1628276,LVA,11870.0,6,198,24.0,376,376,57.0,56.0,34.0,752,8.0,12.0,,,,,12.0,22.0,1.0,3.0,4.0,10.0,1.0,2.0,10.0,29.0,4.0,3.0,8.0,21.0,37.0,14.0,39.0,14.0,98.0,375.0,,1.0,5.0,,3.0,4.0,6.0,4.0,10.0,4.0,24.0,16.0,26.0,33.0,,29.0,10.0,4.0,9.0,4.0,13.0,4.0,,3.0,5.0,1.0,30.0,,,6.0,8.0,,14.0,1.0,15.0,,4.0,3.0,1.0,5.0,2.0,4.0,6.0,2.0,1.0,2.0,11.0,,1.0,6.0,17.0,,,15.0,,,18.0,1.0,7.0,2.0,,,,,,,,,,95.0,24.0,57.0,1.0,2.0,9.0,4.0,,,,106.11702127659576,99.7340425531915,0.3809523809523809,0.3809523809523809,0.7857142857142857,0.358974358974359,0.4,0.358974358974359,0.5675675675675675,,0.6666666666666666,0.5526315789473685,0.25,0.625,0.5773809523809523,0.25,0.631578947368421,0.5131578947368421,0.1081081081081081,,0.1363636363636363,0.3333333333333333,22.83653846153846,0.4545454545454545,,0.0661157024793388,,0.0779220779220779,,0.0707070707070707,,,,,,,0.1333333333333333,0.0704225352112676,0.0285714285714285,0.1,,,,0.1578947368421052,0.6666666666666666,0.6666666666666666,0.5,0.2894736842105263,0.5454545454545454,0.631578947368421,0.25,0.0394736842105263,0.3333333333333333,0.5,1.0,0.131578947368421,0.4,0.4,1.0,0.3815789473684211,0.3448275862068966,0.3571428571428571,0.7,,,,0.6666666666666666,,,0.125,0.5,0.5,0.375,0.6710526315789473,0.3448275862068966,0.4894374999999999,0.63055,0.503525,0.0853658536585365,0.1627906976744186,0.0306122448979591,0.2448979591836734,5.472972972972973,25.343589743589742,,0.3,,0.16,0.151595744680851,,1.0,1.0,1.0,9.0,1.0,,,1.0,,0.2,0.0256410256410256,,0.0344827586206896,0.1666666666666666,,,0.25,1.0,,,3.0,16.0,,,2.0,1.0,0.25,,,,,,2024,106.11702127659575,99.7340425531915,6.38297872340425,0.9420727320500362,-5.379092915512587,1628276,G,1.0
Alissa Pili,23,MIN,F,3,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,/wnba/players/p/pilial01w.html,https://www.basketball-reference.com/wnba/players/p/pilial01w.html,pilial01w,1642293,Alissa Pili,1611661324,Alissa Pili,Alissa Pili,1642293,MIN,87.0,3,1,-6.0,5,3,4.0,2.0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,0.0,200.0,-200.0,-105.17494854454571,94.88686453129591,1642293,F,3.0
Nneka Ogwumike,33,SEA,F,2,74,2,11,34,0.324,2,9,0.222,9,25,0.36,5,5,1.0,4,20,4,6,1,1,2,29,/wnba/players/o/ogwumnn01w.html,https://www.basketball-reference.com/wnba/players/o/ogwumnn01w.html,ogwumnn01w,203014,Nneka Ogwumike,1611661328,Nneka Ogwumike,Nneka Ogwumike,203014,SEA,4445.0,2,74,-25.0,139,141,17.0,14.0,18.0,280,,,,,,,6.0,18.0,3.0,7.0,,2.0,,,2.0,7.0,,,1.0,9.0,25.0,2.0,9.0,5.0,29.0,156.0,1.0,5.0,1.0,3.0,5.0,,1.0,,1.0,,,14.0,4.0,6.0,,7.0,2.0,5.0,2.0,2.0,4.0,2.0,,,1.0,1.0,10.0,,4.0,7.0,8.0,1.0,16.0,4.0,20.0,,6.0,3.0,3.0,1.0,,1.0,,,,,1.0,,,2.0,2.0,,,5.0,,,5.0,1.0,3.0,,1.0,,,,,1.0,1.0,1.0,,24.0,,17.0,,,,,,,,94.24460431654676,110.63829787234044,0.7777777777777778,0.7777777777777778,1.0,0.2222222222222222,,0.2222222222222222,0.36,0.2,,0.3529411764705882,0.1666666666666666,,0.4027777777777778,0.3571428571428571,,0.2647058823529412,0.2,,0.2222222222222222,0.1428571428571428,23.125,1.0,0.5,0.1904761904761904,0.0727272727272727,0.2916666666666667,,0.2272727272727272,0.0493827160493827,,0.075,0.0833333333333333,,,,0.2051282051282051,,0.238095238095238,0.6666666666666666,,1.0,,,,,0.5294117647058824,0.3333333333333333,0.4285714285714285,0.6666666666666666,0.2058823529411764,0.4285714285714285,0.5,1.0,0.0588235294117647,,,,0.2058823529411764,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.5,,0.2647058823529412,0.2857142857142857,0.4283764705882353,0.3925833333333333,0.468025,0.0833333333333333,0.1111111111111111,0.1724137931034483,,10.436,24.866666666666667,,0.25,,0.4285714285714285,0.1223021582733813,,1.0,,,,,,,,,,,,,0.1666666666666666,,,,,,,,,,,,,,,,,1.0,,2024,94.24460431654677,110.63829787234043,-16.39369355579366,-10.930344227998944,5.525162403636344,203014,F,3.0
Olivia Nelson-Ododa,23,CON,C,7,68,0,8,12,0.667,0,0,,8,12,0.667,4,4,1.0,6,21,0,3,3,1,4,20,/wnba/players/n/nelsool01w.html,https://www.basketball-reference.com/wnba/players/n/nelsool01w.html,nelsool01w,1631135,Olivia Nelson-Ododa,1611661323,Olivia Nelson-Ododa,Olivia Nelson-Ododa,1631135,CON,4356.0,7,73,17.0,135,141,26.0,13.0,21.0,276,4.0,6.0,3.0,4.0,,,4.0,6.0,,,,,,,,,,,,8.0,12.0,,,4.0,20.0,138.0,3.0,6.0,,,6.0,,,,,2.0,2.0,10.0,6.0,,6.0,,,2.0,,,,,,,,,,1.0,5.0,7.0,8.0,,15.0,6.0,21.0,,3.0,2.0,1.0,1.0,,,,,1.0,,1.0,,1.0,3.0,4.0,,,5.0,,2.0,4.0,,1.0,1.0,3.0,,,2.0,,1.0,3.0,2.0,,14.0,2.0,24.0,,1.0,,,,,,114.8148148148148,97.87234042553192,0.625,1.0,,,,,0.6666666666666666,0.5,,0.6666666666666666,0.5,,0.7142857142857143,0.5,1.0,,0.1666666666666666,,0.3333333333333333,,9.375,1.0,,0.2105263157894736,0.1041666666666666,0.2592592592592592,0.04,0.2307692307692307,0.0821917808219178,0.1428571428571428,0.0476190476190476,0.1538461538461538,,0.2,0.0714285714285714,0.375,0.125,0.2608695652173913,0.25,,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.25,0.5,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,0.6666666666666666,0.75,,,,,,,,,0.5,,0.536025,0.57846,,0.0769230769230769,0.0769230769230769,0.3,0.1,4.7250000000000005,,,0.5,,,0.1925925925925926,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2024,114.81481481481481,97.87234042553192,16.942474389282893,9.639866270269096,-7.24079504317217,1631135,C,5.0
Astou Ndour-Fall,29,CON,C-F,3,3,0,0,0,,0,0,,0,0,,0,0,,0,0,1,0,0,0,0,0,/wnba/players/n/ndouras01w.html,https://www.basketball-reference.com/wnba/players/n/ndouras01w.html,ndouras01w,203838,Astou Ndour-Fall,1611661323,Astou Ndour-Fall,Astou Ndour-Fall,203838,CON,174.0,3,3,2.0,4,6,1.0,2.0,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,100.0,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,100.0,33.33333333333333,66.66666666666667,-5.174948544545714,-71.77980213537076,203838,C-F,4.0
Kelsey Mitchell,28,IND,G,2,77,2,16,38,0.421,5,19,0.263,11,19,0.579,1,2,0.5,3,6,8,0,0,9,4,38,/wnba/players/m/mitchke01w.html,https://www.basketball-reference.com/wnba/players/m/mitchke01w.html,mitchke01w,1628909,Kelsey Mitchell,1611661325,Kelsey Mitchell,Kelsey Mitchell,1628909,IND,4614.0,2,77,-26.0,152,150,9.0,26.0,18.0,302,7.0,10.0,1.0,1.0,,1.0,2.0,4.0,2.0,5.0,2.0,4.0,,,3.0,15.0,1.0,,1.0,11.0,19.0,5.0,19.0,1.0,38.0,172.0,1.0,1.0,2.0,,2.0,,1.0,,1.0,,,18.0,4.0,15.0,,15.0,3.0,2.0,6.0,2.0,8.0,2.0,,4.0,1.0,1.0,18.0,2.0,1.0,2.0,1.0,,3.0,3.0,6.0,1.0,,,,5.0,,2.0,4.0,3.0,3.0,,9.0,3.0,1.0,1.0,4.0,,1.0,5.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,36.0,,9.0,,,,,,,,96.05263157894736,114.66666666666669,0.8181818181818182,0.8181818181818182,1.0,0.2631578947368421,,0.2631578947368421,0.5789473684210527,1.0,,0.4868421052631579,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.1052631578947368,0.1,0.25,,26.857142857142858,0.5555555555555556,,0.0178571428571428,0.0277777777777777,0.0869565217391304,0.0512820512820512,0.0379746835443038,0.04,0.0588235294117647,,,0.0571428571428571,,,0.0555555555555555,,0.1,,0.0526315789473684,,0.2631578947368421,0.7,0.7777777777777778,0.7142857142857143,0.1052631578947368,0.5,0.6666666666666666,1.0,0.131578947368421,0.4,0.4,1.0,0.1052631578947368,0.5,0.5,1.0,0.3947368421052631,0.2,0.2,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,,,,0.5,,0.7631578947368421,0.2,0.5266078947368421,,0.47295,0.0526315789473684,0.1052631578947368,0.0526315789473684,,6.8842105263157904,24.710526315789476,0.3333333333333333,,,0.4615384615384615,0.0592105263157894,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,2024,96.05263157894737,114.66666666666667,-18.6140350877193,-9.122316965598344,9.553531197962585,1628909,G,1.0
Diamond Miller,23,MIN,F,6,4,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,/wnba/players/m/milledi03w.html,https://www.basketball-reference.com/wnba/players/m/milledi03w.html,milledi03w,1641649,Diamond Miller,1611661324,Diamond Miller,Diamond Miller,1641649,MIN,219.0,6,4,-8.0,10,6,9.0,5.0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,133.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,0.0,133.33333333333331,-133.33333333333331,-105.17494854454571,28.220197864629228,1641649,F,3.0
Kayla McBride,32,MIN,G,12,438,12,64,145,0.441,29,76,0.382,35,69,0.507,27,30,0.9,1,27,45,13,0,13,21,184,/wnba/players/m/mcbrika01w.html,https://www.basketball-reference.com/wnba/players/m/mcbrika01w.html,mcbrika01w,203825,Kayla McBride,1611661324,Kayla McBride,Kayla McBride,203825,MIN,25081.0,12,418,31.0,832,835,146.0,109.0,79.0,1667,16.0,28.0,,,3.0,3.0,8.0,21.0,11.0,20.0,7.0,12.0,,,22.0,64.0,7.0,3.0,10.0,35.0,69.0,29.0,76.0,27.0,184.0,884.0,1.0,6.0,9.0,3.0,14.0,5.0,8.0,3.0,10.0,15.0,34.0,34.0,36.0,78.0,,64.0,22.0,5.0,35.0,9.0,44.0,4.0,5.0,20.0,10.0,5.0,97.0,1.0,,13.0,13.0,,26.0,1.0,27.0,1.0,13.0,10.0,3.0,8.0,3.0,8.0,5.0,1.0,,,13.0,1.0,2.0,5.0,21.0,,1.0,26.0,,,30.0,4.0,11.0,3.0,,,,,,,,,,170.0,30.0,144.0,1.0,1.0,1.0,,,,,109.97596153846152,105.8682634730539,0.4857142857142857,0.4857142857142857,0.896551724137931,0.3815789473684211,0.3,0.3815789473684211,0.5072463768115942,0.1666666666666666,0.625,0.5413793103448276,0.3666666666666666,0.5277777777777778,0.5897435897435898,0.4375,0.68,0.5241379310344828,0.072463768115942,0.0714285714285714,0.0952380952380952,0.05,18.29004329004329,0.6153846153846154,,0.0492424242424242,,0.0866666666666666,0.0075187969924812,0.0628019323671497,0.0027322404371584,,,,0.0092592592592592,,0.0266666666666666,0.0472440944881889,0.0806451612903225,0.0909090909090909,0.0689655172413793,0.0142857142857142,,0.193103448275862,0.5714285714285714,0.6153846153846154,0.5625,0.1448275862068965,0.3809523809523809,0.4210526315789473,0.25,0.1379310344827586,0.55,0.5789473684210527,0.5454545454545454,0.0827586206896551,0.5833333333333334,0.7,1.0,0.4413793103448276,0.34375,0.3492063492063492,0.8636363636363636,,,,0.4666666666666667,0.1666666666666666,1.0,,,0.5555555555555556,0.3,0.7172413793103448,0.34375,0.5084336805555556,0.5081214285714285,0.4568764705882353,0.0849673202614379,0.1447368421052631,0.0760869565217391,0.1847826086956521,8.402898550724638,24.69078947368421,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3111111111111111,0.1754807692307692,2.0,2.0,1.0,3.0,9.0,3.0,5.0,1.0,1.0,2.0,0.3333333333333333,0.0394736842105263,0.1666666666666666,0.015625,0.1333333333333333,1.0,1.0,0.1428571428571428,1.0,0.0259740259740259,,,,,,,,,,,,,,2024,109.97596153846155,105.86826347305389,4.107698065407661,4.801012993915833,0.7551280043497997,203825,G,1.0
