player,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Natalie Achonwa,IND,F,30,636,18,99,203,.488,3,12,.250,96,191,.503,60,66,.909,48,156,48,18,20,29,77,261,/wnba/players/a/achonna01w.html,https://www.basketball-reference.com/wnba/players/a/achonna01w.html,achonna01w
Kayla Alexander,CHI,C,3,20,0,3,4,.750,0,0,,3,4,.750,3,4,.750,2,7,1,0,0,1,3,9,/wnba/players/a/alexaka01w.html,https://www.basketball-reference.com/wnba/players/a/alexaka01w.html,alexaka01w
Rebecca Allen,NYL,F-G,24,412,2,65,156,.417,29,68,.426,36,88,.409,13,16,.813,12,61,17,12,18,17,51,172,/wnba/players/a/allenre01w.html,https://www.basketball-reference.com/wnba/players/a/allenre01w.html,allenre01w
Jillian Alleyne,MIN,C-F,5,14,0,2,6,.333,0,0,,2,6,.333,0,0,,2,5,1,0,1,0,0,4,/wnba/players/a/alleyji01w.html,https://www.basketball-reference.com/wnba/players/a/alleyji01w.html,alleyji01w
Ariel Atkins,WAS,G,33,804,33,123,296,.416,51,143,.357,72,153,.471,43,53,.811,24,93,65,48,18,34,73,340,/wnba/players/a/atkinar01w.html,https://www.basketball-reference.com/wnba/players/a/atkinar01w.html,atkinar01w
Seimone Augustus,MIN,G-F,12,156,7,20,64,.313,2,12,.167,18,52,.346,3,4,.750,2,7,15,5,1,12,5,45,/wnba/players/a/augusse01w.html,https://www.basketball-reference.com/wnba/players/a/augusse01w.html,augusse01w
Rachel Banham,CON,G,29,353,0,37,115,.322,22,72,.306,15,43,.349,9,13,.692,1,30,26,8,2,26,34,105,/wnba/players/b/banhara01w.html,https://www.basketball-reference.com/wnba/players/b/banhara01w.html,banhara01w
Alana Beard,LAS,G-F,16,235,3,22,49,.449,1,5,.200,21,44,.477,7,9,.778,2,24,23,12,3,9,21,52,/wnba/players/b/beardal01w.html,https://www.basketball-reference.com/wnba/players/b/beardal01w.html,beardal01w
Kenisha Bell,MIN,G,3,11,0,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,1,0,/wnba/players/b/bellke01w.html,https://www.basketball-reference.com/wnba/players/b/bellke01w.html,bellke01w
Alex Bentley,ATL,G,29,634,4,99,323,.307,32,136,.235,67,187,.358,30,35,.857,10,54,86,21,9,44,56,260,/wnba/players/b/bentlal01w.html,https://www.basketball-reference.com/wnba/players/b/bentlal01w.html,bentlal01w
Tiffany Bias,NYL,G,12,105,0,7,28,.250,3,19,.158,4,9,.444,6,7,.857,0,6,11,3,0,8,7,23,/wnba/players/b/biasti01w.html,https://www.basketball-reference.com/wnba/players/b/biasti01w.html,biasti01w
Monique Billings,ATL,F,29,553,2,56,144,.389,1,1,1.000,55,143,.385,47,60,.783,61,201,16,17,12,46,66,160,/wnba/players/b/billimo01w.html,https://www.basketball-reference.com/wnba/players/b/billimo01w.html,billimo01w
DeWanna Bonner,PHO,G-F,34,1120,34,190,504,.377,52,191,.272,138,313,.441,153,167,.916,34,260,92,44,21,53,55,585,/wnba/players/b/bonnede01w.html,https://www.basketball-reference.com/wnba/players/b/bonnede01w.html,bonnede01w
Brittany Boyd,NYL,G,33,649,17,71,180,.394,7,23,.304,64,157,.408,26,34,.765,27,121,151,47,4,81,68,175,/wnba/players/b/boydbr01w.html,https://www.basketball-reference.com/wnba/players/b/boydbr01w.html,boydbr01w
Imani McGee-Stafford,DAL,C,29,346,6,51,109,.468,1,4,.250,50,105,.476,9,14,.643,44,111,18,17,18,34,58,112,/wnba/players/b/boyetim01w.html,https://www.basketball-reference.com/wnba/players/b/boyetim01w.html,boyetim01w
Jessica Breland,ATL,F,33,767,33,104,275,.378,9,38,.237,95,237,.401,29,33,.879,42,240,55,42,35,38,65,246,/wnba/players/b/brelaje01w.html,https://www.basketball-reference.com/wnba/players/b/brelaje01w.html,brelaje01w
Kalani Brown,LAS,C,28,377,0,54,113,.478,0,1,.000,54,112,.482,36,46,.783,34,98,17,9,22,29,47,144,/wnba/players/b/brownka01w.html,https://www.basketball-reference.com/wnba/players/b/brownka01w.html,brownka01w
Lexie Brown,MIN,G,33,605,0,84,209,.402,52,135,.385,32,74,.432,30,38,.789,7,45,47,31,1,41,42,250,/wnba/players/b/brownle02w.html,https://www.basketball-reference.com/wnba/players/b/brownle02w.html,brownle02w
