player,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Natalie Achonwa,IND,F,34,883,34,137,260,.527,0,0,,137,260,.527,76,95,.800,86,234,46,29,23,38,106,350,/wnba/players/a/achonna01w.html,https://www.basketball-reference.com/wnba/players/a/achonna01w.html,achonna01w
Kayla Alexander,IND,C,30,257,0,33,61,.541,0,0,,33,61,.541,14,17,.824,21,65,5,4,10,19,37,80,/wnba/players/a/alexaka01w.html,https://www.basketball-reference.com/wnba/players/a/alexaka01w.html,alexaka01w
Lindsay Allen,LVA,G,24,358,6,28,73,.384,1,16,.063,27,57,.474,17,24,.708,3,30,69,15,0,21,17,74,/wnba/players/a/allenli01w.html,https://www.basketball-reference.com/wnba/players/a/allenli01w.html,allenli01w
Rebecca Allen,NYL,F-G,28,291,0,38,101,.376,10,38,.263,28,63,.444,21,25,.840,13,48,8,9,11,16,36,107,/wnba/players/a/allenre01w.html,https://www.basketball-reference.com/wnba/players/a/allenre01w.html,allenre01w
Ariel Atkins,WAS,G,29,652,24,120,278,.432,45,126,.357,75,152,.493,42,51,.824,28,69,60,39,10,39,73,327,/wnba/players/a/atkinar01w.html,https://www.basketball-reference.com/wnba/players/a/atkinar01w.html,atkinar01w
Seimone Augustus,MIN,G-F,33,864,33,156,334,.467,21,66,.318,135,268,.504,24,34,.706,5,60,85,14,8,40,32,357,/wnba/players/a/augusse01w.html,https://www.basketball-reference.com/wnba/players/a/augusse01w.html,augusse01w
Rachel Banham,CON,G,33,424,5,55,133,.414,30,81,.370,25,52,.481,33,38,.868,6,29,48,15,3,18,55,173,/wnba/players/b/banhara01w.html,https://www.basketball-reference.com/wnba/players/b/banhara01w.html,banhara01w
Alana Beard,LAS,G-F,30,766,30,51,130,.392,2,5,.400,49,125,.392,17,21,.810,36,98,50,44,6,20,73,121,/wnba/players/b/beardal01w.html,https://www.basketball-reference.com/wnba/players/b/beardal01w.html,beardal01w
Hind Ben Abdelkader,IND,G,14,142,0,8,43,.186,6,29,.207,2,14,.143,7,8,.875,1,14,11,4,1,13,10,29,/wnba/players/b/benahi01w.html,https://www.basketball-reference.com/wnba/players/b/benahi01w.html,benahi01w
Monique Billings,ATL,F,32,353,0,41,93,.441,0,0,,41,93,.441,24,32,.750,37,88,12,14,1,14,37,106,/wnba/players/b/billimo01w.html,https://www.basketball-reference.com/wnba/players/b/billimo01w.html,billimo01w
