player,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Jessica Adair,MIN,C,31,321,1,50,103,.485,0,0,,50,103,.485,32,49,.653,43,90,10,8,18,27,51,132,/wnba/players/a/adairje01w.html,https://www.basketball-reference.com/wnba/players/a/adairje01w.html,adairje01w
Danielle Adams,SAS,F-C,23,480,0,99,230,.430,35,100,.350,64,130,.492,53,71,.746,35,98,13,12,15,27,60,286,/wnba/players/a/adamsda01w.html,https://www.basketball-reference.com/wnba/players/a/adamsda01w.html,adamsda01w
Matee Ajavon,WAS,G,34,1065,33,174,445,.391,37,134,.276,137,311,.441,116,140,.829,30,80,105,57,9,105,109,501,/wnba/players/a/ajavoma01w.html,https://www.basketball-reference.com/wnba/players/a/ajavoma01w.html,ajavoma01w
Nicky Anosike,WAS,F-C,34,924,29,75,216,.347,0,1,.000,75,215,.349,89,121,.736,83,245,47,49,28,59,87,239,/wnba/players/a/anosini01w.html,https://www.basketball-reference.com/wnba/players/a/anosini01w.html,anosini01w
Jayne Appel-Marinelli,SAS,C,31,452,0,42,89,.472,1,3,.333,41,86,.477,14,25,.560,40,142,25,17,20,23,68,99,/wnba/players/a/appelja01w.html,https://www.basketball-reference.com/wnba/players/a/appelja01w.html,appelja01w
Seimone Augustus,MIN,G-F,34,997,34,231,458,.504,25,60,.417,206,398,.518,64,74,.865,19,120,75,30,15,45,41,551,/wnba/players/a/augusse01w.html,https://www.basketball-reference.com/wnba/players/a/augusse01w.html,augusse01w
Miranda Ayim,TUL,F,3,42,0,4,9,.444,0,0,,4,9,.444,0,2,.000,4,7,2,2,1,4,7,8,/wnba/players/a/ayimmi01w.html,https://www.basketball-reference.com/wnba/players/a/ayimmi01w.html,ayimmi01w
Alison Bales,ATL,C,34,687,15,70,144,.486,6,17,.353,64,127,.504,24,32,.750,35,160,42,15,53,16,56,170,/wnba/players/b/balesal01w.html,https://www.basketball-reference.com/wnba/players/b/balesal01w.html,balesal01w
Tully Bevilaqua,SAS,G,34,494,25,37,82,.451,12,42,.286,25,40,.625,13,18,.722,10,48,55,24,2,25,31,99,/wnba/players/b/beviltu01w.html,https://www.basketball-reference.com/wnba/players/b/beviltu01w.html,beviltu01w
Sue Bird,SEA,G,34,1123,34,183,408,.449,71,166,.428,112,242,.463,63,72,.875,14,99,165,48,6,80,43,500,/wnba/players/b/birdsu01w.html,https://www.basketball-reference.com/wnba/players/b/birdsu01w.html,birdsu01w
Angie Bjorklund,CHI,F,7,43,0,2,11,.182,1,5,.200,1,6,.167,3,3,1.000,0,2,2,1,0,2,8,8,/wnba/players/b/bjorkan01w.html,https://www.basketball-reference.com/wnba/players/b/bjorkan01w.html,bjorkan01w
Shannon Bobbitt,IND,G,31,439,3,41,115,.357,17,44,.386,24,71,.338,23,30,.767,12,41,54,30,0,37,33,122,/wnba/players/b/bobbish01w.html,https://www.basketball-reference.com/wnba/players/b/bobbish01w.html,bobbish01w
DeWanna Bonner,PHO,G-F,34,857,5,120,279,.430,35,102,.343,85,177,.480,90,99,.909,62,238,27,34,36,34,61,365,/wnba/players/b/bonnede01w.html,https://www.basketball-reference.com/wnba/players/b/bonnede01w.html,bonnede01w
Rebekkah Brunson,MIN,F,34,938,34,137,268,.511,0,0,,137,268,.511,74,111,.667,96,301,40,28,18,51,72,348,/wnba/players/b/brunsre01w.html,https://www.basketball-reference.com/wnba/players/b/brunsre01w.html,brunsre01w
Liz Cambage,TUL,C,33,659,11,134,262,.511,0,5,.000,134,257,.521,112,141,.794,54,156,17,28,29,79,95,380,/wnba/players/c/cambael01w.html,https://www.basketball-reference.com/wnba/players/c/cambael01w.html,cambael01w
Dominique Canty,CHI,G,22,331,8,35,110,.318,1,7,.143,34,103,.330,19,33,.576,8,27,45,10,2,32,37,90,/wnba/players/c/cantydo01w.html,https://www.basketball-reference.com/wnba/players/c/cantydo01w.html,cantydo01w
Essence Carson,NYL,G,32,725,5,139,318,.437,24,62,.387,115,256,.449,59,80,.738,31,90,53,38,20,46,60,361,/wnba/players/c/carsoes01w.html,https://www.basketball-reference.com/wnba/players/c/carsoes01w.html,carsoes01w
Swin Cash,SEA,F,34,1128,34,151,381,.396,35,123,.285,116,258,.450,115,136,.846,52,234,81,32,21,94,100,452,/wnba/players/c/cashsw01w.html,https://www.basketball-reference.com/wnba/players/c/cashsw01w.html,cashsw01w
Iziane Castro Marques,ATL,F-G,34,672,14,99,275,.360,17,80,.213,82,195,.421,44,71,.620,15,58,57,13,4,54,38,259,/wnba/players/c/castriz01w.html,https://www.basketball-reference.com/wnba/players/c/castriz01w.html,castriz01w
Tamika Catchings,IND,F,33,1040,33,168,384,.438,32,92,.348,136,292,.466,143,162,.883,63,233,115,67,30,73,69,511,/wnba/players/c/catchta01w.html,https://www.basketball-reference.com/wnba/players/c/catchta01w.html,catchta01w
Tina Charles,CON,C,34,1136,34,254,543,.468,0,3,.000,254,540,.470,92,134,.687,126,374,63,26,60,75,89,600,/wnba/players/c/charlti01w.html,https://www.basketball-reference.com/wnba/players/c/charlti01w.html,charlti01w
Joy Cheek,WAS,F,3,16,0,1,4,.250,0,1,.000,1,3,.333,1,1,1.000,0,3,0,0,1,2,2,3,/wnba/players/c/cheekjo01w.html,https://www.basketball-reference.com/wnba/players/c/cheekjo01w.html,cheekjo01w
Felicia Chester,NYL,F,4,27,0,1,3,.333,0,0,,1,3,.333,0,2,.000,4,8,0,1,0,0,4,2,/wnba/players/c/chestfe01w.html,https://www.basketball-reference.com/wnba/players/c/chestfe01w.html,chestfe01w
Marissa Coleman,WAS,G-F,34,918,28,107,278,.385,53,144,.368,54,134,.403,25,37,.676,46,164,47,24,14,54,80,292,/wnba/players/c/colemma01w.html,https://www.basketball-reference.com/wnba/players/c/colemma01w.html,colemma01w
Sydney Colson,NYL,G,16,86,0,7,20,.350,3,7,.429,4,13,.308,5,6,.833,0,6,10,4,2,17,9,22,/wnba/players/c/colsosy01w.html,https://www.basketball-reference.com/wnba/players/c/colsosy01w.html,colsosy01w
Monique Currie,WAS,F,4,77,1,15,35,.429,1,8,.125,14,27,.519,16,16,1.000,7,17,4,7,0,10,11,47,/wnba/players/c/currimo01w.html,https://www.basketball-reference.com/wnba/players/c/currimo01w.html,currimo01w
Jessica Davenport,IND,C,34,717,8,145,274,.529,0,3,.000,145,271,.535,73,104,.702,50,163,17,27,45,55,77,363,/wnba/players/d/davenje01w.html,https://www.basketball-reference.com/wnba/players/d/davenje01w.html,davenje01w
Erika de Souza,ATL,F-C,32,877,32,171,343,.499,0,1,.000,171,342,.500,36,55,.655,83,240,31,38,43,57,94,378,/wnba/players/d/desouer01w.html,https://www.basketball-reference.com/wnba/players/d/desouer01w.html,desouer01w
Scholanda Dorrell,SAS,G,32,518,22,52,155,.335,18,53,.340,34,102,.333,31,44,.705,9,49,12,23,7,19,51,153,/wnba/players/d/dorresc01w.html,https://www.basketball-reference.com/wnba/players/d/dorresc01w.html,dorresc01w
Katie Douglas,IND,G-F,32,940,32,166,357,.465,66,150,.440,100,207,.483,47,70,.671,31,126,91,41,8,65,48,445,/wnba/players/d/douglka01w.html,https://www.basketball-reference.com/wnba/players/d/douglka01w.html,douglka01w
Victoria Dunlap,WAS,F,26,219,3,25,57,.439,1,2,.500,24,55,.436,8,17,.471,17,43,11,18,5,15,19,59,/wnba/players/d/dunlavi01w.html,https://www.basketball-reference.com/wnba/players/d/dunlavi01w.html,dunlavi01w
Candice Dupree,PHO,F,34,1075,34,198,361,.548,1,6,.167,197,355,.555,98,115,.852,86,279,61,19,25,67,74,495,/wnba/players/d/dupreca01w.html,https://www.basketball-reference.com/wnba/players/d/dupreca01w.html,dupreca01w
Shyra Ely-Gash,IND,F,33,355,0,39,109,.358,5,24,.208,34,85,.400,20,29,.690,19,73,9,6,6,25,46,103,/wnba/players/e/elysh01w.html,https://www.basketball-reference.com/wnba/players/e/elysh01w.html,elysh01w
Marie Ferdinand-Harris,PHO,G,34,593,2,87,260,.335,18,54,.333,69,206,.335,38,39,.974,14,51,39,19,7,43,61,230,/wnba/players/f/ferdima01w.html,https://www.basketball-reference.com/wnba/players/f/ferdima01w.html,ferdima01w
Sylvia Fowles,CHI,C,34,1175,34,263,445,.591,0,0,,263,445,.591,154,201,.766,100,347,22,41,68,96,85,680,/wnba/players/f/fowlesy01w.html,https://www.basketball-reference.com/wnba/players/f/fowlesy01w.html,fowlesy01w
Kerri Gardin,WAS,F,28,391,5,14,59,.237,0,8,.000,14,51,.275,15,29,.517,22,75,27,24,13,26,39,43,/wnba/players/g/gardike01w.html,https://www.basketball-reference.com/wnba/players/g/gardike01w.html,gardike01w
Alexis Gray-Lawson,PHO,G,27,308,0,33,83,.398,15,43,.349,18,40,.450,23,28,.821,5,20,35,6,0,21,30,104,/wnba/players/g/graylal01w.html,https://www.basketball-reference.com/wnba/players/g/graylal01w.html,graylal01w
