player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Kayla McBride,22,SAS,G,2,61,2,16,27,.593,6,10,.600,10,17,.588,7,7,1.000,1,5,1,2,0,7,4,45,/wnba/players/m/mcbrika01w.html,https://www.basketball-reference.com/wnba/players/m/mcbrika01w.html,mcbrika01w
Devereaux Peters,24,MIN,F,5,57,0,5,11,.455,0,0,,5,11,.455,0,0,,5,11,1,3,1,6,6,10,/wnba/players/p/peterde01w.html,https://www.basketball-reference.com/wnba/players/p/peterde01w.html,peterde01w
Jia Perkins,32,SAS,G,2,46,0,10,16,.625,3,5,.600,7,11,.636,1,2,.500,1,2,1,1,1,1,2,24,/wnba/players/p/perkiji01w.html,https://www.basketball-reference.com/wnba/players/p/perkiji01w.html,perkiji01w
Candace Parker,28,LAS,F-C,2,73,2,19,35,.543,1,4,.250,18,31,.581,4,9,.444,1,12,7,3,5,9,6,43,/wnba/players/p/parkeca01w.html,https://www.basketball-reference.com/wnba/players/p/parkeca01w.html,parkeca01w
Nneka Ogwumike,23,LAS,F,2,60,2,10,15,.667,0,0,,10,15,.667,6,6,1.000,2,12,2,1,0,6,6,26,/wnba/players/o/ogwumnn01w.html,https://www.basketball-reference.com/wnba/players/o/ogwumnn01w.html,ogwumnn01w
Astou Ndour-Fall,19,SAS,C-F,1,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,/wnba/players/n/ndouras01w.html,https://www.basketball-reference.com/wnba/players/n/ndouras01w.html,ndouras01w
Shay Murphy,29,PHO,G,7,51,0,3,11,.273,1,4,.250,2,7,.286,0,0,,1,10,3,2,0,4,10,7,/wnba/players/m/murphsh01w.html,https://www.basketball-reference.com/wnba/players/m/murphsh01w.html,murphsh01w
Maya Moore,25,MIN,F,5,180,5,33,75,.440,9,27,.333,24,48,.500,24,24,1.000,12,30,27,14,8,12,19,99,/wnba/players/m/moorema01w.html,https://www.basketball-reference.com/wnba/players/m/moorema01w.html,moorema01w
Emma Meesseman,21,WAS,F,2,66,2,10,19,.526,0,0,,10,19,.526,5,5,1.000,4,16,0,3,2,8,6,25,/wnba/players/m/meessem01w.html,https://www.basketball-reference.com/wnba/players/m/meessem01w.html,meessem01w
Nadirah McKenith,22,MIN,G,2,2,0,0,1,.000,0,1,.000,0,0,,2,2,1.000,0,0,1,0,0,0,0,2,/wnba/players/m/mckenna01w.html,https://www.basketball-reference.com/wnba/players/m/mckenna01w.html,mckenna01w
Angel McCoughtry,27,ATL,F-G,3,105,3,26,60,.433,4,9,.444,22,51,.431,24,26,.923,8,18,10,8,1,4,11,80,/wnba/players/m/mccouan01w.html,https://www.basketball-reference.com/wnba/players/m/mccouan01w.html,mccouan01w
Janel McCarville,31,MIN,F-C,5,120,5,13,27,.481,1,3,.333,12,24,.500,2,3,.667,6,22,9,0,1,8,13,29,/wnba/players/m/mccarja01w.html,https://www.basketball-reference.com/wnba/players/m/mccarja01w.html,mccarja01w
Erin Phillips,29,PHO,G,8,122,0,10,31,.323,3,13,.231,7,18,.389,5,5,1.000,9,20,19,7,1,7,15,28,/wnba/players/p/philler01w.html,https://www.basketball-reference.com/wnba/players/p/philler01w.html,philler01w
Sancho Lyttle,30,ATL,F,3,109,3,13,33,.394,0,2,.000,13,31,.419,2,3,.667,6,34,10,3,3,8,7,28,/wnba/players/l/lyttlsa01w.html,https://www.basketball-reference.com/wnba/players/l/lyttlsa01w.html,lyttlsa01w
Maggie Lucas,22,IND,G,5,36,0,5,13,.385,3,7,.429,2,6,.333,0,0,,0,1,0,0,2,1,9,13,/wnba/players/l/lucasma01w.html,https://www.basketball-reference.com/wnba/players/l/lucasma01w.html,lucasma01w
Tricia Liston,22,MIN,F,2,2,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,/wnba/players/l/listotr01w.html,https://www.basketball-reference.com/wnba/players/l/listotr01w.html,listotr01w
