player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
LaToya Sanders,31,WAS,F-C,9,238,9,27,58,.466,0,0,,27,58,.466,15,19,.789,16,52,20,11,23,5,26,69,/wnba/players/p/pringla01w.html,https://www.basketball-reference.com/wnba/players/p/pringla01w.html,pringla01w
Shekinna Stricklen,27,CON,F,1,23,1,2,5,.400,2,5,.400,0,0,,0,0,,0,1,2,0,0,1,4,6,/wnba/players/s/stricsh01w.html,https://www.basketball-reference.com/wnba/players/s/stricsh01w.html,stricsh01w
Breanna Stewart,23,SEA,F,8,297,8,70,150,.467,15,36,.417,55,114,.482,42,51,.824,9,55,20,10,7,18,16,197,/wnba/players/s/stewabr01w.html,https://www.basketball-reference.com/wnba/players/s/stewabr01w.html,stewabr01w
Azura Stevens,22,DAL,F-C,1,13,0,3,3,1.000,1,1,1.000,2,2,1.000,0,0,,1,2,0,0,0,0,2,7,/wnba/players/s/steveaz01w.html,https://www.basketball-reference.com/wnba/players/s/steveaz01w.html,steveaz01w
Odyssey Sims,25,LAS,G,2,29,0,3,8,.375,1,2,.500,2,6,.333,2,2,1.000,0,5,3,2,0,0,1,9,/wnba/players/s/simsod01w.html,https://www.basketball-reference.com/wnba/players/s/simsod01w.html,simsod01w
Karlie Samuelson,23,LAS,G,1,3,0,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,0,0,0,/wnba/players/s/samueka01w.html,https://www.basketball-reference.com/wnba/players/s/samueka01w.html,samueka01w
Mercedes Russell,22,SEA,C,1,4,0,0,0,,0,0,,0,0,,0,0,,0,1,0,0,0,0,2,0,/wnba/players/r/russeme01w.html,https://www.basketball-reference.com/wnba/players/r/russeme01w.html,russeme01w
Tierra Ruffin-Pratt,27,WAS,G,9,156,0,20,52,.385,4,17,.235,16,35,.457,3,3,1.000,3,20,7,7,3,9,21,47,/wnba/players/r/ruffiti01w.html,https://www.basketball-reference.com/wnba/players/r/ruffiti01w.html,ruffiti01w
Leticia Romero,23,DAL,G,1,2,0,0,0,,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,2,/wnba/players/r/romerle01w.html,https://www.basketball-reference.com/wnba/players/r/romerle01w.html,romerle01w
Angel Robinson,31,PHO,F-C,4,32,0,7,11,.636,1,1,1.000,6,10,.600,2,2,1.000,2,6,1,0,3,2,8,17,/wnba/players/r/robinan01w.html,https://www.basketball-reference.com/wnba/players/r/robinan01w.html,robinan01w
