player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Jenna O'Hea,25,LAS,F,4,71,0,2,8,.250,1,5,.200,1,3,.333,4,4,1.000,1,7,5,1,0,5,7,9,/wnba/players/o/oheaje01w.html,https://www.basketball-reference.com/wnba/players/o/oheaje01w.html,oheaje01w
Armintie Herrington,27,ATL,G,3,90,3,8,22,.364,0,0,,8,22,.364,8,11,.727,5,11,10,7,1,5,7,24,/wnba/players/p/pricear01w.html,https://www.basketball-reference.com/wnba/players/p/pricear01w.html,pricear01w
Nicole Powell,30,NYL,F,2,64,2,7,18,.389,4,11,.364,3,7,.429,0,0,,0,6,3,1,1,3,4,18,/wnba/players/p/powelni01w.html,https://www.basketball-reference.com/wnba/players/p/powelni01w.html,powelni01w
Cappie Pondexter,29,NYL,G,2,66,2,11,38,.289,1,10,.100,10,28,.357,11,11,1.000,2,9,10,5,0,3,3,34,/wnba/players/p/pondeca01w.html,https://www.basketball-reference.com/wnba/players/p/pondeca01w.html,pondeca01w
Jeanette Pohlen-Mavunga,23,IND,G,6,69,0,7,9,.778,5,5,1.000,2,4,.500,0,0,,0,4,2,3,0,5,5,19,/wnba/players/p/pohleje01w.html,https://www.basketball-reference.com/wnba/players/p/pohleje01w.html,pohleje01w
Plenette Pierson,30,NYL,F,2,61,2,7,18,.389,0,1,.000,7,17,.412,4,5,.800,4,10,6,1,0,3,4,18,/wnba/players/p/pierspl01w.html,https://www.basketball-reference.com/wnba/players/p/pierspl01w.html,pierspl01w
Erin Phillips,27,IND,G,10,301,9,38,80,.475,15,29,.517,23,51,.451,10,14,.714,10,22,16,6,1,10,26,101,/wnba/players/p/philler01w.html,https://www.basketball-reference.com/wnba/players/p/philler01w.html,philler01w
Devereaux Peters,22,MIN,F,9,62,0,5,12,.417,0,1,.000,5,11,.455,2,3,.667,5,16,3,4,5,6,11,12,/wnba/players/p/peterde01w.html,https://www.basketball-reference.com/wnba/players/p/peterde01w.html,peterde01w
Jia Perkins,30,SAS,G,2,43,0,9,24,.375,3,9,.333,6,15,.400,3,6,.500,1,3,5,6,1,1,4,24,/wnba/players/p/perkiji01w.html,https://www.basketball-reference.com/wnba/players/p/perkiji01w.html,perkiji01w
Candace Parker,26,LAS,F-C,4,144,4,43,75,.573,8,16,.500,35,59,.593,21,24,.875,12,44,17,4,7,8,6,115,/wnba/players/p/parkeca01w.html,https://www.basketball-reference.com/wnba/players/p/parkeca01w.html,parkeca01w
Danielle Robinson,23,SAS,G,2,65,2,9,20,.450,0,1,.000,9,19,.474,6,6,1.000,1,8,9,1,0,3,5,24,/wnba/players/r/robinda01w.html,https://www.basketball-reference.com/wnba/players/r/robinda01w.html,robinda01w
Nneka Ogwumike,21,LAS,F,4,103,4,16,29,.552,0,0,,16,29,.552,4,10,.400,7,21,2,4,3,5,14,36,/wnba/players/o/ogwumnn01w.html,https://www.basketball-reference.com/wnba/players/o/ogwumnn01w.html,ogwumnn01w
Maya Moore,23,MIN,F,9,303,9,51,119,.429,26,60,.433,25,59,.424,21,23,.913,19,47,25,9,5,15,29,149,/wnba/players/m/moorema01w.html,https://www.basketball-reference.com/wnba/players/m/moorema01w.html,moorema01w
Jessica Moore,29,CON,F-C,1,2,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,/wnba/players/m/mooreje01w.html,https://www.basketball-reference.com/wnba/players/m/mooreje01w.html,mooreje01w
Renee Montgomery,25,CON,G,5,120,0,11,28,.393,7,17,.412,4,11,.364,5,6,.833,0,6,17,2,0,7,3,34,/wnba/players/m/montgre01w.html,https://www.basketball-reference.com/wnba/players/m/montgre01w.html,montgre01w
Alex Montgomery,23,NYL,G-F,2,22,0,2,7,.286,1,4,.250,1,3,.333,3,4,.750,2,6,0,2,0,0,1,8,/wnba/players/m/montgal01w.html,https://www.basketball-reference.com/wnba/players/m/montgal01w.html,montgal01w
Leilani Mitchell,27,NYL,G,2,31,0,2,8,.250,1,5,.200,1,3,.333,0,0,,2,3,1,0,0,3,5,5,/wnba/players/m/mitchle01w.html,https://www.basketball-reference.com/wnba/players/m/mitchle01w.html,mitchle01w
