player,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Lindsay Allen,CHI,G,40,950,28,104,223,.466,14,48,.292,90,175,.514,42,52,.808,13,80,157,32,7,64,67,264,/wnba/players/a/allenli01w.html,https://www.basketball-reference.com/wnba/players/a/allenli01w.html,allenli01w
Rebecca Allen,PHO,F-G,18,447,18,53,126,.421,25,70,.357,28,56,.500,2,3,.667,13,71,20,17,12,18,35,133,/wnba/players/a/allenre01w.html,https://www.basketball-reference.com/wnba/players/a/allenre01w.html,allenre01w
Laeticia Amihere,ATL,F,16,83,0,7,26,.269,0,0,,7,26,.269,5,17,.294,12,27,3,2,3,8,7,19,/wnba/players/a/amihela01w.html,https://www.basketball-reference.com/wnba/players/a/amihela01w.html,amihela01w
Ariel Atkins,WAS,G,40,1196,40,217,497,.437,79,221,.357,138,276,.500,84,99,.848,36,135,124,59,17,92,112,597,/wnba/players/a/atkinar01w.html,https://www.basketball-reference.com/wnba/players/a/atkinar01w.html,atkinar01w
Amy Atwell,PHO,F,6,59,0,4,15,.267,3,13,.231,1,2,.500,4,5,.800,3,6,6,0,1,2,3,15,/wnba/players/a/atwelam01w.html,https://www.basketball-reference.com/wnba/players/a/atwelam01w.html,atwelam01w
Shakira Austin,WAS,F-C,12,238,11,52,121,.430,1,4,.250,51,117,.436,36,54,.667,21,82,11,15,11,29,30,141,/wnba/players/a/austish01w.html,https://www.basketball-reference.com/wnba/players/a/austish01w.html,austish01w
Kierstan Bell,LVA,F,6,43,0,6,16,.375,4,8,.500,2,8,.250,1,2,.500,1,6,5,0,0,1,5,17,/wnba/players/b/bellki01w.html,https://www.basketball-reference.com/wnba/players/b/bellki01w.html,bellki01w
Grace Berger,IND,G,11,102,0,10,25,.400,2,5,.400,8,20,.400,9,14,.643,4,15,7,5,0,10,12,31,/wnba/players/b/bergegr01w.html,https://www.basketball-reference.com/wnba/players/b/bergegr01w.html,bergegr01w
Caitlin Bickle,CON,F,8,15,0,0,3,.000,0,3,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,/wnba/players/b/bicklca01w.html,https://www.basketball-reference.com/wnba/players/b/bicklca01w.html,bicklca01w
DeWanna Bonner,CON,G-F,40,1271,39,212,511,.415,58,197,.294,154,314,.490,119,143,.832,22,238,80,47,27,56,70,601,/wnba/players/b/bonnede01w.html,https://www.basketball-reference.com/wnba/players/b/bonnede01w.html,bonnede01w
Aliyah Boston,IND,C-F,40,1236,40,236,446,.529,7,26,.269,229,420,.545,81,110,.736,111,355,126,35,49,79,130,560,/wnba/players/b/bostoal01w.html,https://www.basketball-reference.com/wnba/players/b/bostoal01w.html,bostoal01w
Cameron Brink,LAS,F,15,329,15,41,103,.398,10,31,.323,31,72,.431,21,25,.840,18,80,25,16,35,34,60,113,/wnba/players/b/brinkca01w.html,https://www.basketball-reference.com/wnba/players/b/brinkca01w.html,brinkca01w
Jaelyn Brown,DAL,G-F,14,141,1,15,31,.484,6,12,.500,9,19,.474,1,3,.333,7,21,6,4,4,12,16,37,/wnba/players/b/brownja06w.html,https://www.basketball-reference.com/wnba/players/b/brownja06w.html,brownja06w
Jakia Brown-Turner,WAS,G,2,8,0,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,1,0,1,0,0,0,2,/wnba/players/b/brownja07w.html,https://www.basketball-reference.com/wnba/players/b/brownja07w.html,brownja07w
Kalani Brown,DAL,C,39,516,2,92,158,.582,0,3,.000,92,155,.594,39,59,.661,43,119,41,7,22,48,63,223,/wnba/players/b/brownka01w.html,https://www.basketball-reference.com/wnba/players/b/brownka01w.html,brownka01w
Lexie Brown,LAS,G,16,379,8,42,131,.321,21,69,.304,21,62,.339,24,27,.889,1,37,53,17,2,31,22,129,/wnba/players/b/brownle02w.html,https://www.basketball-reference.com/wnba/players/b/brownle02w.html,brownle02w
Kennedy Burke,NYL,G-F,38,459,3,54,132,.409,15,58,.259,39,74,.527,8,12,.667,14,58,33,24,11,27,37,131,/wnba/players/b/burkeke01w.html,https://www.basketball-reference.com/wnba/players/b/burkeke01w.html,burkeke01w
Rae Burrell,LAS,G-F,37,579,7,59,163,.362,24,72,.333,35,91,.385,78,100,.780,21,68,42,29,11,37,59,220,/wnba/players/b/burrera01w.html,https://www.basketball-reference.com/wnba/players/b/burrera01w.html,burrera01w
Veronica Burton,CON,G,31,393,1,26,72,.361,13,37,.351,13,35,.371,31,37,.838,13,44,58,14,7,15,32,96,/wnba/players/b/burtove01w.html,https://www.basketball-reference.com/wnba/players/b/burtove01w.html,burtove01w
Maya Caldwell,ATL,G,25,405,6,52,125,.416,15,50,.300,37,75,.493,12,15,.800,20,45,27,15,5,23,30,131,/wnba/players/c/caldwma01w.html,https://www.basketball-reference.com/wnba/players/c/caldwma01w.html,caldwma01w
Jordin Canada,ATL,G,20,624,18,69,177,.390,16,57,.281,53,120,.442,57,73,.781,12,69,116,32,5,42,52,211,/wnba/players/c/canadjo01w.html,https://www.basketball-reference.com/wnba/players/c/canadjo01w.html,canadjo01w
Emma Cannon,LVA,F,5,9,0,2,3,.667,0,1,.000,2,2,1.000,0,0,,0,2,1,0,0,1,0,4,/wnba/players/c/cannoem01w.html,https://www.basketball-reference.com/wnba/players/c/cannoem01w.html,cannoem01w
Kamilla Cardoso,CHI,C,32,876,29,126,242,.521,0,0,,126,242,.521,61,84,.726,96,254,54,17,46,49,101,313,/wnba/players/c/cardoka01w.html,https://www.basketball-reference.com/wnba/players/c/cardoka01w.html,cardoka01w
Bridget Carleton,MIN,F,39,1164,36,126,284,.444,91,205,.444,35,79,.443,30,38,.789,37,147,87,39,12,40,80,373,/wnba/players/c/carlebr01w.html,https://www.basketball-reference.com/wnba/players/c/carlebr01w.html,carlebr01w
DiJonai Carrington,CON,G-F,39,1155,39,173,429,.403,26,104,.250,147,325,.452,124,157,.790,53,196,61,61,17,74,100,496,/wnba/players/c/carridi01w.html,https://www.basketball-reference.com/wnba/players/c/carridi01w.html,carridi01w
Chennedy Carter,CHI,G,33,858,20,238,489,.487,9,31,.290,229,458,.500,92,126,.730,22,117,102,36,6,55,105,577,/wnba/players/c/cartech01w.html,https://www.basketball-reference.com/wnba/players/c/cartech01w.html,cartech01w
Jessika Carter,LVA,C,2,4,0,0,1,.000,0,0,,0,1,.000,0,2,.000,0,0,0,0,0,0,0,0,/wnba/players/c/carteje02w.html,https://www.basketball-reference.com/wnba/players/c/carteje02w.html,carteje02w
Tina Charles,ATL,C,39,1160,39,243,533,.456,11,42,.262,232,491,.473,84,107,.785,97,374,89,36,20,61,96,581,/wnba/players/c/charlti01w.html,https://www.basketball-reference.com/wnba/players/c/charlti01w.html,charlti01w
Layshia Clarendon,LAS,G,21,335,12,32,75,.427,7,20,.350,25,55,.455,20,23,.870,6,38,54,15,1,25,44,91,/wnba/players/c/clarela01w.html,https://www.basketball-reference.com/wnba/players/c/clarela01w.html,clarela01w
Alysha Clark,LVA,F,40,972,18,85,192,.443,47,126,.373,38,66,.576,23,28,.821,21,145,70,33,11,55,107,240,/wnba/players/c/clarkal01w.html,https://www.basketball-reference.com/wnba/players/c/clarkal01w.html,clarkal01w
Caitlin Clark,IND,G,40,1416,40,242,580,.417,122,355,.344,120,225,.533,163,180,.906,14,227,337,53,27,223,111,769,/wnba/players/c/clarkca02w.html,https://www.basketball-reference.com/wnba/players/c/clarkca02w.html,clarkca02w
Natasha Cloud,PHO,G,38,1265,38,152,383,.397,44,143,.308,108,240,.450,90,109,.826,18,154,263,54,23,115,102,438,/wnba/players/c/cloudna01w.html,https://www.basketball-reference.com/wnba/players/c/cloudna01w.html,cloudna01w
Nia Coffey,ATL,F,40,534,11,48,148,.324,18,66,.273,30,82,.366,16,21,.762,19,95,46,12,26,40,48,130,/wnba/players/c/coffeni01w.html,https://www.basketball-reference.com/wnba/players/c/coffeni01w.html,coffeni01w
Napheesa Collier,MIN,F,34,1181,34,268,545,.492,31,100,.310,237,445,.533,127,158,.804,76,330,115,65,48,70,87,694,/wnba/players/c/collina01w.html,https://www.basketball-reference.com/wnba/players/c/collina01w.html,collina01w
Sydney Colson,LVA,G,31,248,1,27,64,.422,14,37,.378,13,27,.481,8,9,.889,1,14,30,15,5,14,23,76,/wnba/players/c/colsosy01w.html,https://www.basketball-reference.com/wnba/players/c/colsosy01w.html,colsosy01w
Zia Cooke,LAS,G,29,257,0,36,112,.321,11,37,.297,25,75,.333,20,29,.690,3,18,17,9,3,21,22,103,/wnba/players/c/cookezi01w.html,https://www.basketball-reference.com/wnba/players/c/cookezi01w.html,cookezi01w
Kahleah Copper,PHO,G-F,37,1197,37,273,628,.435,69,220,.314,204,408,.500,167,207,.807,24,168,84,29,3,110,121,782,/wnba/players/c/coppeka01w.html,https://www.basketball-reference.com/wnba/players/c/coppeka01w.html,coppeka01w
Lorela Cubaj,ATL,F-C,28,221,1,15,35,.429,0,0,,15,35,.429,3,5,.600,19,41,15,9,2,12,33,33,/wnba/players/c/cubajlo01w.html,https://www.basketball-reference.com/wnba/players/c/cubajlo01w.html,cubajlo01w
Sophie Cunningham,PHO,G,40,1109,21,103,240,.429,68,180,.378,35,60,.583,60,69,.870,16,157,79,41,10,38,91,334,/wnba/players/c/cunniso01w.html,https://www.basketball-reference.com/wnba/players/c/cunniso01w.html,cunniso01w
Damiris Dantas,IND,C-F,20,210,0,34,74,.459,13,33,.394,21,41,.512,8,12,.667,4,43,12,5,5,12,20,89,/wnba/players/d/dantada01w.html,https://www.basketball-reference.com/wnba/players/d/dantada01w.html,dantada01w
Kaela Davis,CHI,F,4,52,0,4,12,.333,2,2,1.000,2,10,.200,2,4,.500,1,4,1,1,2,4,5,12,/wnba/players/d/daviska01w.html,https://www.basketball-reference.com/wnba/players/d/daviska01w.html,daviska01w
