player,wnba_age,team,pos,g,mp,gs,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,trb,ast,stl,blk,tov,pf,pts,player_href,player_url,player_id
Jenna O'Hea,26,LAS,F,2,24,0,2,6,.333,1,4,.250,1,2,.500,1,2,.500,0,2,2,1,0,2,2,6,/wnba/players/o/oheaje01w.html,https://www.basketball-reference.com/wnba/players/o/oheaje01w.html,oheaje01w
Ashley Robinson,30,SEA,C,2,16,0,0,0,,0,0,,0,0,,0,0,,0,2,0,0,1,2,2,0,/wnba/players/r/robinas01w.html,https://www.basketball-reference.com/wnba/players/r/robinas01w.html,robinas01w
Ruth Riley,33,ATL,C,4,26,0,3,4,.750,1,1,1.000,2,3,.667,1,2,.500,2,2,1,0,0,2,7,8,/wnba/players/r/rileyru01w.html,https://www.basketball-reference.com/wnba/players/r/rileyru01w.html,rileyru01w
Noelle Quinn,28,SEA,G,2,53,0,3,7,.429,1,3,.333,2,4,.500,0,0,,0,7,3,1,0,1,5,7,/wnba/players/q/quinnno01w.html,https://www.basketball-reference.com/wnba/players/q/quinnno01w.html,quinnno01w
Allie Quigley,27,CHI,G,2,25,0,2,8,.250,1,2,.500,1,6,.167,0,0,,0,0,3,0,0,1,2,5,/wnba/players/q/quiglal01w.html,https://www.basketball-reference.com/wnba/players/q/quiglal01w.html,quiglal01w
Epiphanny Prince,25,CHI,G,2,67,2,8,24,.333,2,7,.286,6,17,.353,11,11,1.000,0,3,1,3,0,0,6,29,/wnba/players/p/princep01w.html,https://www.basketball-reference.com/wnba/players/p/princep01w.html,princep01w
Armintie Herrington,28,ATL,G,8,219,5,25,49,.510,0,0,,25,49,.510,12,19,.632,13,36,18,15,1,6,11,62,/wnba/players/p/pricear01w.html,https://www.basketball-reference.com/wnba/players/p/pricear01w.html,pricear01w
Jeanette Pohlen-Mavunga,24,IND,G,3,33,0,4,13,.308,1,9,.111,3,4,.750,0,0,,1,3,1,0,1,1,4,9,/wnba/players/p/pohleje01w.html,https://www.basketball-reference.com/wnba/players/p/pohleje01w.html,pohleje01w
Erin Phillips,28,IND,G,4,87,0,7,16,.438,4,10,.400,3,6,.500,4,4,1.000,2,5,5,3,0,4,6,22,/wnba/players/p/philler01w.html,https://www.basketball-reference.com/wnba/players/p/philler01w.html,philler01w
Devereaux Peters,23,MIN,F,7,116,0,13,24,.542,0,0,,13,24,.542,1,2,.500,8,25,7,7,7,6,17,27,/wnba/players/p/peterde01w.html,https://www.basketball-reference.com/wnba/players/p/peterde01w.html,peterde01w
Candace Parker,27,LAS,F-C,3,111,3,32,59,.542,0,9,.000,32,50,.640,13,19,.684,9,26,4,3,3,6,5,77,/wnba/players/p/parkeca01w.html,https://www.basketball-reference.com/wnba/players/p/parkeca01w.html,parkeca01w
Sugar Rodgers,23,MIN,G,5,11,0,1,4,.250,0,1,.000,1,3,.333,1,2,.500,1,1,0,0,0,0,3,3,/wnba/players/r/rodgesu01w.html,https://www.basketball-reference.com/wnba/players/r/rodgesu01w.html,rodgesu01w
Nneka Ogwumike,22,LAS,F,3,91,3,13,31,.419,0,0,,13,31,.419,10,11,.909,12,35,3,2,0,6,10,36,/wnba/players/o/ogwumnn01w.html,https://www.basketball-reference.com/wnba/players/o/ogwumnn01w.html,ogwumnn01w
Shay Murphy,28,CHI,G,2,16,0,1,2,.500,1,1,1.000,0,1,.000,0,2,.000,0,3,1,0,0,0,1,3,/wnba/players/m/murphsh01w.html,https://www.basketball-reference.com/wnba/players/m/murphsh01w.html,murphsh01w
