EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,Defensive 3 Seconds Violations,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,LongMidRangeFGA,FG2A,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,LongMidRangeFrequency,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,SecondChanceFtPoints,FTOffRebounds,FTDefRebounds,DefFTReboundPct,OffFTReboundPct,Loose Ball Fouls,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,SelfOReb,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Clear Path Fouls,Transition Take Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedLongMidRange,LongMidRangePctBlocked,Charge Fouls Drawn,Corner3PctBlocked,team_id,year,season,team_vs
1627668-1629477-1630139-202259-203866,1611661313,"Breanna Stewart, Sabrina Ionescu, Jocelyn Willoughby, Epiphanny Prince, Kayla Thornton","Stewart, Ionescu, Willoughby, Prince, Thornton",1627668-1629477-1630139-202259-203866,NYL,65.0,1,1.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.5,0.5,0.75,0.75,1.0,1.0,1.0,1.0,110.76923076923077,8.0,16.333333333333332,8.0,16.333333333333332,1.0,0.5,0.5,1.0,1.0,0.5,0.588975,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-1627673-1629477-1629546-1630139,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Marine Johannès, Jocelyn Willoughby","Stewart, Jones, Ionescu, Johannès, Willoughby",1627668-1627673-1629477-1629546-1630139,NYL,9.0,1,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,9.0,,9.0,,,,,,,,0.2265,,1.0,1.0,1.0,1.0,1.0,1.0,0.2265,15.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-1630139-1631055-202664-204335,1611661313,"Breanna Stewart, Jocelyn Willoughby, Nyara Sabally, Courtney Vandersloot, Betnijah Laney","Stewart, Willoughby, Sabally, Vandersloot, Laney",1627668-1630139-1631055-202664-204335,NYL,10.0,1,,-2.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,144.0,,10.0,,10.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627673-1629546-202664-203866-204335,1611661313,"Jonquel Jones, Marine Johannès, Courtney Vandersloot, Kayla Thornton, Betnijah Laney","Jones, Johannès, Vandersloot, Thornton, Laney",1627673-1629546-202664-203866-204335,NYL,965.0,7,16.0,3.0,28.0,30.0,58.0,1.0,2.0,1.0,5.0,26.0,23.0,3.0,2.0,1.0,1.0,6.0,1.0,13.0,4.0,10.0,13.0,5.0,3.0,,19.0,1.0,0.2,0.2,0.46,0.4642857142857143,0.2,0.6666666666666666,0.6666666666666666,0.5,86.54922279792747,18.0,15.366666666666667,17.142857142857142,14.4,0.08,0.5,0.5,1.0,0.52,0.5,0.47125999999999996,24.0,,4.0,20.0,,,0.16,,8.040000000000001,,1.0,5.0,,4.0,4.0,8.0,2.0,3.0,5.0,8.0,1.0,3.0,1.0,1.0,10.0,3.0,2.0,4.0,1.0,1.0,7.0,10.0,10.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,6.0,3.0,2.0,6.0,5.0,1.0,1.0,7.0,1.0,9.0,1.0,1.0,1.0,7.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,0.5,0.5555555555555556,1.0,0.5,0.5,0.7,0.7,0.05,0.125,0.8571428571428571,0.3,0.6666666666666666,0.21428571428571427,0.5,0.3333333333333333,0.5,1.0,0.5,1.0,0.32,0.5,0.5714285714285714,0.5,0.32,0.625,0.625,0.4,0.25,0.25,1.0,0.12,0.6,0.6666666666666666,0.2,1.0,1.0,0.57325,0.14814814814814814,0.18181818181818182,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-1627673-1629477-202259-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Epiphanny Prince, Betnijah Laney","Stewart, Jones, Ionescu, Prince, Laney",1627668-1627673-1629477-202259-204335,NYL,275.0,2,5.0,8.0,9.0,11.0,20.0,2.0,2.0,2.0,2.0,16.0,8.0,6.0,2.0,2.0,2.0,4.0,2.0,10.0,1.0,3.0,3.0,2.0,2.0,,16.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.75,1.0,104.72727272727273,16.77777777777778,11.272727272727273,16.77777777777778,11.0,0.2857142857142857,1.0,1.0,1.0,0.8571428571428571,1.0,0.5258142857142857,24.25,2.0,1.0,5.0,1.0,2.0,0.14285714285714285,0.26805,5.74,0.2222222222222222,1.0,,,,3.0,4.0,,,,,1.0,,,,4.0,2.0,,,,,,4.0,4.0,,,2.0,1.0,,1.0,,2.0,,,1.0,1.0,,,1.0,,2.0,,,,2.0,,1.0,,,,,,0.5,0.5,,0.8,,,,,,1.0,,0.6666666666666666,,,,,,0.5,1.0,0.5714285714285714,0.75,0.75,0.3333333333333333,,,,,1.0,1.0,1.0,,,,,,,,0.125,0.16666666666666666,,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.25,1.25,0.5,1.0,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1629566-1630139-202259-203828-203866,1611661313,"Han Xu, Jocelyn Willoughby, Epiphanny Prince, Stefanie Dolson, Kayla Thornton","Xu, Willoughby, Prince, Dolson, Thornton",1629566-1630139-202259-203828-203866,NYL,35.0,1,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,82.28571428571428,17.0,18.0,17.0,18.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-1627673-202259-202664-204335,1611661313,"Breanna Stewart, Jonquel Jones, Epiphanny Prince, Courtney Vandersloot, Betnijah Laney","Stewart, Jones, Prince, Vandersloot, Laney",1627668-1627673-202259-202664-204335,NYL,5.0,1,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1627668-202259-202664-203828-203866,1611661313,"Breanna Stewart, Epiphanny Prince, Courtney Vandersloot, Stefanie Dolson, Kayla Thornton","Stewart, Prince, Vandersloot, Dolson, Thornton",1627668-202259-202664-203828-203866,NYL,238.0,2,4.0,-3.0,9.0,7.0,16.0,,3.0,,3.0,3.0,6.0,,3.0,,,1.0,,2.0,2.0,2.0,4.0,,,,3.0,,,,0.1111111111111111,0.15,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,96.80672268907563,14.11111111111111,15.857142857142858,12.88888888888889,15.142857142857142,0.3333333333333333,,,,0.6666666666666666,,0.5230444444444444,25.3,5.0,3.0,6.0,2.0,5.0,0.3333333333333333,0.5139,10.366666666666667,0.5555555555555556,4.0,1.0,,3.0,1.0,3.0,,1.0,,,,,,,1.0,1.0,,2.0,,,,2.0,,,,1.0,1.0,,,1.0,,2.0,,,,1.0,,1.0,,3.0,1.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,0.16666666666666666,,,,,,,0.3333333333333333,,0.3333333333333333,1.0,,,1.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.5,,,,,0.45955,,,,,2.0,1.0,,2.0,3.0,3.0,,0.5,0.25,0.3,0.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1629477-1629566-1630139-202664-203866,1611661313,"Sabrina Ionescu, Han Xu, Jocelyn Willoughby, Courtney Vandersloot, Kayla Thornton","Ionescu, Xu, Willoughby, Vandersloot, Thornton",1629477-1629566-1630139-202664-203866,NYL,50.0,2,1.0,2.0,1.0,2.0,3.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,86.39999999999999,18.0,16.0,18.0,16.0,,,,,1.0,,0.615,,,,1.0,,,,,2.1,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
1629477-1629546-202664-203828-203866,1611661313,"Sabrina Ionescu, Marine Johannès, Courtney Vandersloot, Stefanie Dolson, Kayla Thornton","Ionescu, Johannès, Vandersloot, Dolson, Thornton",1629477-1629546-202664-203828-203866,NYL,39.0,1,1.0,1.0,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,110.76923076923076,11.0,17.0,11.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,True
