EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,BadPassOutOfBoundsTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,OffAtRimReboundPct,DefCorner3ReboundPct,PenaltyCorner3Accuracy,PenaltyTurnovers,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Arc3PctBlocked,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,3SecondViolations,Blocked3s,BlockedCorner3,BlockedArc3,Transition Take Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1628932-1629498-202252-203833-204329,1611661319,"A'ja Wilson, Jackie Young, Alysha Clark, Chelsea Gray, Kiah Stokes","Wilson, Young, Clark, Gray, Stokes",1628932-1629498-202252-203833-204329,LVA,2243.0,14,37.0,5.0,76.0,72.0,17.0,27.0,9.0,148,14.0,17.0,2.0,2.0,3.0,3.0,4.0,13.0,7.0,13.0,2.0,5.0,1.0,2.0,9.0,24.0,1.0,3.0,1.0,8.0,25.0,43.0,11.0,29.0,12.0,95.0,90.0,3.0,5.0,1.0,4.0,2.0,11.0,6.0,8.0,1.0,10.0,5.0,20.0,36.0,14.0,27.0,6.0,2.0,1.0,23.0,9.0,4.0,1.0,18.0,9.0,27.0,7.0,2.0,9.0,2.0,7.0,63.0,6.0,4.0,1.0,6.0,11.0,4.0,21.0,11.0,32.0,1.0,7.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,8.0,1.0,6.0,13.0,3.0,13.0,2.0,2.0,1.0,16.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,84.0,20.0,17.0,2.0,1.0,0.72,0.75,0.8181818181818182,0.3793103448275862,0.25,0.1,0.39285714285714285,0.5813953488372093,0.6,0.75,0.5763888888888888,0.5,0.4166666666666667,0.5949367088607594,0.55,0.4523809523809524,0.4027777777777778,0.034482758620689655,0.09302325581395349,0.058823529411764705,0.15384615384615385,0.07692307692307693,0.2,0.5,1.0,0.3333333333333333,0.6875,0.2222222222222222,1.0,0.375,0.7727272727272727,0.29411764705882354,0.1111111111111111,0.5,0.38461538461538464,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,1.0,0.034482758620689655,95.01560410164957,1.0,15.328947368421053,14.972222222222221,14.618421052631579,14.597222222222221,0.2361111111111111,0.8235294117647058,0.875,0.6428571428571429,0.18055555555555555,0.3076923076923077,0.36363636363636365,0.5,0.18055555555555555,0.5384615384615384,0.5833333333333334,1.0,0.06944444444444445,0.4,0.5,1.0,0.3333333333333333,0.375,0.375,0.7777777777777778,0.2222222222222222,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,0.1111111111111111,0.4444444444444444,0.125,0.6388888888888888,0.391304347826087,0.47125845070422534,0.4864875,0.41911470588235294,0.06493506493506493,0.10416666666666667,0.11578947368421053,0.21052631578947367,8.46046511627907,26.451724137931034,0.2236842105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1628276-1628932-1629498-1631006-202252,1611661319,"Kelsey Plum, A'ja Wilson, Jackie Young, Kierstan Bell, Alysha Clark","Plum, Wilson, Young, Bell, Clark",1628276-1628932-1629498-1631006-202252,LVA,2159.0,16,36.0,-11.0,76.0,78.0,25.0,35.0,7.0,154,12.0,17.0,1.0,2.0,6.0,8.0,6.0,20.0,3.0,7.0,2.0,4.0,,2.0,8.0,20.0,,,1.0,5.0,21.0,44.0,10.0,24.0,9.0,81.0,92.0,4.0,7.0,,,1.0,9.0,9.0,18.0,3.0,7.0,5.0,32.0,22.0,20.0,27.0,3.0,6.0,,20.0,8.0,5.0,1.0,11.0,9.0,20.0,7.0,2.0,7.0,3.0,1.0,49.0,3.0,6.0,,17.0,9.0,1.0,27.0,9.0,36.0,1.0,7.0,5.0,2.0,8.0,8.0,7.0,,,15.0,,6.0,15.0,,15.0,3.0,1.0,,13.0,1.0,5.0,2.0,2.0,1.0,2.0,,72.0,32.0,25.0,5.0,2.0,0.5238095238095238,0.6111111111111112,0.9,0.4166666666666667,,0.42857142857142855,0.4166666666666667,0.4772727272727273,0.5714285714285714,0.5,0.5294117647058824,0.5714285714285714,0.54,0.547945205479452,0.5625,0.5714285714285714,0.35294117647058826,0.041666666666666664,0.11363636363636363,0.17647058823529413,0.1,,0.25,0.5333333333333333,1.0,,0.75,0.3,0.68,0.2727272727272727,0.7027027027027027,0.2903225806451613,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.5,0.6666666666666666,0.7142857142857143,1.0,0.7647058823529411,0.04,102.71421954608614,,15.289473684210526,12.782051282051283,14.881578947368421,11.923076923076923,0.25,0.7058823529411765,0.8571428571428571,0.5833333333333334,0.29411764705882354,0.3,0.3333333333333333,0.5,0.10294117647058823,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.058823529411764705,0.5,0.6666666666666666,1.0,0.29411764705882354,0.4,0.4,0.875,0.2857142857142857,0.5,,,,,0.32,0.75,0.08,0.2,0.2,0.6029411764705882,0.4,0.4682985294117647,0.36934,0.47964,0.07042253521126761,0.10638297872340426,0.1111111111111111,0.3950617283950617,7.1909090909090905,25.604166666666668,0.32894736842105265,2.0,3.0,1.0,1.0,2.0,1.0,0.6,0.5,1.0,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1628932-1629498-1631006-202252-204329,1611661319,"A'ja Wilson, Jackie Young, Kierstan Bell, Alysha Clark, Kiah Stokes","Wilson, Young, Bell, Clark, Stokes",1628932-1629498-1631006-202252-204329,LVA,96.0,1,2.0,-3.0,3.0,2.0,,,,5,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,2.0,5.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,19.0,19.5,19.0,19.5,,,,,0.5,1.0,1.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,0.4737,,,,,,,4.4,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1628932-1631006-202641-203833-204329,1611661319,"A'ja Wilson, Kierstan Bell, Sydney Colson, Chelsea Gray, Kiah Stokes","Wilson, Bell, Colson, Gray, Stokes",1628932-1631006-202641-203833-204329,LVA,54.0,1,1.0,-2.0,2.0,2.0,,,,4,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,2.0,4.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,1.0,,,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,106.66666666666666,,15.0,12.0,15.0,12.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,1.0,,0.5651,,,,,,,1.3,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1629498-1631006-202252-202641-204297,1611661319,"Jackie Young, Kierstan Bell, Alysha Clark, Sydney Colson, Cayla George","Young, Bell, Clark, Colson, George",1629498-1631006-202252-202641-204297,LVA,534.0,3,9.0,3.0,16.0,18.0,8.0,7.0,2.0,34,4.0,5.0,1.0,1.0,2.0,3.0,2.0,7.0,,,,,,,,1.0,,1.0,,,6.0,12.0,,1.0,4.0,16.0,13.0,1.0,2.0,,1.0,,2.0,2.0,4.0,,,,4.0,4.0,8.0,,,2.0,,1.0,,,,2.0,,2.0,,,1.0,1.0,,4.0,1.0,2.0,,6.0,4.0,,10.0,3.0,13.0,,,,,3.0,3.0,,,,3.0,,,1.0,,5.0,,1.0,,4.0,,2.0,,1.0,1.0,1.0,1.0,14.0,4.0,8.0,,,0.3333333333333333,0.4,,,,,,0.5,0.5,0.5,0.46153846153846156,0.3333333333333333,0.5,0.5333333333333333,0.3333333333333333,0.5,0.07692307692307693,,,,,,,1.0,,,1.0,0.3333333333333333,0.75,1.0,0.8333333333333334,0.42857142857142855,0.4,,1.0,,1.0,1.0,1.0,1.0,,91.68539325842696,1.0,14.5625,16.72222222222222,13.9375,16.11111111111111,0.38461538461538464,0.8,0.8,0.25,0.5384615384615384,0.2857142857142857,0.2857142857142857,0.5,,,,,,,,,0.07692307692307693,,,,0.3333333333333333,1.0,,0.3333333333333333,,,0.75,0.6666666666666666,,,,0.46153846153846156,,0.45303846153846156,0.5053,0.538425,0.13333333333333333,0.14285714285714285,0.125,0.25,5.008333333333334,25.8,0.5,,,,,,,,0.5,,3.0,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1628276-1628932-1631006-202252-204297,1611661319,"Kelsey Plum, A'ja Wilson, Kierstan Bell, Alysha Clark, Cayla George","Plum, Wilson, Bell, Clark, George",1628276-1628932-1631006-202252-204297,LVA,487.0,5,8.0,,17.0,17.0,5.0,6.0,1.0,34,1.0,3.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,2.0,,,1.0,6.0,,,,3.0,3.0,7.0,1.0,8.0,4.0,13.0,13.0,1.0,1.0,,,1.0,3.0,1.0,2.0,,3.0,,2.0,2.0,4.0,3.0,,2.0,,6.0,1.0,2.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,,3.0,2.0,,5.0,1.0,6.0,,1.0,1.0,,1.0,1.0,,,,1.0,,2.0,6.0,,6.0,1.0,1.0,,5.0,,3.0,,1.0,1.0,1.0,,10.0,2.0,5.0,2.0,,0.3333333333333333,0.5,1.0,0.125,,,0.125,0.42857142857142855,1.0,0.5,0.3,1.0,0.2,0.38235294117647056,1.5,0.2,0.5333333333333333,,0.2857142857142857,,0.6666666666666666,,,1.0,,,0.5,0.25,1.0,,0.7142857142857143,0.09090909090909091,,,,,,1.0,0.5,1.0,,100.53388090349075,,15.411764705882353,13.235294117647058,15.411764705882353,13.235294117647058,0.2,0.3333333333333333,0.3333333333333333,,0.2,0.3333333333333333,1.0,,0.06666666666666667,1.0,1.0,1.0,0.13333333333333333,,,,0.4,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,,,,,,,0.6,,0.7333333333333333,0.16666666666666666,0.53669,0.5127,0.52433,0.17647058823529413,0.3333333333333333,0.23076923076923078,0.15384615384615385,8.27142857142857,24.5625,0.29411764705882354,,,,1.0,1.0,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1628276-1628932-1631006-202252-204329,1611661319,"Kelsey Plum, A'ja Wilson, Kierstan Bell, Alysha Clark, Kiah Stokes","Plum, Wilson, Bell, Clark, Stokes",1628276-1628932-1631006-202252-204329,LVA,327.0,3,5.0,2.0,12.0,10.0,5.0,4.0,1.0,22,,,,,,,3.0,5.0,,1.0,,,,,2.0,3.0,,,,1.0,3.0,6.0,2.0,3.0,3.0,15.0,13.0,,,,,1.0,1.0,1.0,2.0,,1.0,3.0,5.0,6.0,,3.0,3.0,,,3.0,2.0,1.0,,3.0,1.0,4.0,1.0,,,3.0,,9.0,1.0,,,,3.0,1.0,4.0,1.0,5.0,,,,,2.0,2.0,,,,2.0,,,1.0,,6.0,,,,4.0,,,2.0,,,,,14.0,5.0,5.0,,2.0,1.0,1.0,0.5,0.6666666666666666,,,0.6666666666666666,0.5,,0.5,0.6666666666666666,,0.3333333333333333,0.6818181818181818,0.5,0.5,0.3333333333333333,,0.16666666666666666,,0.2,,,1.0,1.0,,1.0,,,1.0,0.75,0.3333333333333333,,,1.0,,1.0,1.0,,,,96.88073394495413,,13.833333333333334,16.1,13.833333333333334,15.2,,,,,0.5555555555555556,0.6,0.75,1.0,0.1111111111111111,,,,,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.4171666666666667,,0.37116666666666664,,,0.06666666666666667,0.3333333333333333,9.066666666666666,24.066666666666666,0.4166666666666667,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1628276-1629498-1631006-204297-204329,1611661319,"Kelsey Plum, Jackie Young, Kierstan Bell, Cayla George, Kiah Stokes","Plum, Young, Bell, George, Stokes",1628276-1629498-1631006-204297-204329,LVA,291.0,4,5.0,-7.0,9.0,10.0,,,2.0,19,,,,,,,3.0,5.0,,,,,,,,2.0,,,,,3.0,5.0,,2.0,3.0,9.0,16.0,2.0,2.0,,,1.0,5.0,,,,,,,4.0,2.0,,,2.0,,2.0,,,,2.0,,2.0,,,,2.0,,4.0,1.0,1.0,,1.0,1.0,,2.0,2.0,4.0,,1.0,1.0,,2.0,2.0,1.0,,,3.0,,2.0,3.0,,2.0,,,,3.0,,2.0,,,,,,4.0,,,,,0.6666666666666666,1.0,,,,,,0.6,1.0,,0.42857142857142855,1.0,,0.5625,1.25,,0.2857142857142857,,,,,,,0.6666666666666666,,,1.0,0.5,1.0,0.5,1.0,0.5,0.5,,0.5,,,,1.0,1.0,,94.02061855670104,,14.666666666666666,15.9,14.222222222222221,15.9,,,,,0.7142857142857143,0.6,0.6,0.6666666666666666,,,,,,,,,0.2857142857142857,,,,,,,,,,,,,,,0.2857142857142857,,0.4368142857142857,0.4125,,0.25,0.3333333333333333,0.5555555555555556,,7.6,26.6,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1628268-1628932-1631006-203833-204297,1611661319,"Alaina Coates, A'ja Wilson, Kierstan Bell, Chelsea Gray, Cayla George","Coates, Wilson, Bell, Gray, George",1628268-1628932-1631006-203833-204297,LVA,57.0,1,1.0,-2.0,3.0,3.0,3.0,3.0,,6,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,2.0,4.0,6.0,,,,,,,1.0,1.0,,,2.0,4.0,2.0,,,,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,2.0,,,1.0,,,,,4.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,151.57894736842107,,5.333333333333333,13.666666666666666,5.333333333333333,13.666666666666666,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3691,,0.3691,,,,1.0,18.8,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
1631006-202252-202641-203833-204297,1611661319,"Kierstan Bell, Alysha Clark, Sydney Colson, Chelsea Gray, Cayla George","Bell, Clark, Colson, Gray, George",1631006-202252-202641-203833-204297,LVA,142.0,1,2.0,1.0,5.0,5.0,3.0,5.0,,10,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,2.0,2.0,,1.0,3.0,7.0,6.0,,,,,,,,,,1.0,3.0,3.0,2.0,2.0,,,,,1.0,,,,1.0,,1.0,,,,1.0,,2.0,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,3.0,,,,4.0,,1.0,1.0,,,,,7.0,3.0,3.0,,1.0,0.5,0.5,,,,,,1.0,,,0.6666666666666666,,,0.7,,0.5,0.3333333333333333,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,101.40845070422534,,14.8,13.6,14.8,13.6,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,,0.3333333333333333,,0.38776666666666665,,0.3858,0.25,0.3333333333333333,,0.42857142857142855,14.8,25.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2023,2023,True
