EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,LongMidRangeAssists,ShootingFouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyArc3FGA,PenaltyFG3A,Fg2aBlocked,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,PenaltyArc3Frequency,Corner3FGM,Corner3FGA,SecondChanceFtPoints,HeaveAttempts,Corner3Assists,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffTwoPtRebounds,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,BlockedShortMidRange,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BadPassTurnovers,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyFtPoints,Travels,NonShootingFoulsDrawn,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,SelfOReb,SecondChanceFg3Pct,OffFTReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,AtRimAssists,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Technical Free Throw Trips,PenaltyAtRimFGM,PenaltyAtRimAccuracy,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsUnassisted3s,LostBallSteals,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,PenaltyFg3Pct,LongMidRangePctBlocked,OffAtRimReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FTDefRebounds,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3FGM,PenaltyArc3Accuracy,Charge Fouls,Charge Fouls Drawn,Corner3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Transition Take Fouls,BlockedCorner3,team_id,year,season,team_vs
1629479-1629480-1629481-1630149-203827,1611661321,"Teaira McCowan, Kalani Brown, Arike Ogunbowale, Satou Sabally, Natasha Howard","McCowan, Brown, Ogunbowale, Sabally, Howard",1629479-1629480-1629481-1630149-203827,DAL,127.0,1,2.0,4.0,5.0,5.0,4.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.5,0.6666666666666666,1.0,0.5,1.0,0.6,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,113.38582677165354,1.0,15.0,10.4,12.6,10.4,0.5,0.5,0.5,0.25,1.0,1.0,1.0,0.25,0.75,0.525475,0.3635,0.2,0.25,0.3333333333333333,4.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629479-1630101-1630149-1630386-203824,1611661321,"Teaira McCowan, Crystal Dangerfield, Satou Sabally, Awak Kuier, Odyssey Sims","McCowan, Dangerfield, Sabally, Kuier, Sims",1629479-1630101-1630149-1630386-203824,DAL,113.0,1,2.0,-4.0,4.0,4.0,4.0,,8.0,,1.0,,,,1.0,3.0,,,2.0,6.0,,,,2.0,,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,2.0,1.0,,,,,2.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.25,,,,0.3333333333333333,,,0.25,,,1.0,,101.94690265486726,,10.0,18.25,10.0,15.5,0.3333333333333333,,,,,,,,0.3333333333333333,0.47913333333333336,,0.25,0.25,,10.6,,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,0.3333333333333333,0.3333333333333333,0.25,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,0.47913333333333336,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629481-1630101-1630386-1631007-1641652,1611661321,"Arike Ogunbowale, Crystal Dangerfield, Awak Kuier, Veronica Burton, Maddy Siegrist","Ogunbowale, Dangerfield, Kuier, Burton, Siegrist",1629481-1630101-1630386-1631007-1641652,DAL,69.0,1,1.0,3.0,1.0,2.0,,,3.0,,,,,1.0,,,1.0,,3.0,,,,,,,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,3.0,,,,,1.5,,1.5,,1.0,,,0.5,,0.3333333333333333,,,,0.5,62.60869565217392,,11.0,29.0,11.0,22.0,,,,,,,,1.0,1.0,0.5475,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629480-1629481-1630101-1630149-1641652,1611661321,"Kalani Brown, Arike Ogunbowale, Crystal Dangerfield, Satou Sabally, Maddy Siegrist","Brown, Ogunbowale, Dangerfield, Sabally, Siegrist",1629480-1629481-1630101-1630149-1641652,DAL,236.0,3,4.0,-4.0,6.0,8.0,6.0,1.0,14.0,,1.0,2.0,3.0,2.0,2.0,4.0,2.0,,4.0,8.0,,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,4.0,0.5,0.5,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,1.0,0.5,,0.5,0.3333333333333333,0.25,0.5,0.5,,85.42372881355932,1.0,21.166666666666668,13.625,20.666666666666668,13.5,0.16666666666666666,,,0.5,0.6666666666666666,1.0,0.5,0.3333333333333333,0.5,0.49028333333333335,,,,,7.475,25.4,1.0,,,,,1.0,,,,,1.0,,,,,,,,,0.482175,,0.16666666666666666,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,0.25,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629480-1630101-1630149-1630386-1631007,1611661321,"Kalani Brown, Crystal Dangerfield, Satou Sabally, Awak Kuier, Veronica Burton","Brown, Dangerfield, Sabally, Kuier, Burton",1629480-1630101-1630149-1630386-1631007,DAL,144.0,1,2.0,-1.0,4.0,4.0,3.0,,8.0,,,,,3.0,1.0,1.0,5.0,1.0,6.0,7.0,,,1.0,2.0,,2.0,1.0,2.0,,5.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,1.0,,,,,5.0,1.0,1.0,1.0,,0.4166666666666667,,0.42857142857142855,0.5,0.8333333333333334,,,,0.3333333333333333,,0.3333333333333333,,,,80.0,,20.75,15.25,20.75,15.25,,,,,,,,0.5,0.8333333333333334,0.49149000000000004,,0.14285714285714285,0.5,0.16666666666666666,16.6,29.419999999999998,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.25,0.25,0.16666666666666666,1.0,1.0,1.0,,0.5041,0.3333333333333333,0.75,,1.0,3.0,,1.0,,1.0,0.2,0.25,,,,,3.0,3.0,,,,,,0.75,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629479-1629480-1630101-1630386-1641652,1611661321,"Teaira McCowan, Kalani Brown, Crystal Dangerfield, Awak Kuier, Maddy Siegrist","McCowan, Brown, Dangerfield, Kuier, Siegrist",1629479-1629480-1630101-1630386-1641652,DAL,133.0,1,2.0,-1.0,5.0,4.0,4.0,1.0,9.0,,,1.0,4.0,,1.0,4.0,,,2.0,3.0,,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,,,,,1.0,,1.0,1.0,2.0,,,0.25,,0.25,,0.25,,,,1.0,,,1.0,0.5,,,,97.44360902255639,1.0,12.4,17.75,11.6,17.75,,,,1.0,0.25,1.0,,,,0.389675,0.4058,,,,8.375,,5.0,,,,1.0,4.0,2.0,,,2.0,5.0,0.25,0.25,0.25,,,,,,0.389675,1.0,1.0,,,,,,,,,,,,,,,,3.0,,,0.75,0.75,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629479-1629481-1630386-1641652-203824,1611661321,"Teaira McCowan, Arike Ogunbowale, Awak Kuier, Maddy Siegrist, Odyssey Sims","McCowan, Ogunbowale, Kuier, Siegrist, Sims",1629479-1629481-1630386-1641652-203824,DAL,501.0,2,8.0,-7.0,16.0,17.0,9.0,1.0,33.0,,1.0,1.0,2.0,2.0,2.0,8.0,4.0,4.0,8.0,15.0,1.0,1.0,2.0,4.0,,2.0,2.0,2.0,1.0,4.0,,3.0,4.0,7.0,1.0,8.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,,5.0,1.0,2.0,,2.0,2.0,6.0,1.0,1.0,0.25,1.0,0.16666666666666666,1.0,0.2857142857142857,1.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.75,,0.6363636363636364,0.1,,,1.0,94.8502994011976,1.0,15.25,15.117647058823529,15.0625,14.764705882352942,0.08333333333333333,,,0.16666666666666666,0.5,0.5,1.0,0.16666666666666666,0.4166666666666667,0.44369583333333334,0.4372,0.14285714285714285,0.1111111111111111,0.25,13.1125,24.4,1.0,,1.0,5.0,,,,1.0,3.0,,1.0,,,,0.4166666666666667,0.2,0.2,1.0,,,,0.0625,,,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,0.16666666666666666,,,,1.0,1.0,,1.0,,2.0,0.16666666666666666,,0.75,1.0,1.0,1.0,0.25,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629480-1629481-1630101-1631007-203827,1611661321,"Kalani Brown, Arike Ogunbowale, Crystal Dangerfield, Veronica Burton, Natasha Howard","Brown, Ogunbowale, Dangerfield, Burton, Howard",1629480-1629481-1630101-1631007-203827,DAL,374.0,2,6.0,-2.0,15.0,14.0,5.0,1.0,29.0,,,1.0,4.0,5.0,1.0,5.0,5.0,4.0,12.0,14.0,,1.0,,,2.0,5.0,,2.0,,6.0,,2.0,3.0,5.0,,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,4.0,1.0,4.0,2.0,4.0,2.0,12.0,,,0.2,,0.4,,0.5,,0.5,0.6666666666666666,0.75,0.5,,0.625,,,,0.3333333333333333,111.65775401069519,0.5,13.666666666666666,12.071428571428571,12.533333333333333,11.214285714285714,,,,0.4,0.25,0.3333333333333333,,0.5,0.5,0.444465,0.2718,0.09090909090909091,0.16666666666666666,,7.44,24.78,1.0,,,1.0,,,2.0,,1.0,,,,,1.0,0.1,,,,,,0.16666666666666666,0.06666666666666667,2.0,2.0,6.0,2.0,2.0,2.0,1.0,0.4,0.4,0.4,0.4,1.0,0.4,,,1.0,,,0.2,0.25,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629479-1629481-1630101-1641652-203824,1611661321,"Teaira McCowan, Arike Ogunbowale, Crystal Dangerfield, Maddy Siegrist, Odyssey Sims","McCowan, Ogunbowale, Dangerfield, Siegrist, Sims",1629479-1629481-1630101-1641652-203824,DAL,96.0,2,2.0,7.0,5.0,3.0,,2.0,8.0,,,,1.0,2.0,,1.0,2.0,4.0,7.0,,,,5.0,,,2.0,,1.0,,3.0,,1.0,1.0,2.0,2.0,4.0,,,,,,2.0,2.0,,4.0,2.0,,,,,2.0,,,,,0.5,1.5,0.7,1.25,0.6666666666666666,,1.0,1.0,,1.0,1.0,,,,120.0,,5.0,23.666666666666668,4.4,23.666666666666668,,,,0.3333333333333333,,,,0.6666666666666666,0.6666666666666666,0.3821333333333334,0.61755,0.4,0.6666666666666666,0.7142857142857143,5.9,27.05,3.0,,,,,1.0,2.0,,,2.0,3.0,,,0.3333333333333333,,,,,,0.264425,0.2857142857142857,0.6,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,,,,,,0.5,,,2.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
1629479-1629481-1630101-1630386-1631007,1611661321,"Teaira McCowan, Arike Ogunbowale, Crystal Dangerfield, Awak Kuier, Veronica Burton","McCowan, Ogunbowale, Dangerfield, Kuier, Burton",1629479-1629481-1630101-1630386-1631007,DAL,215.0,2,4.0,1.0,7.0,7.0,4.0,1.0,14.0,3.0,3.0,,1.0,,4.0,6.0,,1.0,9.0,8.0,1.0,1.0,2.0,4.0,4.0,,2.0,2.0,,4.0,,2.0,1.0,3.0,1.0,4.0,,,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,,7.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.75,1.0,,0.5,1.0,1.0,,1.0,0.5,,1.0,1.0,93.76744186046511,,14.857142857142858,15.857142857142858,14.857142857142858,15.857142857142858,0.5,1.0,1.0,0.16666666666666666,,,,,0.5,0.46303333333333335,0.5355,0.16666666666666666,0.16666666666666666,0.2222222222222222,8.700000000000001,,,,1.0,2.0,,,,,,,,,,,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,0.16666666666666666,1.0,,,,,,,,,,,,1.0,1.0,,,,,0.5,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661321,2023,2023,True
