EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,TotalPoss,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Minutes,PlusMinus,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,ShootingFouls,Transition Take Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGA,SecondChanceFG2M,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,LostBallSteals,Loose Ball Fouls Drawn,SecondChanceTurnovers,Transition Take Fouls Drawn,ShortMidRangePctBlocked,OffCorner3ReboundPct,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangeAssists,Loose Ball Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyArc3FGA,PenaltyFG3A,FTOffRebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,Corner3FGM,Corner3Assists,LostBallTurnovers,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,PenaltyFg3Pct,PenaltyArc3Accuracy,BlockedAtRim,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3FGA,DefAtRimReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls Drawn,OffLongMidRangeReboundPct,PtsUnassisted3s,3SecondViolations,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,BlockedLongMidRange,HeaveAttempts,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1628886-1631089-202662-203014-204324,1611661320,"Jordin Canada, Destanni Henderson, Jasmine Thomas, Nneka Ogwumike, Dearica Hamby","Canada, Henderson, Thomas, Ogwumike, Hamby",1628886-1631089-202662-203014-204324,LAS,10.0,1,1.0,1.0,1.0,1.0,1.0,1.0,144.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1628886-1628922-1641660-202662-204324,1611661320,"Jordin Canada, Azurá Stevens, Zia Cooke, Jasmine Thomas, Dearica Hamby","Canada, Stevens, Cooke, Thomas, Hamby",1628886-1628922-1641660-202662-204324,LAS,654.0,4,25.0,50.0,2.0,4.0,8.0,,110.09174311926606,14.68,14.56,11.0,6.0,25.0,5.0,13.0,2.0,4.0,7.0,1.0,1.0,2.0,3.0,7.0,1.0,3.0,4.0,7.0,15.0,3.0,4.0,10.0,33.0,27.0,1.0,3.0,3.0,1.0,2.0,5.0,7.0,6.0,8.0,9.0,4.0,3.0,3.0,3.0,6.0,3.0,2.0,1.0,15.0,3.0,2.0,2.0,1.0,5.0,3.0,8.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,5.0,1.0,10.0,2.0,13.0,1.0,5.0,2.0,30.0,7.0,5.0,1.0,1.0,0.42857142857142855,0.42857142857142855,1.0,0.75,0.75,0.4666666666666667,0.5,0.6052631578947368,0.5,0.66,0.5,0.7,0.21052631578947367,0.5,1.0,1.0,0.375,1.0,1.0,0.3333333333333333,0.75,1.0,1.0,1.0,0.1111111111111111,11.48,11.36,0.3684210526315789,0.5714285714285714,0.5714285714285714,0.5,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.05263157894736842,0.21052631578947367,0.75,0.75,1.0,1.0,1.0,0.5,0.5789473684210527,0.75,0.48768684210526314,0.5639,0.6259,0.21739130434782608,0.2631578947368421,0.09090909090909091,0.21212121212121213,5.2266666666666675,24.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1628317-1628922-1630996-202662-204324,1611661320,"Karlie Samuelson, Azurá Stevens, Rae Burrell, Jasmine Thomas, Dearica Hamby","Samuelson, Stevens, Burrell, Thomas, Hamby",1628317-1628922-1630996-202662-204324,LAS,252.0,2,8.0,15.0,1.0,1.0,2.0,1.0,85.71428571428571,17.25,17.125,4.0,2.0,7.0,,,2.0,3.0,5.0,2.0,,,,,1.0,,2.0,3.0,6.0,,3.0,,6.0,4.0,2.0,,4.0,,,,,2.0,4.0,,2.0,,1.0,,1.0,,1.0,,2.0,1.0,2.0,1.0,,3.0,2.0,5.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,2.0,,,,,0.3333333333333333,0.5,,,,0.5,,0.3333333333333333,,0.3333333333333333,1.0,,0.3333333333333333,,,1.0,0.3333333333333333,0.6666666666666666,0.75,0.3333333333333333,,1.0,,0.5,,16.285714285714285,14.857142857142858,0.5555555555555556,0.6,0.75,0.3333333333333333,,,,,0.1111111111111111,0.2222222222222222,,,,1.0,,,0.8888888888888888,,0.5704111111111111,0.7222,,,,0.6666666666666666,,4.45,24.7,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.3333333333333333,0.5,0.5,1.0,0.1111111111111111,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1628317-1628886-1628922-1631089-203014,1611661320,"Karlie Samuelson, Jordin Canada, Azurá Stevens, Destanni Henderson, Nneka Ogwumike","Samuelson, Canada, Stevens, Henderson, Ogwumike",1628317-1628886-1628922-1631089-203014,LAS,339.0,2,13.0,25.0,1.0,1.0,1.0,1.0,106.19469026548671,11.307692307692308,10.23076923076923,6.0,7.0,12.0,1.0,,1.0,2.0,2.0,,,,3.0,3.0,1.0,1.0,4.0,5.0,6.0,1.0,5.0,2.0,15.0,8.0,1.0,,2.0,1.0,1.0,,2.0,8.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,,,2.0,,2.0,,2.0,,4.0,1.0,,,,,,,2.0,,2.0,,1.0,,13.0,2.0,1.0,,,0.8,0.8,1.0,0.2,0.2,0.8333333333333334,1.0,0.5909090909090909,1.0,0.625,1.0,1.0,0.45454545454545453,,,0.6666666666666666,,,0.6666666666666666,,,1.0,,,,16.0,15.416666666666666,0.18181818181818182,1.0,1.0,1.0,0.2727272727272727,1.0,1.0,0.6666666666666666,0.09090909090909091,0.36363636363636365,0.25,0.25,1.0,,,,0.6363636363636364,0.25,0.4768636363636363,0.363,0.2624,0.08333333333333333,0.14285714285714285,0.13333333333333333,0.13333333333333333,7.566666666666666,25.580000000000002,0.07692307692307693,,1.0,1.0,,,,1.0,1.0,,,,,,,0.09090909090909091,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1628317-1628886-1631089-203823-204324,1611661320,"Karlie Samuelson, Jordin Canada, Destanni Henderson, Chiney Ogwumike, Dearica Hamby","Samuelson, Canada, Henderson, Ogwumike, Hamby",1628317-1628886-1631089-203823-204324,LAS,219.0,1,6.0,13.0,1.0,2.0,,,85.47945205479452,18.166666666666668,16.166666666666668,4.0,-2.0,7.0,,,1.0,2.0,2.0,,,,,1.0,,,3.0,2.0,3.0,,4.0,1.0,5.0,7.0,1.0,,,,,,,2.0,2.0,,3.0,,1.0,,1.0,,1.0,,2.0,1.0,,1.0,,1.0,3.0,4.0,,3.0,3.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,5.0,,,,,0.5,0.5,,,,0.6666666666666666,,0.2857142857142857,,0.3125,,,0.5714285714285714,0.5,,0.25,1.0,,0.25,0.6,1.0,0.5,,,,15.714285714285714,15.142857142857142,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,,,,,0.42857142857142855,,,,,,,0.8571428571428571,,0.5528357142857143,,,,,,,3.1,24.8,,,1.0,,,1.0,2.0,,,0.3333333333333333,,0.5,,0.3333333333333333,,0.14285714285714285,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1630996-1641660-202662-203014-204324,1611661320,"Rae Burrell, Zia Cooke, Jasmine Thomas, Nneka Ogwumike, Dearica Hamby","Burrell, Cooke, Thomas, Ogwumike, Hamby",1630996-1641660-202662-203014-204324,LAS,92.0,1,3.0,5.0,,,1.0,,78.26086956521739,18.333333333333332,18.333333333333332,2.0,-2.0,2.0,,,,,,,,,,2.0,1.0,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,18.5,18.5,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,0.3591,,,,,,,10.966666666666667,,,,,,,2.0,,,,0.6666666666666666,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1628317-1631089-202662-203823-204324,1611661320,"Karlie Samuelson, Destanni Henderson, Jasmine Thomas, Chiney Ogwumike, Dearica Hamby","Samuelson, Henderson, Thomas, Ogwumike, Hamby",1628317-1631089-202662-203823-204324,LAS,404.0,3,11.0,21.0,3.0,3.0,6.0,,74.85148514851485,20.90909090909091,19.545454545454547,7.0,-11.0,10.0,,,1.0,2.0,6.0,,,,,1.0,1.0,,2.0,3.0,8.0,,2.0,,6.0,17.0,,,,,,,,6.0,,,2.0,,3.0,,3.0,,2.0,,6.0,1.0,1.0,1.0,,2.0,1.0,3.0,,1.0,1.0,,1.0,,,3.0,1.0,1.0,,,,,,6.0,,,,,1.0,1.0,,,,0.375,,0.3,,0.3,,,0.2,,,0.5,0.2,1.0,0.6666666666666666,0.16666666666666666,,1.0,,1.0,,17.4,17.1,0.6,0.3333333333333333,0.4,1.0,0.1,,,,0.1,0.2,,,,,,,0.8,,0.564945,0.5346,,,,,,3.8875,25.05,,,,,,1.0,,,,0.125,0.16666666666666666,,0.25,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1628886-1628922-1630996-203014-204324,1611661320,"Jordin Canada, Azurá Stevens, Rae Burrell, Nneka Ogwumike, Dearica Hamby","Canada, Stevens, Burrell, Ogwumike, Hamby",1628886-1628922-1630996-203014-204324,LAS,86.0,1,4.0,8.0,,,1.0,,133.95348837209303,9.5,9.5,1.0,,4.0,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,2.0,,1.0,2.0,4.0,4.0,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,,,1.0,,1.0,,1.0,,1.0,,2.0,,,2.0,,2.0,1.0,3.0,,,,,,,,,,1.0,,2.0,,1.0,,2.0,4.0,4.0,1.0,,1.0,1.0,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,,,1.0,,,1.0,,,1.0,,,,12.0,11.25,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,0.3333333333333333,,,,,0.3333333333333333,1.0,0.6666666666666666,,0.46475,,0.46475,0.25,0.3333333333333333,0.5,1.0,6.35,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1628886-1628922-1631089-1641660-203014,1611661320,"Jordin Canada, Azurá Stevens, Destanni Henderson, Zia Cooke, Nneka Ogwumike","Canada, Stevens, Henderson, Cooke, Ogwumike",1628886-1628922-1631089-1641660-203014,LAS,17.0,1,1.0,1.0,,,,,84.70588235294117,17.0,17.0,,2.0,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
1628317-1628886-1631091-203014-203406,1611661320,"Karlie Samuelson, Jordin Canada, Evina Westbrook, Nneka Ogwumike, Layshia Clarendon","Samuelson, Canada, Westbrook, Ogwumike, Clarendon",1628317-1628886-1631091-203014-203406,LAS,126.0,1,5.0,9.0,,1.0,1.0,,102.85714285714285,9.4,9.4,2.0,1.0,4.0,,,,,2.0,,,,,,,1.0,1.0,,2.0,2.0,2.0,,6.0,5.0,,,,,,,,,,6.0,1.0,1.0,,2.0,2.0,1.0,,,6.0,,1.0,1.0,,2.0,,2.0,,,,1.0,,,,,,,,,,,,6.0,,,,,,,1.0,1.0,1.0,,,0.75,,0.75,,,0.5,1.0,,1.0,,1.0,1.0,,,,1.0,,,19.75,19.75,0.5,,,,,,,,,0.25,1.0,1.0,1.0,,,,1.0,1.0,0.6430875,,,,,,,1.4,24.75,,,1.0,,,,,,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2023,2023,False
