EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Charge Fouls,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls Drawn,3SecondViolations,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,FTDefRebounds,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Transition Take Fouls Drawn,BlockedCorner3,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
1627668-1627673-1629477-1629546-203866,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Marine Johannès, Kayla Thornton","Stewart, Jones, Ionescu, Johannès, Thornton",1627668-1627673-1629477-1629546-203866,NYL,195.0,2,3.0,4.0,6.0,5,1.0,2.0,11,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,0.5,0.5,1.0,0.5,0.6,0.5,0.3333333333333333,0.5,0.4,0.5,1.0,81.23076923076923,14.666666666666666,21.4,14.666666666666666,17.8,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,0.426775,0.2,0.3333333333333333,11.9,27.3,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1627673-1629477-1629546-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Marine Johannès, Betnijah Laney","Stewart, Jones, Ionescu, Johannès, Laney",1627668-1627673-1629477-1629546-204335,NYL,1637.0,6,27.0,-8.0,54.0,56,3.0,13.0,110,4.0,9.0,2.0,4.0,21.0,15.0,27.0,26.0,8.0,53.0,61.0,18.0,12.0,21.0,9.0,14.0,3.0,33.0,10.0,11.0,21.0,33.0,3.0,,8.0,,11.0,10.0,4.0,5.0,3.0,2.0,6.0,45.0,3.0,0.6,0.75,0.5555555555555556,0.42452830188679247,0.45689655172413796,0.49056603773584906,0.7857142857142857,0.9090909090909091,0.84,0.6666666666666666,1.0,96.7623701893708,14.5,15.25,13.333333333333334,14.875,0.16981132075471697,0.4444444444444444,0.5,0.75,0.07547169811320754,0.5,0.5,0.39622641509433965,0.7547169811320755,0.5045377358490566,0.07017543859649122,0.12903225806451613,6.277777777777778,25.284615384615385,0.05555555555555555,8.0,9.0,14.0,3.0,7.0,1.0,5.0,1.0,4.0,3.0,1.0,5.0,4.0,9.0,4.0,8.0,1.0,3.0,3.0,15.0,6.0,4.0,1.0,5.0,4.0,1.0,4.0,2.0,6.0,5.0,1.0,12.0,3.0,2.0,2.0,5.0,2.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.19230769230769232,0.19230769230769232,0.4444444444444444,0.3076923076923077,0.3076923076923077,0.5,0.037037037037037035,0.1111111111111111,0.625,0.5,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.4,0.2,1.0,0.29411764705882354,0.25,0.8,1.0,0.6666666666666666,0.09375,0.6666666666666666,0.2641509433962264,0.6428571428571429,0.6428571428571429,0.4444444444444444,1.0,0.09433962264150944,0.2,0.2,1.0,0.19047619047619047,0.19047619047619047,1.0,0.5384615384615384,0.42857142857142855,0.07692307692307693,0.23076923076923078,1.0,0.19047619047619047,0.47029375,0.49545,0.1509433962264151,0.05660377358490566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1627673-1629477-202664-203866,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Courtney Vandersloot, Kayla Thornton","Stewart, Jones, Ionescu, Vandersloot, Thornton",1627668-1627673-1629477-202664-203866,NYL,515.0,4,9.0,6.0,17.0,17,7.0,,34,1.0,2.0,,2.0,6.0,4.0,8.0,6.0,5.0,22.0,16.0,6.0,2.0,6.0,3.0,5.0,1.0,12.0,2.0,1.0,3.0,7.0,4.0,1.0,5.0,1.0,4.0,6.0,1.0,1.0,1.0,,2.0,18.0,7.0,0.75,1.0,0.5,0.6071428571428571,0.6470588235294118,0.42857142857142855,0.3333333333333333,0.5,0.42857142857142855,0.5,0.3333333333333333,95.06796116504854,12.647058823529411,17.647058823529413,11.529411764705882,15.588235294117647,0.14285714285714285,0.5,0.5,1.0,0.14285714285714285,,,0.42857142857142855,0.7142857142857143,0.5037571428571429,0.06666666666666667,0.1111111111111111,7.2125,25.916666666666668,0.4117647058823529,3.0,3.0,4.0,2.0,3.0,,,,3.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,5.0,10.0,6.0,2.0,3.0,2.0,2.0,2.0,,2.0,,1.0,3.0,,4.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,10.0,2.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,0.5555555555555556,0.25,,0.2,,0.75,0.5,0.6666666666666666,1.0,,1.0,0.5,,,,1.0,,,0.2857142857142857,0.75,1.0,0.6666666666666666,,,,,,0.5,0.6,0.6666666666666666,0.75,0.6666666666666666,,0.25,0.5,0.5,0.5465375,0.49030833333333335,0.18181818181818182,0.45454545454545453,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.25,0.5,0.16666666666666666,0.5,0.3333333333333333,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1627673-1629477-202664-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Courtney Vandersloot, Betnijah Laney","Stewart, Jones, Ionescu, Vandersloot, Laney",1627668-1627673-1629477-202664-204335,NYL,14751.0,10,246.0,31.0,473.0,467,79.0,45.0,940,34.0,88.0,15.0,50.0,112.0,137.0,268.0,156.0,76.0,530.0,499.0,160.0,114.0,112.0,80.0,131.0,18.0,313.0,61.0,105.0,174.0,238.0,31.0,5.0,70.0,12.0,103.0,93.0,39.0,39.0,24.0,13.0,39.0,473.0,74.0,0.583941605839416,0.6504065040650406,0.5111940298507462,0.535377358490566,0.5663811563169164,0.36792452830188677,0.6645569620253164,0.8133333333333334,0.7124463519313304,0.5846153846153846,0.8166666666666667,91.76327028676022,15.382663847780126,16.00642398286938,14.784355179704017,15.179871520342612,0.20754716981132076,0.38636363636363635,0.40476190476190477,0.5294117647058824,0.1179245283018868,0.3,0.30612244897959184,0.2641509433962264,0.6745283018867925,0.5089090801886792,0.08533916849015317,0.12956810631229235,7.052238805970149,24.831410256410255,0.16701902748414377,49.0,88.0,130.0,13.0,19.0,14.0,44.0,3.0,46.0,14.0,19.0,60.0,16.0,29.0,17.0,57.0,25.0,32.0,120.0,153.0,28.0,46.0,16.0,51.0,37.0,14.0,52.0,10.0,25.0,37.0,2.0,64.0,10.0,37.0,25.0,39.0,9.0,29.0,10.0,41.0,81.0,4.0,10.0,,,15.0,112.0,5.0,0.85,0.38461538461538464,0.38461538461538464,0.5517241379310345,0.5108695652173914,0.5377358490566038,0.7628205128205128,0.05970149253731343,0.045454545454545456,0.5571428571428572,0.2222222222222222,0.2890625,0.2604166666666667,0.2767857142857143,0.36585365853658536,0.25925925925925924,0.24242424242424243,0.25757575757575757,0.26666666666666666,0.6949152542372882,0.7647058823529411,0.8,0.04784688995215311,0.38461538461538464,0.30660377358490565,0.676923076923077,0.7394957983193278,0.5909090909090909,0.6666666666666666,0.10377358490566038,0.3181818181818182,0.3181818181818182,1.0,0.4107142857142857,0.4107142857142857,0.8043478260869565,0.41304347826086957,0.6842105263157895,0.06521739130434782,0.30434782608695654,0.31666666666666665,0.4107142857142857,0.5623532258064516,0.5135025,0.10754716981132076,0.22641509433962265,19.0,24.0,10.0,26.0,35.0,12.0,27.0,,12.0,6.0,4.0,,0.48,0.7428571428571429,0.7333333333333333,,0.08461538461538462,0.02,,0.07692307692307693,0.4,0.7916666666666666,0.5263157894736842,1.0,2.0,6.0,4.0,5.0,10.0,8.0,3.0,5.0,6.0,2.0,4.0,6.0,1.0,2.0,1.0,3.0,0.29411764705882354,1.0,0.3333333333333333,1.0,0.2857142857142857,1.0,0.1,0.3333333333333333,,,,,,1611661313,2023,2023,False
1627668-1627673-1629477-203866-204335,1611661313,"Breanna Stewart, Jonquel Jones, Sabrina Ionescu, Kayla Thornton, Betnijah Laney","Stewart, Jones, Ionescu, Thornton, Laney",1627668-1627673-1629477-203866-204335,NYL,803.0,5,13.0,-9.0,25.0,26,4.0,4.0,51,2.0,8.0,1.0,3.0,6.0,5.0,16.0,9.0,5.0,21.0,30.0,4.0,6.0,6.0,2.0,3.0,1.0,7.0,2.0,6.0,8.0,15.0,2.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,,1.0,1.0,10.0,4.0,0.4,0.4,0.3125,0.32,0.37037037037037035,0.36,0.8571428571428571,0.4,0.6666666666666666,0.5,0.5,91.45703611457037,15.0,16.46153846153846,13.04,15.653846153846153,0.32,0.25,0.3333333333333333,0.5,0.12,0.3333333333333333,0.3333333333333333,0.24,0.56,0.474968,0.038461538461538464,0.058823529411764705,8.4125,24.744444444444444,0.16,6.0,2.0,5.0,1.0,2.0,,3.0,,2.0,1.0,,2.0,3.0,7.0,1.0,11.0,1.0,2.0,4.0,3.0,,2.0,2.0,1.0,1.0,,,1.0,1.0,6.0,,7.0,2.0,1.0,1.0,3.0,,2.0,1.0,3.0,4.0,,1.0,,,1.0,4.0,1.0,0.5,0.2222222222222222,0.2222222222222222,0.42857142857142855,0.5625,0.6111111111111112,0.5,0.125,0.25,0.6,,0.5454545454545454,0.14285714285714285,0.3888888888888889,0.6666666666666666,0.5,0.5,,0.3333333333333333,1.0,1.0,,0.125,1.0,0.2,0.4,0.4,,1.0,0.12,,,,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,,0.125,,0.3333333333333333,0.47181428571428574,0.44721666666666665,0.5238095238095238,0.19047619047619047,,,,1.0,2.0,,3.0,,,,,,,0.5,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,0.3333333333333333,,,,,,,1611661313,2023,2023,False
1627668-1627673-1629546-202664-203866,1611661313,"Breanna Stewart, Jonquel Jones, Marine Johannès, Courtney Vandersloot, Kayla Thornton","Stewart, Jones, Johannès, Vandersloot, Thornton",1627668-1627673-1629546-202664-203866,NYL,402.0,3,7.0,-1.0,9.0,11,,1.0,20,,1.0,1.0,1.0,4.0,1.0,5.0,7.0,2.0,10.0,11.0,2.0,,4.0,1.0,3.0,,8.0,5.0,1.0,6.0,10.0,,,1.0,,5.0,3.0,1.0,,,,,10.0,,1.0,1.0,0.2,0.3333333333333333,0.35714285714285715,0.5833333333333334,1.0,1.0,1.0,,1.0,71.64179104477611,22.666666666666668,18.0,22.444444444444443,18.0,0.08333333333333333,,,,0.08333333333333333,1.0,1.0,0.3333333333333333,0.8333333333333334,0.5393041666666667,0.07692307692307693,0.16666666666666666,7.640000000000001,24.342857142857145,,2.0,,3.0,,1.0,1.0,3.0,,1.0,1.0,,2.0,,1.0,1.0,,,,,6.0,,1.0,1.0,2.0,1.0,1.0,,1.0,4.0,,,4.0,,,,1.0,,,1.0,1.0,3.0,,1.0,,,,,,1.0,0.2857142857142857,0.2857142857142857,,,,,0.2,,1.0,,,0.8,0.4444444444444444,,,,0.6666666666666666,1.0,1.0,,,,,0.25,,,,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,1.0,0.5,,,0.5,,0.25,,,,,,,,,,,,,,,2.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1611661313,2023,2023,False
1627668-1627673-1629546-202664-204335,1611661313,"Breanna Stewart, Jonquel Jones, Marine Johannès, Courtney Vandersloot, Betnijah Laney","Stewart, Jones, Johannès, Vandersloot, Laney",1627668-1627673-1629546-202664-204335,NYL,1029.0,6,17.0,2.0,32.0,34,1.0,4.0,66,4.0,10.0,2.0,4.0,6.0,10.0,20.0,9.0,2.0,34.0,32.0,8.0,12.0,6.0,4.0,8.0,2.0,20.0,3.0,7.0,10.0,14.0,4.0,1.0,6.0,,5.0,4.0,2.0,1.0,1.0,,2.0,32.0,1.0,0.4,0.4444444444444444,0.5,0.5517241379310345,0.5666666666666667,0.3103448275862069,0.5,0.6,0.5263157894736842,0.6666666666666666,0.75,92.36151603498543,13.84375,17.235294117647058,13.125,16.294117647058822,0.3448275862068966,0.4,0.4444444444444444,0.5,0.13793103448275862,0.5,0.5,0.20689655172413793,0.5172413793103449,0.4779155172413793,0.06666666666666667,0.09523809523809523,9.36,24.455555555555556,0.03125,4.0,4.0,6.0,1.0,2.0,1.0,3.0,,3.0,,,4.0,1.0,2.0,,2.0,,,2.0,12.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,,1.0,3.0,,4.0,,,,2.0,1.0,2.0,,5.0,8.0,,,1.0,,1.0,2.0,,1.0,0.4444444444444444,0.4444444444444444,0.5,0.5,0.5,0.5,0.1,0.1,0.3333333333333333,,0.3,0.2,0.26666666666666666,1.0,0.16666666666666666,,,0.5,0.6,0.3333333333333333,,,0.5,0.20689655172413793,0.6666666666666666,0.8,0.5,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,0.5,,,,0.5,0.4492,0.3683,0.058823529411764705,0.058823529411764705,1.0,1.0,,1.0,2.0,,,,,3.0,,,,0.5,0.5,,0.16666666666666666,,,,0.5,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1611661313,2023,2023,False
1627668-1627673-1629546-203866-204335,1611661313,"Breanna Stewart, Jonquel Jones, Marine Johannès, Kayla Thornton, Betnijah Laney","Stewart, Jones, Johannès, Thornton, Laney",1627668-1627673-1629546-203866-204335,NYL,13.0,1,,-3.0,,1,,,1,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.76923076923076,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1627673-202664-203866-204335,1611661313,"Breanna Stewart, Jonquel Jones, Courtney Vandersloot, Kayla Thornton, Betnijah Laney","Stewart, Jones, Vandersloot, Thornton, Laney",1627668-1627673-202664-203866-204335,NYL,377.0,4,6.0,-9.0,14.0,14,3.0,1.0,28,1.0,3.0,,3.0,1.0,3.0,12.0,3.0,1.0,7.0,16.0,4.0,2.0,1.0,2.0,2.0,,4.0,4.0,1.0,5.0,9.0,2.0,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,2.0,3.0,0.6666666666666666,1.0,0.25,0.2,0.23333333333333334,0.2,0.5,1.0,0.8333333333333334,,1.0,106.94960212201592,14.285714285714286,12.642857142857142,12.285714285714286,12.5,0.2,0.3333333333333333,0.3333333333333333,,0.2,,,0.06666666666666667,0.6,0.5229285714285714,0.06666666666666667,0.08333333333333333,7.308333333333334,24.166666666666668,0.21428571428571427,4.0,2.0,6.0,1.0,2.0,,2.0,,,,,,2.0,5.0,,5.0,,,2.0,,2.0,,2.0,,,,2.0,,2.0,2.0,,4.0,,,,1.0,1.0,1.0,,2.0,2.0,,,,,,2.0,,,,,0.4,0.4,0.5,0.5,0.16666666666666666,,0.3333333333333333,,0.25,0.6666666666666666,0.36363636363636365,0.5,,,,1.0,,1.0,1.0,,,0.4,0.3333333333333333,0.5,1.0,,0.13333333333333333,,,,,,,0.4,0.5,,,,,0.4745,0.584,0.7142857142857143,0.2857142857142857,1.0,1.0,,1.0,2.0,,,,,,,,,0.5,0.5,,0.3333333333333333,,,1.0,0.5,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
1627668-1629477-1629546-1630139-203866,1611661313,"Breanna Stewart, Sabrina Ionescu, Marine Johannès, Jocelyn Willoughby, Kayla Thornton","Stewart, Ionescu, Johannès, Willoughby, Thornton",1627668-1629477-1629546-1630139-203866,NYL,34.0,1,1.0,,1.0,1,1.0,,2,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,84.70588235294117,8.0,26.0,8.0,26.0,,,,,,,,1.0,1.0,0.5058,,,,24.3,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2023,2023,False
