EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,3SecondViolations,HeaveAttempts,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,Travels,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,Charge Fouls,3pt And 1 Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
100721-201502-202250-202259-203411,1611661313,"Swin Cash, Essence Carson, Tina Charles, Epiphanny Prince, Sugar Rodgers","Cash, Carson, Charles, Prince, Rodgers",100721-201502-202250-202259-203411,NYL,125.0,1,2.0,-1.0,3.0,4.0,3.0,4.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.5,0.5,0.5,0.3,0.3,0.3,0.3,0.4,0.5,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,0.25,80.64,17.666666666666668,18.0,13.333333333333334,17.5,0.2,0.4,0.4,0.5,0.5,1.0,0.5,0.2,0.4,0.5,0.6,0.5,0.43368,0.37435,0.43368,1.0,7.833333333333333,24.95,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
101030-202250-202259-203411-204329,1611661313,"Tanisha Wright, Tina Charles, Epiphanny Prince, Sugar Rodgers, Kiah Stokes","Wright, Charles, Prince, Rodgers, Stokes",101030-202250-202259-203411-204329,NYL,3204.0,13,53.0,22.0,99.0,95.0,50.0,22.0,13.0,194.0,26.0,5.0,13.0,19.0,4.0,17.0,1.0,7.0,61.0,6.0,21.0,96.0,74.0,12.0,29.0,2.0,9.0,49.0,12.0,17.0,4.0,4.0,12.0,2.0,28.0,12.0,10.0,23.0,35.0,14.0,49.0,3.0,14.0,82.0,43.0,46.0,2.0,0.6666666666666666,0.2857142857142857,0.2222222222222222,0.2857142857142857,0.36585365853658536,0.3157894736842105,0.46601941747572817,0.46226415094339623,0.25609756097560976,0.6571428571428571,0.3076923076923077,0.7142857142857143,0.673469387755102,0.24074074074074073,0.45454545454545453,0.6666666666666666,1.0,0.06,87.19101123595506,16.848484848484848,16.16842105263158,15.757575757575758,15.273684210526316,0.3170731707317073,0.23170731707317074,0.2073170731707317,0.23529411764705882,0.23529411764705882,0.5,0.38461538461538464,0.34210526315789475,0.18421052631578946,0.14285714285714285,0.573170731707317,0.23529411764705882,0.4603351851851851,0.4108576923076923,0.45458108108108114,0.5104166666666666,7.836065573770492,24.19047619047619,0.5050505050505051,12.0,3.0,6.0,8.0,1.0,16.0,2.0,4.0,1.0,2.0,1.0,21.0,36.0,5.0,1.0,4.0,14.0,9.0,25.0,16.0,26.0,6.0,8.0,5.0,8.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,13.0,11.0,2.0,3.0,4.0,2.0,7.0,1.0,1.0,10.0,5.0,5.0,1.0,1.0,1.0,39.0,2.0,2.0,45.0,2.0,1.0,13.0,10.0,7.0,6.0,1.0,7.0,3.0,8.0,0.38095238095238093,0.47058823529411764,0.3442622950819672,0.4166666666666667,0.3103448275862069,0.38461538461538464,0.4117647058823529,0.08196721311475409,0.11538461538461539,0.05263157894736842,0.0625,0.3,1.0,0.2,0.06666666666666667,0.42857142857142855,0.07142857142857142,0.07692307692307693,0.5333333333333333,0.875,0.6923076923076923,0.42857142857142855,0.46153846153846156,0.5217391304347826,0.4166666666666667,0.42105263157894735,0.4444444444444444,0.25,0.1951219512195122,0.0625,0.06666666666666667,1.0,0.04878048780487805,0.5,0.5,1.0,0.6,0.07692307692307693,0.46153846153846156,0.05263157894736842,0.5,0.13978494623655913,0.18055555555555555,0.14583333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
100721-101030-201499-202250-204329,1611661313,"Swin Cash, Tanisha Wright, Candice Wiggins, Tina Charles, Kiah Stokes","Cash, Wright, Wiggins, Charles, Stokes",100721-101030-201499-202250-204329,NYL,628.0,6,10.0,-6.0,19.0,19.0,,3.0,3.0,38.0,1.0,1.0,,4.0,1.0,4.0,,,8.0,1.0,6.0,11.0,17.0,2.0,,,,,3.0,4.0,1.0,1.0,3.0,1.0,7.0,2.0,4.0,7.0,11.0,3.0,14.0,,4.0,11.0,,,,1.0,0.16666666666666666,,0.16666666666666666,0.32142857142857145,,0.36666666666666664,,0.42857142857142855,0.875,0.4,0.6666666666666666,0.7857142857142857,0.3,0.5,1.0,,,87.13375796178345,17.05263157894737,16.0,15.526315789473685,15.157894736842104,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.25,0.25,1.0,0.3333333333333333,,,,0.5,0.25,0.4611,0.5397,,,12.2125,23.75,,,,,2.0,1.0,3.0,,2.0,,,1.0,3.0,2.0,,1.0,,,,,4.0,2.0,,,,2.0,,,2.0,,1.0,,,1.0,1.0,,3.0,1.0,3.0,3.0,,,6.0,,2.0,,,1.0,3.0,,,2.0,,,1.0,,1.0,1.0,,1.0,,,0.6666666666666666,0.6666666666666666,0.375,,,,,,,,,0.5,,,0.2,,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,,,,,0.5,0.5,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,,,,0.3333333333333333,,,,0.06666666666666667,0.1111111111111111,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
100721-101030-202250-203069-203411,1611661313,"Swin Cash, Tanisha Wright, Tina Charles, Avery Warley-Talbert, Sugar Rodgers","Cash, Wright, Charles, Warley-Talbert, Rodgers",100721-101030-202250-203069-203411,NYL,171.0,2,3.0,-1.0,5.0,5.0,2.0,3.0,2.0,10.0,2.0,1.0,1.0,,,1.0,,1.0,4.0,,1.0,7.0,8.0,2.0,2.0,,1.0,,,1.0,,,1.0,,2.0,,1.0,,1.0,1.0,2.0,,5.0,5.0,,2.0,,,,,,0.4,,0.5833333333333334,,0.2,,,1.0,1.0,0.3333333333333333,,,,,84.21052631578947,15.8,18.4,12.4,16.0,0.4,,0.2,,,,0.5,0.3333333333333333,0.3333333333333333,,0.6,,0.48319,0.5937,0.4920166666666667,,10.725,22.5,0.4,1.0,,,,1.0,2.0,,,,,,2.0,3.0,1.0,,,2.0,,,2.0,2.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,3.0,,,,3.0,,1.0,3.0,1.0,,2.0,,,,,,,,0.5,0.5,0.5,0.5,,0.5,0.5,,,,,,,,1.0,,,1.0,,,1.0,,0.5,0.5,1.0,,,,0.4,0.5,0.5,,,,,,,,,,,0.3333333333333333,0.4,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
100721-101030-202250-204296-204329,1611661313,"Swin Cash, Tanisha Wright, Tina Charles, Rebecca Allen, Kiah Stokes","Cash, Wright, Charles, Allen, Stokes",100721-101030-202250-204296-204329,NYL,137.0,1,2.0,-4.0,4.0,4.0,,4.0,,8.0,,,,,,1.0,,,1.0,,2.0,,4.0,,,,,,,1.0,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,0.6666666666666666,,,1.0,1.0,,,,,,84.08759124087592,20.5,13.75,20.5,13.75,,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.40686666666666665,,,,18.4,24.3,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
100721-201499-201502-202250-202259,1611661313,"Swin Cash, Candice Wiggins, Essence Carson, Tina Charles, Epiphanny Prince","Cash, Wiggins, Carson, Charles, Prince",100721-201499-201502-202250-202259,NYL,23.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,125.21739130434781,6.0,17.0,6.0,17.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
100721-201499-202670-203069-203411,1611661313,"Swin Cash, Candice Wiggins, Carolyn Swords, Avery Warley-Talbert, Sugar Rodgers","Cash, Wiggins, Swords, Warley-Talbert, Rodgers",100721-201499-202670-203069-203411,NYL,930.0,4,16.0,-9.0,31.0,30.0,12.0,11.0,8.0,61.0,14.0,7.0,5.0,6.0,,6.0,,2.0,22.0,,7.0,25.0,34.0,9.0,9.0,,3.0,11.0,,5.0,,,5.0,,10.0,8.0,3.0,8.0,11.0,11.0,22.0,1.0,11.0,16.0,11.0,12.0,1.0,,,,,0.27586206896551724,0.4166666666666667,0.3472222222222222,0.4230769230769231,0.2413793103448276,0.6666666666666666,0.5714285714285714,0.75,0.6875,0.5789473684210527,0.3333333333333333,0.8,0.5,0.0625,94.45161290322581,16.225806451612904,14.233333333333333,14.935483870967742,13.4,0.4827586206896552,0.20689655172413793,0.20689655172413793,,,,0.7777777777777778,0.4166666666666667,0.16666666666666666,,0.7241379310344828,,0.44971428571428573,0.45554285714285714,0.4335708333333333,0.44,5.4772727272727275,27.114285714285717,0.3870967741935484,4.0,2.0,2.0,3.0,1.0,2.0,,1.0,,1.0,,8.0,9.0,3.0,,3.0,9.0,5.0,1.0,10.0,6.0,,2.0,3.0,5.0,,3.0,1.0,1.0,3.0,,,1.0,1.0,,4.0,,2.0,3.0,2.0,,7.0,2.0,3.0,,3.0,3.0,12.0,,1.0,14.0,,,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,0.625,0.7142857142857143,0.36363636363636365,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.4090909090909091,0.13636363636363635,0.21428571428571427,,,0.5714285714285714,,,0.6,0.7,,0.5,0.5,0.6,1.0,0.6666666666666666,0.2857142857142857,0.36363636363636365,0.75,0.5,0.5,0.3333333333333333,0.06896551724137931,0.5,0.5,1.0,0.034482758620689655,,,,0.2857142857142857,,0.4,0.08333333333333333,,0.12121212121212122,0.15384615384615385,0.36,,1.0,1.0,1.0,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
100721-201502-202250-202670-204327,1611661313,"Swin Cash, Essence Carson, Tina Charles, Carolyn Swords, Brittany Boyd","Cash, Carson, Charles, Swords, Boyd",100721-201502-202250-202670-204327,NYL,25.0,1,,,,,,,,,2.0,2.0,,1.0,,,,,3.0,,,,,2.0,,,,,,,,,,,,3.0,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,0.5,,,,,,0.6666666666666666,0.3333333333333333,,,,,1.0,,,,0.6666666666666666,,0.5047333333333334,0.58735,,,3.533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
100721-201502-202259-202670-203411,1611661313,"Swin Cash, Essence Carson, Epiphanny Prince, Carolyn Swords, Sugar Rodgers","Cash, Carson, Prince, Swords, Rodgers",100721-201502-202259-202670-203411,NYL,26.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,110.76923076923076,4.0,22.0,4.0,22.0,,,,,,,,,,,,,0.2052,,0.2052,,15.1,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
100721-201502-202670-203411-204327,1611661313,"Swin Cash, Essence Carson, Carolyn Swords, Sugar Rodgers, Brittany Boyd","Cash, Carson, Swords, Rodgers, Boyd",100721-201502-202670-203411-204327,NYL,525.0,3,9.0,,14.0,15.0,1.0,7.0,3.0,29.0,7.0,2.0,,1.0,,2.0,,1.0,14.0,,2.0,14.0,14.0,4.0,1.0,,1.0,2.0,,2.0,,,5.0,,10.0,5.0,,2.0,4.0,7.0,11.0,,3.0,10.0,2.0,1.0,,,,,,0.3125,,0.3888888888888889,0.3333333333333333,0.125,0.6666666666666666,0.5555555555555556,,0.6666666666666666,0.6363636363636364,1.0,1.0,,,79.54285714285714,19.785714285714285,16.533333333333335,16.857142857142858,16.466666666666665,0.4375,0.0625,0.125,,,,0.4,,0.5,,0.5625,,0.46564375,0.5188,0.43675,0.14285714285714285,9.635714285714286,23.5,0.07142857142857142,3.0,1.0,,,2.0,6.0,,,,,1.0,5.0,4.0,1.0,1.0,2.0,4.0,,2.0,10.0,,,,1.0,5.0,,3.0,,2.0,2.0,,2.0,3.0,1.0,2.0,1.0,,1.0,2.0,,,3.0,,2.0,,,,4.0,,,4.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,0.35714285714285715,0.25,,0.2,0.3333333333333333,0.07142857142857142,0.14285714285714285,,,0.3333333333333333,1.0,,1.0,0.5,0.5,1.0,,1.0,,,0.42857142857142855,0.5,1.0,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5,0.2,,,,0.058823529411764705,0.06666666666666667,0.2857142857142857,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2015,2015,False
