EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,Fouls,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,FG3A,PenaltyFG2A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,OffShortMidRangeReboundPct,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Corner3FGA,Corner3Frequency,PenaltyAtRimFGA,PtsAssisted3s,ThreePtAssists,Arc3Assists,OffThreePtRebounds,BadPassSteals,StepOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,Assisted3sPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,PenaltyAtRimFrequency,Corner3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,PtsPutbacks,Corner3Assists,BlockingFouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,BlockedShortMidRange,DefShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceTurnovers,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,FTDefRebounds,Blocked3s,BlockedArc3,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,LongMidRangePctBlocked,PenaltyArc3FGM,PenaltyArc3Accuracy,PenaltyFtPoints,FTOffRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,BlockedLongMidRange,3SecondViolations,HeaveAttempts,team_id,year,season,team_vs
100812-200665-201477-202638-202664,1611661329,"Erika de Souza, Cappie Pondexter, Tamera Young, Jessica Breland, Courtney Vandersloot","de Souza, Pondexter, Young, Breland, Vandersloot",100812-200665-201477-202638-202664,CHI,48.0,1,1.0,-2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,60.0,28.0,20.0,28.0,20.0,1.0,0.318,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-200665-201477-202664-203399,1611661329,"Erika de Souza, Cappie Pondexter, Tamera Young, Courtney Vandersloot, Elena Delle Donne","de Souza, Pondexter, Young, Vandersloot, Delle Donne",100812-200665-201477-202664-203399,CHI,253.0,2,4.0,1.0,9.0,9.0,18.0,2.0,8.0,9.0,2.0,102.45059288537549,12.777777777777779,15.333333333333334,12.444444444444445,13.777777777777779,0.25,0.5571875,6.0375,1.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,10.0,1.0,1.0,2.0,6.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,0.75,0.75,0.5,1.0,0.5,1.0,0.5555555555555556,1.0,0.125,0.2,1.0,0.5,0.25,0.25,0.375,0.25,0.25,0.3333333333333333,1.0,0.3333333333333333,1.0,0.625,0.2,0.25,1.0,0.125,1.0,1.0,1.0,1.0,1.0,0.5,0.625,0.4145,0.1111111111111111,0.1111111111111111,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-200665-201516-202638-203399,1611661329,"Erika de Souza, Cappie Pondexter, Allie Quigley, Jessica Breland, Elena Delle Donne","de Souza, Pondexter, Quigley, Breland, Delle Donne",100812-200665-201516-202638-203399,CHI,317.0,3,5.0,-2.0,8.0,9.0,17.0,2.0,8.0,10.0,1.0,77.22397476340694,21.0,16.555555555555557,20.375,14.88888888888889,0.2222222222222222,0.4355777777777778,8.9375,1.0,2.0,3.0,,3.0,2.0,4.0,,8.0,1.0,1.0,2.0,8.0,,,4.0,4.0,2.0,,2.0,8.0,2.0,,3.0,3.0,2.0,5.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,0.5,1.0,0.4444444444444444,1.0,0.4444444444444444,1.0,,,1.0,1.0,0.5,,1.0,0.4,1.0,1.0,1.0,,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,,,1.0,1.0,1.0,0.4444444444444444,0.64,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,0.3234,25.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-200665-201516-202664-203399,1611661329,"Erika de Souza, Cappie Pondexter, Allie Quigley, Courtney Vandersloot, Elena Delle Donne","de Souza, Pondexter, Quigley, Vandersloot, Delle Donne",100812-200665-201516-202664-203399,CHI,628.0,3,10.0,-15.0,21.0,21.0,42.0,3.0,17.0,34.0,6.0,96.30573248407643,15.047619047619047,14.857142857142858,14.619047619047619,14.619047619047619,0.14285714285714285,0.5027333333333333,6.947058823529411,3.0,5.0,9.0,1.0,5.0,2.0,8.0,,19.0,1.0,2.0,2.0,4.0,12.0,1.0,2.0,2.0,2.0,,,4.0,3.0,1.0,3.0,4.0,3.0,7.0,,,1.0,,3.0,4.0,3.0,,,,,,,17.0,0.25,0.25,0.47058823529411764,0.5,0.4523809523809524,0.3333333333333333,0.4523809523809524,0.3333333333333333,0.058823529411764705,0.1111111111111111,0.3333333333333333,1.0,0.3333333333333333,0.5,0.8,0.25,,1.0,1.0,1.0,,0.42857142857142855,0.5555555555555556,0.625,0.4,0.23809523809523808,0.2,0.2,,0.6666666666666666,0.6666666666666666,,0.6190476190476191,0.5256833333333334,,,0.10526315789473684,,7.0,1.0,2.0,4.0,4.0,,4.0,,0.19047619047619047,0.5,0.19047619047619047,0.6666666666666666,0.5,1.0,,24.9,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.25,0.25,1.0,0.09090909090909091,0.25,0.25,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-200665-201516-203399-203857,1611661329,"Erika de Souza, Cappie Pondexter, Allie Quigley, Elena Delle Donne, Jamierra Faulkner","de Souza, Pondexter, Quigley, Delle Donne, Faulkner",100812-200665-201516-203399-203857,CHI,88.0,1,1.0,-6.0,3.0,3.0,6.0,,,6.0,,98.18181818181819,17.333333333333332,12.0,17.333333333333332,11.333333333333334,,0.640275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,22.8,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-200665-202638-202664-203399,1611661329,"Erika de Souza, Cappie Pondexter, Jessica Breland, Courtney Vandersloot, Elena Delle Donne","de Souza, Pondexter, Breland, Vandersloot, Delle Donne",100812-200665-202638-202664-203399,CHI,892.0,2,15.0,-1.0,26.0,25.0,51.0,8.0,20.0,34.0,4.0,82.33183856502242,17.076923076923077,17.92,16.73076923076923,16.64,0.3076923076923077,0.5067730769230769,8.709999999999999,1.0,4.0,10.0,1.0,2.0,4.0,9.0,3.0,33.0,1.0,2.0,2.0,12.0,6.0,2.0,6.0,10.0,3.0,1.0,2.0,24.0,3.0,5.0,4.0,9.0,4.0,13.0,1.0,,,,3.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,,31.0,0.6666666666666666,0.6666666666666666,0.45,0.5,0.5769230769230769,0.5,0.6111111111111112,0.5,0.1,0.2,,0.5714285714285714,0.2727272727272727,0.8333333333333334,0.6923076923076923,0.3076923076923077,0.5,0.5,0.6666666666666666,0.8,,0.38461538461538464,0.4,0.5,0.75,0.07692307692307693,0.5,0.5,1.0,0.5,0.5,0.5,0.6153846153846154,0.4558,0.07407407407407407,0.09523809523809523,0.06060606060606061,2.0,1.0,,1.0,6.0,6.0,1.0,6.0,2.0,0.23076923076923078,,0.23076923076923078,0.5,,,0.6774,24.066666666666666,0.07692307692307693,4.0,,4.0,,,4.0,,,3.0,,1.0,1.0,,,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,1.0,12.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-201477-201516-202638-203399,1611661329,"Erika de Souza, Tamera Young, Allie Quigley, Jessica Breland, Elena Delle Donne","de Souza, Young, Quigley, Breland, Delle Donne",100812-201477-201516-202638-203399,CHI,36.0,1,1.0,3.0,2.0,1.0,3.0,,1.0,,,120.0,13.0,10.0,13.0,10.0,,0.3669,6.1,,,,1.0,1.0,,1.0,1.0,3.0,,,,2.0,,,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,,1.5,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-201477-201516-202664-203399,1611661329,"Erika de Souza, Tamera Young, Allie Quigley, Courtney Vandersloot, Elena Delle Donne","de Souza, Young, Quigley, Vandersloot, Delle Donne",100812-201477-201516-202664-203399,CHI,122.0,1,2.0,1.0,4.0,4.0,8.0,2.0,3.0,4.0,,94.42622950819673,11.75,18.75,11.75,18.75,0.5,0.5063625,11.933333333333332,,1.0,1.0,,,,1.0,,5.0,,,,2.0,,,1.0,2.0,1.0,,,5.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,5.0,1.0,1.0,0.3333333333333333,,0.625,,0.625,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,0.25,1.0,1.0,1.0,,,,,,,,0.5,,,,,,,,,1.0,1.0,,1.0,,0.25,,0.25,,,,,25.3,,1.0,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,3.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-201477-202638-202664-203399,1611661329,"Erika de Souza, Tamera Young, Jessica Breland, Courtney Vandersloot, Elena Delle Donne","de Souza, Young, Breland, Vandersloot, Delle Donne",100812-201477-202638-202664-203399,CHI,1016.0,3,17.0,5.0,30.0,32.0,62.0,5.0,26.0,25.0,6.0,87.8740157480315,16.833333333333332,15.96875,15.966666666666667,13.125,0.1724137931034483,0.5121571428571429,6.31923076923077,6.0,7.0,14.0,2.0,7.0,2.0,11.0,5.0,30.0,3.0,4.0,10.0,10.0,12.0,3.0,5.0,6.0,1.0,2.0,2.0,13.0,7.0,5.0,7.0,12.0,7.0,19.0,4.0,,7.0,5.0,7.0,2.0,8.0,5.0,3.0,4.0,1.0,4.0,1.0,20.0,0.45454545454545453,0.5555555555555556,0.4230769230769231,0.75,0.43103448275862066,0.75,0.4838709677419355,0.8333333333333334,0.11538461538461539,0.21428571428571427,1.0,0.6363636363636364,0.4666666666666667,0.45454545454545453,0.5454545454545454,0.4375,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.4,0.25,0.4827586206896552,0.5,0.6363636363636364,0.14285714285714285,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.4,0.4,1.0,0.5862068965517241,0.567,0.0967741935483871,0.10714285714285714,0.3333333333333333,,1.0,3.0,3.0,2.0,3.0,,2.0,,0.10344827586206896,0.6,0.06896551724137931,0.75,1.0,,,29.166666666666668,,,,1.0,,,,1.0,,,2.0,,2.0,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.07692307692307693,,,,,1.0,0.034482758620689655,,3.0,1.0,,,4.0,,,,1.0,,1.0,,,1.0,,,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.6,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
100812-201516-202638-202664-203399,1611661329,"Erika de Souza, Allie Quigley, Jessica Breland, Courtney Vandersloot, Elena Delle Donne","de Souza, Quigley, Breland, Vandersloot, Delle Donne",100812-201516-202638-202664-203399,CHI,670.0,3,11.0,-4.0,19.0,19.0,38.0,5.0,14.0,24.0,6.0,81.67164179104478,18.63157894736842,16.63157894736842,16.263157894736842,15.31578947368421,0.2777777777777778,0.4323722222222222,10.785714285714286,4.0,1.0,3.0,2.0,6.0,4.0,7.0,,20.0,1.0,3.0,5.0,6.0,8.0,1.0,3.0,5.0,,,3.0,12.0,1.0,1.0,6.0,7.0,3.0,10.0,1.0,,2.0,2.0,4.0,3.0,2.0,,,1.0,1.0,1.0,1.0,15.0,0.42857142857142855,0.42857142857142855,0.5,0.3333333333333333,0.5555555555555556,0.625,0.5555555555555556,0.625,0.07142857142857142,,0.5,0.8571428571428571,0.14285714285714285,0.5,0.7777777777777778,0.3333333333333333,,1.0,1.0,0.5,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.4,,0.8,0.8,0.75,0.3888888888888889,0.39163333333333333,,,0.25,2.0,,,1.0,2.0,4.0,1.0,2.0,2.0,0.2222222222222222,0.25,0.1111111111111111,0.25,,,0.2879,23.8,0.10526315789473684,1.0,1.0,2.0,1.0,,1.0,,1.0,2.0,,,2.0,1.0,,0.5,0.5,,,0.5,0.5,0.25,0.5,2.0,0.1111111111111111,,6.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,0.5,0.5,1.0,,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2015,2015,False
