EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,PenaltyArc3FGA,PenaltyFG3A,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,Steals,BadPassSteals,BadPassTurnovers,ShootingFouls,Technical Free Throw Trips,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangePctAssisted,PenaltyArc3Frequency,ShortMidRangeFGM,Corner3FGA,FTDefRebounds,DeadBallTurnovers,DefFTReboundPct,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,FTOffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFoulsDrawn,Defensive 3 Seconds Violations,AtRimPctBlocked,OffFTReboundPct,OffAtRimReboundPct,LostBallOutOfBoundsTurnovers,Travels,NonShootingPenaltyNonTakeFoulsDrawn,BlockedShortMidRange,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,PtsPutbacks,ShortMidRangeAssists,SelfOReb,LostBallSteals,Loose Ball Fouls Drawn,Offensive Fouls Drawn,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Corner3FGM,SecondChanceCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Accuracy,HeaveAttempts,BlockedLongMidRange,team_id,year,season,team_vs
100949-101024-201496-201911-202650,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Kristi Toliver, Jantel Lavender","Beard, Johnson, Parker, Toliver, Lavender",100949-101024-201496-201911-202650,LAS,339.0,2,6,10,13,14,11.0,12.0,1.0,27,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3,1.0,2.0,3.0,5,1.0,2.0,10.0,19,9,1.0,1.0,1.0,3.0,2.0,4.0,9.0,13.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,6.0,8.0,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,7.0,11.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,16,6.0,7.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.6,1.0,0.5,0.6428571428571429,1.0,0.5,0.7916666666666666,1.5,0.7222222222222222,0.2857142857142857,1.0,0.75,0.5,1.0,0.6666666666666666,0.3333333333333333,1.0,0.8,0.6666666666666666,0.6666666666666666,114.69026548672565,0.5,10.615384615384615,14.357142857142858,10.076923076923077,12.285714285714286,0.2857142857142857,1.0,1.0,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,1.0,0.25,1.0,0.5714285714285714,0.5,0.49535714285714283,0.705,0.444475,0.25,0.3333333333333333,0.15789473684210525,0.6842105263157895,10.440000000000001,24.85,0.8461538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201496-201911-203014,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Kristi Toliver, Nneka Ogwumike","Beard, Johnson, Parker, Toliver, Ogwumike",100949-101024-201496-201911-203014,LAS,209.0,1,3,-2,6,8,,,1.0,14,1.0,1.0,,,,,1.0,2,,1.0,2.0,5,,1.0,3.0,7,9,,1.0,,,,,,,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,,2.0,1.0,3.0,1.0,4,1.0,,1.0,,3.0,,1.0,3.0,,1.0,,1.0,1.0,1.0,1.0,7,,,0.5,0.5,,,,0.4,,,0.3333333333333333,,,0.42857142857142855,,,0.16666666666666666,1.0,1.0,1.0,,1.0,0.3333333333333333,,1.0,,1.0,96.45933014354067,1.0,21.166666666666668,10.25,20.166666666666668,10.25,0.16666666666666666,1.0,1.0,,0.3333333333333333,0.5,0.5,0.16666666666666666,,,,,,,,,0.3333333333333333,,0.3906416666666667,0.4056,0.14055,0.14285714285714285,0.16666666666666666,,,10.0,25.6,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.2,0.5,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201496-202650-203014,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Jantel Lavender, Nneka Ogwumike","Beard, Johnson, Parker, Lavender, Ogwumike",100949-101024-201496-202650-203014,LAS,231.0,2,4,2,8,8,,5.0,,16,1.0,1.0,,,,,1.0,3,,,3.0,5,,1.0,,6,4,,,,,,,,,4.0,2.0,,,,2.0,,2.0,,1.0,4.0,,,2.0,3.0,,3,1.0,,2.0,,4.0,,,,,,,,,,,6,,,0.6666666666666666,0.6666666666666666,,,,0.6,,,0.5,,,0.5,,,0.16666666666666666,0.5,1.0,,,1.0,,,,1.0,,99.74025974025975,,15.375,13.5,15.375,12.25,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.3333333333333333,,0.44625833333333337,,,,,,,12.2,23.9,,1.0,,,,1.0,,1.0,1.0,1.0,3.0,,,,,,0.16666666666666666,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201496-202650-204302,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Jantel Lavender, Ana Dabovic","Beard, Johnson, Parker, Lavender, Dabovic",100949-101024-201496-202650-204302,LAS,433.0,3,7,4,12,13,4.0,2.0,2.0,25,,2.0,,,,1.0,2.0,3,,,2.0,7,,,7.0,11,7,,,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,,,,1.0,,1.0,,,2.0,,2.0,3.0,5.0,2.0,7,1.0,,2.0,1.0,1.0,,8.0,8.0,,3.0,1.0,,,,,9,4.0,4.0,0.5,0.5,,,,0.2857142857142857,,0.3333333333333333,0.2857142857142857,,0.3333333333333333,0.5,1.0,0.5,,0.5,1.0,0.5,,0.7142857142857143,0.2,,1.0,1.0,0.5,83.14087759815243,,16.5,18.076923076923077,15.666666666666666,15.692307692307692,0.2857142857142857,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,,,,,,0.3333333333333333,,0.2857142857142857,,0.4170714285714286,,0.4151666666666667,0.3,0.3,0.18181818181818182,0.36363636363636365,11.257142857142856,,0.3333333333333333,2.0,,,1.0,1.0,1.0,3.0,3.0,1.0,,,0.14285714285714285,,0.2,,0.2857142857142857,0.5,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-201496-203014-204302,1611661320,"Alana Beard, Temeka Johnson, Candace Parker, Nneka Ogwumike, Ana Dabovic","Beard, Johnson, Parker, Ogwumike, Dabovic",100949-101024-201496-203014-204302,LAS,263.0,2,4,-3,8,10,4.0,3.0,,18,,,,,,,2.0,2,,,3.0,3,,,2.0,8,11,,,,,,,2.0,2.0,2.0,4.0,,,,1.0,,1.0,,,2.0,,1.0,3.0,4.0,,4,2.0,1.0,4.0,3.0,4.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,,8,2.0,4.0,0.3333333333333333,0.3333333333333333,,,,1.0,,,1.0,,,1.0,,1.0,,0.5,0.75,1.0,,0.8,,,0.5,1.0,1.0,98.5551330798479,,13.5,15.5,13.5,15.4,,,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,0.40263333333333334,,,,,,0.25,14.566666666666668,,0.5,1.0,,,,1.0,,,,1.0,2.0,,,,,,0.3333333333333333,0.5,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-101024-202650-203014-204302,1611661320,"Alana Beard, Temeka Johnson, Jantel Lavender, Nneka Ogwumike, Ana Dabovic","Beard, Johnson, Lavender, Ogwumike, Dabovic",100949-101024-202650-203014-204302,LAS,176.0,1,3,-1,7,5,1.0,1.0,,12,,,,,,,,2,,,,2,,,2.0,2,3,,,,,,,1.0,1.0,,,,,,,,,,,,,,3.0,4.0,,4,,,2.0,,1.0,,2.0,4.0,,2.0,,1.0,,1.0,,2,1.0,1.0,,,,,,,,,,,,0.25,,0.5,,,0.6,,,0.6,,,0.5,1.0,,98.18181818181819,,10.857142857142858,20.0,10.857142857142858,16.4,,,,,1.0,,,,,,,,,,,,,,0.42775,,,0.5,0.5,,0.5,15.05,,0.14285714285714285,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-201496-201911-202650-203014,1611661320,"Alana Beard, Candace Parker, Kristi Toliver, Jantel Lavender, Nneka Ogwumike","Beard, Parker, Toliver, Lavender, Ogwumike",100949-201496-201911-202650-203014,LAS,2886.0,3,48,30,91,87,5.0,2.0,15.0,178,24.0,35.0,5.0,11.0,1.0,1.0,9.0,27,5.0,16.0,38.0,73,5.0,18.0,13.0,104,74,7.0,14.0,4.0,18.0,1.0,2.0,2.0,4.0,44.0,32.0,15.0,16.0,5.0,22.0,5.0,27.0,5.0,15.0,59.0,4.0,5.0,25.0,31.0,16.0,47,7.0,3.0,10.0,,13.0,,14.0,14.0,2.0,7.0,1.0,4.0,2.0,4.0,3.0,86,4.0,5.0,0.5789473684210527,0.6470588235294118,1.0,0.2777777777777778,0.2777777777777778,0.5205479452054794,0.5,0.5,0.5,0.4666666666666667,0.25,0.5360824742268041,0.5294117647058824,0.4,0.1978021978021978,0.7,0.7575757575757576,0.625,0.3076923076923077,0.7317073170731707,0.3333333333333333,0.36363636363636365,0.7777777777777778,0.7857142857142857,0.625,88.81496881496881,0.75,16.13186813186813,16.298850574712645,15.032967032967033,15.781609195402298,0.38461538461538464,0.6857142857142857,0.7272727272727273,0.625,0.2967032967032967,0.3333333333333333,0.34615384615384615,0.17582417582417584,0.3125,0.3125,1.0,0.7333333333333333,0.45454545454545453,0.2,0.25,1.0,0.5824175824175825,0.3125,0.5031521978021978,0.6005181818181818,0.476575,0.07291666666666667,0.08974358974358974,0.17307692307692307,0.038461538461538464,8.636986301369863,23.211111111111112,0.054945054945054944,11.0,1.0,2.0,3.0,5.0,12.0,16.0,13.0,4.0,5.0,,0.0410958904109589,,0.34285714285714286,0.3333333333333333,0.12087912087912088,0.5555555555555556,0.25,5.0,2.0,1.0,3.0,1.0,0.7,0.45454545454545453,0.45454545454545453,0.02197802197802198,,1.0,,,,0.05714285714285714,,0.2727272727272727,2.0,,,2.0,1.0,1.0,1.0,8.0,2.0,2.0,3.0,1.0,2.0,0.037037037037037035,0.3888888888888889,0.044444444444444446,0.4,0.06666666666666667,0.25,,,,,,,,,,,,,,1611661320,2015,2015,True
100949-201496-201911-202650-204302,1611661320,"Alana Beard, Candace Parker, Kristi Toliver, Jantel Lavender, Ana Dabovic","Beard, Parker, Toliver, Lavender, Dabovic",100949-201496-201911-202650-204302,LAS,905.0,2,15,-19,28,30,7.0,8.0,4.0,58,2.0,6.0,1.0,2.0,,,1.0,7,1.0,2.0,5.0,18,1.0,2.0,9.0,22,41,1.0,4.0,,2.0,2.0,4.0,4.0,8.0,6.0,4.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,,9.0,1.0,2.0,6.0,8.0,4.0,12,5.0,2.0,7.0,1.0,12.0,,7.0,10.0,1.0,4.0,1.0,1.0,,1.0,1.0,20,8.0,7.0,0.6,0.75,1.0,0.5,0.5,0.2777777777777778,0.25,0.5,0.325,0.25,0.5,0.4375,0.25,0.6666666666666666,0.1,0.7142857142857143,0.8571428571428571,1.0,1.0,0.8888888888888888,0.21428571428571427,1.0,0.6666666666666666,1.0,1.0,92.28729281767956,1.0,14.607142857142858,16.533333333333335,13.678571428571429,16.033333333333335,0.3,0.3333333333333333,0.3333333333333333,,0.35,0.14285714285714285,0.2,0.1,0.5,0.5,1.0,0.5,0.5,,,,0.4,0.5,0.45447499999999996,0.5855666666666667,0.356825,0.17391304347826086,0.19047619047619047,0.09090909090909091,0.36363636363636365,9.555555555555555,24.5,0.25,5.0,,,2.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,0.1111111111111111,,0.15384615384615385,,0.25,1.0,,2.0,,,2.0,,1.0,0.4,0.4,,1.0,,,,,,1.0,0.25,,1.0,1.0,1.0,,,,2.0,2.0,1.0,,1.0,1.0,0.2857142857142857,0.16666666666666666,0.08333333333333333,1.0,,,1.0,1.0,,,,,,,,,,,,1611661320,2015,2015,True
100949-201496-201911-203014-204302,1611661320,"Alana Beard, Candace Parker, Kristi Toliver, Nneka Ogwumike, Ana Dabovic","Beard, Parker, Toliver, Ogwumike, Dabovic",100949-201496-201911-203014-204302,LAS,523.0,2,9,-11,16,14,3.0,,3.0,30,2.0,3.0,,,,,1.0,4,,1.0,4.0,10,1.0,2.0,4.0,15,26,1.0,1.0,1.0,6.0,,,,,4.0,4.0,,1.0,,2.0,,2.0,,1.0,4.0,,1.0,1.0,2.0,3.0,5,3.0,1.0,4.0,2.0,3.0,,7.0,6.0,,3.0,,1.0,1.0,1.0,,9,,3.0,0.5,0.5,,0.5,0.5,0.4,1.0,,0.4583333333333333,1.25,,0.5,1.0,,0.16666666666666666,0.75,0.25,1.0,,0.4,0.42857142857142855,,,,,82.60038240917783,,18.9375,15.714285714285714,18.25,14.071428571428571,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.25,0.25,0.08333333333333333,,,,,,,,,0.4166666666666667,,0.401,0.498875,0.53415,0.2,0.23076923076923078,0.4,,10.7,24.0,0.1875,3.0,1.0,1.0,,,3.0,,,2.0,2.0,,,,0.5,,0.25,,1.0,1.0,1.0,,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.08333333333333333,,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,0.6666666666666666,,1.0,0.5,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,1611661320,2015,2015,True
100949-201496-202650-203014-204302,1611661320,"Alana Beard, Candace Parker, Jantel Lavender, Nneka Ogwumike, Ana Dabovic","Beard, Parker, Lavender, Ogwumike, Dabovic",100949-201496-202650-203014-204302,LAS,226.0,1,4,2,7,6,1.0,,2.0,13,3.0,6.0,1.0,2.0,1.0,1.0,,1,,,5.0,9,,,,10,8,2.0,3.0,,4.0,1.0,1.0,,2.0,6.0,4.0,,,,3.0,,3.0,,2.0,6.0,,,,,3.0,3,1.0,1.0,1.0,,3.0,,,,,,,,,,,6,2.0,1.0,0.6,0.75,,,,0.5555555555555556,0.6666666666666666,1.0,0.5555555555555556,0.6666666666666666,1.0,0.5555555555555556,0.6666666666666666,1.0,,1.0,,,,,0.75,,,,,82.83185840707965,,18.142857142857142,16.5,17.142857142857142,16.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.1111111111111111,,,,,,,0.6666666666666666,0.5,,1.0,1.0,0.6666666666666666,,0.5256222222222222,0.5303333333333333,0.5491,,,0.4,0.2,5.766666666666667,,0.14285714285714285,2.0,,,,,3.0,2.0,,,1.0,,,,0.75,,0.2222222222222222,,,2.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,2.0,1.0,2.0,2.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,1611661320,2015,2015,True
