EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,NonShootingPenaltyNonTakeFouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,FoulsDrawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassSteals,Charge Fouls,BlockedShortMidRange,DefAtRimReboundPct,ShortMidRangeFGM,HeaveAttempts,Loose Ball Fouls Drawn,BlockedAtRim,LongMidRangePctBlocked,DefShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,ShortMidRangePctAssisted,PenaltyArc3FGM,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,RecoveredBlocks,BlocksRecoveredPct,PenaltyArc3Accuracy,3SecondViolations,ShortMidRangePctBlocked,Fg3aBlocked,FTDefRebounds,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Clear Path Fouls,team_id,year,season,team_vs
201889-203041-203046-203406-203843,1611661325,"Marissa Coleman, Lynetta Kizer, Briana Butler, Layshia Clarendon, Maggie Lucas","Coleman, Kizer, Butler, Clarendon, Lucas",201889-203041-203046-203406-203843,IND,103.0,1,-2.0,3.0,,6.0,6.0,,,83.88349514563107,19.666666666666668,19.666666666666668,2.0,3.0,,,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,,,2.0,4.0,,,,,,,,,2.0,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,4.0,,,1.0,1.0,,,,,0.5,,,0.5,,,0.6666666666666666,,,,,,,,,,,,,,,,14.666666666666666,14.666666666666666,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,0.395,,,0.3333333333333333,0.3333333333333333,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
201919-203018-203041-203406-203827,1611661325,"Shavonte Zellous, Shenise Johnson, Lynetta Kizer, Layshia Clarendon, Natasha Howard","Zellous, Johnson, Kizer, Clarendon, Howard",201919-203018-203041-203406-203827,IND,191.0,2,6.0,7.0,,14.0,4.0,3.0,,105.54973821989529,16.428571428571427,16.428571428571427,3.0,7.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0,,2.0,,,,,,,,4.0,8.0,,,2.0,10.0,1.0,1.0,2.0,3.0,5.0,,,7.0,2.0,6.0,,,,,1.0,,1.0,,,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,4.0,,,,,,1.0,,2.0,,2.0,2.0,,,,,8.0,7.0,4.0,0.25,0.25,,,,,0.5,1.0,0.6,0.5,1.0,0.6,0.625,1.0,0.7,,,1.0,0.25,,1.0,0.25,0.5,,,1.0,,,10.857142857142858,10.428571428571429,0.625,0.6,0.6,0.3333333333333333,0.125,0.25,,,,,,,,,,,,1.0,1.0,,0.8,0.5,,,,0.625,,0.6104875,0.6967,0.6500600000000001,0.25,0.25,0.2,0.7,7.1,,0.5714285714285714,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
203018-203041-203046-203406-203827,1611661325,"Shenise Johnson, Lynetta Kizer, Briana Butler, Layshia Clarendon, Natasha Howard","Johnson, Kizer, Butler, Clarendon, Howard",203018-203041-203046-203406-203827,IND,40.0,1,,1.0,,3.0,,1.0,,108.0,24.0,24.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,8.0,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3429,,,,,,,18.3,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201503-201889-201919-203018,1611661325,"Tamika Catchings, Erlana Larkins, Marissa Coleman, Shavonte Zellous, Shenise Johnson","Catchings, Larkins, Coleman, Zellous, Johnson",100646-201503-201889-201919-203018,IND,265.0,3,11.0,8.0,,18.0,5.0,,,97.81132075471697,18.625,16.875,4.0,10.0,,1.0,1.0,1.0,,,,,,2.0,4.0,,,,,1.0,1.0,,3.0,5.0,1.0,1.0,7.0,16.0,,,,,,,,,6.0,,3.0,,1.0,1.0,3.0,1.0,4.0,1.0,,1.0,2.0,9.0,1.0,1.0,1.0,2.0,1.0,3.0,,2.0,,,,1.0,,,,8.0,1.0,8.0,4.0,,,,,16.0,,,1.0,1.0,1.0,1.0,,1.0,0.6,,,0.75,,,0.8,,,0.16666666666666666,,1.0,0.5,0.5,0.6666666666666666,0.5,,,0.5,,1.0,,11.6,10.1,0.16666666666666666,1.0,1.0,1.0,,0.6666666666666666,0.5,0.5,1.0,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,1.0,0.4514833333333333,,,0.4,0.4444444444444444,,,14.319999999999999,23.2,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201503-201919-202656-203018,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Jeanette Pohlen-Mavunga, Shenise Johnson","Catchings, Larkins, Zellous, Pohlen-Mavunga, Johnson",100646-201503-201919-202656-203018,IND,105.0,1,1.0,4.0,4.0,8.0,7.0,3.0,3.0,109.71428571428571,15.25,15.25,2.0,4.0,4.0,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,,,,1.0,1.0,1.0,1.0,8.0,,2.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,1.0,,1.0,,,,,,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,,,,,8.0,8.0,4.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.25,,1.25,1.3333333333333333,,1.3333333333333333,0.5,,,,,,,,,,,,,11.0,11.0,0.5,1.0,1.0,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,0.5,1.0,,,0.5,1.0,1.0,0.533925,,0.533925,0.5,1.0,,1.0,2.9,23.8,1.0,,,,,,3.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201503-201919-203018-203843,1611661325,"Tamika Catchings, Erlana Larkins, Shavonte Zellous, Shenise Johnson, Maggie Lucas","Catchings, Larkins, Zellous, Johnson, Lucas",100646-201503-201919-203018-203843,IND,44.0,1,-2.0,1.0,,2.0,2.0,,,65.45454545454545,26.0,17.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201503-203018-203406-203843,1611661325,"Tamika Catchings, Erlana Larkins, Shenise Johnson, Layshia Clarendon, Maggie Lucas","Catchings, Larkins, Johnson, Clarendon, Lucas",100646-201503-203018-203406-203843,IND,22.0,1,2.0,1.0,,2.0,,,,130.9090909090909,14.0,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-203018-203831,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shenise Johnson, Natalie Achonwa","Catchings, Coleman, January, Johnson, Achonwa",100646-201889-201896-203018-203831,IND,6287.0,14,16.0,196.0,11.0,390.0,199.0,44.0,2.0,89.32718307618896,17.306122448979593,16.346938775510203,105.0,194.0,16.0,18.0,38.0,71.0,3.0,9.0,3.0,5.0,21.0,18.0,34.0,5.0,13.0,1.0,1.0,12.0,27.0,2.0,67.0,126.0,17.0,40.0,30.0,215.0,7.0,14.0,17.0,5.0,10.0,2.0,3.0,20.0,54.0,80.0,48.0,2.0,27.0,12.0,27.0,16.0,43.0,11.0,5.0,18.0,6.0,102.0,14.0,12.0,48.0,62.0,22.0,84.0,3.0,22.0,2.0,27.0,6.0,36.0,1.0,13.0,4.0,46.0,2.0,39.0,17.0,8.0,2.0,8.0,1.0,198.0,20.0,16.0,0.40298507462686567,0.4090909090909091,0.9411764705882353,0.425,0.6666666666666666,0.425,0.5317460317460317,0.5,0.5,0.5572289156626506,0.4375,0.6153846153846154,0.5846994535519126,0.4722222222222222,0.625,0.24096385542168675,0.75,0.7164179104477612,0.2413793103448276,0.6,0.6896551724137931,0.24691358024691357,0.24242424242424243,0.4444444444444444,0.125,0.7777777777777778,0.6153846153846154,0.04,14.922680412371134,14.288659793814434,0.42771084337349397,0.5352112676056338,0.5846153846153846,0.47368421052631576,0.12650602409638553,0.20481927710843373,0.5294117647058824,0.5294117647058824,0.3333333333333333,0.0783132530120482,0.38461538461538464,0.38461538461538464,1.0,0.16265060240963855,0.4444444444444444,0.4444444444444444,0.9166666666666666,0.5625,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.6,0.07692307692307693,1.0,0.15384615384615385,0.6686746987951807,0.4444444444444444,0.5169626506024096,0.5218166666666667,0.4661923076923077,0.09497206703910614,0.1223021582733813,0.07906976744186046,0.09302325581395349,7.1039682539682545,23.61,0.08247422680412371,,,,2.0,3.0,4.0,6.0,6.0,2.0,21.0,9.0,2.0,3.0,4.0,1.0,4.0,4.0,,0.047619047619047616,0.08450704225352113,0.5,0.2608695652173913,0.3333333333333333,0.5714285714285714,,,,20.0,1.0,1.0,0.6363636363636364,11.0,,3.0,5.0,,0.7222222222222222,0.5238095238095238,0.5238095238095238,3.0,1.0,,3.0,0.2727272727272727,1.0,3.0,,4.0,5.0,0.625,0.5,2.0,,,2.0,,,1.0,0.125,,2.0,0.125,,,,,1.0,,,,,,1611661325,2015,2015,False
100646-201889-201896-201919-203406,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shavonte Zellous, Layshia Clarendon","Catchings, Coleman, January, Zellous, Clarendon",100646-201889-201896-201919-203406,IND,15.0,1,-1.0,2.0,2.0,3.0,3.0,,,288.0,7.0,7.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-201896-203018-203041,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shenise Johnson, Lynetta Kizer","Catchings, Coleman, January, Johnson, Kizer",100646-201889-201896-203018-203041,IND,5017.0,14,40.0,163.0,20.0,328.0,144.0,39.0,4.0,94.14391070360774,15.9079754601227,15.153374233128835,84.0,165.0,28.0,21.0,30.0,53.0,6.0,13.0,6.0,9.0,19.0,17.0,40.0,2.0,3.0,,,9.0,32.0,6.0,56.0,112.0,11.0,35.0,39.0,184.0,9.0,18.0,22.0,7.0,19.0,1.0,6.0,28.0,56.0,56.0,33.0,4.0,31.0,9.0,28.0,11.0,39.0,9.0,2.0,10.0,12.0,89.0,18.0,16.0,40.0,62.0,25.0,87.0,5.0,22.0,4.0,15.0,6.0,21.0,4.0,16.0,2.0,41.0,1.0,44.0,18.0,3.0,,3.0,2.0,162.0,24.0,25.0,0.5,0.5185185185185185,1.0,0.3142857142857143,0.16666666666666666,0.3235294117647059,0.5,0.5,0.3684210526315789,0.4931972789115646,0.5,0.34,0.5479041916167665,0.5,0.45161290322580644,0.23809523809523808,0.7142857142857143,0.7407407407407407,0.32142857142857145,0.8421052631578947,0.7671232876712328,0.3037974683544304,0.391304347826087,0.3,0.2608695652173913,0.7777777777777778,0.8,0.06756756756756757,14.690909090909091,14.030303030303031,0.36054421768707484,0.5660377358490566,0.6122448979591837,0.3333333333333333,0.1292517006802721,0.272108843537415,0.425,0.4358974358974359,0.7058823529411765,0.02040816326530612,0.6666666666666666,0.6666666666666666,1.0,0.21768707482993196,0.28125,0.28125,1.0,0.6190476190476191,0.46153846153846156,0.16666666666666666,0.36,0.6666666666666666,,,0.24,0.5986394557823129,0.2903225806451613,0.4806458904109589,0.5555588235294118,0.47720416666666665,0.1111111111111111,0.14173228346456693,0.11956521739130435,0.15217391304347827,8.85357142857143,25.18,0.1696969696969697,1.0,3.0,1.0,3.0,1.0,11.0,5.0,6.0,1.0,9.0,6.0,2.0,3.0,3.0,1.0,5.0,2.0,0.3333333333333333,0.044642857142857144,0.07547169811320754,0.25,0.2608695652173913,0.2727272727272727,1.0,0.14285714285714285,0.3333333333333333,1.0,18.0,,1.0,0.6875,9.0,1.0,5.0,2.0,0.025,0.7272727272727273,0.47368421052631576,0.47368421052631576,6.0,,1.0,2.0,0.6666666666666666,1.0,,,3.0,1.0,0.3333333333333333,0.16666666666666666,,,,6.0,,,0.75,,,,,,,,,1.0,,,,,,1611661325,2015,2015,False
100646-201889-201896-203018-203827,1611661325,"Tamika Catchings, Marissa Coleman, Briann January, Shenise Johnson, Natasha Howard","Catchings, Coleman, January, Johnson, Howard",100646-201889-201896-203018-203827,IND,1.0,1,,1.0,1.0,1.0,,,,1440.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201889-202656-203406-203831,1611661325,"Tamika Catchings, Marissa Coleman, Jeanette Pohlen-Mavunga, Layshia Clarendon, Natalie Achonwa","Catchings, Coleman, Pohlen-Mavunga, Clarendon, Achonwa",100646-201889-202656-203406-203831,IND,332.0,2,2.0,11.0,,22.0,9.0,2.0,,95.42168674698796,15.727272727272727,15.636363636363637,6.0,11.0,,,2.0,4.0,,,,,,1.0,1.0,,,,,1.0,2.0,,3.0,5.0,1.0,2.0,2.0,11.0,,,,,,,,,,6.0,,,2.0,1.0,,,,,,,,,,,2.0,3.0,,3.0,,3.0,1.0,1.0,,3.0,,1.0,,2.0,1.0,2.0,1.0,1.0,,1.0,,11.0,,,,,,0.5,,0.5,0.6,,,0.6428571428571429,,,0.6875,,,0.2857142857142857,0.3333333333333333,0.6666666666666666,,,0.6666666666666666,,,,,1.0,,,14.454545454545455,14.454545454545455,0.5714285714285714,0.5,0.5,,,0.14285714285714285,1.0,1.0,,,,,,0.2857142857142857,0.5,0.5,,,,,,,,,,0.8571428571428571,0.5,0.5279642857142857,,,0.125,0.16666666666666666,,,5.18,23.6,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,,,3.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201896-201919-202656-203018,1611661325,"Tamika Catchings, Briann January, Shavonte Zellous, Jeanette Pohlen-Mavunga, Shenise Johnson","Catchings, January, Zellous, Pohlen-Mavunga, Johnson",100646-201896-201919-202656-203018,IND,62.0,1,,2.0,,4.0,,,,92.9032258064516,11.5,11.5,1.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,19.5,19.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.445725,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201896-201919-203831-203843,1611661325,"Tamika Catchings, Briann January, Shavonte Zellous, Natalie Achonwa, Maggie Lucas","Catchings, January, Zellous, Achonwa, Lucas",100646-201896-201919-203831-203843,IND,289.0,3,5.0,10.0,1.0,20.0,8.0,1.0,,99.65397923875433,17.4,16.8,5.0,10.0,,1.0,3.0,4.0,,,,,2.0,,,,,,,1.0,1.0,,3.0,6.0,1.0,1.0,4.0,13.0,,,2.0,,,,,,4.0,2.0,,,1.0,1.0,2.0,,2.0,,,2.0,,4.0,1.0,1.0,4.0,6.0,1.0,7.0,,1.0,,,,1.0,,1.0,,4.0,,6.0,3.0,,,,,11.0,,,0.6666666666666666,0.6666666666666666,,1.0,,1.0,0.5,,,0.6428571428571429,,,0.65,1.0,,0.14285714285714285,,0.8,0.3333333333333333,0.5,0.7142857142857143,0.3333333333333333,,0.5,,1.0,1.0,,11.5,10.9,0.5714285714285714,0.75,1.0,0.6666666666666666,0.2857142857142857,,,,,,,,,0.14285714285714285,1.0,1.0,,,,,,,,,,0.7142857142857143,1.0,0.5450357142857143,,,0.3,0.3333333333333333,0.15384615384615385,,2.5833333333333335,23.9,,,,,,2.0,,1.0,,,,1.0,,,,,,,,0.16666666666666666,0.25,,,,,,,,1.0,,,,,,,,,0.5,,,,1.0,,,,,3.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201919-202656-203041-203843,1611661325,"Tamika Catchings, Shavonte Zellous, Jeanette Pohlen-Mavunga, Lynetta Kizer, Maggie Lucas","Catchings, Zellous, Pohlen-Mavunga, Kizer, Lucas",100646-201919-202656-203041-203843,IND,177.0,2,-5.0,6.0,,11.0,7.0,3.0,,89.4915254237288,13.333333333333334,13.333333333333334,3.0,5.0,,1.0,,3.0,,,,,1.0,,,,1.0,,,,,,1.0,4.0,,1.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,2.0,,,,,,,,,0.25,,,0.2,,,0.2,,,0.2,1.0,,0.3333333333333333,1.0,1.0,0.25,0.3333333333333333,,,,1.0,,19.4,18.4,0.6,,,,0.2,,,,,0.2,,,,,,,,,,,,,,,,0.8,,0.5011599999999999,0.5724,,,,,,4.175,22.9,,,,,1.0,,,1.0,,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,1611661325,2015,2015,False
100646-201919-202656-203018-203831,1611661325,"Tamika Catchings, Shavonte Zellous, Jeanette Pohlen-Mavunga, Shenise Johnson, Natalie Achonwa","Catchings, Zellous, Pohlen-Mavunga, Johnson, Achonwa",100646-201919-202656-203018-203831,IND,73.0,1,,3.0,,5.0,,1.0,,98.63013698630138,18.333333333333332,18.333333333333332,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,1.0,,1.0,,2.0,2.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,0.5,1.0,,1.0,1.0,,,,,,1.0,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
100646-201919-203018-203831-203843,1611661325,"Tamika Catchings, Shavonte Zellous, Shenise Johnson, Natalie Achonwa, Maggie Lucas","Catchings, Zellous, Johnson, Achonwa, Lucas",100646-201919-203018-203831-203843,IND,14.0,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
201503-201889-201896-202656-203831,1611661325,"Erlana Larkins, Marissa Coleman, Briann January, Jeanette Pohlen-Mavunga, Natalie Achonwa","Larkins, Coleman, January, Pohlen-Mavunga, Achonwa",201503-201889-201896-202656-203831,IND,25.0,1,-2.0,2.0,,3.0,2.0,1.0,,172.79999999999998,9.5,9.5,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,6.0,6.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.5172,,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
201503-201889-201896-203827-203843,1611661325,"Erlana Larkins, Marissa Coleman, Briann January, Natasha Howard, Maggie Lucas","Larkins, Coleman, January, Howard, Lucas",201503-201889-201896-203827-203843,IND,8.0,1,-1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2015,2015,False
