EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,AtRimAssists,SelfOReb,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,PenaltyOffPoss,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,LostBallSteals,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyTsPct,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyFG2M,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyAtRimAccuracy,PenaltyArc3FGA,PenaltyArc3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3FGA,Loose Ball Fouls,Corner3PctBlocked,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceFtPoints,BlockingFoulsDrawn,Technical Free Throw Trips,Travels,SecondChanceTurnovers,BlockedLongMidRange,BlockingFouls,PenaltyCorner3FGM,PenaltyFG3M,HeaveAttempts,PenaltyFg3Pct,PenaltyCorner3Accuracy,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3FGM,LostBallOutOfBoundsTurnovers,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,PtsUnassisted3s,3pt And 1 Free Throw Trips,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedArc3,Defensive 3 Seconds Violations,team_id,year,season,team_vs
202253-202634-202641-203405-204328,1611661319,"Kalana Greene, Danielle Adams, Sydney Colson, Kayla Alexander, Samantha Logic","Greene, Adams, Colson, Alexander, Logic",202253-202634-202641-203405-204328,SAN,480.0,4,8.0,-6.0,14.0,14.0,2.0,28.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,5.0,8.0,1.0,5.0,15.0,21.0,1.0,2.0,2.0,4.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,6.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,13.0,0.4,0.4,0.625,0.5,0.5555555555555556,0.5,0.625,0.5,0.1111111111111111,0.125,0.25,0.75,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.25,1.0,0.3333333333333333,1.0,84.0,17.714285714285715,16.571428571428573,16.214285714285715,16.0,0.2222222222222222,0.5,0.5,0.4444444444444444,0.75,1.0,0.3333333333333333,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,1.0,0.5,0.3333333333333333,0.43371666666666664,0.6789,0.25,0.2727272727272727,0.13333333333333333,7.7125,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-200674-202251-202641-202658,1611661319,"Jia Perkins, Sophia Young-Malcolm, Jayne Appel Marinelli, Sydney Colson, Danielle Robinson","Perkins, Young-Malcolm, Appel Marinelli, Colson, Robinson",100952-200674-202251-202641-202658,SAN,155.0,1,3.0,-1.0,5.0,4.0,1.0,9.0,1.0,3.0,,1.0,,3.0,1.0,1.0,,2.0,7.0,,,4.0,5.0,,2.0,,4.0,,,,2.0,2.0,,1.0,4.0,2.0,,,1.0,,1.0,2.0,3.0,,,,,,,,1.0,2.0,,,,,,,,4.0,1.0,1.0,0.2857142857142857,,0.2857142857142857,,0.2857142857142857,,,,,,,,0.5,0.5,,0.5,0.5,0.5,,,83.61290322580645,17.4,17.0,15.2,17.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.42857142857142855,,,,0.14285714285714285,1.0,1.0,1.0,,0.5,,0.42857142857142855,0.44654285714285713,0.52035,,,,6.3,,4.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-200674-202251-202641-202652,1611661319,"Jia Perkins, Sophia Young-Malcolm, Jayne Appel Marinelli, Sydney Colson, Alex Montgomery","Perkins, Young-Malcolm, Appel Marinelli, Colson, Montgomery",100952-200674-202251-202641-202652,SAN,1995.0,5,33.0,4.0,65.0,65.0,10.0,130.0,7.0,20.0,1.0,7.0,4.0,19.0,4.0,13.0,11.0,15.0,52.0,15.0,10.0,55.0,51.0,2.0,12.0,4.0,14.0,16.0,11.0,4.0,7.0,12.0,1.0,2.0,29.0,12.0,,8.0,18.0,1.0,27.0,13.0,40.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,5.0,10.0,1.0,12.0,12.0,7.0,2.0,,2.0,51.0,0.4666666666666667,0.5,0.28846153846153844,0.16666666666666666,0.3358208955223881,0.15384615384615385,0.3819444444444444,0.15384615384615385,0.22388059701492538,0.07692307692307693,,0.6666666666666666,1.0,,0.8571428571428571,0.32432432432432434,0.8,0.8387096774193549,0.2765957446808511,0.26666666666666666,0.6666666666666666,0.3333333333333333,93.83458646616542,16.246153846153845,14.446153846153846,14.830769230769231,13.846153846153847,0.29850746268656714,0.35,0.4375,0.2835820895522388,0.21052631578947367,0.21052631578947367,0.25,0.19402985074626866,0.3076923076923077,0.3076923076923077,0.5,0.16417910447761194,0.5384615384615384,0.14285714285714285,0.5223880597014925,0.4699813432835821,0.4879291666666667,0.09722222222222222,0.12280701754385964,0.07272727272727272,8.194230769230769,23.726666666666667,1.0,4.0,3.0,,0.46153846153846156,0.9090909090909091,0.06976744186046512,0.5714285714285714,2.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,15.0,2.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.1,0.2222222222222222,0.3333333333333333,0.8571428571428571,1.0,1.0,0.05970149253731343,0.25,0.25,1.0,0.36363636363636365,0.36363636363636365,1.0,0.07692307692307693,0.5,0.5,0.36363636363636365,0.392575,0.03636363636363636,0.03076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-200674-202253-202658-204324,1611661319,"Jia Perkins, Sophia Young-Malcolm, Kalana Greene, Danielle Robinson, Dearica Hamby","Perkins, Young-Malcolm, Greene, Robinson, Hamby",100952-200674-202253-202658-204324,SAN,37.0,1,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,2.0,,,,,2.0,,1.0,,1.0,1.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,0.5,,0.5,,0.5,,,,,,,,,,,,,,77.83783783783784,19.0,18.0,19.0,18.0,0.5,1.0,1.0,,,,,,,,,0.5,,,1.0,0.661025,,0.5,1.0,,2.0,25.5,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-200674-202251-202658-204324,1611661319,"Jia Perkins, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson, Dearica Hamby","Perkins, Young-Malcolm, Appel Marinelli, Robinson, Hamby",100952-200674-202251-202658-204324,SAN,63.0,1,1.0,1.0,2.0,2.0,,4.0,,,,,,,,1.0,1.0,,1.0,1.0,,3.0,2.0,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,0.75,,0.75,,0.5,,,,,,,,,,,,,,91.42857142857143,21.0,10.5,21.0,10.5,,,,,,,,0.5,,,,0.5,,,0.5,0.4109,,,,,18.0,23.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,3.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-200674-202634-202641-203405,1611661319,"Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Sydney Colson, Kayla Alexander","Perkins, Young-Malcolm, Adams, Colson, Alexander",100952-200674-202634-202641-203405,SAN,147.0,1,2.0,-3.0,2.0,3.0,1.0,5.0,,1.0,,,1.0,1.0,,1.0,,1.0,3.0,,,2.0,5.0,,1.0,,2.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,1.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,,,,0.3333333333333333,0.5,,0.2,0.5,,,,48.97959183673469,22.5,34.0,18.0,20.0,0.3333333333333333,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,0.3333333333333333,0.4835333333333333,0.3286,,,,7.866666666666667,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-200674-202634-202641-203825,1611661319,"Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Sydney Colson, Kayla McBride","Perkins, Young-Malcolm, Adams, Colson, McBride",100952-200674-202634-202641-203825,SAN,446.0,6,7.0,-5.0,15.0,13.0,1.0,28.0,1.0,3.0,,,1.0,4.0,1.0,1.0,2.0,3.0,8.0,3.0,7.0,13.0,18.0,1.0,1.0,2.0,4.0,2.0,2.0,,2.0,2.0,,1.0,4.0,1.0,,1.0,1.0,2.0,4.0,1.0,5.0,2.0,2.0,,,1.0,,1.0,2.0,3.0,,4.0,8.0,3.0,,,,11.0,0.6666666666666666,1.0,0.375,1.0,0.2727272727272727,1.0,0.43333333333333335,1.0,0.2727272727272727,,,,1.0,,0.5,0.2,0.5,0.5,0.125,0.3333333333333333,1.0,,90.40358744394618,16.133333333333333,15.692307692307692,16.133333333333333,15.461538461538462,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.25,0.25,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,,,0.5454545454545454,0.47398636363636365,0.5749,0.21428571428571427,0.2727272727272727,0.15384615384615385,6.4875,23.766666666666666,5.0,1.0,1.0,,,,0.125,1.0,6.0,3.0,,1.0,,,,,,3.0,,3.0,5.0,,2.0,,,,,,,,,,,,,5.0,6.0,,,,0.5,,,,,,0.5,,0.09090909090909091,,,,,,,,1.0,,,0.5698666666666666,0.38461538461538464,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-200674-202634-202652-203825,1611661319,"Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Alex Montgomery, Kayla McBride","Perkins, Young-Malcolm, Adams, Montgomery, McBride",100952-200674-202634-202652-203825,SAN,56.0,1,1.0,-2.0,2.0,2.0,,4.0,,,,,,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,102.85714285714286,11.0,17.0,11.0,17.0,,,,,,,,0.5,,,,0.5,,,0.5,0.42235,,,,,18.2,23.9,2.0,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.42235,,1.0,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-200674-202634-202652-204328,1611661319,"Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Alex Montgomery, Samantha Logic","Perkins, Young-Malcolm, Adams, Montgomery, Logic",100952-200674-202634-202652-204328,SAN,98.0,1,2.0,-4.0,3.0,4.0,,7.0,,,,,,2.0,,,1.0,,2.0,1.0,,,4.0,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,0.5,,1.0,,0.5,,,0.5,,,,,102.85714285714286,18.0,11.0,18.0,11.0,,,,0.6666666666666666,,,,,,,,0.3333333333333333,,,0.3333333333333333,0.39066666666666666,,,,,5.05,22.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
100952-202251-202634-202641-202658,1611661319,"Jia Perkins, Jayne Appel Marinelli, Danielle Adams, Sydney Colson, Danielle Robinson","Perkins, Appel Marinelli, Adams, Colson, Robinson",100952-202251-202634-202641-202658,SAN,131.0,1,2.0,-4.0,4.0,3.0,1.0,7.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,4.0,1.0,,2.0,6.0,1.0,1.0,2.0,2.0,,1.0,,1.0,1.0,,1.0,2.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,0.25,1.0,0.2,1.0,0.2,1.0,0.2,,,,,,1.0,0.3333333333333333,,1.0,0.25,,,,76.94656488549619,22.0,14.333333333333334,18.25,14.333333333333334,0.2,,,0.2,,,,0.4,0.5,0.5,1.0,0.2,,,0.4,0.41167,0.305,,,1.0,9.825,22.6,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2015,2015,False
