EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,FTOffRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls Drawn,NonShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,Blocked3s,BlockedArc3,HeaveAttempts,3SecondViolations,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,Defensive 3 Seconds Violations,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
200673-200676-200691-201507-201886,1611661317,"Monique Currie, Candice Dupree, Mistie Bass, Leilani Mitchell, DeWanna Bonner","Currie, Dupree, Bass, Mitchell, Bonner",200673-200676-200691-201507-201886,PHO,4345.0,13,72.0,-2.0,137,134.0,9.0,18.0,15.0,271,32.0,44.0,5.0,7.0,2.0,2.0,13.0,32.0,9.0,25.0,2.0,2.0,3.0,16.0,1.0,2.0,54.0,101.0,5.0,18.0,15.0,138.0,140.0,6.0,15.0,2.0,14.0,4.0,7.0,1.0,2.0,11.0,52.0,56.0,9.0,6.0,6.0,16.0,3.0,9.0,26.0,3.0,29.0,1.0,2.0,18.0,3.0,5.0,61.0,3.0,18.0,11.0,38.0,1.0,50.0,21.0,71.0,4.0,11.0,8.0,3.0,25.0,4.0,16.0,7.0,9.0,2.0,32.0,3.0,20.0,3.0,31.0,1.0,1.0,26.0,2.0,2.0,2.0,18.0,4.0,11.0,7.0,3.0,1.0,3.0,7.0,4.0,124.0,11.0,9.0,3.0,1.0,0.48148148148148145,0.5098039215686274,0.6,0.2777777777777778,0.5,0.2777777777777778,0.5346534653465347,0.4,0.5714285714285714,0.5168067226890757,0.4,0.6111111111111112,0.5476190476190477,0.4117647058823529,0.6111111111111112,0.15126050420168066,0.0891089108910891,0.11363636363636363,0.125,0.78125,1.0,0.7169811320754716,0.3829787234042553,0.7857142857142857,0.23076923076923078,0.7313432835820896,0.35,0.8333333333333334,0.15789473684210525,0.3125,0.23076923076923078,0.3333333333333333,0.7272727272727273,0.8666666666666667,0.8181818181818182,0.6666666666666666,0.0784313725490196,89.81357882623705,0.5714285714285714,15.94890510948905,16.119402985074625,15.197080291970803,15.126865671641792,0.3697478991596639,0.7272727272727273,0.8205128205128205,0.5625,0.2689075630252101,0.40625,0.4642857142857143,0.23076923076923078,0.21008403361344538,0.36,0.36,0.5555555555555556,0.01680672268907563,1.0,1.0,1.0,0.13445378151260504,0.1875,0.1875,0.3333333333333333,0.4666666666666667,0.7142857142857143,0.2,0.2222222222222222,1.0,0.2222222222222222,0.5,0.5210084033613446,0.1875,0.48265847457627115,0.45915,0.4083,0.0873015873015873,0.10185185185185185,0.10144927536231885,0.07971014492753623,7.698019801980198,24.58888888888889,0.06569343065693431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
200676-201049-201886-203398-204300,1611661317,"Candice Dupree, Noelle Quinn, DeWanna Bonner, Brittney Griner, Marta Xargay","Dupree, Quinn, Bonner, Griner, Xargay",200676-201049-201886-203398-204300,PHO,2872.0,16,48.0,9.0,88,84.0,25.0,26.0,11.0,172,15.0,23.0,1.0,1.0,4.0,6.0,5.0,20.0,7.0,25.0,,1.0,9.0,18.0,2.0,7.0,27.0,68.0,9.0,19.0,15.0,96.0,87.0,2.0,7.0,3.0,10.0,4.0,13.0,2.0,7.0,20.0,16.0,38.0,24.0,3.0,,18.0,9.0,6.0,8.0,8.0,16.0,8.0,,5.0,2.0,1.0,40.0,3.0,10.0,8.0,19.0,2.0,29.0,14.0,43.0,,10.0,8.0,2.0,5.0,,5.0,1.0,,,6.0,1.0,8.0,1.0,17.0,,,21.0,1.0,,1.0,19.0,3.0,8.0,3.0,2.0,,1.0,3.0,2.0,86.0,20.0,25.0,3.0,3.0,0.2962962962962963,0.2962962962962963,0.8888888888888888,0.47368421052631576,0.2857142857142857,0.47368421052631576,0.39705882352941174,0.2857142857142857,0.3076923076923077,0.46551724137931033,0.3888888888888889,0.35,0.5052631578947369,0.45454545454545453,0.4166666666666667,0.21839080459770116,0.08823529411764706,0.17391304347826086,0.05,0.8333333333333334,1.0,0.8260869565217391,0.25,1.0,0.3,0.8709677419354839,0.26,0.125,0.3333333333333333,0.23529411764705882,0.2222222222222222,0.75,1.0,0.75,1.0,1.0,,86.23955431754875,0.6666666666666666,17.681818181818183,15.666666666666666,16.261363636363637,15.25,0.26436781609195403,0.6521739130434783,0.7894736842105263,0.3333333333333333,0.22988505747126436,0.25,0.2631578947368421,0.4,0.28735632183908044,0.28,0.2916666666666667,0.14285714285714285,0.011494252873563218,,,,0.20689655172413793,0.5,0.5,0.8888888888888888,0.1111111111111111,1.0,,0.3,0.6666666666666666,0.35,0.2857142857142857,0.4827586206896552,0.5,0.43121954022988507,0.4030642857142857,0.42128249999999995,0.08695652173913043,0.1095890410958904,0.10416666666666667,0.20833333333333334,9.970588235294118,24.089473684210525,0.2840909090909091,1.0,2.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,3.0,0.5,0.04,0.5,1.0,0.2222222222222222,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
200691-201507-201886-203398-204336,1611661317,"Mistie Bass, Leilani Mitchell, DeWanna Bonner, Brittney Griner, Alex Harden","Bass, Mitchell, Bonner, Griner, Harden",200691-201507-201886-203398-204336,PHO,204.0,2,3.0,-2.0,6,7.0,1.0,2.0,,13,,,,,,,,,1.0,3.0,1.0,1.0,,,,,1.0,3.0,1.0,1.0,,5.0,7.0,,,,,,,,,,,2.0,3.0,,,,,,,1.0,1.0,,1.0,,,,3.0,,,,3.0,1.0,4.0,,4.0,,,,,2.0,,2.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,5.0,,1.0,,,,,1.0,1.0,,1.0,0.3333333333333333,,,0.625,,,0.625,,,0.25,,,,1.0,1.0,0.75,,,,0.75,,,,,,1.0,0.5,1.0,,,,91.76470588235294,,18.166666666666668,13.571428571428571,18.166666666666668,12.428571428571429,,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,0.25,1.0,1.0,1.0,,,,,,,,,,,,0.25,,0.3973,,,,,,,18.633333333333333,25.0,0.16666666666666666,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-200673-200676-201507-203398,1611661317,"Shameka Christon, Monique Currie, Candice Dupree, Leilani Mitchell, Brittney Griner","Christon, Currie, Dupree, Mitchell, Griner",100937-200673-200676-201507-203398,PHO,105.0,1,2.0,-1.0,2,2.0,,,1.0,4,,1.0,,1.0,,,1.0,1.0,,2.0,,,,,,,1.0,4.0,,,,2.0,3.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.25,,,0.25,,,0.25,,,,,,,,,1.0,0.6666666666666666,,,1.0,0.6666666666666666,,,1.0,,1.0,,,,,,54.857142857142854,,26.0,26.5,18.0,26.5,0.25,,,,0.25,1.0,1.0,,0.5,,,,,,,,,,,,0.5,,,,,,,0.25,,0.4143,0.46715,,,,,,11.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-200673-201886-203839-204297,1611661317,"Shameka Christon, Monique Currie, DeWanna Bonner, Tiffany Bias, Cayla George","Christon, Currie, Bonner, Bias, George",100937-200673-201886-203839-204297,PHO,10.0,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-200676-201049-201507-201886,1611661317,"Shameka Christon, Candice Dupree, Noelle Quinn, Leilani Mitchell, DeWanna Bonner","Christon, Dupree, Quinn, Mitchell, Bonner",100937-200676-201049-201507-201886,PHO,14.0,1,,,1,1.0,1.0,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,205.71428571428572,,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-200691-204297-204300-204336,1611661317,"Shameka Christon, Mistie Bass, Cayla George, Marta Xargay, Alex Harden","Christon, Bass, George, Xargay, Harden",100937-200691-204297-204300-204336,PHO,277.0,1,5.0,-2.0,8,9.0,8.0,4.0,2.0,17,1.0,4.0,,1.0,1.0,4.0,,3.0,,1.0,,,,1.0,,1.0,1.0,8.0,,1.0,,2.0,4.0,,2.0,,,1.0,8.0,,1.0,2.0,,2.0,,,,1.0,,2.0,,,,,,,,,,,2.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,8.0,,,,,,,,,0.125,,0.125,0.1111111111111111,,0.1111111111111111,0.1111111111111111,,0.1111111111111111,0.1111111111111111,0.25,0.25,0.3333333333333333,0.5,1.0,0.6666666666666666,0.2857142857142857,1.0,,0.75,0.2857142857142857,0.3333333333333333,0.3333333333333333,,,1.0,,1.0,1.0,,0.2,88.37545126353791,0.5,16.875,15.777777777777779,15.5,15.222222222222221,0.4444444444444444,0.25,0.3333333333333333,,0.3333333333333333,,,,0.1111111111111111,,,,,,,,0.1111111111111111,,,,0.5,,,0.4444444444444444,0.25,0.1111111111111111,,0.5555555555555556,,0.4162166666666667,0.4106,0.4162166666666667,,,,1.0,6.5875,24.7,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-201049-201507-204297-204336,1611661317,"Shameka Christon, Noelle Quinn, Leilani Mitchell, Cayla George, Alex Harden","Christon, Quinn, Mitchell, George, Harden",100937-201049-201507-204297-204336,PHO,554.0,2,9.0,12.0,16,16.0,6.0,,1.0,32,3.0,4.0,,,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,4.0,8.0,3.0,4.0,7.0,24.0,12.0,,,2.0,2.0,2.0,4.0,1.0,2.0,9.0,2.0,6.0,9.0,,,3.0,2.0,,1.0,3.0,4.0,2.0,1.0,1.0,,,11.0,1.0,,3.0,5.0,,8.0,1.0,9.0,,,,,1.0,,,2.0,1.0,,3.0,,2.0,,5.0,,1.0,7.0,1.0,,1.0,7.0,,2.0,,,,,,,22.0,9.0,6.0,,,0.25,0.25,1.0,0.75,0.5,0.75,0.5,,0.5,0.7083333333333334,,0.5833333333333334,0.8,1.0,0.6428571428571429,0.3333333333333333,,,,0.3333333333333333,,0.7142857142857143,,0.75,1.0,0.7272727272727273,0.25,,,,1.0,1.0,1.0,0.3333333333333333,1.0,,,83.17689530685921,,15.625,19.0,14.6875,17.0625,0.3333333333333333,0.75,0.75,0.3333333333333333,0.16666666666666666,,,,0.16666666666666666,0.5,0.5,,0.08333333333333333,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,1.0,,,,0.3333333333333333,0.5,0.16666666666666666,,0.6666666666666666,0.6666666666666666,0.45849999999999996,,0.45169166666666666,0.2,0.2,0.08333333333333333,0.375,8.2,23.675,0.375,,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,1.0,0.2,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-201886-203839-204297-204298,1611661317,"Shameka Christon, DeWanna Bonner, Tiffany Bias, Cayla George, Tess Madgen","Christon, Bonner, Bias, George, Madgen",100937-201886-203839-204297-204298,PHO,172.0,1,3.0,-1.0,5,5.0,,,,10,,2.0,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,3.0,1.0,1.0,2.0,7.0,8.0,,,,,,,,,,2.0,,3.0,,,,,2.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,1.0,,,,,,,7.0,,,,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,,,0.625,,,0.7,,,0.25,0.6666666666666666,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,83.72093023255813,,20.6,13.8,20.6,13.8,0.5,,,,,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,0.75,,0.5197875,,,0.2,0.25,,,6.566666666666666,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
200673-200676-200691-201507-204336,1611661317,"Monique Currie, Candice Dupree, Mistie Bass, Leilani Mitchell, Alex Harden","Currie, Dupree, Bass, Mitchell, Harden",200673-200676-200691-201507-204336,PHO,369.0,3,6.0,3.0,11,10.0,1.0,1.0,3.0,21,1.0,2.0,1.0,1.0,,,2.0,3.0,1.0,4.0,,,,3.0,,1.0,4.0,9.0,,3.0,2.0,10.0,7.0,2.0,3.0,,4.0,,1.0,,1.0,,4.0,4.0,,,,3.0,,,2.0,,2.0,,,,1.0,1.0,4.0,1.0,2.0,,5.0,,5.0,3.0,8.0,,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,4.0,1.0,,4.0,,,,2.0,,1.0,,,,,,,6.0,,1.0,,,0.5,0.5,,,,,0.4444444444444444,0.6666666666666666,,0.3333333333333333,0.6666666666666666,,0.38461538461538464,0.6666666666666666,,0.25,,,,1.0,,0.7142857142857143,0.4,,0.3333333333333333,0.625,0.375,,,0.6666666666666666,0.3333333333333333,1.0,0.5,1.0,,,,81.95121951219512,,15.363636363636363,20.0,14.181818181818182,17.5,0.16666666666666666,0.5,0.5,,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.25,0.25,1.0,,,,,0.25,,,,0.3333333333333333,1.0,,,,0.5,,0.4166666666666667,,0.41337916666666663,0.50225,0.2307,0.07692307692307693,0.1,0.4,,9.988888888888889,23.53333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
