EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,HeaveAttempts,AtRimAssists,LongMidRangeAssists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,PenaltyFg2Pct,PenaltyEfgPct,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Arc3FGM,PtsUnassisted3s,NonHeaveArc3FGM,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Arc3Assists,BlockingFouls,Arc3PctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PtsPutbacks,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffAtRimReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Offensive Fouls,BadPassOutOfBoundsTurnovers,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,PenaltyArc3FGM,PenaltyArc3Accuracy,FTOffRebounds,AtRimPctBlocked,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfOReb,SelfORebPct,LongMidRangePctBlocked,BlockedAtRim,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,Loose Ball Fouls Drawn,SecondChanceTurnovers,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
100874-201048-201056-201506-201913,1611661322,"Kara Lawson, Armintie Herrington, Ivory Latta, LaToya Sanders, Kia Vaughn","Lawson, Herrington, Latta, Sanders, Vaughn",100874-201048-201056-201506-201913,WAS,219.0,1,4.0,4.0,6.0,5.0,3.0,2.0,2.0,11,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,9.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,7.0,2.0,3.0,1.0,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.5,0.4375,0.3333333333333333,0.5,0.3333333333333333,0.2,0.25,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.6,0.5,0.5,1.0,0.5,72.32876712328768,21.833333333333332,17.6,15.0,14.6,0.375,0.3333333333333333,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,0.125,1.0,1.0,1.0,0.125,0.3333333333333333,0.25,0.25,0.37561875,0.318775,0.3280375,0.1111111111111111,0.14285714285714285,0.2222222222222222,0.2222222222222222,11.733333333333334,26.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201048-201506-201913-203401,1611661322,"Kara Lawson, Armintie Herrington, LaToya Sanders, Kia Vaughn, Tayler Hill","Lawson, Herrington, Sanders, Vaughn, Hill",100874-201048-201506-201913-203401,WAS,477.0,2,8.0,2.0,15.0,16.0,10.0,1.0,3.0,31,2.0,6.0,1.0,3.0,,,2.0,,2.0,5.0,11.0,,2.0,4.0,14.0,12.0,2.0,2.0,,6.0,9.0,2.0,2.0,10.0,8.0,2.0,,1.0,1.0,4.0,,4.0,,1.0,8.0,1.0,2.0,5.0,1.0,7.0,3.0,10.0,4.0,4.0,7.0,5.0,3.0,8.0,10.0,10.0,,0.8,0.8,,,,0.45454545454545453,1.0,0.38461538461538464,1.0,0.4666666666666667,1.0,0.4166666666666667,0.15384615384615385,0.09090909090909091,0.16666666666666666,1.0,1.0,0.3333333333333333,1.0,0.8571428571428571,0.42857142857142855,0.5,,1.0,1.0,93.58490566037736,18.466666666666665,12.5,17.466666666666665,12.4375,0.46153846153846156,0.3333333333333333,0.4,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,,,0.15384615384615385,,0.18181818181818182,0.3076923076923077,0.4071375,0.4975,0.420545,0.2,0.23076923076923078,0.42857142857142855,0.7142857142857143,9.4,38.8,0.6666666666666666,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,0.4444444444444444,0.36363636363636365,0.5,0.5,1.0,1.0,0.5,0.15384615384615385,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.18181818181818182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201048-201506-203401-203828,1611661322,"Kara Lawson, Armintie Herrington, LaToya Sanders, Tayler Hill, Stefanie Dolson","Lawson, Herrington, Sanders, Hill, Dolson",100874-201048-201506-203401-203828,WAS,69.0,1,1.0,-2.0,2.0,2.0,,,,4,,,,1.0,,,1.0,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,83.47826086956522,17.0,17.5,17.0,17.5,,,,,0.5,,,,,,,0.5,,,0.5,0.410525,,,,,,,15.2,23.4,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-201506-201913-204333,1611661322,"Kara Lawson, Ivory Latta, LaToya Sanders, Kia Vaughn, Natasha Cloud","Lawson, Latta, Sanders, Vaughn, Cloud",100874-201056-201506-201913-204333,WAS,143.0,1,2.0,6.0,5.0,4.0,,,,9,2.0,2.0,,1.0,,,1.0,,,3.0,4.0,1.0,1.0,1.0,10.0,4.0,,,,,,,,,,6.0,,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,10.0,,,,,,,1.0,1.0,0.75,,0.9,,1.0,,,0.2,,,,0.5,,,0.5,,,,,0.5,90.62937062937063,13.4,19.0,13.4,14.5,0.4,1.0,1.0,,0.2,,,,,,,0.2,,,0.4,0.4508,,,0.2,0.25,,,9.15,25.5,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,0.2,1.0,1.0,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-201506-203401-203416,1611661322,"Kara Lawson, Ivory Latta, LaToya Sanders, Tayler Hill, Emma Meesseman","Lawson, Latta, Sanders, Hill, Meesseman",100874-201056-201506-203401-203416,WAS,168.0,2,3.0,3.0,5.0,7.0,2.0,3.0,,12,,,,,,,1.0,,,3.0,3.0,1.0,1.0,1.0,10.0,7.0,,,,,1.0,,,2.0,4.0,2.0,3.0,1.0,,2.0,1.0,3.0,,,7.0,,,3.0,,3.0,,3.0,1.0,3.0,1.0,1.0,1.0,10.0,2.0,2.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,,1.125,,1.25,,1.0,0.25,,,,0.75,,,0.75,,,,,0.6666666666666666,102.85714285714286,9.0,17.571428571428573,9.0,14.714285714285714,,,,,,,,,,,,0.25,,,1.0,0.6065875,,0.6361,0.25,0.3333333333333333,,0.2,2.3000000000000003,26.5,0.4,3.0,3.0,,,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,,0.75,1.0,1.0,0.6666666666666666,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-201506-203416-204333,1611661322,"Kara Lawson, Ivory Latta, LaToya Sanders, Emma Meesseman, Natasha Cloud","Lawson, Latta, Sanders, Meesseman, Cloud",100874-201056-201506-203416-204333,WAS,49.0,1,1.0,2.0,1.0,1.0,1.0,1.0,,2,,,,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,1.0,58.775510204081634,24.0,25.0,24.0,25.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-201506-203437-203828,1611661322,"Kara Lawson, Ivory Latta, LaToya Sanders, Tierra Ruffin-Pratt, Stefanie Dolson","Lawson, Latta, Sanders, Ruffin-Pratt, Dolson",100874-201056-201506-203437-203828,WAS,109.0,1,2.0,4.0,3.0,4.0,,,,7,,,1.0,1.0,,,,,,3.0,3.0,,,,6.0,2.0,,,,,,,,,4.0,2.0,,,,2.0,,2.0,,,4.0,,,2.0,,2.0,,2.0,1.0,1.0,,,,6.0,,,,0.6666666666666666,0.6666666666666666,,,,1.0,,1.0,,1.0,,,,,,,0.6666666666666666,,,0.6666666666666666,,,,,1.0,92.4770642201835,9.666666666666666,20.0,9.666666666666666,17.75,,,,,0.3333333333333333,1.0,1.0,,,,,,,,0.6666666666666666,0.5181666666666667,,,,,,,7.1000000000000005,,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-201913-203416-203437,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Emma Meesseman, Tierra Ruffin-Pratt","Lawson, Latta, Vaughn, Meesseman, Ruffin-Pratt",100874-201056-201913-203416-203437,WAS,213.0,1,4.0,5.0,7.0,7.0,2.0,5.0,2.0,14,,,,,2.0,3.0,1.0,,,1.0,3.0,3.0,4.0,2.0,13.0,8.0,1.0,1.0,1.0,2.0,,1.0,2.0,5.0,,2.0,9.0,1.0,,,3.0,3.0,2.0,,9.0,,2.0,2.0,,2.0,2.0,4.0,,,1.0,2.0,,11.0,5.0,2.0,,,,1.0,0.75,0.75,0.3333333333333333,1.0,0.7857142857142857,0.5,0.8125,0.5,1.25,0.5714285714285714,,,,1.0,1.0,,1.0,0.6666666666666666,,,,,94.64788732394366,15.285714285714286,15.142857142857142,14.285714285714286,15.142857142857142,,,,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,,1.0,0.5526928571428572,0.560125,0.5355,,,0.15384615384615385,0.38461538461538464,2.466666666666667,23.65,0.2857142857142857,1.0,3.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.5,1.0,,,1.0,,0.42857142857142855,0.3333333333333333,0.3333333333333333,,,0.5,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-201913-203437-203828,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Tierra Ruffin-Pratt, Stefanie Dolson","Lawson, Latta, Vaughn, Ruffin-Pratt, Dolson",100874-201056-201913-203437-203828,WAS,55.0,1,1.0,,2.0,2.0,,2.0,,4,,,1.0,1.0,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,104.72727272727273,10.5,17.0,10.5,17.0,,,,,1.0,1.0,1.0,,,,,,,,,0.4118,,,,,,,15.7,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-203401-203416-203437,1611661322,"Kara Lawson, Ivory Latta, Tayler Hill, Emma Meesseman, Tierra Ruffin-Pratt","Lawson, Latta, Hill, Meesseman, Ruffin-Pratt",100874-201056-203401-203416-203437,WAS,1.0,1,,-3.0,,2.0,,2.0,,2,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.0,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-203401-203416-203828,1611661322,"Kara Lawson, Ivory Latta, Tayler Hill, Emma Meesseman, Stefanie Dolson","Lawson, Latta, Hill, Meesseman, Dolson",100874-201056-203401-203416-203828,WAS,127.0,2,2.0,,4.0,3.0,,,,7,,,,2.0,,,1.0,,,1.0,3.0,,1.0,,2.0,2.0,,,,,,,,,2.0,,,1.0,,1.0,,1.0,,,2.0,,,1.0,,2.0,,2.0,,1.0,,,,2.0,,,,1.0,1.0,,,,0.3333333333333333,,0.25,,0.25,,,0.25,,,,1.0,,,1.0,,,,,1.0,79.37007874015748,17.25,19.333333333333332,17.25,19.333333333333332,,,,,0.5,,,,,,,0.25,,,0.5,0.4658875,,,,,,,11.866666666666667,24.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
100874-201056-203416-203437-203828,1611661322,"Kara Lawson, Ivory Latta, Emma Meesseman, Tierra Ruffin-Pratt, Stefanie Dolson","Lawson, Latta, Meesseman, Ruffin-Pratt, Dolson",100874-201056-203416-203437-203828,WAS,52.0,1,1.0,2.0,1.0,2.0,,,,3,,,1.0,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,2.0,,,,,1.0,,1.0,,,2.0,,,1.0,,2.0,,2.0,,,2.0,,,2.0,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,0.5,,,0.6666666666666666,,,,,,83.07692307692308,18.0,17.0,18.0,14.0,,,,,1.0,1.0,1.0,,,,,,,,,0.3833,,,,,,,18.2,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2015,2015,True
