EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,NonShootingPenaltyNonTakeFouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,OffPoss,PenaltyOffPoss,LongMidRangeFGA,FG2A,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,Points,PtsUnassisted2s,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,BlockingFoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,NonHeaveArc3FGA,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,FG3M,FtPoints,SecondChanceFG2A,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,OffTwoPtRebounds,LostBallTurnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,LongMidRangeFGM,PenaltyCorner3FGA,PenaltyFtPoints,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,BlockingFouls,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,FTOffRebounds,Steals,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Arc3Assists,SelfOReb,LostBallSteals,Travels,SecondChanceTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,NonHeaveArc3Accuracy,Loose Ball Fouls,Technical Free Throw Trips,PenaltyArc3FGM,PenaltyFG3M,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,PenaltyFg3Pct,PenaltyArc3Accuracy,team_id,year,season,team_vs
100937-200676-200691-201049-204300,1611661317,"Shameka Christon, Candice Dupree, Mistie Bass, Noelle Quinn, Marta Xargay","Christon, Dupree, Bass, Quinn, Xargay",100937-200676-200691-201049-204300,PHO,14.0,1,-1.0,1.0,1.0,1,1.0,1.0,1.0,102.85714285714286,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-200676-201049-203398-204300,1611661317,"Shameka Christon, Candice Dupree, Noelle Quinn, Brittney Griner, Marta Xargay","Christon, Dupree, Quinn, Griner, Xargay",100937-200676-201049-203398-204300,PHO,14.0,1,,,,1,,,,102.85714285714286,,,1.0,1.0,1.0,1.0,1.0,1.0,14.0,14.0,1.0,0.2784,0.2784,20.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-200691-201049-201507-204297,1611661317,"Shameka Christon, Mistie Bass, Noelle Quinn, Leilani Mitchell, Cayla George","Christon, Bass, Quinn, Mitchell, George",100937-200691-201049-201507-204297,PHO,140.0,1,-3.0,4.0,,8,5.0,,,82.28571428571428,15.75,15.75,4.0,,,4.0,,,19.25,19.25,,0.4417,,5.125,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.25,0.25,0.25,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-200691-201049-203839-204297,1611661317,"Shameka Christon, Mistie Bass, Noelle Quinn, Tiffany Bias, Cayla George","Christon, Bass, Quinn, Bias, George",100937-200691-201049-203839-204297,PHO,65.0,1,-4.0,2.0,2.0,4,6.0,,,88.61538461538463,6.0,6.0,2.0,2.0,,1.0,1.0,2.0,26.5,26.5,,0.566575,0.566575,2.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,,,,,,2.0,1.0,0.5,0.5,,,,,,,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
100937-200691-203839-204297-204336,1611661317,"Shameka Christon, Mistie Bass, Tiffany Bias, Cayla George, Alex Harden","Christon, Bass, Bias, George, Harden",100937-200691-203839-204297-204336,PHO,382.0,2,-1.0,13.0,3.0,28,12.0,3.0,,105.54973821989529,14.307692307692308,14.307692307692308,15.0,4.0,2.0,6.0,1.0,4.0,13.066666666666666,12.533333333333333,0.18181818181818182,0.43970000000000004,0.4617833333333334,10.333333333333334,0.26666666666666666,6.0,2.0,1.0,2.0,2.0,11.0,4.0,1.0,4.0,6.0,7.0,4.0,,11.0,0.3333333333333333,0.3181818181818182,0.4230769230769231,0.16666666666666666,,1.0,1.0,1.0,,0.18181818181818182,0.18181818181818182,0.5,0.5,0.6363636363636364,1.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.5,0.5,0.2727272727272727,0.3333333333333333,1.0,0.6666666666666666,0.18181818181818182,24.16,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,0.2,0.2,0.5,1.0,1.0,1.0,0.25,0.125,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,1.0,0.15384615384615385,0.14285714285714285,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
200673-200676-200691-201049-201507,1611661317,"Monique Currie, Candice Dupree, Mistie Bass, Noelle Quinn, Leilani Mitchell","Currie, Dupree, Bass, Quinn, Mitchell",200673-200676-200691-201049-201507,PHO,124.0,2,8.0,3.0,1.0,8,,,,92.9032258064516,18.333333333333332,18.333333333333332,5.0,2.0,,5.0,2.0,2.0,13.8,11.8,,0.5300083333333333,0.5072,4.96,0.4,2.0,3.0,2.0,2.0,4.0,8.0,2.0,,3.0,3.0,5.0,,,4.0,0.8,0.6666666666666666,0.6666666666666666,,,1.0,1.0,1.0,,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,2.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,2.0,0.5,0.5,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5,,,0.25,22.2,2.0,1.0,,,,,2.0,,,3.0,,6.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,0.5,,,,1.0,2.0,4.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.49365,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
200673-200676-200691-201886-204300,1611661317,"Monique Currie, Candice Dupree, Mistie Bass, DeWanna Bonner, Marta Xargay","Currie, Dupree, Bass, Bonner, Xargay",200673-200676-200691-201886-204300,PHO,383.0,1,2.0,13.0,2.0,27,11.0,4.0,,101.51436031331592,16.23076923076923,14.307692307692308,14.0,8.0,4.0,9.0,4.0,8.0,12.285714285714286,11.857142857142858,0.4,0.5363100000000001,0.58344,8.166666666666666,0.5714285714285714,6.0,5.0,,,5.0,13.0,4.0,1.0,5.0,7.0,8.0,2.0,,11.0,0.5555555555555556,0.5,0.5909090909090909,0.1111111111111111,0.2,0.7142857142857143,0.75,,1.0,0.5,,,,0.6,2.0,,3.0,,,1.0,1.0,1.0,4.0,,4.0,0.25,0.2,0.3333333333333333,0.1,0.4,0.5,,0.6,,,0.3076923076923077,24.0,1.0,,,1.0,,3.0,1.0,,,3.0,,6.0,,1.0,1.0,1.0,2.0,1.0,3.0,2.0,,3.0,2.0,,,,,,0.6666666666666666,1.0,1.0,,0.2,,0.6666666666666666,,0.1,,,,,0.18181818181818182,0.2,,,1.0,2.0,6.0,3.0,1.0,,1.0,1.0,2.0,0.6,0.6,1.0,1.0,1.0,0.25,,,0.5,,,,0.3439,0.15384615384615385,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.6666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
200673-200676-201049-201507-203398,1611661317,"Monique Currie, Candice Dupree, Noelle Quinn, Leilani Mitchell, Brittney Griner","Currie, Dupree, Quinn, Mitchell, Griner",200673-200676-201049-201507-203398,PHO,53.0,1,,3.0,,5,2.0,1.0,,135.8490566037736,11.333333333333334,11.333333333333334,2.0,2.0,1.0,2.0,2.0,2.0,9.5,9.5,0.5,0.4796,0.4796,10.65,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,,,2.0,0.5,0.5,0.5,,,1.0,1.0,,,,0.5,1.0,1.0,,,,,,,,1.0,,2.0,,2.0,0.5,0.5,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
200673-200676-201049-203398-204300,1611661317,"Monique Currie, Candice Dupree, Noelle Quinn, Brittney Griner, Marta Xargay","Currie, Dupree, Quinn, Griner, Xargay",200673-200676-201049-203398-204300,PHO,38.0,1,1.0,2.0,1.0,4,,1.0,,151.57894736842107,7.5,7.5,2.0,2.0,2.0,2.0,2.0,2.0,11.5,11.5,1.0,0.2601,0.2601,17.85,1.0,1.0,,,,,1.0,,,1.0,1.0,2.0,1.0,,1.0,,,0.16666666666666666,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,0.16666666666666666,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2756,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
200673-200676-201507-201886-203398,1611661317,"Monique Currie, Candice Dupree, Leilani Mitchell, DeWanna Bonner, Brittney Griner","Currie, Dupree, Mitchell, Bonner, Griner",200673-200676-201507-201886-203398,PHO,361.0,3,-9.0,10.0,,21,14.0,2.0,,83.76731301939058,14.6,14.6,11.0,3.0,5.0,8.0,1.0,3.0,19.545454545454547,19.181818181818183,0.5555555555555556,0.3785888888888889,0.3381,14.7,0.2727272727272727,6.0,,,3.0,1.0,5.0,,,2.0,3.0,4.0,2.0,,2.0,0.125,0.2777777777777778,0.2777777777777778,,,1.0,1.0,1.0,1.0,,0.3333333333333333,,,0.1111111111111111,,,,,,1.0,,,,,,,,,0.1111111111111111,,,,,,,,23.3,1.0,,1.0,1.0,1.0,,,3.0,1.0,2.0,1.0,5.0,,1.0,,1.0,2.0,1.0,3.0,2.0,,,,,1.0,1.0,1.0,,0.6666666666666666,,1.0,,0.14285714285714285,,,,0.1111111111111111,1.0,1.0,1.0,,,,,,,3.0,2.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,1.5,1.5,0.14285714285714285,,,,,,,0.5619,0.6,1.0,,,1.0,1.0,1.0,,,,,,,0.25,1.0,,0.2,0.2,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2015,2015,True
