EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,FG2A,FG3A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,FTOffRebounds,OffRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,OffThreePtRebounds,FirstChancePoints,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Arc3FGM,Arc3FGA,FG3M,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,LostBallSteals,Offensive Fouls,Charge Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,FtPoints,Fg2aBlocked,LongMidRangeAssists,BadPassTurnovers,Loose Ball Fouls Drawn,FG2APctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,LongMidRangePctAssisted,PenaltyArc3FGA,PenaltyFtPoints,NonShootingFoulsDrawn,PenaltyArc3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,AtRimAssists,OffTwoPtRebounds,SelfOReb,Travels,BlockingFouls,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,OffLongMidRangeReboundPct,OffArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTDefRebounds,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,DefFTReboundPct,SecondChanceFtPoints,Fg3aBlocked,SecondChanceTurnovers,Offensive Fouls Drawn,FG3APctBlocked,Corner3PctBlocked,Corner3FGM,Technical Free Throw Trips,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyFG3M,Corner3Assists,Charge Fouls,Defensive 3 Seconds Violations,PenaltyFg3Pct,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,3SecondViolations,StepOutOfBoundsTurnovers,SecondChanceArc3PctAssisted,BlockedLongMidRange,SecondChanceCorner3FGM,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Arc3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101024-201496-201911-203025-204302,1611661320,"Temeka Johnson, Candace Parker, Kristi Toliver, Farhiya Abdi, Ana Dabovic","Johnson, Parker, Toliver, Abdi, Dabovic",101024-201496-201911-203025-204302,LAS,98.0,1,2.0,-2.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,117.55102040816327,14.25,10.25,14.25,10.25,0.5,0.5,0.5,0.53085,12.0,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
201496-201911-202650-203845-204325,1611661320,"Candace Parker, Kristi Toliver, Jantel Lavender, Jennifer Hamson, Crystal Bradford","Parker, Toliver, Lavender, Hamson, Bradford",201496-201911-202650-203845-204325,LAS,179.0,1,3.0,-3.0,4.0,3.0,7.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,0.3333333333333333,,1.0,1.0,1.0,56.31284916201117,22.75,29.333333333333332,18.75,29.333333333333332,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4111833333333333,14.4,22.9,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3223,0.4111833333333333,0.25,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
100729-101024-202650-203014-204302,1611661320,"Michelle Snow, Temeka Johnson, Jantel Lavender, Nneka Ogwumike, Ana Dabovic","Snow, Johnson, Lavender, Ogwumike, Dabovic",100729-101024-202650-203014-204302,LAS,166.0,1,3.0,-2.0,4.0,3.0,7.0,2.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,,,,,,,,,0.2,,1.0,0.5,,60.72289156626506,25.75,21.0,19.75,17.333333333333332,0.4,0.2,0.4,0.39581,10.3,24.0,,,1.0,,1.0,,2.0,4.0,1.0,1.0,2.0,,,,,4.0,,1.0,,,1.0,2.0,,,,,,0.5,1.0,,0.4,1.0,,0.4,1.0,,,0.2,,,,0.4399,,,,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
100949-101039-101080-203025-204299,1611661320,"Alana Beard, Erin Phillips, Jennifer Lacy, Farhiya Abdi, Marianna Tolo","Beard, Phillips, Lacy, Abdi, Tolo",100949-101039-101080-203025-204299,LAS,415.0,2,7.0,9.0,11.0,9.0,20.0,4.0,1.0,7.0,3.0,3.0,2.0,5.0,5.0,2.0,1.0,,,1.0,,1.0,2.0,0.3,,0.6666666666666666,0.8333333333333334,0.5,69.39759036144578,20.454545454545453,21.11111111111111,20.454545454545453,18.666666666666668,0.4,0.1,0.5,0.42952,8.72857142857143,22.833333333333332,,,,,1.0,,3.0,12.0,,,,,,,,4.0,,,,,1.0,3.0,,,,,,0.42857142857142855,,,0.6,,,0.6,,,,0.1,,,,,,,,,,,1.0,2.0,,,2.0,,12.0,,,,1.0,0.2,0.5,0.5,0.5,0.5,,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,0.2,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
100949-101039-202650-203025-204299,1611661320,"Alana Beard, Erin Phillips, Jantel Lavender, Farhiya Abdi, Marianna Tolo","Beard, Phillips, Lavender, Abdi, Tolo",100949-101039-202650-203025-204299,LAS,600.0,1,10.0,-6.0,18.0,19.0,37.0,3.0,,8.0,5.0,20.0,4.0,7.0,7.0,1.0,1.0,3.0,,,2.0,3.0,3.0,0.38461538461538464,1.0,0.8,0.875,0.6666666666666666,88.8,17.11111111111111,15.368421052631579,17.11111111111111,15.210526315789474,0.23076923076923078,,0.38461538461538464,0.3946807692307692,12.8375,23.919999999999998,,,,3.0,5.0,,5.0,14.0,,,,,,,,2.0,,,,,2.0,4.0,4.0,2.0,,,,0.625,,,0.38461538461538464,,,0.4666666666666667,,,,0.38461538461538464,0.6,0.6,,,,0.13333333333333333,0.2,,,,,,,,2.0,,14.0,,,,1.0,,,,0.6666666666666666,1.0,,,,5.0,,8.0,,,5.0,,4.0,,4.0,,2.0,8.0,3.0,,,,0.8,0.8,,,,1.0,1.0,,1.0,0.38461538461538464,,,,,4.0,1.0,2.0,1.0,1.0,0.125,0.3333333333333333,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
100949-201911-202650-203025-204302,1611661320,"Alana Beard, Kristi Toliver, Jantel Lavender, Farhiya Abdi, Ana Dabovic","Beard, Toliver, Lavender, Abdi, Dabovic",100949-201911-202650-203025-204302,LAS,82.0,1,1.0,-3.0,4.0,3.0,7.0,,,1.0,1.0,4.0,,1.0,1.0,,,,,,,,1.0,0.5,,,1.0,,122.92682926829268,15.25,7.0,15.25,7.0,,,0.5,0.434,18.6,23.4,3.0,2.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,2.0,,,2.0,,,,,,,,0.16666666666666666,,0.25,,0.5,,,,,0.4491,,,,1.0,0.75,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,0.5,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
101024-101039-202650-203014-204299,1611661320,"Temeka Johnson, Erin Phillips, Jantel Lavender, Nneka Ogwumike, Marianna Tolo","Johnson, Phillips, Lavender, Ogwumike, Tolo",101024-101039-202650-203014-204299,LAS,632.0,5,11.0,-10.0,17.0,18.0,35.0,4.0,,10.0,2.0,20.0,5.0,6.0,8.0,2.0,2.0,2.0,,4.0,,6.0,3.0,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,1.0,79.74683544303798,16.705882352941178,19.333333333333332,16.294117647058822,16.72222222222222,0.3333333333333333,,0.4166666666666667,0.4521125,8.959999999999999,23.0,,10.0,2.0,1.0,3.0,,4.0,10.0,1.0,1.0,2.0,,,,,6.0,,2.0,,,1.0,4.0,2.0,1.0,,,1.0,0.4,1.0,,0.3333333333333333,0.5,,0.38461538461538464,0.5,,,0.25,0.3333333333333333,0.3333333333333333,,0.58405,,0.07692307692307693,0.09090909090909091,0.2,,,2.0,3.0,1.0,1.0,1.0,,8.0,,0.25,,0.6,0.25,0.6666666666666666,0.6666666666666666,0.25,0.3333333333333333,0.5,1.0,,2.0,,2.0,,,2.0,,1.0,,1.0,,,2.0,1.0,,1.0,,0.25,0.3333333333333333,,,,0.5,1.0,,,0.16666666666666666,,,,,2.0,1.0,,2.0,,0.1,0.25,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
101024-101039-202650-203014-204302,1611661320,"Temeka Johnson, Erin Phillips, Jantel Lavender, Nneka Ogwumike, Ana Dabovic","Johnson, Phillips, Lavender, Ogwumike, Dabovic",101024-101039-202650-203014-204302,LAS,475.0,5,8.0,1.0,15.0,13.0,28.0,5.0,,9.0,1.0,9.0,6.0,6.0,8.0,2.0,,5.0,,,1.0,5.0,2.0,0.1,1.0,0.75,0.6666666666666666,0.5,84.88421052631578,16.933333333333334,17.0,15.866666666666667,15.692307692307692,0.5,,0.3,0.433895,11.600000000000001,23.7,6.0,1.0,2.0,,2.0,,3.0,10.0,1.0,2.0,2.0,1.0,3.0,,2.0,2.0,,2.0,,4.0,1.0,3.0,4.0,2.0,2.0,6.0,,0.3333333333333333,0.5,0.3333333333333333,0.3,0.5,0.3333333333333333,0.4166666666666667,0.5,0.3333333333333333,,0.2,,,,0.2974,0.4296,0.16666666666666666,0.18181818181818182,0.2,0.2,0.4,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,0.2857142857142857,,0.8333333333333334,0.2,1.0,1.0,0.2,0.2,0.5,1.0,,1.0,,4.0,,,1.0,,2.0,,2.0,,1.0,4.0,,2.0,,,0.6666666666666666,1.0,,,,,,,1.0,0.1,,,,,4.0,,,4.0,,,,,,,,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,,0.16666666666666666,,,,,0.5,,1.0,1.0,0.5,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
101024-101039-201911-202650-203845,1611661320,"Temeka Johnson, Erin Phillips, Kristi Toliver, Jantel Lavender, Jennifer Hamson","Johnson, Phillips, Toliver, Lavender, Hamson",101024-101039-201911-202650-203845,LAS,245.0,3,4.0,10.0,7.0,6.0,13.0,3.0,,5.0,1.0,2.0,3.0,4.0,5.0,1.0,,,,,,,2.0,0.16666666666666666,,1.0,1.0,,76.40816326530613,21.857142857142858,15.333333333333334,19.571428571428573,12.0,0.5,,0.3333333333333333,0.41957500000000003,10.040000000000001,24.4,,,1.0,1.0,1.0,,2.0,12.0,1.0,1.0,2.0,,,,,,,1.0,,,,1.0,5.0,1.0,,,,0.4,1.0,,0.5833333333333334,1.0,,0.75,1.0,,,0.16666666666666666,1.0,1.0,,0.3846,,0.25,0.16666666666666666,0.16666666666666666,,,,1.0,,,1.0,,10.0,,0.3333333333333333,,1.0,0.16666666666666666,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,1.0,4.0,3.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,5.0,,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
101024-101039-202650-203845-204348,1611661320,"Temeka Johnson, Erin Phillips, Jantel Lavender, Jennifer Hamson, Andrea Hoover","Johnson, Phillips, Lavender, Hamson, Hoover",101024-101039-202650-203845-204348,LAS,112.0,1,2.0,,3.0,3.0,6.0,,1.0,3.0,1.0,2.0,1.0,2.0,4.0,,,1.0,,,,1.0,,0.25,1.0,1.0,1.0,1.0,77.14285714285714,21.0,16.333333333333332,15.333333333333334,16.333333333333332,,0.25,0.75,0.53075,7.266666666666667,23.0,,3.0,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0,,,,,2.0,,2.0,,,,,,,,,,0.3333333333333333,0.5,,0.25,0.5,,0.25,0.5,,,0.25,,,,0.5542,,,,1.0,,,1.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,0.5,0.5,0.5,,,0.5,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2015,2015,False
