EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedLongMidRange,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,team_id,year,season,team_vs
100952-200674-202251-202658-203825,1611661319,"Jia Perkins, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson, Kayla McBride","Perkins, Young-Malcolm, Appel Marinelli, Robinson, McBride",100952-200674-202251-202658-203825,SAN,4290.0,16,72.0,-13.0,129.0,135.0,34.0,34.0,15.0,264,18.0,32.0,6.0,8.0,2.0,4.0,9.0,23.0,13.0,32.0,1.0,4.0,6.0,21.0,3.0,1.0,5.0,40.0,87.0,7.0,25.0,29.0,130.0,143.0,7.0,11.0,3.0,2.0,16.0,5.0,17.0,1.0,5.0,11.0,24.0,44.0,36.0,18.0,3.0,6.0,21.0,6.0,5.0,22.0,6.0,28.0,5.0,1.0,10.0,4.0,8.0,62.0,3.0,12.0,1.0,11.0,28.0,3.0,42.0,16.0,58.0,4.0,18.0,13.0,5.0,9.0,2.0,7.0,8.0,3.0,2.0,1.0,17.0,1.0,5.0,8.0,4.0,27.0,4.0,27.0,1.0,1.0,1.0,32.0,1.0,1.0,11.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,114.0,22.0,33.0,4.0,4.0,0.55,0.5945945945945946,0.8571428571428571,0.28,0.2,0.28,0.45977011494252873,0.6363636363636364,0.29411764705882354,0.45089285714285715,0.5,0.29545454545454547,0.5118110236220472,0.5333333333333333,0.42857142857142855,0.22321428571428573,0.05747126436781609,0.09375,0.043478260869565216,0.03125,0.5294117647058824,0.75,0.25,0.6511627906976745,0.27906976744186046,0.55,0.17647058823529413,0.6190476190476191,0.25,0.42857142857142855,0.25,0.17647058823529413,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.5882352941176471,0.6,0.4,0.07142857142857142,88.61538461538461,1.0,16.286821705426355,16.214814814814815,15.550387596899224,15.2,0.2857142857142857,0.5625,0.6206896551724138,0.5555555555555556,0.20535714285714285,0.391304347826087,0.4090909090909091,0.4444444444444444,0.2857142857142857,0.40625,0.41935483870967744,0.6153846153846154,0.03571428571428571,0.25,0.25,1.0,0.1875,0.2857142857142857,0.2857142857142857,0.8333333333333334,0.5714285714285714,0.75,0.5,0.21428571428571427,0.18181818181818182,0.5,0.22727272727272727,0.2,0.5089285714285714,0.2857142857142857,0.45738035714285713,0.5277625,0.40205454545454544,0.09836065573770492,0.1134020618556701,0.04,0.12307692307692308,0.18461538461538463,8.934482758620689,23.744,0.26356589147286824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100952-202251-202634-202658-203825,1611661319,"Jia Perkins, Jayne Appel Marinelli, Danielle Adams, Danielle Robinson, Kayla McBride","Perkins, Appel Marinelli, Adams, Robinson, McBride",100952-202251-202634-202658-203825,SAN,2775.0,19,46.0,-4.0,95.0,91.0,13.0,18.0,12.0,186,16.0,26.0,5.0,7.0,3.0,3.0,4.0,17.0,5.0,12.0,1.0,2.0,10.0,23.0,2.0,,1.0,25.0,55.0,11.0,25.0,15.0,98.0,102.0,5.0,9.0,2.0,,13.0,4.0,8.0,1.0,3.0,4.0,15.0,26.0,24.0,33.0,,6.0,23.0,10.0,3.0,13.0,11.0,24.0,10.0,1.0,8.0,2.0,3.0,59.0,2.0,10.0,1.0,10.0,16.0,1.0,27.0,13.0,40.0,2.0,11.0,7.0,4.0,7.0,2.0,4.0,12.0,,3.0,2.0,19.0,3.0,1.0,12.0,3.0,31.0,,15.0,,2.0,,18.0,3.0,,8.0,,2.0,2.0,2.0,,2.0,2.0,85.0,15.0,13.0,1.0,2.0,0.52,0.5909090909090909,1.0,0.44,0.3333333333333333,0.44,0.45454545454545453,0.5555555555555556,0.5,0.51875,0.5909090909090909,0.5,0.5574712643678161,0.5909090909090909,0.5769230769230769,0.3125,0.05454545454545454,0.038461538461538464,0.11764705882352941,,0.3684210526315789,0.3333333333333333,0.3333333333333333,0.6956521739130435,0.3448275862068966,0.625,0.14285714285714285,0.6666666666666666,0.27906976744186046,0.4,0.25,0.42857142857142855,0.07692307692307693,1.0,0.7,,0.75,0.6,0.6666666666666666,0.05,96.51891891891891,1.0,13.284210526315789,16.626373626373628,12.56842105263158,15.197802197802197,0.325,0.6153846153846154,0.64,0.5,0.2125,0.23529411764705882,0.26666666666666666,0.5,0.15,0.4166666666666667,0.4166666666666667,0.6,0.025,0.5,0.5,1.0,0.2875,0.43478260869565216,0.43478260869565216,1.0,0.6363636363636364,0.7142857142857143,,0.18181818181818182,0.2727272727272727,1.0,0.09090909090909091,,0.6375,0.43478260869565216,0.48086,0.5582666666666667,0.4703,0.09411764705882353,0.13333333333333333,,0.1326530612244898,0.15306122448979592,6.9799999999999995,23.828000000000003,0.1368421052631579,1.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,0.5,0.5,1.0,0.18181818181818182,0.5,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100937-100952-200674-202251-202658,1611661319,"Shameka Christon, Jia Perkins, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson","Christon, Perkins, Young-Malcolm, Appel Marinelli, Robinson",100937-100952-200674-202251-202658,SAN,168.0,2,3.0,-1.0,4.0,5.0,1.0,2.0,,9,1.0,2.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,1.0,3.0,1.0,1.0,,5.0,6.0,,,,,,,1.0,,,,,2.0,,3.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,5.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,,,0.625,,,0.625,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,77.14285714285715,,14.5,22.0,14.5,21.2,0.5,0.5,0.5,1.0,,,,,0.25,,,,,,,,0.25,1.0,1.0,1.0,,,,,1.0,,,,0.75,1.0,0.473825,,0.4242,,,,,,8.033333333333333,25.9,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100937-100952-200674-202634-202658,1611661319,"Shameka Christon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Danielle Robinson","Christon, Perkins, Young-Malcolm, Adams, Robinson",100937-100952-200674-202634-202658,SAN,117.0,2,2.0,-1.0,3.0,4.0,,4.0,,7,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,0.5,,1.0,,0.6666666666666666,,,,,,,,,1.0,1.0,,,86.15384615384616,,10.0,21.75,10.0,13.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0.456825,,,,,,,,,22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100937-100952-200674-202634-203825,1611661319,"Shameka Christon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Kayla McBride","Christon, Perkins, Young-Malcolm, Adams, McBride",100937-100952-200674-202634-203825,SAN,194.0,1,3.0,-2.0,6.0,7.0,6.0,3.0,1.0,13,2.0,4.0,1.0,1.0,2.0,4.0,,,,1.0,,,1.0,2.0,,1.0,2.0,2.0,5.0,1.0,2.0,,7.0,9.0,1.0,1.0,,,2.0,2.0,5.0,1.0,2.0,,7.0,2.0,2.0,3.0,,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,1.0,,,1.0,,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,5.0,7.0,6.0,,,0.5,1.0,1.0,0.5,0.5,0.5,0.4,1.0,0.4,0.5,1.0,0.5,0.5,1.0,0.5,0.2857142857142857,,,,,,,,1.0,0.3333333333333333,,,1.0,0.25,0.5,,,,,,,1.0,,,,96.49484536082474,,16.833333333333332,13.285714285714286,16.833333333333332,13.285714285714286,0.5714285714285714,0.5,0.5,0.5,,,,,0.14285714285714285,,,,,,,,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,,,0.5714285714285714,0.5,0.2857142857142857,0.5,0.8571428571428571,0.5,0.5905214285714286,0.7449,0.5905214285714286,,,,0.2857142857142857,1.0,4.9399999999999995,25.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100937-100952-200674-202634-203018,1611661319,"Shameka Christon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Shenise Johnson","Christon, Perkins, Young-Malcolm, Adams, Johnson",100937-100952-200674-202634-203018,SAN,175.0,1,3.0,4.0,7.0,6.0,,,,13,2.0,2.0,,,,,1.0,2.0,,,,,,2.0,,,,3.0,4.0,,2.0,1.0,7.0,3.0,,,,,,,,,,,,6.0,,,,,2.0,,,3.0,,3.0,,,2.0,1.0,,6.0,,,,,1.0,2.0,3.0,,3.0,,1.0,,1.0,,,,,,,,,,,2.0,,2.0,,3.0,,,,2.0,,,1.0,,,,,,,,7.0,,,,,1.0,1.0,,,,,0.75,,,0.5,,,0.5,,,0.3333333333333333,,,,,,1.0,,0.5,,,,0.5,,,,,,,,,0.5,,,,106.97142857142858,,15.0,11.666666666666666,15.0,11.5,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,0.44979166666666665,,,0.14285714285714285,0.2,,,,3.3,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100937-100952-200674-202658-203018,1611661319,"Shameka Christon, Jia Perkins, Sophia Young-Malcolm, Danielle Robinson, Shenise Johnson","Christon, Perkins, Young-Malcolm, Robinson, Johnson",100937-100952-200674-202658-203018,SAN,84.0,1,1.0,-1.0,3.0,4.0,3.0,4.0,,7,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,120.00000000000001,,15.666666666666666,9.25,15.666666666666666,8.5,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,0.5,,1.0,,0.4741,,0.4741,,,,,,2.8,23.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100937-200674-202251-202658-203825,1611661319,"Shameka Christon, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson, Kayla McBride","Christon, Young-Malcolm, Appel Marinelli, Robinson, McBride",100937-200674-202251-202658-203825,SAN,747.0,5,12.0,9.0,23.0,21.0,17.0,,2.0,44,6.0,7.0,1.0,1.0,4.0,4.0,,3.0,3.0,5.0,,,2.0,5.0,,1.0,3.0,9.0,15.0,2.0,5.0,5.0,29.0,20.0,1.0,2.0,,1.0,3.0,6.0,11.0,1.0,3.0,5.0,20.0,10.0,8.0,6.0,,,5.0,2.0,,5.0,2.0,7.0,2.0,,2.0,,3.0,16.0,1.0,2.0,,1.0,6.0,,7.0,3.0,10.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,1.0,,6.0,1.0,1.0,,8.0,,,1.0,,3.0,,,,,,26.0,20.0,17.0,,2.0,0.5555555555555556,0.5555555555555556,1.0,0.4,0.3333333333333333,0.4,0.6,0.5,0.5454545454545454,0.6,0.5,0.5357142857142857,0.6041666666666666,0.5,0.5555555555555556,0.25,,,,,,,,0.8571428571428571,0.3333333333333333,0.5,0.3333333333333333,0.7777777777777778,0.3333333333333333,,0.3333333333333333,0.5,0.3333333333333333,,0.6666666666666666,1.0,1.0,,1.0,,84.81927710843374,,17.347826086956523,16.571428571428573,16.217391304347824,15.857142857142858,0.35,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.15,,,,0.25,0.6,0.6,1.0,,,,,0.25,0.4,0.4,1.0,0.5,1.0,,,0.2857142857142857,1.0,0.21428571428571427,0.3333333333333333,0.6,0.4,0.47199749999999996,0.6919,0.4753357142857143,0.047619047619047616,0.0625,,0.10344827586206896,0.6896551724137931,9.193333333333333,23.880000000000003,0.7391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100937-202251-202658-203405-203825,1611661319,"Shameka Christon, Jayne Appel Marinelli, Danielle Robinson, Kayla Alexander, Kayla McBride","Christon, Appel Marinelli, Robinson, Alexander, McBride",100937-202251-202658-203405-203825,SAN,116.0,1,2.0,,3.0,3.0,3.0,,1.0,6,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,,1.0,3.0,,,,2.0,2.0,,,,,,1.0,3.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,2.0,3.0,,,,,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,1.0,,,,0.5,,,,0.5,,,0.5,,,,,,,,,74.48275862068965,,16.333333333333332,22.333333333333332,15.666666666666666,14.0,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,,0.3333333333333333,,0.45849999999999996,,0.45849999999999996,,,,,1.0,11.066666666666668,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
100937-202634-203018-203405-203413,1611661319,"Shameka Christon, Danielle Adams, Shenise Johnson, Kayla Alexander, Davellyn Whyte","Christon, Adams, Johnson, Alexander, Whyte",100937-202634-203018-203405-203413,SAN,537.0,2,9.0,-3.0,17.0,17.0,4.0,2.0,2.0,34,3.0,4.0,,,,1.0,,2.0,2.0,4.0,,,,4.0,,,,5.0,10.0,,4.0,4.0,14.0,17.0,1.0,2.0,,2.0,4.0,1.0,2.0,,,2.0,4.0,8.0,2.0,,,,4.0,,1.0,4.0,,4.0,,,3.0,,1.0,8.0,2.0,1.0,,,2.0,,2.0,3.0,5.0,,4.0,1.0,3.0,3.0,,,1.0,,3.0,,4.0,,1.0,6.0,,7.0,,7.0,1.0,,,4.0,,,2.0,,,,,,,,10.0,4.0,4.0,,,0.8,0.8,,,,,0.5,0.5,0.5,0.35714285714285715,0.5,0.5,0.4375,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.1,0.25,,,0.75,,,0.6666666666666666,0.2,,0.5,0.5,0.3333333333333333,,,0.5,0.5,,,0.6666666666666666,,,,,91.17318435754191,,20.294117647058822,11.294117647058824,17.058823529411764,10.882352941176471,0.2857142857142857,0.75,1.0,1.0,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,0.5,,,,,0.2857142857142857,,,,,,,,0.5,,,,0.5714285714285714,,0.464775,,0.46085,0.125,0.16666666666666666,,0.2857142857142857,0.2857142857142857,10.53,24.275,0.23529411764705882,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,False
