EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsUnassisted3s,Offensive Fouls Drawn,BlockingFoulsDrawn,AtRimPctBlocked,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,PenaltyArc3FGM,Charge Fouls,PenaltyArc3Accuracy,Offensive Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,Travels,BlockedShortMidRange,Defensive 3 Seconds Violations,DefCorner3ReboundPct,SelfOReb,SelfORebPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedCorner3,StepOutOfBoundsTurnovers,3SecondViolations,Corner3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,team_id,year,season,team_vs
100812-101023-201881-202662-203830,1611661330,"Erika de Souza, Sancho Lyttle, Angel McCoughtry, Jasmine Thomas, Shoni Schimmel","de Souza, Lyttle, McCoughtry, Thomas, Schimmel",100812-101023-201881-202662-203830,ATL,2596.0,13,43.0,-5.0,79.0,83.0,11.0,23.0,12.0,162.0,15.0,23.0,4.0,5.0,2.0,5.0,5.0,17.0,6.0,15.0,3.0,6.0,1.0,6.0,1.0,26.0,55.0,4.0,12.0,11.0,75.0,80.0,7.0,8.0,4.0,18.0,3.0,7.0,1.0,2.0,8.0,30.0,22.0,12.0,4.0,6.0,1.0,3.0,15.0,4.0,19.0,1.0,3.0,10.0,3.0,2.0,42.0,3.0,9.0,2.0,2.0,22.0,3.0,27.0,14.0,41.0,8.0,6.0,2.0,9.0,4.0,6.0,7.0,3.0,16.0,1.0,3.0,11.0,2.0,18.0,1.0,22.0,2.0,1.0,23.0,4.0,1.0,11.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,57.0,8.0,11.0,1.0,2.0,0.5769230769230769,0.625,1.0,0.3333333333333333,0.3333333333333333,0.4727272727272727,0.875,0.42857142857142855,0.47761194029850745,0.875,0.375,0.4934210526315789,0.8181818181818182,0.36363636363636365,0.1791044776119403,0.05454545454545454,0.058823529411764705,0.13333333333333333,0.5625,0.6,0.2857142857142857,0.7333333333333333,0.3103448275862069,0.4,0.375,0.6857142857142857,0.32432432432432434,0.25,0.4166666666666667,0.2222222222222222,0.4,0.3333333333333333,0.7272727272727273,0.6,0.8888888888888888,0.4,89.86132511556241,0.75,16.734177215189874,15.349397590361447,15.860759493670885,14.481927710843374,0.34328358208955223,0.6521739130434783,0.6521739130434783,0.6666666666666666,0.2537313432835821,0.29411764705882354,0.3125,0.6,0.22388059701492538,0.4,0.46153846153846156,0.3333333333333333,0.08955223880597014,0.5,0.5,1.0,0.08955223880597014,0.16666666666666666,0.16666666666666666,1.0,0.625,0.8,0.25,0.625,0.4,0.125,0.5223880597014925,0.16666666666666666,0.46372835820895525,0.49597142857142856,0.50236875,0.14864864864864866,0.1774193548387097,0.24,0.10666666666666667,8.601818181818182,23.65833333333333,0.13924050632911392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100721-201881-202269-203814-203830,1611661330,"Swin Cash, Angel McCoughtry, Amanda Thompson, Nadia Colhado, Shoni Schimmel","Cash, McCoughtry, Thompson, Colhado, Schimmel",100721-201881-202269-203814-203830,ATL,162.0,1,3.0,-4.0,6.0,7.0,6.0,,,13.0,,1.0,,,,1.0,,2.0,1.0,2.0,1.0,1.0,,,,1.0,5.0,1.0,1.0,,5.0,9.0,,,,,1.0,5.0,1.0,,5.0,2.0,,3.0,,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,5.0,5.0,6.0,,,1.0,1.0,1.0,1.0,1.0,0.2,,0.2,0.4166666666666667,,0.4166666666666667,0.4166666666666667,,0.4166666666666667,0.16666666666666666,0.2,0.5,,,,,0.5,,,,0.5,,,,,,,,,1.0,,115.55555555555554,,12.833333333333334,12.142857142857142,12.833333333333334,12.142857142857142,0.16666666666666666,,,,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,0.16666666666666666,,,0.3333333333333333,,0.43402500000000005,,0.43402500000000005,,,,1.0,11.9,23.1,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100812-101023-202269-203820-203830,1611661330,"Erika de Souza, Sancho Lyttle, Amanda Thompson, Celine Dumerc, Shoni Schimmel","de Souza, Lyttle, Thompson, Dumerc, Schimmel",100812-101023-202269-203820-203830,ATL,94.0,1,2.0,-3.0,2.0,3.0,,,,5.0,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,3.0,6.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,1.0,,,,0.75,,,0.75,,,0.5,,,,,,,,,,,,,,,,,,,,,,76.59574468085107,,31.5,10.333333333333334,31.5,10.333333333333334,,,,,0.5,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,0.5,1.0,0.3647,,,,,,,7.8,25.3,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100396-100812-201881-203026-203830,1611661330,"DeLisha Milton-Jones, Erika de Souza, Angel McCoughtry, Tiffany Hayes, Shoni Schimmel","Milton-Jones, de Souza, McCoughtry, Hayes, Schimmel",100396-100812-201881-203026-203830,ATL,60.0,1,1.0,4.0,3.0,3.0,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,3.0,,,4.0,,,1.0,1.0,,,,,,,4.0,4.0,3.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,144.0,,8.666666666666666,11.333333333333334,8.666666666666666,8.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100396-100812-201881-203820-203830,1611661330,"DeLisha Milton-Jones, Erika de Souza, Angel McCoughtry, Celine Dumerc, Shoni Schimmel","Milton-Jones, de Souza, McCoughtry, Dumerc, Schimmel",100396-100812-201881-203820-203830,ATL,90.0,2,2.0,-4.0,3.0,3.0,,,,6.0,,,,,,,,2.0,,1.0,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,1.0,,,,,,,,,,,,,,,,,96.0,,19.333333333333332,10.666666666666666,19.333333333333332,10.666666666666666,,,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,0.3719333333333333,,,,,,,13.733333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100396-201492-201881-202623-203830,1611661330,"DeLisha Milton-Jones, Matee Ajavon, Angel McCoughtry, Aneika Morello, Shoni Schimmel","Milton-Jones, Ajavon, McCoughtry, Morello, Schimmel",100396-201492-201881-202623-203830,ATL,82.0,1,1.0,3.0,3.0,2.0,,,,5.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,2.0,3.0,,,1.0,5.0,2.0,,,,,,,,,,4.0,,,,,,,2.0,,2.0,,,1.0,,1.0,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,5.0,,,,,1.0,1.0,,,,0.6666666666666666,,,0.6666666666666666,,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,87.80487804878048,,12.0,23.0,12.0,22.0,0.6666666666666666,0.5,0.5,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,0.6666666666666666,,0.5548666666666667,,,0.3333333333333333,0.3333333333333333,,,8.266666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100396-201881-202623-203820-203830,1611661330,"DeLisha Milton-Jones, Angel McCoughtry, Aneika Morello, Celine Dumerc, Shoni Schimmel","Milton-Jones, McCoughtry, Morello, Dumerc, Schimmel",100396-201881-202623-203820-203830,ATL,148.0,2,2.0,1.0,5.0,5.0,3.0,,2.0,10.0,1.0,2.0,,,1.0,2.0,,,1.0,1.0,,,,,,2.0,3.0,,,2.0,6.0,5.0,,,,,1.0,2.0,,,2.0,2.0,2.0,,,,,1.0,1.0,,1.0,,,,,1.0,2.0,,1.0,,,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,2.0,,2.0,,,4.0,,,2.0,,,,,,,,6.0,2.0,3.0,,,0.5,0.5,,,,0.6666666666666666,,0.5,0.6666666666666666,,0.5,0.6,,0.3333333333333333,,0.3333333333333333,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,97.29729729729729,,12.4,17.2,11.4,17.2,0.6666666666666666,0.5,1.0,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,1.0,0.5,,0.6666666666666666,,0.44206666666666666,,0.4815,0.4,0.4,,0.3333333333333333,7.8,,0.6,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100721-100812-101023-201881-203820,1611661330,"Swin Cash, Erika de Souza, Sancho Lyttle, Angel McCoughtry, Celine Dumerc","Cash, de Souza, Lyttle, McCoughtry, Dumerc",100721-100812-101023-201881-203820,ATL,87.0,2,1.0,-1.0,2.0,4.0,,,,6.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,2.0,3.0,,,,4.0,5.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,4.0,,,,,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,99.3103448275862,,19.5,12.0,19.5,10.25,0.6666666666666666,0.5,0.5,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,0.6666666666666666,,0.5304,,,0.3333333333333333,0.3333333333333333,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100721-100812-101023-203026-203820,1611661330,"Swin Cash, Erika de Souza, Sancho Lyttle, Tiffany Hayes, Celine Dumerc","Cash, de Souza, Lyttle, Hayes, Dumerc",100721-100812-101023-203026-203820,ATL,69.0,1,1.0,1.0,2.0,2.0,,,,4.0,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,3.0,2.0,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,1.0,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,3.0,,,,,1.0,1.0,,,,1.0,,,1.0,,,0.75,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,83.47826086956522,,15.5,19.0,15.5,19.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.3746,,,0.5,0.5,,,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
100721-100812-202623-202662-203830,1611661330,"Swin Cash, Erika de Souza, Aneika Morello, Jasmine Thomas, Shoni Schimmel","Cash, de Souza, Morello, Thomas, Schimmel",100721-100812-202623-202662-203830,ATL,62.0,1,1.0,-1.0,2.0,3.0,2.0,3.0,,5.0,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,2.0,4.0,5.0,,,,,1.0,1.0,,2.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,4.0,4.0,2.0,,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,116.1290322580645,,14.0,11.333333333333334,14.0,11.333333333333334,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.2712,,0.2712,0.5,0.5,,1.0,5.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661330,2014,2014,True
