EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,BlockingFouls,Loose Ball Fouls,ShortMidRangePctBlocked,OffCorner3ReboundPct,PenaltyCorner3Frequency,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,DefCorner3ReboundPct,SecondChanceFtPoints,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,Charge Fouls,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,BlockingFoulsDrawn,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,HeaveMakes,Clear Path Fouls,BlockedCorner3,team_id,year,season,team_vs
100874-203403-203437-203828-203829,1611661322,"Kara Lawson, Tianna Hawkins, Tierra Ruffin-Pratt, Stefanie Dolson, Bria Hartley","Lawson, Hawkins, Ruffin-Pratt, Dolson, Hartley",100874-203403-203437-203828-203829,WAS,3580.0,17,60.0,29.0,111.0,115.0,15.0,3.0,22.0,226.0,26.0,44.0,9.0,18.0,5.0,7.0,11.0,27.0,5.0,21.0,2.0,4.0,7.0,18.0,1.0,1.0,2.0,5.0,42.0,92.0,9.0,22.0,13.0,124.0,95.0,11.0,25.0,1.0,1.0,25.0,7.0,11.0,2.0,5.0,2.0,22.0,36.0,48.0,21.0,6.0,4.0,18.0,7.0,4.0,18.0,7.0,25.0,5.0,2.0,9.0,5.0,4.0,57.0,7.0,22.0,12.0,25.0,1.0,38.0,29.0,67.0,8.0,17.0,9.0,8.0,8.0,2.0,5.0,8.0,3.0,1.0,1.0,16.0,2.0,1.0,8.0,15.0,2.0,35.0,1.0,3.0,6.0,20.0,8.0,2.0,5.0,4.0,1.0,5.0,2.0,1.0,99.0,22.0,15.0,2.0,0.42857142857142855,0.45,0.7777777777777778,0.4090909090909091,1.0,0.4,0.4090909090909091,0.45652173913043476,0.44,0.6363636363636364,0.4868421052631579,0.4807692307692308,0.625,0.5,0.4807692307692308,0.6111111111111112,0.19298245614035087,0.043478260869565216,0.09090909090909091,0.5,1.0,0.625,0.44,0.8571428571428571,0.6363636363636364,0.6851851851851852,0.47540983606557374,0.5555555555555556,0.375,0.375,0.7777777777777778,0.6666666666666666,0.6363636363636364,0.5882352941176471,0.8571428571428571,0.14035087719298245,90.90502793296089,0.4,16.945945945945947,14.773913043478261,15.207207207207206,14.269565217391305,0.38596491228070173,0.5909090909090909,0.65,0.34615384615384615,0.23684210526315788,0.4074074074074074,0.4074074074074074,0.45454545454545453,0.18421052631578946,0.23809523809523808,0.23809523809523808,0.8,0.03508771929824561,0.5,0.5,1.0,0.15789473684210525,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.6923076923076923,0.5,0.3333333333333333,0.038461538461538464,1.0,1.0,0.4375,0.7142857142857143,0.3125,0.4,0.5789473684210527,0.3888888888888889,0.4743828947368421,0.519325,0.48041875,0.06557377049180328,0.08,0.20161290322580644,0.1774193548387097,7.380434782608695,24.504545454545454,0.13513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
201056-202253-203437-203828-203829,1611661322,"Ivory Latta, Kalana Greene, Tierra Ruffin-Pratt, Stefanie Dolson, Bria Hartley","Latta, Greene, Ruffin-Pratt, Dolson, Hartley",201056-202253-203437-203828-203829,WAS,96.0,1,2.0,-2.0,2.0,3.0,,,,5.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,2.0,,,,2.0,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,75.0,,23.5,16.333333333333332,23.5,16.333333333333332,,,,,0.5,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.39955,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
100874-200673-201056-201903-203828,1611661322,"Kara Lawson, Monique Currie, Ivory Latta, Jelena Milovanovic, Stefanie Dolson","Lawson, Currie, Latta, Milovanovic, Dolson",100874-200673-201056-201903-203828,WAS,328.0,2,5.0,2.0,10.0,10.0,2.0,5.0,3.0,20.0,1.0,2.0,,,,,,2.0,,3.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,4.0,2.0,10.0,8.0,,2.0,1.0,1.0,3.0,,1.0,1.0,2.0,,3.0,2.0,,6.0,,,2.0,2.0,2.0,1.0,2.0,3.0,2.0,,1.0,,,8.0,2.0,1.0,1.0,5.0,,6.0,3.0,9.0,,,,,1.0,,1.0,,,,,1.0,,,3.0,4.0,,3.0,,,,2.0,1.0,,1.0,1.0,,1.0,1.0,,7.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.14285714285714285,,,0.36363636363636365,0.5,0.5,0.4166666666666667,0.5,0.5,0.36363636363636365,0.2857142857142857,0.5,1.0,,1.0,0.2,0.25,1.0,0.6666666666666666,0.42857142857142855,,1.0,,,1.0,1.0,1.0,0.25,,87.80487804878048,1.0,18.2,14.6,15.0,13.2,0.18181818181818182,0.5,1.0,1.0,0.18181818181818182,,,,0.2727272727272727,,,,0.18181818181818182,,,,0.18181818181818182,1.0,1.0,1.0,,,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,0.5454545454545454,1.0,0.4264636363636363,0.2317,0.45964999999999995,0.08333333333333333,0.125,0.3,0.3,11.37142857142857,22.95,0.2,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
100874-200673-201903-203403-203828,1611661322,"Kara Lawson, Monique Currie, Jelena Milovanovic, Tianna Hawkins, Stefanie Dolson","Lawson, Currie, Milovanovic, Hawkins, Dolson",100874-200673-201903-203403-203828,WAS,560.0,2,9.0,-6.0,17.0,18.0,10.0,5.0,1.0,35.0,5.0,8.0,1.0,1.0,2.0,4.0,,2.0,,3.0,,,1.0,3.0,,,1.0,2.0,5.0,13.0,1.0,3.0,3.0,16.0,22.0,1.0,1.0,,,2.0,2.0,5.0,1.0,2.0,2.0,9.0,4.0,6.0,3.0,,,3.0,1.0,2.0,2.0,1.0,3.0,1.0,,2.0,,,7.0,,1.0,2.0,3.0,,5.0,1.0,6.0,,1.0,1.0,,,,,3.0,,,,3.0,,2.0,,4.0,2.0,8.0,,,,7.0,4.0,1.0,,,,,,,14.0,9.0,10.0,1.0,0.4,0.4,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.38461538461538464,1.0,0.4,0.40625,1.0,0.5,0.4444444444444444,1.0,0.5,0.1875,0.15384615384615385,0.125,,,0.6,0.16666666666666666,1.0,,0.7142857142857143,0.125,,0.5,,,,0.5,1.0,1.0,,90.0,,15.941176470588236,16.055555555555557,15.235294117647058,14.5,0.5,0.625,0.7142857142857143,0.4,0.125,,,,0.1875,,,,,,,,0.1875,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,0.5714285714285714,0.5,0.2857142857142857,0.5,0.6875,0.3333333333333333,0.512328125,0.6121,0.5168142857142858,0.23529411764705882,0.2857142857142857,0.125,0.5625,6.707692307692308,23.733333333333334,0.5882352941176471,,,2.0,,,,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
100874-200673-201903-203828-203829,1611661322,"Kara Lawson, Monique Currie, Jelena Milovanovic, Stefanie Dolson, Bria Hartley","Lawson, Currie, Milovanovic, Dolson, Hartley",100874-200673-201903-203828-203829,WAS,163.0,1,3.0,-2.0,5.0,5.0,,2.0,,10.0,,,,,,,,2.0,,2.0,,,,,,,,,,4.0,,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,1.0,2.0,1.0,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,0.2,,,,,,,,0.5,,,,0.3333333333333333,,,,,,,0.5,,,,88.34355828220859,,20.2,12.4,20.2,10.6,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.359825,,,0.2,0.2,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
100874-201056-201903-203403-203828,1611661322,"Kara Lawson, Ivory Latta, Jelena Milovanovic, Tianna Hawkins, Stefanie Dolson","Lawson, Latta, Milovanovic, Hawkins, Dolson",100874-201056-201903-203403-203828,WAS,267.0,1,4.0,-4.0,9.0,9.0,2.0,2.0,1.0,18.0,,,,,,,1.0,2.0,,1.0,,,,2.0,,,,1.0,1.0,3.0,,2.0,3.0,5.0,9.0,,,,,,,,,1.0,,,2.0,,,,,2.0,,1.0,1.0,,1.0,,,,1.0,,2.0,,1.0,,3.0,,3.0,1.0,4.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,3.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,4.0,2.0,,,,,,,,5.0,,2.0,,1.0,1.0,,,,,,0.3333333333333333,,,0.2,,,0.35714285714285715,,,0.4,0.3333333333333333,,0.6666666666666666,,0.75,0.5,,,0.75,0.25,,1.0,,,,1.0,,,,97.07865168539325,,15.0,14.666666666666666,14.666666666666666,14.666666666666666,,,,,0.4,0.5,1.0,1.0,0.2,,,,,,,,0.4,,,,,,,,,,,,1.0,,0.4,,0.39459,,0.3882,0.2857142857142857,0.4,,,9.333333333333334,25.0,0.2222222222222222,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
100874-201056-201913-203403-203829,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Tianna Hawkins, Bria Hartley","Lawson, Latta, Vaughn, Hawkins, Hartley",100874-201056-201913-203403-203829,WAS,12.0,1,,-1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
100874-201056-201913-203437-203828,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Tierra Ruffin-Pratt, Stefanie Dolson","Lawson, Latta, Vaughn, Ruffin-Pratt, Dolson",100874-201056-201913-203437-203828,WAS,751.0,6,13.0,-9.0,20.0,20.0,4.0,7.0,1.0,40.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,,2.0,,,,,5.0,11.0,1.0,3.0,4.0,17.0,26.0,1.0,1.0,,,2.0,2.0,2.0,,,3.0,7.0,4.0,6.0,3.0,,,2.0,,1.0,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,,1.0,2.0,2.0,,4.0,1.0,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,,2.0,5.0,,1.0,,6.0,1.0,8.0,,1.0,1.0,7.0,3.0,1.0,1.0,,,1.0,1.0,,15.0,7.0,4.0,1.0,0.4,0.4,1.0,0.3333333333333333,,,0.3333333333333333,0.45454545454545453,1.0,1.0,0.4642857142857143,1.0,1.0,0.5,1.0,1.1666666666666667,0.21428571428571427,0.09090909090909091,,0.2,,0.2,0.16666666666666666,1.0,,0.3333333333333333,0.125,,0.5,,,,,1.0,1.0,,76.69773635153129,1.0,17.3,20.25,17.15,16.4,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.5,0.21428571428571427,0.3333333333333333,0.5,,0.35714285714285715,0.4,0.4,0.5,0.07142857142857142,1.0,1.0,1.0,0.14285714285714285,,,,1.0,1.0,,,,,0.5,1.0,,,0.42857142857142855,,0.4031285714285714,0.5512,0.475,0.1875,0.23076923076923078,0.11764705882352941,0.4117647058823529,11.19090909090909,24.833333333333332,0.2,,,1.0,0.3333333333333333,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
100874-201056-203416-203437-203829,1611661322,"Kara Lawson, Ivory Latta, Emma Meesseman, Tierra Ruffin-Pratt, Bria Hartley","Lawson, Latta, Meesseman, Ruffin-Pratt, Hartley",100874-201056-203416-203437-203829,WAS,36.0,2,1.0,-2.0,2.0,4.0,2.0,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,5.0,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,2.0,,,,4.0,,2.0,,,,,,,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,0.75,,0.75,,,,,,1.0,,1.0,,1.0,,,,,,,1.0,,1.0,,240.0,,1.0,8.5,1.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
100874-201903-201913-203403-203437,1611661322,"Kara Lawson, Jelena Milovanovic, Kia Vaughn, Tianna Hawkins, Tierra Ruffin-Pratt","Lawson, Milovanovic, Vaughn, Hawkins, Ruffin-Pratt",100874-201903-201913-203403-203437,WAS,89.0,2,1.0,,4.0,3.0,2.0,,1.0,7.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,,,,,,,1.0,1.0,1.0,,3.0,,,3.0,,,,,,,1.0,1.0,,1.0,,,,3.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,,1.0,1.0,,2.0,2.0,,1.0,,,,2.0,1.0,,,,,,,,4.0,3.0,2.0,,,,1.0,1.0,,1.0,1.0,,,,0.75,,0.75,0.6666666666666666,,0.75,0.5,,,,,1.0,,,,0.5,,,,,,,,1.0,,,113.25842696629213,,10.25,16.0,10.25,14.666666666666666,,,,,0.5,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,0.459875,,0.459875,0.3333333333333333,0.5,,0.75,12.4,22.8,0.5,1.0,,,,,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,True
