EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyDefPoss,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,FTOffRebounds,OffRebounds,Rebounds,BadPassSteals,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffFTReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimAssists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LiveBallTurnoverPct,AtRimPctAssisted,DefTwoPtRebounds,DefRebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG3A,NonHeaveArc3FGA,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimPctAssisted,Avg3ptShotDistance,OffThreePtRebounds,Offensive Fouls Drawn,Blocked3s,BlockedArc3,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGA,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,FTDefRebounds,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,Corner3Frequency,PenaltyArc3Frequency,Arc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,SelfOReb,BlockingFouls,BlockedCorner3,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,NonHeaveArc3Accuracy,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,PtsUnassisted3s,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
100949-201046-201058-201496-201911,1611661320,"Alana Beard, Lindsey Harding, Sandrine Gruda, Candace Parker, Kristi Toliver","Beard, Harding, Gruda, Parker, Toliver",100949-201046-201058-201496-201911,LAS,52.0,1,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,83.07692307692308,15.5,21.0,15.5,21.0,1.0,1.0,1.0,1.0,0.3121,0.5,0.5,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201046-201058-201496-202650,1611661320,"Alana Beard, Lindsey Harding, Sandrine Gruda, Candace Parker, Jantel Lavender","Beard, Harding, Gruda, Parker, Lavender",100949-201046-201058-201496-202650,LAS,28.0,1,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,24.0,4.0,24.0,4.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201048-201058-201496-201911,1611661320,"Alana Beard, Armintie Herrington, Sandrine Gruda, Candace Parker, Kristi Toliver","Beard, Herrington, Gruda, Parker, Toliver",100949-201048-201058-201496-201911,LAS,52.0,1,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,,,,,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,0.5,55.38461538461538,17.0,35.0,8.0,35.0,,,,,0.5859,0.5,0.5,2.8,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5859,0.5859,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201048-201058-201911-202650,1611661320,"Alana Beard, Armintie Herrington, Sandrine Gruda, Kristi Toliver, Jantel Lavender","Beard, Herrington, Gruda, Toliver, Lavender",100949-201048-201058-201911-202650,LAS,90.0,1,2.0,-4.0,3.0,4.0,7.0,,,1.0,1.0,,2.0,6.0,2.0,1.0,1.0,,2.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,112.0,11.666666666666666,13.75,11.666666666666666,13.75,,,,,0.5677,,,3.6,,1.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201048-201496-201911-203014,1611661320,"Alana Beard, Armintie Herrington, Candace Parker, Kristi Toliver, Nneka Ogwumike","Beard, Herrington, Parker, Toliver, Ogwumike",100949-201048-201496-201911-203014,LAS,35.0,1,1.0,-2.0,1.0,1.0,2.0,,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,82.28571428571428,30.0,5.0,30.0,5.0,1.0,,,,0.3832,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201048-201496-202650-203014,1611661320,"Alana Beard, Armintie Herrington, Candace Parker, Jantel Lavender, Nneka Ogwumike","Beard, Herrington, Parker, Lavender, Ogwumike",100949-201048-201496-202650-203014,LAS,2.0,1,,-2.0,,1.0,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,720.0,,2.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201058-201496-201499-201911,1611661320,"Alana Beard, Sandrine Gruda, Candace Parker, Candice Wiggins, Kristi Toliver","Beard, Gruda, Parker, Wiggins, Toliver",100949-201058-201496-201499-201911,LAS,66.0,1,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,87.27272727272727,16.0,17.0,16.0,17.0,1.0,1.0,1.0,1.0,0.3422,0.5,0.5,12.3,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201058-201496-201911-202650,1611661320,"Alana Beard, Sandrine Gruda, Candace Parker, Kristi Toliver, Jantel Lavender","Beard, Gruda, Parker, Toliver, Lavender",100949-201058-201496-201911-202650,LAS,560.0,1,9.0,3.0,16.0,16.0,32.0,3.0,5.0,8.0,14.0,1.0,17.0,14.0,8.0,4.0,4.0,,8.0,5.0,2.0,1.0,1.0,15.0,0.5,0.5,0.5714285714285714,0.5,0.53125,82.28571428571428,16.1875,18.8125,14.9375,18.5,0.3125,0.6,0.6,,0.458365625,0.0625,0.07142857142857142,8.678571428571429,4.0,1.0,,2.0,3.0,,2.0,3.0,5.0,1.0,1.0,,,1.0,1.0,2.0,,,,8.0,,2.0,11.0,1.0,1.0,,,1.0,,1.0,,1.0,,,0.3125,0.6,0.75,1.0,1.0,,,0.4375,0.5759,,0.11764705882352941,,,3.0,1.0,,,0.3333333333333333,1.0,5.0,9.0,2.0,,2.0,1.0,0.8333333333333334,0.9,,1.0,0.5,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.125,0.07142857142857142,0.2,0.4,1.0,0.2857142857142857,0.5,0.5,0.8,1.0,1.0,0.25,0.5,0.5,0.5,0.125,1.0,23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201058-201496-201911-203014,1611661320,"Alana Beard, Sandrine Gruda, Candace Parker, Kristi Toliver, Nneka Ogwumike","Beard, Gruda, Parker, Toliver, Ogwumike",100949-201058-201496-201911-203014,LAS,442.0,2,7.0,-5.0,17.0,15.0,32.0,4.0,4.0,8.0,12.0,2.0,18.0,23.0,10.0,5.0,5.0,3.0,10.0,3.0,4.0,4.0,2.0,18.0,0.625,0.625,0.6666666666666666,0.6153846153846154,0.6,104.25339366515837,14.470588235294118,13.066666666666666,13.882352941176471,12.866666666666667,0.3076923076923077,1.0,1.0,0.75,0.37737692307692305,0.13333333333333333,0.14285714285714285,11.258333333333333,10.0,1.0,,,2.0,,1.0,1.0,2.0,,,,,,,,,,,6.0,,1.0,4.0,1.0,,,,,,,,,,,0.15384615384615385,0.5,0.5,,,,,0.23076923076923078,,,,,,1.0,2.0,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,0.07692307692307693,0.08333333333333333,,,,0.2,,,1.0,,,0.46153846153846156,0.5,0.6,0.3333333333333333,0.07692307692307693,,25.1,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
100949-201496-201499-201911-203014,1611661320,"Alana Beard, Candace Parker, Candice Wiggins, Kristi Toliver, Nneka Ogwumike","Beard, Parker, Wiggins, Toliver, Ogwumike",100949-201496-201499-201911-203014,LAS,206.0,2,3.0,2.0,9.0,7.0,16.0,,1.0,4.0,6.0,2.0,10.0,8.0,6.0,3.0,3.0,,6.0,3.0,3.0,3.0,1.0,8.0,0.75,0.75,0.6666666666666666,0.5,0.5555555555555556,111.84466019417476,8.555555555555555,18.428571428571427,8.555555555555555,18.0,0.125,,,,0.494425,0.125,0.16666666666666666,3.733333333333333,1.0,,,1.0,1.0,3.0,1.0,4.0,5.0,,,1.0,1.0,,,2.0,1.0,1.0,4.0,2.0,,1.0,5.0,,,4.0,3.0,,1.0,,0.5,1.0,0.6666666666666666,,0.625,0.8,0.8,,,0.5,1.0,0.875,,0.66375,0.2,0.4,0.3333333333333333,3.0,,1.0,,,0.75,2.0,4.0,,,,,0.6666666666666666,0.75,,0.6666666666666666,,,,1.0,2.0,1.0,,,,1.0,,,1.0,,1.0,,0.25,,,,1.0,0.25,,,,1.0,,,,,,0.125,,24.8,1.0,,,,,0.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661320,2014,2014,False
