EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,Technical Free Throw Trips,SelfOReb,Loose Ball Fouls Drawn,SelfORebPct,ShortMidRangeAssists,ShortMidRangePctAssisted,Charge Fouls Drawn,SecondChanceCorner3FGA,3SecondViolations,SecondChanceCorner3Frequency,BlockedLongMidRange,ShortMidRangePctBlocked,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,Arc3PctBlocked,BlockingFouls,HeaveAttempts,team_id,year,season,team_vs
100396-200665-202250-202652-203411,1611661313,"DeLisha Milton-Jones, Cappie Pondexter, Tina Charles, Alex Montgomery, Sugar Rodgers","Milton-Jones, Pondexter, Charles, Montgomery, Rodgers",100396-200665-202250-202652-203411,NYL,2001.0,13,33.0,22.0,66.0,64.0,22.0,15.0,12.0,130.0,6.0,13.0,1.0,2.0,3.0,6.0,4.0,10.0,11.0,19.0,2.0,2.0,1.0,1.0,7.0,14.0,1.0,1.0,2.0,4.0,21.0,42.0,9.0,16.0,13.0,82.0,60.0,4.0,8.0,1.0,1.0,1.0,12.0,7.0,15.0,3.0,5.0,5.0,28.0,20.0,22.0,21.0,6.0,2.0,14.0,7.0,10.0,7.0,17.0,5.0,2.0,3.0,7.0,41.0,1.0,8.0,1.0,9.0,15.0,2.0,26.0,10.0,36.0,4.0,3.0,1.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,9.0,3.0,2.0,5.0,15.0,1.0,1.0,1.0,21.0,2.0,20.0,2.0,10.0,1.0,3.0,1.0,2.0,3.0,2.0,70.0,28.0,22.0,3.0,1.0,0.47619047619047616,0.5,0.7777777777777778,0.5625,1.0,0.6,0.5625,0.5,0.5,0.4666666666666667,0.5948275862068966,0.6111111111111112,0.575,0.6119402985074627,0.5454545454545454,0.5833333333333334,0.27586206896551724,0.3333333333333333,1.0,0.3333333333333333,0.75,0.38095238095238093,0.9,0.14285714285714285,0.8,0.32142857142857145,0.42857142857142855,0.3333333333333333,0.375,0.14285714285714285,0.8,0.625,0.8571428571428571,0.875,1.0,93.55322338830584,0.6666666666666666,16.075757575757574,14.6875,14.606060606060606,14.265625,0.22413793103448276,0.46153846153846156,0.46153846153846156,0.5,0.1724137931034483,0.4,0.4,0.3275862068965517,0.5789473684210527,0.5789473684210527,0.6363636363636364,0.034482758620689655,1.0,1.0,1.0,0.2413793103448276,0.5,0.5,0.7142857142857143,0.2222222222222222,0.5,0.1111111111111111,1.0,1.0,0.3,0.5,0.05,1.0,0.2,0.5,0.5,0.5,0.46225172413793103,0.45137857142857146,0.466125,0.15151515151515152,0.2,0.14634146341463414,0.34146341463414637,10.140476190476189,23.68125,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
200665-202250-202652-203411-203813,1611661313,"Cappie Pondexter, Tina Charles, Alex Montgomery, Sugar Rodgers, Anna Cruz","Pondexter, Charles, Montgomery, Rodgers, Cruz",200665-202250-202652-203411-203813,NYL,39.0,3,1.0,-1.0,3.0,,3.0,,2.0,3.0,,4.0,,3.0,,4.0,,1.0,,1.0,,,,,,,,,,,,6.0,,,,,1.0,,4.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,5.0,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,,,,0.8333333333333334,0.75,1.0,1.0,,,,,,,110.76923076923076,,12.333333333333334,,7.0,,0.6666666666666666,,,,0.16666666666666666,,,0.16666666666666666,,,,,,,,,,,,0.75,,,,,0.6666666666666666,,,,,,0.6666666666666666,,0.3982333333333334,0.426975,0.3982333333333334,,,,,5.833333333333333,,1.0,2.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
201490-202250-202652-203069-203411,1611661313,"Natasha Lacy, Tina Charles, Alex Montgomery, Avery Warley-Talbert, Sugar Rodgers","Lacy, Charles, Montgomery, Warley-Talbert, Rodgers",201490-202250-202652-203069-203411,NYL,97.0,1,2.0,-4.0,2.0,3.0,,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,1.0,,,74.22680412371133,,22.5,17.333333333333332,22.5,12.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3857,,,,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
100396-101025-200665-202652-203411,1611661313,"DeLisha Milton-Jones, Kara Braxton, Cappie Pondexter, Alex Montgomery, Sugar Rodgers","Milton-Jones, Braxton, Pondexter, Montgomery, Rodgers",100396-101025-200665-202652-203411,NYL,44.0,1,1.0,,1.0,2.0,,2.0,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,98.18181818181819,,27.0,8.5,27.0,8.5,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3547,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
100396-200665-202250-203411-203421,1611661313,"DeLisha Milton-Jones, Cappie Pondexter, Tina Charles, Sugar Rodgers, Chucky Jeffery","Milton-Jones, Pondexter, Charles, Rodgers, Jeffery",100396-200665-202250-203411-203421,NYL,62.0,1,1.0,,1.0,2.0,,,,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,4.0,,,,,,,1.0,1.0,,,1.0,,,,1.5,,,1.5,,,1.0,,,,,,,,,,,,,,,,,,,69.6774193548387,,25.0,18.5,25.0,18.5,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,0.3888,,,,,,,,23.3,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
100396-200665-202652-203411-203881,1611661313,"DeLisha Milton-Jones, Cappie Pondexter, Alex Montgomery, Sugar Rodgers, Shanece McKinney","Milton-Jones, Pondexter, Montgomery, Rodgers, McKinney",100396-200665-202652-203411-203881,NYL,193.0,3,3.0,,6.0,5.0,3.0,1.0,2.0,11.0,,2.0,,1.0,,2.0,,2.0,,2.0,,,,,2.0,2.0,,,,,,6.0,2.0,2.0,,6.0,6.0,,2.0,,,,,,5.0,,,,,,,3.0,3.0,,2.0,2.0,,1.0,1.0,1.0,,,,3.0,,3.0,,1.0,2.0,,3.0,3.0,6.0,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,6.0,,3.0,,1.0,,,0.5,1.0,,,1.0,,,,0.375,,,0.375,,,0.25,,,,1.0,0.5,1.0,,1.0,0.5,0.5,0.5,0.5,,,,1.0,1.0,,82.07253886010362,,22.0,12.2,14.666666666666666,12.2,0.25,,,,0.25,,,0.25,,,,,,,,0.25,1.0,1.0,0.5,0.5,,,,,0.4,,,,,,0.5,1.0,0.37531875,0.4462,0.34194,,,,,9.316666666666666,24.25,0.5,,,,,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
100396-200665-202652-203813-203881,1611661313,"DeLisha Milton-Jones, Cappie Pondexter, Alex Montgomery, Anna Cruz, Shanece McKinney","Milton-Jones, Pondexter, Montgomery, Cruz, McKinney",100396-200665-202652-203813-203881,NYL,85.0,1,1.0,-2.0,2.0,3.0,2.0,1.0,,5.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,2.0,4.0,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,84.70588235294117,,15.0,18.333333333333332,15.0,18.333333333333332,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2282,,0.2282,,,,1.0,4.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
100396-201502-202250-203421-203813,1611661313,"DeLisha Milton-Jones, Essence Carson, Tina Charles, Chucky Jeffery, Anna Cruz","Milton-Jones, Carson, Charles, Jeffery, Cruz",100396-201502-202250-203421-203813,NYL,60.0,1,1.0,,2.0,2.0,2.0,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,0.6666666666666666,,,,0.6666666666666666,,,,,,0.5,,1.0,,,96.0,1.0,12.0,18.0,12.0,16.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3549,,0.3549,,,,,16.6,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
100396-201502-203069-203411-203813,1611661313,"DeLisha Milton-Jones, Essence Carson, Avery Warley-Talbert, Sugar Rodgers, Anna Cruz","Milton-Jones, Carson, Warley-Talbert, Rodgers, Cruz",100396-201502-203069-203411-203813,NYL,110.0,2,2.0,-1.0,3.0,4.0,,,,7.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,2.0,,,,4.0,5.0,,,,,,,,,,,,,4.0,,,,,,,2.0,,2.0,,,,1.0,4.0,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,4.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,91.63636363636364,,19.333333333333332,13.0,19.333333333333332,12.25,,,,,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3852,,,,,,,13.9,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
100721-100888-200665-203069-203411,1611661313,"Swin Cash, Plenette Pierson, Cappie Pondexter, Avery Warley-Talbert, Sugar Rodgers","Cash, Pierson, Pondexter, Warley-Talbert, Rodgers",100721-100888-200665-203069-203411,NYL,284.0,2,5.0,,8.0,9.0,2.0,7.0,2.0,17.0,2.0,3.0,1.0,1.0,,1.0,,1.0,,,,2.0,,2.0,2.0,4.0,,,,1.0,2.0,4.0,2.0,6.0,1.0,11.0,11.0,1.0,2.0,,1.0,,2.0,,2.0,,3.0,,,,4.0,3.0,3.0,2.0,4.0,2.0,,1.0,1.0,1.0,,,,3.0,1.0,2.0,,1.0,1.0,,2.0,3.0,5.0,,,,,,,2.0,,,,2.0,,,,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,9.0,,2.0,,,,,0.5,0.3333333333333333,,,0.3333333333333333,0.5,0.5,,0.5,0.3333333333333333,,0.55,0.3333333333333333,,0.6,,,,0.5,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6,1.0,1.0,,1.0,,1.0,,1.0,,86.19718309859155,,19.25,14.444444444444445,16.125,14.333333333333334,0.3,0.6666666666666666,0.6666666666666666,,0.1,,,,,,,0.2,,,,0.4,0.5,0.5,0.5,0.3333333333333333,1.0,,,,0.2,,0.4,,0.2,,0.9,0.5,0.43689,0.472675,0.36458,0.1,0.25,0.18181818181818182,,3.475,24.5,0.25,,,,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1611661313,2014,2014,True
