EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeAssists,LongMidRangeAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,PenaltyOffPoss,SecondChanceOffPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsAssisted3s,ThreePtAssists,Arc3Assists,FTDefRebounds,PenaltyPointsExcludingTakeFouls,Assisted3sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceTurnovers,Loose Ball Fouls Drawn,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,Fg2aBlocked,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChancePointsPct,LostBallSteals,BlockedAtRim,3SecondViolations,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyFtPoints,Travels,Offensive Fouls,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Corner3FGA,SecondChanceFtPoints,SelfOReb,OffCorner3ReboundPct,SelfORebPct,Corner3Frequency,2pt And 1 Free Throw Trips,Charge Fouls,Offensive Fouls Drawn,FTOffRebounds,BlockingFoulsDrawn,Technical Free Throw Trips,AtRimPctBlocked,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceAtRimPctAssisted,team_id,year,season,team_vs
100874-200673-201056-201913-203416,1611661322,"Kara Lawson, Monique Currie, Ivory Latta, Kia Vaughn, Emma Meesseman","Lawson, Currie, Latta, Vaughn, Meesseman",100874-200673-201056-201913-203416,WAS,343.0,2,6.0,-2.0,10.0,11,1.0,21,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,8.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,7.0,7.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,6.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,1.0,0.7777777777777778,0.5,0.6666666666666666,1.0,1.0,88.16326530612244,14.3,18.181818181818183,14.3,15.363636363636363,0.25,1.0,1.0,1.0,0.25,0.5,0.5,0.5,0.25,0.41345,0.2,0.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-201056-203403-203828,1611661322,"Kara Lawson, Monique Currie, Ivory Latta, Tianna Hawkins, Stefanie Dolson","Lawson, Currie, Latta, Hawkins, Dolson",100874-200673-201056-203403-203828,WAS,92.0,1,2.0,1.0,2.0,2,,4,,,1.0,1.0,1.0,2.0,2.0,,4.0,3.0,4.0,,2.0,2.0,,4.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,62.60869565217391,22.0,24.0,22.0,24.0,,,,,0.5,0.5,1.0,1.0,,0.3293,,,11.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-201056-203416-203828,1611661322,"Kara Lawson, Monique Currie, Ivory Latta, Emma Meesseman, Stefanie Dolson","Lawson, Currie, Latta, Meesseman, Dolson",100874-200673-201056-203416-203828,WAS,138.0,1,2.0,-1.0,5.0,4,2.0,9,,1.0,,,2.0,,3.0,,3.0,4.0,,,,,,,,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,2.0,,2.0,1.0,2.0,,,3.0,,,,0.3,0.3,0.5,1.0,,0.5,1.0,,,,93.91304347826087,21.6,7.5,19.4,7.5,0.2,,,,,0.4,,,0.6,0.43576,,,12.0,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.5,0.5,0.4,0.5,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.4,0.5,1.0,0.3333333333333333,0.5,0.31965,0.3193,25.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-201056-203416-203829,1611661322,"Kara Lawson, Monique Currie, Ivory Latta, Emma Meesseman, Bria Hartley","Lawson, Currie, Latta, Meesseman, Hartley",100874-200673-201056-203416-203829,WAS,29.0,1,,2.0,4.0,3,3.0,7,1.0,1.0,,,,1.0,1.0,,5.0,3.0,2.0,,1.0,2.0,1.0,5.0,,,1.0,1.0,1.0,1.0,,,,,,,,3.0,,,,,5.0,1.0,1.0,1.0,0.625,0.625,,,,,,,,,347.58620689655174,5.0,3.0,5.0,3.0,0.25,1.0,1.0,1.0,,,,,1.0,0.3727625,,,0.9,,,,,,,,4.0,,1.0,3.0,3.0,1.0,3.0,,1.0,3.0,,3.0,1.0,,,,,,4.0,2.0,0.3333333333333333,0.3333333333333333,0.75,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,,0.3727625,25.166666666666668,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,0.3333333333333333,1.0,0.625,0.625,0.5,1.0,0.25,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-201913-203416-203829,1611661322,"Kara Lawson, Monique Currie, Kia Vaughn, Emma Meesseman, Bria Hartley","Lawson, Currie, Vaughn, Meesseman, Hartley",100874-200673-201913-203416-203829,WAS,71.0,1,1.0,1.0,2.0,2,2.0,4,1.0,1.0,,,,1.0,1.0,,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,,1.0,,,1.0,1.0,2.0,,1.0,,,2.0,1.0,1.0,1.0,0.5,0.5,1.0,,1.0,0.5,,,,1.0,81.12676056338029,14.5,21.0,9.0,18.0,0.5,1.0,1.0,1.0,,,,,1.0,0.616925,,,2.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,0.5,,,,1.0,1.0,,1.0,0.5,,,,,,,24.3,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-200673-203401-203403-203828,1611661322,"Kara Lawson, Monique Currie, Tayler Hill, Tianna Hawkins, Stefanie Dolson","Lawson, Currie, Hill, Hawkins, Dolson",100874-200673-203401-203403-203828,WAS,55.0,1,1.0,3.0,2.0,2,,4,,,1.0,,,,1.0,,3.0,,,,,1.0,,3.0,,2.0,2.0,3.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,0.75,0.75,,1.0,,1.0,,,,,104.72727272727273,14.5,13.0,3.0,13.0,,,,,0.5,,,,0.5,0.354575,,,12.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,0.5,,,1.0,,1.0,,,0.5,1.0,1.0,,1.0,0.30165,,25.6,,,,,,,,3.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-201056-201913-202253-203416,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Kalana Greene, Emma Meesseman","Lawson, Latta, Vaughn, Greene, Meesseman",100874-201056-201913-202253-203416,WAS,140.0,1,2.0,-1.0,4.0,5,1.0,9,,,1.0,,1.0,,2.0,,6.0,7.0,,,,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,6.0,,,,0.75,0.75,,,1.0,1.0,,,1.0,,92.57142857142857,13.0,17.6,13.0,17.6,,,,,0.25,0.25,,,0.5,0.3939,,,12.5,,,,,,,,3.0,,2.0,2.0,1.0,2.0,2.0,,2.0,1.0,3.0,2.0,2.0,,,,,,3.0,,1.0,1.0,0.5,,,,,,,,0.5,1.0,1.0,0.3333333333333333,1.0,,0.37465,23.25,0.75,,,1.0,,1.0,3.0,3.0,1.0,1.0,,3.0,0.5,1.0,,0.5,0.5,,0.5,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-201056-201913-203416-203437,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Emma Meesseman, Tierra Ruffin-Pratt","Lawson, Latta, Vaughn, Meesseman, Ruffin-Pratt",100874-201056-201913-203416-203437,WAS,344.0,1,6.0,1.0,10.0,9,,19,3.0,4.0,,1.0,3.0,4.0,7.0,2.0,13.0,12.0,6.0,2.0,3.0,4.0,2.0,9.0,2.0,,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,3.0,,1.0,2.0,1.0,13.0,0.75,0.75,0.5714285714285714,0.6875,0.7222222222222222,,,0.6666666666666666,0.3333333333333333,,,,1.0,79.53488372093024,15.5,21.0,15.5,17.666666666666668,0.5,0.75,0.75,0.6666666666666666,,0.375,0.3333333333333333,0.3333333333333333,0.625,0.51801875,0.1111111111111111,0.125,8.985714285714286,,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,0.125,,,,,,,,0.125,1.0,1.0,,1.0,,,24.0,,,,,,,,3.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-201056-201913-203416-203829,1611661322,"Kara Lawson, Ivory Latta, Kia Vaughn, Emma Meesseman, Bria Hartley","Lawson, Latta, Vaughn, Meesseman, Hartley",100874-201056-201913-203416-203829,WAS,30.0,1,,-2.0,3.0,2,2.0,5,1.0,3.0,,,,1.0,3.0,,2.0,4.0,,2.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,0.3333333333333333,0.25,0.25,,,,,,,,,240.0,9.333333333333334,1.0,8.0,1.0,0.75,0.3333333333333333,0.3333333333333333,,,,,,1.0,0.3578625,,,2.8333333333333335,,,,,,,,3.0,1.0,,1.0,1.0,,1.0,2.0,3.0,1.0,,1.0,,,,2.0,2.0,,3.0,,,,0.25,,,1.0,,0.6666666666666666,,,0.25,,,0.25,,0.4214,0.3578625,24.1,1.0,1.0,3.0,,1.0,,2.0,,,,,2.0,,,0.3333333333333333,0.25,0.25,,,0.75,0.3333333333333333,,1.0,,,,,,,2.0,,,,,,,0.5,0.5,,,,,,,,,1.0,,,,1.0,2.0,1.0,2.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
100874-201056-202253-203403-203828,1611661322,"Kara Lawson, Ivory Latta, Kalana Greene, Tianna Hawkins, Stefanie Dolson","Lawson, Latta, Greene, Hawkins, Dolson",100874-201056-202253-203403-203828,WAS,241.0,1,4.0,2.0,6.0,6,2.0,12,1.0,2.0,1.0,,,1.0,3.0,,8.0,6.0,2.0,,1.0,3.0,1.0,8.0,,,,2.0,,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,,,5.0,1.0,1.0,0.3333333333333333,0.5714285714285714,0.5714285714285714,,,,,,,,,71.70124481327801,24.5,15.666666666666666,19.5,13.833333333333334,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,,0.8571428571428571,0.4861357142857143,,,3.0666666666666664,,,,,,,,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,,1.0,,4.0,2.0,,1.0,1.0,2.0,,1.0,,0.5,0.5,0.5714285714285714,,,0.5,0.5,0.5,,0.5,0.5714285714285714,0.5,0.5,1.0,0.5,0.5478,0.4563,24.375,0.16666666666666666,,,1.0,,1.0,3.0,6.0,2.0,2.0,,3.0,1.0,1.0,,1.5,1.5,,1.0,,,1.0,0.375,,,1.0,1.0,1.0,1.0,3.0,,,,,,1.0,0.75,0.75,,,1.0,,,0.5,1.0,1.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2014,2014,False
