EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,FTDefRebounds,DefFTReboundPct,DefCorner3ReboundPct,Corner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,OffArc3ReboundPct,Charge Fouls Drawn,SecondChanceAtRimPctAssisted,SecondChanceTurnovers,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Travels,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,Defensive 3 Seconds Violations,DefensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
100342-100937-100952-202251-203018,1611661319,"Becky Hammon, Shameka Christon, Jia Perkins, Jayne Appel Marinelli, Shenise Johnson","Hammon, Christon, Perkins, Appel Marinelli, Johnson",100342-100937-100952-202251-203018,SAN,222.0,1,4.0,1.0,7.0,7.0,3.0,1.0,14,1.0,2.0,2.0,4.0,3.0,6.0,2.0,8.0,7.0,1.0,1.0,2.0,2.0,3.0,2.0,6.0,6.0,3.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,6.0,3.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5714285714285714,1.0,0.75,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,90.8108108108108,13.285714285714286,18.428571428571427,12.0,18.428571428571427,0.3333333333333333,0.5,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.36835,0.3704,0.3680666666666667,0.25,0.75,13.566666666666668,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100952-200674-202634-202658-203825,1611661319,"Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Danielle Robinson, Kayla McBride","Perkins, Young-Malcolm, Adams, Robinson, McBride",100952-200674-202634-202658-203825,SAN,1949.0,11,32.0,-16.0,57.0,60.0,29.0,7.0,117,4.0,12.0,5.0,12.0,19.0,38.0,17.0,61.0,77.0,3.0,5.0,9.0,10.0,20.0,7.0,30.0,24.0,12.0,13.0,,4.0,27.0,7.0,7.0,16.0,23.0,8.0,31.0,2.0,1.0,3.0,1.0,2.0,10.0,13.0,21.0,2.0,52.0,30.0,29.0,2.0,0.631578947368421,0.6666666666666666,0.5,0.6,0.5,0.46808510638297873,0.6,0.46,0.5350877192982456,0.6428571428571429,0.5172413793103449,0.3,0.6666666666666666,0.4117647058823529,0.5833333333333334,0.6388888888888888,0.34782608695652173,0.2857142857142857,0.3333333333333333,0.5,0.8181818181818182,0.5833333333333334,86.44433042585942,17.56140350877193,15.8,16.56140350877193,13.85,0.2553191489361702,0.3333333333333333,0.36363636363636365,,0.2553191489361702,0.4166666666666667,0.4166666666666667,0.8,0.4660021739130435,0.49446,0.4949666666666667,0.14754098360655737,0.4918032786885246,8.673684210526316,0.5087719298245614,28.0,10.0,14.0,2.0,2.0,7.0,10.0,1.0,1.0,2.0,8.0,1.0,4.0,2.0,9.0,3.0,1.0,5.0,14.0,3.0,3.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,7.0,7.0,10.0,1.0,21.0,2.0,1.0,1.0,2.0,1.0,9.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,0.5,0.2222222222222222,0.2,0.25,0.19148936170212766,0.05263157894736842,0.07142857142857142,0.08333333333333333,0.16666666666666666,0.75,1.0,0.6666666666666666,0.09523809523809523,0.3333333333333333,0.2978723404255319,0.7142857142857143,0.7692307692307693,0.8,0.02127659574468085,0.1702127659574468,0.25,0.25,0.5,0.4,1.0,0.4,0.7,0.04,0.16,0.25,0.48936170212765956,0.2857142857142857,0.16363636363636364,0.1956521739130435,25.477777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100937-200674-202251-203018,1611661319,"Becky Hammon, Shameka Christon, Sophia Young-Malcolm, Jayne Appel Marinelli, Shenise Johnson","Hammon, Christon, Young-Malcolm, Appel Marinelli, Johnson",100342-100937-200674-202251-203018,SAN,218.0,2,4.0,-8.0,8.0,7.0,7.0,,15,,2.0,1.0,3.0,1.0,6.0,2.0,4.0,12.0,,,,1.0,5.0,2.0,4.0,2.0,1.0,1.0,,1.0,2.0,,1.0,,2.0,,2.0,,,,,,,2.0,4.0,,4.0,4.0,7.0,,1.0,1.0,0.16666666666666666,,0.2,0.16666666666666666,,0.2,0.25,,0.2857142857142857,,,,1.0,1.0,,,,,,1.0,99.08256880733946,17.25,11.428571428571429,17.25,11.428571428571429,0.3333333333333333,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.41536666666666666,,0.41984000000000005,,1.0,13.066666666666668,0.875,7.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,0.2,,,,,0.16666666666666666,,0.25,0.25,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100952-200674-202658-203405-203825,1611661319,"Jia Perkins, Sophia Young-Malcolm, Danielle Robinson, Kayla Alexander, Kayla McBride","Perkins, Young-Malcolm, Robinson, Alexander, McBride",100952-200674-202658-203405-203825,SAN,425.0,4,7.0,4.0,16.0,12.0,2.0,2.0,28,2.0,2.0,1.0,3.0,6.0,10.0,1.0,16.0,12.0,,1.0,,,1.0,,,4.0,2.0,2.0,,1.0,4.0,1.0,3.0,3.0,6.0,1.0,7.0,,,,,,,2.0,2.0,,16.0,,2.0,,0.3333333333333333,0.3333333333333333,0.6,,,0.5357142857142857,,,0.5333333333333333,,,,0.75,0.25,1.0,0.8571428571428571,0.16666666666666666,,,1.0,0.5,1.0,94.87058823529412,13.375,17.583333333333332,13.1875,17.083333333333332,0.14285714285714285,1.0,1.0,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.4780115384615385,0.7159,0.3258,,,9.059999999999999,0.125,6.0,3.0,5.0,,1.0,,,,,1.0,4.0,,1.0,1.0,4.0,,,1.0,8.0,,3.0,,1.0,3.0,1.0,,,,1.0,,,,,,,2.0,,3.0,,,,,,1.0,,,,,,,,,0.25,,0.3333333333333333,0.2857142857142857,,,,,0.5,,,,,0.35714285714285715,0.6,0.6,0.3333333333333333,,0.2857142857142857,0.25,0.25,,1.0,,,,,0.5,,0.6428571428571429,0.3333333333333333,0.06666666666666667,0.09090909090909091,28.525,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100937-100952-200674-202251,1611661319,"Becky Hammon, Shameka Christon, Jia Perkins, Sophia Young-Malcolm, Jayne Appel Marinelli","Hammon, Christon, Perkins, Young-Malcolm, Appel Marinelli",100342-100937-100952-200674-202251,SAN,33.0,1,1.0,,1.0,1.0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,87.27272727272727,10.0,23.0,10.0,23.0,,,,,,,,,0.59235,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100937-100952-200674-203018,1611661319,"Becky Hammon, Shameka Christon, Jia Perkins, Sophia Young-Malcolm, Shenise Johnson","Hammon, Christon, Perkins, Young-Malcolm, Johnson",100342-100937-100952-200674-203018,SAN,263.0,2,4.0,16.0,7.0,6.0,,,13,1.0,1.0,1.0,1.0,2.0,2.0,,16.0,,,,,,,,,,,4.0,,,12.0,,1.0,3.0,4.0,,4.0,2.0,,1.0,,1.0,1.0,,,,16.0,,,,,,1.0,,,1.3333333333333333,,,1.3333333333333333,,,1.0,1.0,,0.5,0.8,,,,1.0,1.0,1.0,71.17870722433459,18.428571428571427,22.333333333333332,18.428571428571427,21.666666666666668,0.16666666666666666,1.0,1.0,,0.16666666666666666,1.0,1.0,,0.4539583333333333,,,,,13.4,,,,,,,,,1.0,,3.0,3.0,,,4.0,4.0,,,,4.0,12.0,,,,3.0,3.0,,4.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,0.6666666666666666,,,,,,,,,,,,,,0.16666666666666666,0.5,1.0,1.0,1.0,,,,,,,,0.6666666666666666,1.0,,,23.575,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100937-100952-202634-203018,1611661319,"Becky Hammon, Shameka Christon, Jia Perkins, Danielle Adams, Shenise Johnson","Hammon, Christon, Perkins, Adams, Johnson",100342-100937-100952-202634-203018,SAN,279.0,2,5.0,-3.0,8.0,9.0,,,17,1.0,1.0,2.0,3.0,4.0,5.0,1.0,9.0,12.0,,,,,,,,6.0,3.0,3.0,,2.0,6.0,,,3.0,3.0,,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,9.0,,,,0.75,0.75,0.8,,,0.8,,,0.75,,,1.0,0.75,,,0.5,,,,1.0,,,87.74193548387096,15.5,17.22222222222222,15.5,15.88888888888889,0.2,1.0,1.0,,0.6,0.6666666666666666,0.6666666666666666,1.0,0.3977,,,,,12.58,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,0.2,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100937-100952-202658-203405,1611661319,"Becky Hammon, Shameka Christon, Jia Perkins, Danielle Robinson, Kayla Alexander","Hammon, Christon, Perkins, Robinson, Alexander",100342-100937-100952-202658-203405,SAN,118.0,2,2.0,8.0,4.0,3.0,4.0,2.0,7,1.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,,1.0,1.0,3.0,2.0,2.0,1.0,8.0,,,,,,,,1.0,,1.0,1.0,2.0,1.0,,,,,,1.0,2.0,1.0,5.0,8.0,4.0,1.0,,,1.0,1.0,1.0,0.7,1.0,0.7,0.6666666666666666,0.75,0.6666666666666666,,,,0.5,0.5,1.0,,,,,0.5,85.42372881355932,14.0,20.666666666666668,9.5,19.333333333333332,0.2,1.0,1.0,,0.2,1.0,1.0,,0.41211000000000003,,0.41211000000000003,0.375,1.0,12.6,1.0,1.0,,,,,,,,,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,,3.0,2.0,,3.0,1.0,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,,,,1.0,,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,,,,,,0.6,0.3333333333333333,0.6,0.3333333333333333,,,26.633333333333336,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100937-200674-202251-202658,1611661319,"Becky Hammon, Shameka Christon, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson","Hammon, Christon, Young-Malcolm, Appel Marinelli, Robinson",100342-100937-200674-202251-202658,SAN,483.0,6,8.0,,15.0,14.0,1.0,1.0,29,,1.0,1.0,3.0,3.0,6.0,5.0,14.0,14.0,1.0,1.0,2.0,,,2.0,2.0,4.0,2.0,3.0,,1.0,7.0,,1.0,3.0,4.0,1.0,5.0,,,,,,4.0,6.0,5.0,1.0,12.0,,,,0.6666666666666666,0.6666666666666666,0.5,1.0,,0.45,1.0,,0.5833333333333334,1.0,1.0,,0.5,,1.0,0.5714285714285714,0.16666666666666666,,,1.0,0.3333333333333333,1.0,86.45962732919254,14.6,18.857142857142858,14.133333333333333,17.857142857142858,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.48921000000000003,0.6076,,0.14285714285714285,0.14285714285714285,10.333333333333334,0.06666666666666667,1.0,2.0,2.0,1.0,1.0,,,1.0,,,3.0,,,1.0,4.0,,,,2.0,3.0,,,,3.0,,,1.0,,1.0,1.0,,,3.0,4.0,,,,2.0,,,1.0,,1.0,2.0,,,,,,,,1.0,0.25,,0.25,0.4,,,,0.3333333333333333,,,0.5,,,0.2,1.0,1.0,0.5,0.1,0.3,,,,1.0,1.0,,,,,,0.6,,0.18181818181818182,0.2857142857142857,24.175,,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100937-200674-202658-203825,1611661319,"Becky Hammon, Shameka Christon, Sophia Young-Malcolm, Danielle Robinson, Kayla McBride","Hammon, Christon, Young-Malcolm, Robinson, McBride",100342-100937-200674-202658-203825,SAN,95.0,1,2.0,5.0,3.0,2.0,,,5,,,,1.0,1.0,2.0,,5.0,,,,,,,,,2.0,1.0,2.0,,,5.0,,,2.0,2.0,,2.0,,,,,,,,,,5.0,,,,1.0,1.0,0.5,,,0.8333333333333334,,,0.8333333333333334,,,,0.6666666666666666,,,0.6666666666666666,,,,,1.0,,75.78947368421053,10.666666666666666,31.5,10.666666666666666,27.5,,,,,0.3333333333333333,,,,0.4890833333333333,,,,,10.5,,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,3.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,0.3333333333333333,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,,,23.5,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
