EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,Defensive 3 Seconds Violations,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,LongMidRangeAssists,FTDefRebounds,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,AtRimPctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,HeaveAttempts,Travels,ThreePtShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
201477-201480-201516-202259-202638,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Epiphanny Prince, Jessica Breland","Young, Fowles, Quigley, Prince, Breland",201477-201480-201516-202259-202638,CHI,865.0,4,14.0,-5.0,25.0,25.0,6.0,6.0,50.0,4.0,7.0,3.0,4.0,3.0,5.0,1.0,7.0,1.0,2.0,3.0,1.0,1.0,8.0,19.0,2.0,4.0,22.0,27.0,3.0,4.0,1.0,1.0,9.0,6.0,10.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,5.0,4.0,5.0,9.0,6.0,15.0,2.0,2.0,1.0,1.0,7.0,1.0,3.0,2.0,4.0,9.0,2.0,2.0,1.0,4.0,6.0,1.0,1.0,13.0,2.0,0.375,0.5,0.5,0.5,1.0,0.5,0.42105263157894735,0.75,0.4782608695652174,0.9,0.4782608695652174,0.9,0.17391304347826086,0.15789473684210525,0.4,0.14285714285714285,0.7777777777777778,0.7142857142857143,0.5,0.8,0.5,0.75,0.5,1.0,0.4,1.0,1.0,0.75,0.6666666666666666,1.0,0.2,83.23699421965318,19.92,14.68,18.08,14.48,0.30434782608695654,0.5714285714285714,0.5714285714285714,0.5,0.21739130434782608,0.6,1.0,0.3333333333333333,0.30434782608695654,0.14285714285714285,0.16666666666666666,0.043478260869565216,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.8,0.75,0.3333333333333333,0.2,1.0,1.0,0.4782608695652174,0.6666666666666666,0.4586173913043478,0.6143500000000001,0.4090909090909091,9.563157894736841,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2014,2014,False
201477-201480-201516-202259-202664,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Epiphanny Prince, Courtney Vandersloot","Young, Fowles, Quigley, Prince, Vandersloot",201477-201480-201516-202259-202664,CHI,884.0,4,15.0,1.0,27.0,27.0,7.0,4.0,54.0,5.0,7.0,,,1.0,1.0,,3.0,1.0,1.0,7.0,,1.0,6.0,11.0,1.0,8.0,25.0,24.0,,,,1.0,3.0,8.0,4.0,3.0,,,7.0,1.0,,4.0,1.0,5.0,1.0,4.0,,11.0,2.0,2.0,2.0,8.0,10.0,4.0,14.0,,4.0,4.0,,1.0,1.0,1.0,5.0,,6.0,1.0,2.0,,9.0,10.0,,,22.0,,0.6666666666666666,0.6666666666666666,1.0,0.125,,0.125,0.5454545454545454,,0.39473684210526316,,0.5,0.5,0.42105263157894735,,,,0.16666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,1.0,0.5,0.75,1.0,,,87.96380090497738,16.11111111111111,16.62962962962963,15.037037037037036,15.851851851851851,0.3684210526315789,0.7142857142857143,0.7142857142857143,0.8,0.05263157894736842,1.0,1.0,,0.15789473684210525,,,0.05263157894736842,0.3684210526315789,0.14285714285714285,0.14285714285714285,1.0,,,,1.0,,,0.7894736842105263,0.14285714285714285,0.5081078947368421,0.37935,0.12,7.4,23.3375,15.0,3.0,4.0,1.0,1.0,4.0,10.0,3.0,4.0,5.0,1.0,5.0,6.0,17.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,11.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,17.0,15.0,1.0,0.2,0.8,0.55,0.6153846153846154,0.16666666666666666,0.6666666666666666,1.0,0.4,0.75,0.1,0.4,0.25,0.52087,0.17391304347826086,0.26666666666666666,0.68,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661329,2014,2014,False
201477-201480-201516-202259-203399,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Epiphanny Prince, Elena Delle Donne","Young, Fowles, Quigley, Prince, Delle Donne",201477-201480-201516-202259-203399,CHI,1477.0,8,25.0,-12.0,49.0,46.0,18.0,9.0,95.0,7.0,13.0,1.0,2.0,1.0,4.0,5.0,12.0,1.0,1.0,10.0,,2.0,13.0,29.0,2.0,11.0,46.0,58.0,3.0,5.0,,2.0,11.0,12.0,14.0,3.0,3.0,2.0,10.0,1.0,2.0,6.0,1.0,7.0,,3.0,,15.0,4.0,7.0,5.0,6.0,12.0,11.0,23.0,1.0,1.0,1.0,,4.0,1.0,3.0,8.0,1.0,12.0,2.0,2.0,1.0,17.0,14.0,1.0,,35.0,,0.46153846153846156,0.5,0.5,0.18181818181818182,,0.18181818181818182,0.4482758620689655,0.6,0.4,0.42857142857142855,0.4787234042553192,0.625,0.275,0.06896551724137931,0.25,,0.3333333333333333,0.5,0.4375,0.7142857142857143,0.4444444444444444,0.5789473684210527,0.44,0.6666666666666666,0.2857142857142857,,0.5,0.25,0.75,0.6666666666666666,0.043478260869565216,92.6201760324983,15.979591836734693,15.08695652173913,14.16326530612245,13.326086956521738,0.325,0.5384615384615384,0.5833333333333334,0.42857142857142855,0.1,0.25,0.3333333333333333,,0.3,0.4166666666666667,0.4166666666666667,0.025,0.25,0.1,0.1,,0.2857142857142857,0.5,,0.2857142857142857,,,0.6,0.1,0.46172500000000005,0.43767500000000004,0.2391304347826087,10.013793103448275,23.463636363636365,38.0,6.0,11.0,1.0,1.0,8.0,14.0,5.0,10.0,22.0,2.0,9.0,13.0,39.0,7.0,,1.0,3.0,,1.0,1.0,17.0,1.0,4.0,5.0,3.0,2.0,3.0,1.0,38.0,37.0,4.0,0.2222222222222222,0.45454545454545453,0.41935483870967744,0.5,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.3548387096774194,0.5454545454545454,0.03225806451612903,0.25806451612903225,0.125,0.46787419354838705,0.09523809523809523,0.12903225806451613,0.8478260869565217,0.7755102040816326,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.07692307692307693,1.0,0.3333333333333333,0.6,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1611661329,2014,2014,False
201477-201480-201516-202259-203857,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Epiphanny Prince, Jamierra Faulkner","Young, Fowles, Quigley, Prince, Faulkner",201477-201480-201516-202259-203857,CHI,86.0,1,1.0,-2.0,3.0,3.0,3.0,1.0,6.0,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,4.0,,,2.0,4.0,1.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,0.25,1.0,0.25,1.0,0.25,1.0,,,,,,,0.3333333333333333,,,,0.3333333333333333,,1.0,,,,,,,100.46511627906976,20.333333333333332,8.333333333333334,16.333333333333332,8.333333333333334,0.5,0.5,0.5,,0.25,,,,0.25,,,,,,,,1.0,1.0,,,,,0.5,,0.52075,0.6129,1.0,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661329,2014,2014,False
201477-201480-201516-202638-202664,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Jessica Breland, Courtney Vandersloot","Young, Fowles, Quigley, Breland, Vandersloot",201477-201480-201516-202638-202664,CHI,650.0,3,11.0,-4.0,16.0,17.0,3.0,1.0,33.0,4.0,4.0,,,1.0,2.0,,1.0,1.0,1.0,2.0,,,5.0,7.0,1.0,3.0,17.0,21.0,,,,,,10.0,,3.0,,,2.0,1.0,,5.0,1.0,6.0,1.0,4.0,1.0,13.0,1.0,,3.0,4.0,7.0,1.0,8.0,,,,,1.0,,1.0,3.0,,4.0,1.0,,,2.0,5.0,,,17.0,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.7142857142857143,,0.65,,0.7083333333333334,,0.3,,,,0.25,0.8,,0.6,0.5,0.7,0.25,,,,1.0,0.5,0.6,,,73.1076923076923,14.75,24.352941176470587,14.75,20.823529411764707,0.4,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.1,,,0.1,0.2,0.5,0.5,1.0,,,,,,,0.7,0.5,0.491615,,,5.957142857142857,23.5,7.0,2.0,2.0,1.0,1.0,1.0,4.0,,2.0,3.0,1.0,2.0,,7.0,1.0,,,,,,,5.0,,3.0,,1.0,1.0,2.0,1.0,7.0,7.0,,0.5,0.6666666666666666,0.7,0.7,1.0,1.0,0.5,0.4,1.0,0.2,0.2,1.0,0.54629,0.25,0.3333333333333333,0.4117647058823529,0.4375,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1611661329,2014,2014,False
201477-201480-201516-202638-203399,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Jessica Breland, Elena Delle Donne","Young, Fowles, Quigley, Breland, Delle Donne",201477-201480-201516-202638-203399,CHI,42.0,1,1.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,2.0,,,3.0,3.0,1.0,1.0,,,3.0,2.0,,,,,,,1.0,1.0,,1.0,,1.0,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,0.5,1.0,0.5,1.0,0.75,1.5,,0.5,1.0,,,,1.0,,,,1.0,,,,,,,,,68.57142857142857,23.0,19.0,19.0,18.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,1.0,1.0,1.0,,,,0.5,,0.52495,0.732,1.0,3.75,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1611661329,2014,2014,False
201477-201480-201516-202638-203857,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Jessica Breland, Jamierra Faulkner","Young, Fowles, Quigley, Breland, Faulkner",201477-201480-201516-202638-203857,CHI,356.0,4,6.0,3.0,12.0,9.0,2.0,3.0,21.0,,3.0,,1.0,1.0,5.0,1.0,3.0,,,2.0,,,2.0,11.0,,2.0,9.0,6.0,1.0,4.0,,,2.0,,4.0,,,,1.0,,4.0,,,,,,,,,5.0,1.0,3.0,5.0,5.0,10.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,4.0,,,7.0,,,,,,,,0.18181818181818182,0.25,0.15384615384615385,0.25,0.26666666666666666,0.25,0.15384615384615385,0.36363636363636365,0.4,,1.0,1.0,0.5555555555555556,1.0,,1.0,0.5,,1.0,,1.0,,1.0,,,84.9438202247191,17.833333333333332,15.777777777777779,15.5,15.777777777777779,0.23076923076923078,,,,0.38461538461538464,0.2,0.3333333333333333,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.15384615384615385,,,,0.25,,,,,,0.38461538461538464,,0.3946416666666666,0.411525,0.2222222222222222,9.281818181818181,34.7,7.0,,2.0,,,2.0,5.0,,,7.0,,2.0,3.0,3.0,1.0,,,,,,3.0,5.0,1.0,1.0,1.0,,,,,3.0,7.0,2.0,,,,0.1,,1.0,,0.2222222222222222,,,0.2222222222222222,,0.3877375,0.07142857142857142,0.08333333333333333,0.3333333333333333,0.5833333333333334,,,,,1.0,,,,0.6666666666666666,1.0,0.75,,,,,,,,1.0,,,,,,,,,,,,,,1611661329,2014,2014,False
201477-201480-201516-202664-203399,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Courtney Vandersloot, Elena Delle Donne","Young, Fowles, Quigley, Vandersloot, Delle Donne",201477-201480-201516-202664-203399,CHI,2996.0,7,50.0,15.0,84.0,83.0,14.0,12.0,167.0,18.0,24.0,5.0,5.0,10.0,16.0,6.0,20.0,,4.0,6.0,,1.0,34.0,60.0,4.0,6.0,102.0,87.0,5.0,6.0,,1.0,15.0,32.0,36.0,9.0,3.0,2.0,6.0,4.0,4.0,16.0,3.0,19.0,3.0,11.0,3.0,41.0,,12.0,8.0,23.0,31.0,12.0,43.0,3.0,6.0,4.0,2.0,7.0,1.0,4.0,9.0,3.0,16.0,3.0,11.0,,20.0,26.0,,1.0,87.0,,0.47058823529411764,0.48484848484848486,0.75,0.6666666666666666,,0.6666666666666666,0.5666666666666667,0.8333333333333334,0.6060606060606061,0.7142857142857143,0.6455696202531646,0.75,0.09090909090909091,0.06666666666666667,0.0625,0.05,0.4375,0.5609756097560976,0.46153846153846156,0.6666666666666666,,0.5849056603773585,0.42857142857142855,0.6666666666666666,0.2857142857142857,,0.8333333333333334,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.125,80.26702269692925,16.738095238095237,19.156626506024097,15.714285714285714,17.42168674698795,0.36363636363636365,0.75,0.8181818181818182,0.6111111111111112,0.24242424242424243,0.625,0.6666666666666666,0.3,0.30303030303030304,0.3,0.3157894736842105,,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.75,0.7142857142857143,1.0,0.6,0.14285714285714285,,,0.45454545454545453,0.6666666666666666,0.45595757575757573,0.4853642857142857,0.14705882352941177,9.16,23.599999999999998,16.0,2.0,3.0,,1.0,1.0,22.0,5.0,6.0,8.0,1.0,1.0,7.0,22.0,3.0,1.0,1.0,1.0,,2.0,,31.0,,10.0,4.0,13.0,9.0,13.0,7.0,22.0,16.0,4.0,1.0,0.75,0.8333333333333334,0.7857142857142857,,0.4117647058823529,0.5384615384615384,0.3333333333333333,0.6666666666666666,,0.1111111111111111,1.0,0.4624,0.16,0.14925373134328357,0.21568627450980393,0.19047619047619047,,,,2.0,,,3.0,1.0,0.08333333333333333,,0.6666666666666666,0.3333333333333333,,,,,,,,1.0,2.0,3.0,1.0,0.25,,,,,,,,,1611661329,2014,2014,False
201477-201480-201516-203399-203857,1611661329,"Tamera Young, Sylvia Fowles, Allie Quigley, Elena Delle Donne, Jamierra Faulkner","Young, Fowles, Quigley, Delle Donne, Faulkner",201477-201480-201516-203399-203857,CHI,130.0,4,2.0,1.0,5.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,,1.0,4.0,,,4.0,3.0,1.0,1.0,,,4.0,,2.0,,,2.0,,,,,,,,,,,,2.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,,1.0,,3.0,3.0,,,,,,,,,,,0.25,1.0,0.25,1.0,0.3333333333333333,1.0,,,,,,1.0,0.6666666666666666,,,0.5,0.6666666666666666,,1.0,,,,,,,77.53846153846155,13.0,32.5,12.8,31.5,0.25,1.0,1.0,,0.5,,,,0.25,,,,,,,,1.0,1.0,,,,,0.25,,0.446075,0.6339,1.0,10.6,,3.0,,,,,,2.0,2.0,,1.0,,,2.0,2.0,,,,,,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,0.3333333333333333,,1.0,1.0,,,,,,0.3471,0.2,0.2,0.5,0.6,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1611661329,2014,2014,False
201477-201480-202259-202638-202664,1611661329,"Tamera Young, Sylvia Fowles, Epiphanny Prince, Jessica Breland, Courtney Vandersloot","Young, Fowles, Prince, Breland, Vandersloot",201477-201480-202259-202638-202664,CHI,317.0,2,5.0,-9.0,11.0,9.0,,1.0,20.0,,5.0,,3.0,,1.0,1.0,3.0,,,1.0,,,1.0,9.0,,1.0,2.0,11.0,,3.0,,,,,2.0,,,,1.0,,2.0,,,,,,,,,3.0,,5.0,5.0,3.0,8.0,,,,,2.0,,1.0,2.0,1.0,4.0,,1.0,,4.0,1.0,,,2.0,,,,,,,,0.1111111111111111,,0.1,,0.1,,0.1,0.2222222222222222,,,0.5,0.8333333333333334,0.375,,,0.8333333333333334,0.3333333333333333,0.4,0.5,,1.0,1.0,,,,90.85173501577287,16.545454545454547,15.0,14.454545454545455,14.88888888888889,0.5,,,,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,,0.1,,,,1.0,,,,,,0.6,,0.47892999999999997,0.5838333333333333,,7.322222222222223,24.2,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,1.0,,,,,,,,,,,1611661329,2014,2014,False
