EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceFG2A,Fg2aBlocked,ShortMidRangeAssists,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsPutbacks,FTOffRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,Travels,PenaltyTurnovers,Offensive Fouls Drawn,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffFTReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,ShortMidRangePctBlocked,SecondChanceFtPoints,BlockingFoulsDrawn,OffLongMidRangeReboundPct,Corner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PenaltyFtPoints,PtsUnassisted3s,Fg3aBlocked,OffThreePtRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,HeaveAttempts,team_id,year,season,team_vs
100634-100940-101039-200676-203398,1611661317,"Penny Taylor, Diana Taurasi, Erin Phillips, Candice Dupree, Brittney Griner","Taylor, Taurasi, Phillips, Dupree, Griner",100634-100940-101039-200676-203398,PHO,382.0,3,6.0,-12.0,13,13.0,7.0,26,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,6.0,1.0,3.0,1.0,12.0,24.0,4.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,2.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6111111111111112,0.6666666666666666,0.3333333333333333,0.25,1.0,0.5,1.0,98.01047120418849,16.923076923076923,12.461538461538462,16.923076923076923,12.23076923076923,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.1111111111111111,0.2222222222222222,0.5,0.5,1.0,0.4444444444444444,0.5,0.46554999999999996,0.1111111111111111,0.16666666666666666,12.450000000000001,22.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2014,2014,True
100634-100940-101039-200691-203398,1611661317,"Penny Taylor, Diana Taurasi, Erin Phillips, Mistie Bass, Brittney Griner","Taylor, Taurasi, Phillips, Bass, Griner",100634-100940-101039-200691-203398,PHO,239.0,2,4.0,-3.0,8,8.0,,16,,1.0,2.0,2.0,1.0,4.0,1.0,,,3.0,7.0,,1.0,2.0,8.0,11.0,2.0,4.0,,,,1.0,,1.0,,,,2.0,1.0,2.0,3.0,,,,,,,3.0,4.0,,2.0,4.0,,2.0,,,,8.0,,0.3333333333333333,0.3333333333333333,,,,0.42857142857142855,0.375,0.4,0.125,,1.0,0.6666666666666666,1.0,96.40167364016736,17.5,12.375,16.875,12.25,0.125,,,,0.25,1.0,1.0,0.5,0.25,0.3333333333333333,,0.125,,,,,0.25,,0.4052625,0.2,0.2222222222222222,13.242857142857144,23.2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.2857142857142857,1.0,0.25,0.5,0.25,0.2,1.0,1.0,0.5,0.3574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2014,2014,True
100634-100940-200676-200691-201886,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Mistie Bass, DeWanna Bonner","Taylor, Taurasi, Dupree, Bass, Bonner",100634-100940-200676-200691-201886,PHO,845.0,6,14.0,2.0,30,26.0,5.0,56,11.0,13.0,1.0,4.0,2.0,4.0,,,4.0,14.0,21.0,,4.0,4.0,32.0,30.0,16.0,12.0,,4.0,,8.0,,8.0,,6.0,2.0,16.0,3.0,11.0,13.0,3.0,1.0,1.0,2.0,,5.0,2.0,7.0,1.0,6.0,4.0,2.0,3.0,3.0,,3.0,28.0,,0.5714285714285714,0.6153846153846154,,,,0.6666666666666666,0.56,0.6153846153846154,0.16,0.6,0.75,0.7857142857142857,0.6666666666666666,95.43195266272188,14.5,15.76923076923077,14.166666666666666,14.923076923076923,0.52,0.8461538461538461,0.9166666666666666,0.5454545454545454,0.16,0.25,0.25,0.16,0.5,0.5,1.0,,0.16,,,,0.68,,0.5019270833333334,0.11538461538461539,0.13636363636363635,6.0095238095238095,24.275,2.0,2.0,1.0,,1.0,8.0,2.0,1.0,,,0.047619047619047616,0.07692307692307693,,0.8,0.14285714285714285,0.09090909090909091,,0.6666666666666666,,0.52505,7.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,7.0,1.0,1.0,1.0,0.6,1.0,0.6,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.1,0.6666666666666666,0.5,1.0,0.6,1.0,0.4,0.496875,0.125,0.1875,0.23333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2014,2014,True
100634-100940-200676-201062-202318,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Shay Murphy, Ewelina Kobryn","Taylor, Taurasi, Dupree, Murphy, Kobryn",100634-100940-200676-201062-202318,PHO,94.0,1,2.0,1.0,4,4.0,,8,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,,7.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,,,,,,,,,,,,1.0,,,,,,,7.0,,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.875,0.875,0.25,,,,,122.55319148936171,11.0,12.5,11.0,12.0,0.25,1.0,1.0,1.0,0.25,,,0.25,1.0,1.0,,,0.25,1.0,1.0,1.0,0.5,1.0,0.454775,,,9.5,23.2,,,1.0,,,,,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2014,2014,True
100634-100940-200676-201062-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, Shay Murphy, Brittney Griner","Taylor, Taurasi, Dupree, Murphy, Griner",100634-100940-200676-201062-203398,PHO,129.0,2,2.0,-1.0,3,3.0,,6,,1.0,,,2.0,4.0,,,,2.0,5.0,,,1.0,5.0,6.0,4.0,,,,,2.0,,2.0,,,2.0,4.0,,,2.0,,,,,,,,2.0,,2.0,1.0,1.0,1.0,,,,2.0,,1.0,1.0,,,,0.4,0.4,0.5,,,,,,66.97674418604652,25.666666666666668,17.333333333333332,21.0,17.333333333333332,0.2,,,,,,,0.8,0.5,0.5,1.0,,,,,,0.2,,0.4464,0.2,0.2,14.38,,1.0,2.0,,,2.0,,2.0,,,,,,,,0.6666666666666666,0.6666666666666666,1.0,,,0.56285,,,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,0.5,,0.5,,0.75,,,,,,,,,0.5,,,,,,0.6,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2014,2014,True
100634-100940-200676-201886-202318,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Ewelina Kobryn","Taylor, Taurasi, Dupree, Bonner, Kobryn",100634-100940-200676-201886-202318,PHO,1551.0,3,26.0,-12.0,51,51.0,9.0,102,7.0,17.0,6.0,12.0,4.0,10.0,1.0,,5.0,17.0,39.0,1.0,6.0,8.0,45.0,57.0,18.0,16.0,3.0,5.0,,9.0,1.0,10.0,,5.0,2.0,21.0,5.0,18.0,26.0,7.0,1.0,6.0,3.0,,10.0,8.0,13.0,,11.0,12.0,2.0,5.0,5.0,3.0,5.0,36.0,,0.5294117647058824,0.6,1.0,0.16666666666666666,0.16666666666666666,0.4358974358974359,0.4111111111111111,0.45918367346938777,0.13333333333333333,0.7,0.8333333333333334,0.8571428571428571,1.0,94.70019342359767,15.235294117647058,15.176470588235293,14.549019607843137,15.137254901960784,0.37777777777777777,0.4117647058823529,0.5,0.7142857142857143,0.26666666666666666,0.5,0.5454545454545454,0.2222222222222222,0.4,0.5,0.5,0.022222222222222223,0.1111111111111111,,,,0.5111111111111111,,0.4535088888888889,0.12244897959183673,0.11904761904761904,7.78974358974359,22.916666666666668,8.0,4.0,6.0,2.0,7.0,13.0,8.0,3.0,3.0,,0.15384615384615385,0.17647058823529413,0.2,0.8666666666666667,0.3181818181818182,0.25925925925925924,0.4,0.8333333333333334,0.3333333333333333,0.52513,,2.0,3.0,,,,2.0,9.0,,,,,4.0,1.0,3.0,,1.0,,,1.0,2.0,,5.0,,,0.5,,0.4,,0.6428571428571429,,0.3333333333333333,0.16666666666666666,0.8,1.0,0.5,0.14285714285714285,1.0,0.6,0.6666666666666666,,,,,0.2,,,0.08333333333333333,5.0,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2014,2014,True
100634-100940-200676-201886-203398,1611661317,"Penny Taylor, Diana Taurasi, Candice Dupree, DeWanna Bonner, Brittney Griner","Taylor, Taurasi, Dupree, Bonner, Griner",100634-100940-200676-201886-203398,PHO,7998.0,7,133.0,-88.0,250,255.0,61.0,505,29.0,50.0,22.0,54.0,27.0,79.0,4.0,11.0,37.0,78.0,183.0,12.0,41.0,30.0,222.0,310.0,62.0,94.0,33.0,37.0,11.0,31.0,11.0,42.0,10.0,13.0,14.0,95.0,20.0,67.0,104.0,24.0,6.0,16.0,23.0,,47.0,22.0,65.0,3.0,47.0,39.0,1.0,15.0,7.0,4.0,10.0,192.0,9.0,0.3974358974358974,0.4305555555555556,0.9166666666666666,0.2926829268292683,0.2926829268292683,0.4262295081967213,0.42857142857142855,0.45454545454545453,0.18303571428571427,0.5106382978723404,0.6451612903225806,0.7222222222222222,0.6818181818181818,90.92273068267066,17.124,14.576470588235294,15.98,14.047058823529412,0.22321428571428573,0.58,0.6904761904761905,0.4482758620689655,0.24107142857142858,0.4074074074074074,0.4782608695652174,0.35267857142857145,0.34177215189873417,0.35526315789473684,0.5185185185185185,0.017857142857142856,0.16517857142857142,0.2972972972972973,0.3055555555555556,0.9090909090909091,0.40625,0.2972972972972973,0.44240200892857146,0.06302521008403361,0.07614213197969544,10.590710382513661,23.682926829268293,31.0,24.0,19.0,4.0,31.0,45.0,37.0,25.0,16.0,,0.10382513661202186,0.16,0.0379746835443038,0.7627118644067796,0.2980769230769231,0.2803030303030303,0.3,0.7058823529411765,0.18181818181818182,0.516446,19.0,7.0,12.0,3.0,3.0,4.0,11.0,30.0,7.0,10.0,4.0,21.0,12.0,,5.0,9.0,8.0,1.0,2.0,6.0,3.0,,7.0,17.0,17.0,0.4583333333333333,0.7,0.44642857142857145,0.5,0.5,0.5833333333333334,,0.3125,0.875,0.6666666666666666,0.5555555555555556,0.04424778761061947,0.7,0.42857142857142855,0.5833333333333334,0.21428571428571427,1.0,0.2857142857142857,0.45089285714285715,0.13513513513513514,0.0945945945945946,0.076,0.14814814814814814,5.0,3.0,0.28846153846153844,1.0,3.0,4.0,1.0,7.0,2.0,,0.25,0.25,1.0,0.10714285714285714,,1.0,1.0,1.0,7.0,3.0,1.0,6.0,2.0,4.0,6.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,0.25,0.024390243902439025,0.02702702702702703,1.0,0.21428571428571427,0.2,0.3333333333333333,0.03571428571428571,1.0,1.0,,,,,,,,,,,,1611661317,2014,2014,True
100634-100940-200691-201062-203398,1611661317,"Penny Taylor, Diana Taurasi, Mistie Bass, Shay Murphy, Brittney Griner","Taylor, Taurasi, Bass, Murphy, Griner",100634-100940-200691-201062-203398,PHO,123.0,1,2.0,-4.0,3,3.0,,6,1.0,1.0,,,1.0,1.0,,,2.0,2.0,2.0,,2.0,,4.0,8.0,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,2.0,2.0,,,,,,,,,4.0,,0.5,0.5,,,,1.0,0.5,0.5,0.5,,,,,70.2439024390244,23.0,18.0,17.0,18.0,0.25,1.0,1.0,1.0,,,,0.25,1.0,1.0,,,0.5,,,,0.75,,0.51975,,,10.85,24.3,1.0,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,1611661317,2014,2014,True
100634-100940-200691-201886-203398,1611661317,"Penny Taylor, Diana Taurasi, Mistie Bass, DeWanna Bonner, Brittney Griner","Taylor, Taurasi, Bass, Bonner, Griner",100634-100940-200691-201886-203398,PHO,297.0,4,5.0,,9,10.0,1.0,19,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,3.0,3.0,6.0,1.0,3.0,,9.0,9.0,,6.0,3.0,3.0,1.0,,1.0,1.0,1.0,,,3.0,,4.0,6.0,,1.0,,2.0,,2.0,1.0,1.0,,2.0,,,,,,,4.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,,,1.0,,92.12121212121212,19.0,12.6,18.666666666666668,12.6,0.1111111111111111,1.0,1.0,,0.2222222222222222,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.3333333333333333,0.3920222222222222,,,14.166666666666666,24.733333333333334,2.0,1.0,,,2.0,3.0,2.0,2.0,1.0,,,,,1.0,0.6666666666666666,0.4,,1.0,,0.460275,,1.0,1.0,,,,1.0,5.0,,,,,2.0,,2.0,1.0,,,,,,,,,,1.0,,1.25,,1.25,,,1.0,,1.0,,0.4,,0.5,1.0,,,,,0.5555555555555556,,,,,,0.5,,1.0,1.0,,,,,,,,0.5,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,1611661317,2014,2014,True
100634-101039-200676-200691-201062,1611661317,"Penny Taylor, Erin Phillips, Candice Dupree, Mistie Bass, Shay Murphy","Taylor, Phillips, Dupree, Bass, Murphy",100634-101039-200676-200691-201062,PHO,83.0,1,1.0,,3,3.0,,6,,,,1.0,,,,,,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,2.0,2.0,,1.0,,,,2.0,,,,,,,,,0.5,,,,1.0,,104.09638554216868,14.333333333333334,13.333333333333334,14.333333333333334,13.333333333333334,,,,,1.0,,,,,,,,,,,,,,0.3459,0.5,0.5,5.0,,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661317,2014,2014,True
