EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,AtRimAssists,ShortMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,SelfOReb,Charge Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,Corner3FGA,DefShortMidRangeReboundPct,Corner3Frequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LostBallSteals,Charge Fouls Drawn,BlockedShortMidRange,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,FTDefRebounds,BadPassOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,DefFTReboundPct,OffAtRimReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,FTOffRebounds,LostBallTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,OffFTReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PtsPutbacks,3SecondViolations,team_id,year,season,team_vs
100342-100937-202634-202658-203825,1611661319,"Becky Hammon, Shameka Christon, Danielle Adams, Danielle Robinson, Kayla McBride","Hammon, Christon, Adams, Robinson, McBride",100342-100937-202634-202658-203825,SAN,79.0,1,1.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,0.5,0.5,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.3333333333333333,109.36708860759494,18.333333333333332,8.0,18.333333333333332,8.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.4689833333333333,0.4689833333333333,0.3333333333333333,0.5,1.0,8.8,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100952-200674-202251-203018,1611661319,"Becky Hammon, Jia Perkins, Sophia Young-Malcolm, Jayne Appel Marinelli, Shenise Johnson","Hammon, Perkins, Young-Malcolm, Appel Marinelli, Johnson",100342-100952-200674-202251-203018,SAN,112.0,2,2.0,2.0,2.0,3.0,,5.0,1.0,1.0,,,,,,,2.0,2.0,,,4.0,2.0,,,,,,4.0,,,2.0,2.0,,4.0,,,1.0,1.0,,,,,,4.0,,,1.0,1.0,1.0,,1.0,,1.0,,,64.28571428571428,19.0,24.666666666666668,19.0,24.666666666666668,0.5,1.0,1.0,,,,,,,,,0.5,0.53315,,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100952-200674-202634-202658,1611661319,"Becky Hammon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Danielle Robinson","Hammon, Perkins, Young-Malcolm, Adams, Robinson",100342-100952-200674-202634-202658,SAN,217.0,2,4.0,-8.0,7.0,7.0,2.0,14.0,1.0,3.0,1.0,1.0,,2.0,,,1.0,5.0,,2.0,4.0,12.0,1.0,1.0,,2.0,4.0,,2.0,,,,,,,,2.0,2.0,1.0,,2.0,,1.0,4.0,4.0,2.0,,,0.2,1.0,0.2,1.0,0.3333333333333333,1.0,,92.90322580645162,15.428571428571429,15.571428571428571,15.142857142857142,15.285714285714286,0.6,0.3333333333333333,0.5,0.4,,,,,1.0,1.0,,0.6,0.58122,0.6528,0.16666666666666666,0.16666666666666666,1.0,7.06,,0.2857142857142857,,,,,1.0,,1.0,2.0,,1.0,0.3333333333333333,,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.2,0.3333333333333333,0.5,0.25,0.25,0.5,1.0,0.8003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100952-200674-202634-203018,1611661319,"Becky Hammon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Shenise Johnson","Hammon, Perkins, Young-Malcolm, Adams, Johnson",100342-100952-200674-202634-203018,SAN,489.0,2,8.0,4.0,14.0,14.0,,28.0,6.0,7.0,,,1.0,4.0,2.0,,8.0,12.0,2.0,2.0,18.0,14.0,,1.0,,,,10.0,6.0,2.0,5.0,5.0,1.0,10.0,,,1.0,2.0,1.0,,2.0,,1.0,18.0,,,0.625,0.625,0.6666666666666666,,0.5714285714285714,,0.6,,0.14285714285714285,82.45398773006134,17.285714285714285,17.642857142857142,15.714285714285714,17.142857142857142,0.5,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.25,0.25,1.0,0.14285714285714285,,,,0.6428571428571429,0.5222892857142857,0.2329,0.06666666666666667,0.07692307692307693,,7.416666666666667,23.45,,1.0,1.0,3.0,1.0,1.0,6.0,7.0,9.0,0.75,0.5,0.7,1.0,0.5,0.5,0.07142857142857142,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,1.0,,2.0,,,0.5,0.3333333333333333,0.4,0.5,,0.50025,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,0.6666666666666666,0.2,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100952-200674-202634-203825,1611661319,"Becky Hammon, Jia Perkins, Sophia Young-Malcolm, Danielle Adams, Kayla McBride","Hammon, Perkins, Young-Malcolm, Adams, McBride",100342-100952-200674-202634-203825,SAN,290.0,1,5.0,-7.0,9.0,10.0,3.0,19.0,2.0,4.0,,1.0,1.0,3.0,,,3.0,10.0,,2.0,8.0,15.0,1.0,3.0,,,2.0,4.0,2.0,,2.0,2.0,1.0,4.0,2.0,2.0,,1.0,1.0,,2.0,,1.0,6.0,2.0,3.0,0.6666666666666666,0.6666666666666666,0.3,0.3333333333333333,0.3,0.3333333333333333,0.36363636363636365,0.3333333333333333,,94.3448275862069,17.22222222222222,13.5,16.666666666666668,13.5,0.4,0.5,0.5,0.3,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,,,0.4,0.4845,0.4821,0.09090909090909091,0.09090909090909091,0.25,8.120000000000001,,0.3333333333333333,,3.0,1.0,,,,,2.0,,,,,,0.5,0.3,,,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,0.2,,,0.2857142857142857,0.2857142857142857,0.5,1.0,0.56435,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100952-202251-202634-203018,1611661319,"Becky Hammon, Jia Perkins, Jayne Appel Marinelli, Danielle Adams, Shenise Johnson","Hammon, Perkins, Appel Marinelli, Adams, Johnson",100342-100952-202251-202634-203018,SAN,86.0,1,1.0,1.0,3.0,2.0,,5.0,1.0,1.0,,,,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,2.0,,,,,,2.0,,1.0,1.0,1.0,,2.0,,,,,1.0,,1.0,1.0,1.0,3.0,,,1.0,1.0,0.5,,0.3333333333333333,,0.5,,0.3333333333333333,83.72093023255813,10.666666666666666,27.0,8.0,26.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,0.6666666666666666,0.5572666666666667,,0.3333333333333333,0.5,,10.0,23.2,,,,1.0,,,1.0,1.0,1.0,0.5,,0.5,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,0.5655,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100952-202251-202634-203825,1611661319,"Becky Hammon, Jia Perkins, Jayne Appel Marinelli, Danielle Adams, Kayla McBride","Hammon, Perkins, Appel Marinelli, Adams, McBride",100342-100952-202251-202634-203825,SAN,44.0,1,1.0,4.0,2.0,1.0,,3.0,1.0,1.0,,,,,,,2.0,2.0,,,4.0,,,,,,,2.0,2.0,,1.0,1.0,,2.0,,,,,,,,,,4.0,,,0.5,0.5,1.0,,1.0,,1.0,,,98.18181818181819,9.5,25.0,9.5,25.0,0.5,1.0,1.0,,,,,,,,,0.5,0.51995,,,,,6.1,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-100952-202634-202658-203825,1611661319,"Becky Hammon, Jia Perkins, Danielle Adams, Danielle Robinson, Kayla McBride","Hammon, Perkins, Adams, Robinson, McBride",100342-100952-202634-202658-203825,SAN,133.0,1,2.0,-3.0,4.0,4.0,4.0,8.0,,,,,1.0,2.0,,,1.0,2.0,,2.0,4.0,7.0,1.0,2.0,,2.0,4.0,2.0,,,1.0,1.0,1.0,2.0,,,,,2.0,,4.0,,,2.0,4.0,4.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,,86.61654135338345,21.5,11.75,15.75,9.5,,,,1.0,0.5,0.5,1.0,,,,,,0.30625,0.30625,,,1.0,16.9,,1.0,,,,,,1.0,1.0,2.0,1.0,,0.25,,,,,,,,4.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,0.2935,,,,,,,,1.0,,,,1.0,,,,,1.0,2.0,1.0,1.0,1.0,,,,0.5,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-200674-202251-202658-203018,1611661319,"Becky Hammon, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson, Shenise Johnson","Hammon, Young-Malcolm, Appel Marinelli, Robinson, Johnson",100342-200674-202251-202658-203018,SAN,79.0,1,1.0,,3.0,2.0,,5.0,,,,,1.0,1.0,1.0,,1.0,2.0,2.0,,2.0,2.0,,,,,,2.0,,1.0,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,1.0,1.0,0.5,,0.25,,0.25,,0.5,91.13924050632912,14.666666666666666,17.5,13.333333333333334,17.5,,,,0.25,1.0,1.0,1.0,0.25,,,,0.5,0.4766375,,,,,10.5,23.4,,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,,,,0.25,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,0.3333333333333333,,,0.4451,,,,1.0,,,,,,,,,0.3333333333333333,,,,1.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
100342-200674-202251-202658-203825,1611661319,"Becky Hammon, Sophia Young-Malcolm, Jayne Appel Marinelli, Danielle Robinson, Kayla McBride","Hammon, Young-Malcolm, Appel Marinelli, Robinson, McBride",100342-200674-202251-202658-203825,SAN,277.0,2,5.0,10.0,7.0,8.0,4.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,4.0,6.0,1.0,2.0,13.0,3.0,2.0,3.0,,2.0,6.0,4.0,4.0,1.0,2.0,3.0,,7.0,1.0,,,1.0,4.0,2.0,2.0,,1.0,11.0,6.0,4.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.7857142857142857,0.6666666666666666,0.8125,0.75,0.14285714285714285,77.97833935018052,16.285714285714285,20.375,16.0,19.0,0.2857142857142857,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,,0.14285714285714285,0.3333333333333333,1.0,,0.42857142857142855,0.4951714285714286,0.43883333333333335,0.125,0.14285714285714285,0.46153846153846156,9.816666666666666,22.3,0.5714285714285714,1.0,1.0,2.0,,,4.0,4.0,5.0,0.6666666666666666,,0.6666666666666666,1.0,,1.0,0.14285714285714285,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,0.5,0.5,0.5,1.0,0.7478,,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,0.15384615384615385,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661319,2014,2014,True
