EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,PenaltyFg3Pct,PenaltyArc3Accuracy,Travels,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Charge Fouls Drawn,LostBallTurnovers,PenaltyCorner3FGA,PtsUnassisted3s,HeaveAttempts,Clear Path Fouls,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,BlockedLongMidRange,LongMidRangePctBlocked,Blocked3s,BlockedArc3,Corner3PctBlocked,team_id,year,season,team_vs
100915-101019-202257-202632-203024,1611661324,"Lindsay Whalen, Janel McCarville, Monica Wright, Maya Moore, Damiris Dantas","Whalen, McCarville, Wright, Moore, Dantas",100915-101019-202257-202632-203024,MIN,4128.0,9,69.0,-35.0,133.0,133.0,7.0,9.0,20.0,266.0,25.0,42.0,8.0,12.0,1.0,2.0,3.0,20.0,8.0,26.0,3.0,7.0,4.0,24.0,1.0,3.0,1.0,36.0,88.0,7.0,31.0,15.0,108.0,143.0,9.0,14.0,1.0,3.0,7.0,28.0,1.0,4.0,1.0,2.0,30.0,42.0,21.0,10.0,24.0,4.0,7.0,1.0,15.0,7.0,22.0,4.0,3.0,9.0,1.0,5.0,51.0,7.0,17.0,2.0,4.0,35.0,5.0,44.0,26.0,70.0,1.0,14.0,10.0,4.0,16.0,6.0,16.0,15.0,1.0,1.0,31.0,3.0,1.0,22.0,1.0,39.0,2.0,3.0,25.0,3.0,2.0,21.0,1.0,2.0,10.0,8.0,5.0,3.0,8.0,3.0,1.0,80.0,2.0,7.0,5.0,0.4166666666666667,0.4838709677419355,1.0,0.22580645161290322,0.3333333333333333,0.22580645161290322,0.4090909090909091,0.6428571428571429,0.25,0.3907563025210084,0.6176470588235294,0.2,0.4140625,0.6666666666666666,0.16666666666666666,0.2605042016806723,0.03225806451612903,0.07954545454545454,0.07142857142857142,0.2,0.041666666666666664,0.5161290322580645,0.8333333333333334,0.4,0.7142857142857143,0.3269230769230769,0.5,0.3181818181818182,0.6842105263157895,0.32432432432432434,0.47058823529411764,0.4117647058823529,0.1111111111111111,0.3333333333333333,0.25,0.5333333333333333,0.7333333333333333,0.8421052631578947,0.42857142857142855,1.0,0.015151515151515152,92.79069767441861,0.375,16.842105263157894,14.19548872180451,16.037593984962406,13.571428571428571,0.35294117647058826,0.5952380952380952,0.6410256410256411,0.36,0.16806722689075632,0.15,0.1875,0.3333333333333333,0.2184873949579832,0.3076923076923077,0.3076923076923077,0.625,0.058823529411764705,0.42857142857142855,0.42857142857142855,1.0,0.20168067226890757,0.16666666666666666,0.17391304347826086,1.0,0.7058823529411765,0.6666666666666666,0.125,0.17647058823529413,0.3333333333333333,1.0,0.4,0.5,0.2,0.6134453781512605,0.16666666666666666,0.47734663865546223,0.5328961538461539,0.433,0.078125,0.10309278350515463,0.25925925925925924,0.018518518518518517,8.097727272727273,23.33225806451613,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
200671-202257-202632-203024-203859,1611661324,"Seimone Augustus, Monica Wright, Maya Moore, Damiris Dantas, Asia Taylor","Augustus, Wright, Moore, Dantas, Taylor",200671-202257-202632-203024-203859,MIN,185.0,1,3.0,,7.0,7.0,3.0,7.0,,14.0,2.0,3.0,,,1.0,1.0,,,,,,,1.0,3.0,,,2.0,2.0,3.0,1.0,3.0,2.0,9.0,9.0,,,,,,,1.0,1.0,2.0,6.0,4.0,,3.0,,3.0,1.0,,,2.0,1.0,3.0,1.0,,2.0,,,7.0,,,,1.0,1.0,,2.0,,2.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,9.0,6.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,,1.0,0.5833333333333334,,0.8333333333333334,0.6666666666666666,,0.8333333333333334,0.5,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,1.0,,,108.97297297297297,,14.714285714285714,11.714285714285714,14.714285714285714,11.714285714285714,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,0.4693833333333333,,0.5707,0.16666666666666666,0.3333333333333333,,0.6666666666666666,2.966666666666667,23.5,0.42857142857142855,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
100915-101019-101020-203016-203834,1611661324,"Lindsay Whalen, Janel McCarville, Tan White, Devereaux Peters, Tricia Liston","Whalen, McCarville, White, Peters, Liston",100915-101019-101020-203016-203834,MIN,537.0,6,9.0,18.0,15.0,15.0,2.0,5.0,4.0,30.0,5.0,6.0,,1.0,,,2.0,4.0,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,8.0,11.0,1.0,2.0,8.0,27.0,9.0,,1.0,1.0,1.0,4.0,7.0,,1.0,2.0,5.0,12.0,4.0,3.0,,2.0,1.0,,,6.0,1.0,7.0,1.0,,3.0,2.0,1.0,15.0,1.0,2.0,,3.0,6.0,,9.0,3.0,12.0,,3.0,1.0,2.0,,,,2.0,1.0,,2.0,,,,,,,,6.0,,,8.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,20.0,5.0,2.0,,0.75,0.75,1.0,0.5,1.0,0.5,0.7272727272727273,,,0.7307692307692307,0.75,0.5,0.8125,0.875,0.625,0.15384615384615385,,,,,,,,,0.75,0.6666666666666666,1.0,1.0,0.8181818181818182,0.75,,1.0,,1.0,,0.5,1.0,0.75,1.0,,,80.44692737430168,,15.333333333333334,20.466666666666665,14.066666666666666,19.133333333333333,0.46153846153846156,0.8333333333333334,0.8333333333333334,0.6,0.3076923076923077,0.5,0.5,1.0,0.07692307692307693,1.0,1.0,1.0,,,,,0.15384615384615385,0.5,0.5,1.0,0.5,,,0.5,1.0,1.0,,,0.6666666666666666,0.6153846153846154,0.5,0.47208076923076925,0.6094,0.44855,0.14285714285714285,0.16666666666666666,0.25925925925925924,0.18518518518518517,5.418181818181818,23.9,0.13333333333333333,1.0,1.0,2.0,0.5,0.5,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
100915-200671-202632-203024-203859,1611661324,"Lindsay Whalen, Seimone Augustus, Maya Moore, Damiris Dantas, Asia Taylor","Whalen, Augustus, Moore, Dantas, Taylor",100915-200671-202632-203024-203859,MIN,265.0,3,4.0,-4.0,8.0,8.0,2.0,,,16.0,,2.0,,,,1.0,,,,2.0,,,,2.0,,,,,4.0,,2.0,3.0,3.0,7.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,2.0,,,1.0,,,3.0,,1.0,1.0,,,,,,,3.0,,2.0,,,,,,,,,,,,,,0.14285714285714285,,,0.3333333333333333,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,86.94339622641509,,16.625,16.5,16.625,16.5,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,,,,,,,,,0.5,,,0.6666666666666666,,0.3744416666666666,,0.47715,0.14285714285714285,0.2,,,9.725,26.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
100915-100944-101019-101020-202257,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Tan White, Monica Wright","Whalen, Brunson, McCarville, White, Wright",100915-100944-101019-101020-202257,MIN,111.0,1,2.0,1.0,4.0,4.0,,,,8.0,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,3.0,2.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,1.0,,1.0,1.0,,,2.0,,,,,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,3.0,,,,,,,,,,1.0,,,0.5,,,0.75,,,0.5,,,,,,0.5,,,1.0,,,,1.0,,,,,,,,,1.0,,,,103.78378378378378,,15.75,12.0,15.75,12.0,0.5,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,0.45525,,,0.5,1.0,,,3.3,24.3,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
100915-100944-101019-202257-202632,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Monica Wright, Maya Moore","Whalen, Brunson, McCarville, Wright, Moore",100915-100944-101019-202257-202632,MIN,1593.0,5,27.0,19.0,52.0,51.0,4.0,5.0,5.0,103.0,16.0,22.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,8.0,1.0,2.0,4.0,11.0,,,1.0,23.0,34.0,5.0,13.0,6.0,67.0,48.0,3.0,4.0,,,2.0,8.0,2.0,2.0,1.0,5.0,28.0,18.0,15.0,2.0,11.0,4.0,3.0,,14.0,5.0,19.0,4.0,1.0,11.0,,3.0,43.0,2.0,3.0,,,21.0,,21.0,5.0,26.0,,3.0,2.0,1.0,5.0,1.0,4.0,4.0,,,9.0,,1.0,4.0,1.0,8.0,1.0,1.0,14.0,1.0,2.0,11.0,3.0,,7.0,6.0,6.0,,6.0,2.0,,59.0,5.0,4.0,,0.6086956521739131,0.6363636363636364,1.0,0.38461538461538464,,0.38461538461538464,0.6764705882352942,0.75,1.0,0.648936170212766,0.75,0.6666666666666666,0.6568627450980392,0.8,0.8333333333333334,0.2765957446808511,,0.08823529411764706,0.13636363636363635,,,0.5555555555555556,,,0.6774193548387096,0.2727272727272727,,0.25,0.6363636363636364,0.2631578947368421,0.16666666666666666,1.0,0.25,0.2857142857142857,,0.4,0.8571428571428571,0.7857142857142857,,,,93.10734463276836,0.3333333333333333,14.134615384615385,16.823529411764707,13.692307692307692,14.980392156862745,0.46808510638297873,0.7272727272727273,0.8421052631578947,0.6875,0.0851063829787234,0.75,0.75,,0.1702127659574468,0.5,0.5,0.75,0.0425531914893617,0.5,0.5,1.0,0.23404255319148937,0.36363636363636365,0.36363636363636365,1.0,0.25,1.0,,,,,0.6666666666666666,1.0,0.3333333333333333,0.7446808510638298,0.36363636363636365,0.5150553191489362,0.37556666666666666,0.6617166666666666,0.13725490196078433,0.18421052631578946,0.11940298507462686,0.07462686567164178,6.552941176470589,23.476923076923075,0.07692307692307693,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
100915-100944-101019-200671-202257,1611661324,"Lindsay Whalen, Rebekkah Brunson, Janel McCarville, Seimone Augustus, Monica Wright","Whalen, Brunson, McCarville, Augustus, Wright",100915-100944-101019-200671-202257,MIN,432.0,2,7.0,,14.0,15.0,,,1.0,29.0,5.0,7.0,1.0,1.0,,,,1.0,2.0,4.0,,,,1.0,,,,7.0,12.0,,1.0,,14.0,14.0,1.0,1.0,,,,2.0,,,,,6.0,8.0,,2.0,1.0,,,,3.0,,3.0,,,1.0,,2.0,6.0,,1.0,,,4.0,,4.0,1.0,5.0,,4.0,1.0,3.0,1.0,1.0,1.0,2.0,,,3.0,,,2.0,,3.0,,,2.0,,,,,,,,,,,,,12.0,,,,0.42857142857142855,0.5,,,,,0.5833333333333334,1.0,,0.5384615384615384,1.0,,0.5384615384615384,1.0,,0.07692307692307693,,,,,,0.3333333333333333,,,1.0,0.2,,,1.0,0.2,0.5,,,,,,1.0,1.0,,,,96.66666666666666,,14.214285714285714,15.533333333333333,14.142857142857142,15.533333333333333,0.5384615384615384,0.7142857142857143,0.7142857142857143,0.2,0.07692307692307693,,,,0.3076923076923077,0.5,0.5,1.0,,,,,0.07692307692307693,,,,1.0,1.0,,,,,,,,0.6153846153846154,,0.5515807692307693,0.6927,,,,0.14285714285714285,,7.158333333333334,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
100915-100944-200671-202632-203016,1611661324,"Lindsay Whalen, Rebekkah Brunson, Seimone Augustus, Maya Moore, Devereaux Peters","Whalen, Brunson, Augustus, Moore, Peters",100915-100944-200671-202632-203016,MIN,591.0,5,10.0,11.0,19.0,18.0,2.0,3.0,4.0,37.0,4.0,6.0,1.0,1.0,,1.0,3.0,4.0,3.0,6.0,,1.0,,1.0,,,,10.0,16.0,,2.0,1.0,21.0,10.0,2.0,3.0,,,,4.0,1.0,2.0,,2.0,12.0,8.0,,2.0,1.0,,,,6.0,,6.0,,,2.0,3.0,1.0,12.0,1.0,3.0,,2.0,10.0,,12.0,4.0,16.0,,,,,2.0,,1.0,2.0,1.0,,4.0,2.0,,,,1.0,,,5.0,3.0,,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,,17.0,2.0,2.0,,0.6,0.6666666666666666,,,,,0.625,0.6666666666666666,0.5,0.5555555555555556,0.6666666666666666,0.5,0.5833333333333334,0.6666666666666666,0.5,0.1111111111111111,,,,,,0.5,,,0.7692307692307693,0.6,1.0,0.5,0.8,0.5714285714285714,,1.0,0.6666666666666666,1.0,,1.0,0.75,0.6,1.0,1.0,,90.15228426395939,0.5,12.894736842105264,19.22222222222222,11.31578947368421,17.27777777777778,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.2222222222222222,0.75,0.75,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.05555555555555555,,,,0.05555555555555555,,,,0.3333333333333333,1.0,,,,,0.5,,,0.4444444444444444,,0.4731611111111111,0.3325,0.45735,0.05555555555555555,0.0625,0.19047619047619047,0.09523809523809523,8.0375,23.9,0.10526315789473684,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
100915-101019-101020-202257-203016,1611661324,"Lindsay Whalen, Janel McCarville, Tan White, Monica Wright, Devereaux Peters","Whalen, McCarville, White, Wright, Peters",100915-101019-101020-202257-203016,MIN,1120.0,9,19.0,-5.0,37.0,38.0,8.0,2.0,3.0,75.0,3.0,6.0,1.0,1.0,,,2.0,3.0,5.0,11.0,1.0,4.0,2.0,10.0,,,2.0,10.0,20.0,3.0,14.0,3.0,32.0,37.0,2.0,2.0,,,,4.0,1.0,3.0,3.0,4.0,14.0,6.0,3.0,2.0,9.0,2.0,,,7.0,1.0,8.0,,1.0,2.0,1.0,4.0,17.0,1.0,2.0,,3.0,12.0,,15.0,3.0,18.0,2.0,2.0,2.0,,4.0,,3.0,1.0,,,5.0,1.0,1.0,3.0,,9.0,,1.0,7.0,,1.0,4.0,,,1.0,2.0,2.0,,2.0,1.0,,28.0,4.0,8.0,,0.7,0.7777777777777778,0.3333333333333333,0.21428571428571427,,0.23076923076923078,0.5,1.0,0.3333333333333333,0.4264705882352941,1.0,0.16666666666666666,0.4444444444444444,1.0,0.2857142857142857,0.4117647058823529,,,,,,0.8,,,0.8,0.2,0.75,0.1,0.7894736842105263,0.15,0.3333333333333333,,0.16666666666666666,0.14285714285714285,,0.6,1.0,0.8333333333333334,0.6666666666666666,1.0,0.1,96.42857142857142,0.5,14.81081081081081,15.052631578947368,14.216216216216216,14.0,0.17647058823529413,0.5,0.5,0.6666666666666666,0.08823529411764706,0.6666666666666666,0.6666666666666666,0.5,0.3235294117647059,0.45454545454545453,0.45454545454545453,0.8,0.11764705882352941,0.25,0.25,1.0,0.29411764705882354,0.2,0.2,,0.5,1.0,,,,,,,0.3333333333333333,0.5882352941176471,0.2222222222222222,0.46104090909090906,0.54465,0.3951,0.02857142857142857,0.047619047619047616,0.125,0.125,11.53,26.678571428571427,0.21621621621621623,,,2.0,,,,1.0,,1.0,,1.0,1.0,6.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
100915-101019-101020-202257-203024,1611661324,"Lindsay Whalen, Janel McCarville, Tan White, Monica Wright, Damiris Dantas","Whalen, McCarville, White, Wright, Dantas",100915-101019-101020-202257-203024,MIN,160.0,2,3.0,-5.0,6.0,5.0,,,,11.0,1.0,2.0,,,,,,1.0,,2.0,,,,,,,,1.0,5.0,,,,2.0,7.0,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,2.0,,2.0,,2.0,,,,,,,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,,0.2,,,0.2,,,0.2,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,99.0,,15.166666666666666,13.8,15.166666666666666,13.8,0.4,0.5,0.5,1.0,0.2,,,,0.4,,,,,,,,,,,,,,,,,,,,,0.4,,0.46058000000000004,,,,,,,9.459999999999999,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2014,2014,True
