EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,DefThreePtRebounds,DeadBallTurnovers,PenaltyFg3Pct,PenaltyEfgPct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceOffPoss,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2A,PenaltyFG2M,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffRebounds,LostBallTurnovers,ShootingFouls,Fouls,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,Fg2aBlocked,OffTwoPtRebounds,SelfOReb,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PtsPutbacks,FTOffRebounds,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,OffFTReboundPct,SecondChanceTurnovers,Offensive Fouls Drawn,FTDefRebounds,LostBallOutOfBoundsTurnovers,DefFTReboundPct,PtsUnassisted3s,Travels,BlockingFouls,LongMidRangePctBlocked,DefCorner3ReboundPct,3SecondViolations,Offensive Fouls,team_id,year,season,team_vs
100076-100404-100445-100720-101030,1611661328,"Tina Thompson, Katie Smith, Ann Wauters, Sue Bird, Tanisha Wright","Thompson, Smith, Wauters, Bird, Wright",100076-100404-100445-100720-101030,SEA,231.0,1,4.0,4.0,9.0,8.0,3.0,17.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,14.0,10.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,14.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.75,0.9,0.875,0.5,0.2,1.0,1.0,0.5,1.0,105.97402597402598,12.666666666666666,14.625,12.666666666666666,13.375,0.2,1.0,1.0,0.2,0.4,1.0,1.0,0.5,0.2,1.0,1.0,1.0,0.4,1.0,0.44172,0.345,0.375,0.42857142857142855,0.14285714285714285,9.85,22.3,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-100445-100720-203015,1611661328,"Tina Thompson, Katie Smith, Ann Wauters, Sue Bird, Shekinna Stricklen","Thompson, Smith, Wauters, Bird, Stricklen",100076-100404-100445-100720-203015,SEA,130.0,2,2.0,1.0,4.0,3.0,3.0,7.0,,,,,,2.0,2.0,,,2.0,2.0,1.0,7.0,6.0,,1.0,7.0,,,6.0,2.0,2.0,,2.0,2.0,2.0,,6.0,,1.0,1.0,,,,,,1.0,,2.0,2.0,1.0,7.0,7.0,3.0,,,1.0,1.0,1.0,,1.5,1.1666666666666667,1.1666666666666667,1.0,,,1.0,,77.53846153846155,21.25,15.0,21.25,15.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.50655,0.50655,0.3333333333333333,1.0,1.0,,22.05,0.75,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-100445-101030-201067,1611661328,"Tina Thompson, Katie Smith, Ann Wauters, Tanisha Wright, Camille Little","Thompson, Smith, Wauters, Wright, Little",100076-100404-100445-101030-201067,SEA,1.0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-100445-101030-203015,1611661328,"Tina Thompson, Katie Smith, Ann Wauters, Tanisha Wright, Shekinna Stricklen","Thompson, Smith, Wauters, Wright, Stricklen",100076-100404-100445-101030-203015,SEA,422.0,2,7.0,4.0,14.0,16.0,8.0,30.0,5.0,6.0,2.0,,1.0,1.0,3.0,6.0,9.0,1.0,5.0,1.0,16.0,12.0,5.0,1.0,8.0,10.0,2.0,3.0,3.0,1.0,5.0,1.0,6.0,1.0,,13.0,5.0,7.0,8.0,2.0,2.0,,1.0,,2.0,,4.0,2.0,2.0,16.0,8.0,8.0,0.8333333333333334,0.8333333333333334,1.0,0.2,0.2,0.6666666666666666,0.5357142857142857,0.5714285714285714,0.4444444444444444,0.35714285714285715,0.5,1.0,1.0,1.0,102.3696682464455,14.571428571428571,13.625,14.142857142857142,13.625,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.14285714285714285,0.07142857142857142,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.7857142857142857,0.3333333333333333,0.5115785714285714,0.5033,0.14285714285714285,0.2222222222222222,0.5,5.5,23.880000000000003,0.5714285714285714,10.0,1.0,2.0,1.0,4.0,2.0,1.0,0.25,0.3888888888888889,1.0,1.0,0.2222222222222222,0.5,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4,0.25,0.14285714285714285,0.5,1.0,1.0,0.8,0.5,0.5,1.0,0.14285714285714285,1.0,0.3333333333333333,0.6666666666666666,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-100682-100720-101030,1611661328,"Tina Thompson, Katie Smith, Lauren Jackson, Sue Bird, Tanisha Wright","Thompson, Smith, Jackson, Bird, Wright",100076-100404-100682-100720-101030,SEA,685.0,2,11.0,7.0,16.0,16.0,4.0,32.0,3.0,6.0,2.0,2.0,6.0,2.0,5.0,6.0,14.0,2.0,5.0,4.0,22.0,15.0,4.0,1.0,1.0,8.0,4.0,6.0,5.0,2.0,4.0,2.0,6.0,2.0,2.0,14.0,6.0,7.0,13.0,,,,1.0,1.0,1.0,,4.0,6.0,2.0,17.0,1.0,4.0,0.6666666666666666,0.6666666666666666,1.0,0.4,0.4,0.42857142857142855,0.47368421052631576,0.5,0.08333333333333333,0.2631578947368421,1.0,0.75,0.7777777777777778,0.5,67.27007299270073,22.125,20.6875,19.875,18.625,0.3157894736842105,0.5,0.6,0.10526315789473684,0.3157894736842105,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,0.4,0.4,1.0,0.5789473684210527,0.4,0.4605657894736842,0.41398,0.09523809523809523,0.125,0.045454545454545456,8.592857142857143,21.8,0.25,3.0,,1.0,,1.0,1.0,,,,1.0,1.0,0.2,,4.0,2.0,,,1.0,,,4.0,,2.0,,1.0,6.0,,,2.0,,,,,1.0,,1.0,,1.0,,0.3333333333333333,0.5454545454545454,,1.0,,0.6666666666666666,0.5,1.0,,,0.4,,,,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.14285714285714285,0.16666666666666666,0.5,0.625,0.6666666666666666,1.0,0.5,0.3333333333333333,0.75,0.1111111111111111,0.5,0.2,1.0,1.0,0.3755875,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-100682-100720-203015,1611661328,"Tina Thompson, Katie Smith, Lauren Jackson, Sue Bird, Shekinna Stricklen","Thompson, Smith, Jackson, Bird, Stricklen",100076-100404-100682-100720-203015,SEA,187.0,2,3.0,-2.0,7.0,6.0,6.0,13.0,,2.0,2.0,,,,,,4.0,1.0,1.0,4.0,7.0,9.0,3.0,2.0,5.0,,,3.0,,,,1.0,1.0,,,3.0,2.0,2.0,3.0,,,,,,,,2.0,4.0,1.0,5.0,5.0,6.0,,,1.0,1.0,1.0,,0.3,0.5,0.5,0.2,,0.6666666666666666,0.6666666666666666,1.0,100.10695187165776,13.142857142857142,15.833333333333334,12.857142857142858,14.666666666666666,0.4,,,0.4,,,,,,,,,0.6,,0.44399,0.4824875,0.16666666666666666,0.2,0.7142857142857143,4.65,21.6,0.8571428571428571,,,,1.0,1.0,,,1.0,0.375,,,,,2.0,,,2.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,0.25,,1.0,,,,,,0.2,,0.5,,0.25,,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,0.25,0.5,,0.25,,0.5,,,,0.3333333333333333,,,,,,0.2857142857142857,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-100682-101030-201067,1611661328,"Tina Thompson, Katie Smith, Lauren Jackson, Tanisha Wright, Camille Little","Thompson, Smith, Jackson, Wright, Little",100076-100404-100682-101030-201067,SEA,101.0,1,2.0,-2.0,2.0,3.0,,5.0,,1.0,,,,,1.0,,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,0.5,,,,,71.2871287128713,23.0,18.333333333333332,23.0,16.666666666666668,0.5,,,,,,,,0.5,,,,1.0,,0.508275,,,,,3.0,21.3,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-100682-101030-203015,1611661328,"Tina Thompson, Katie Smith, Lauren Jackson, Tanisha Wright, Shekinna Stricklen","Thompson, Smith, Jackson, Wright, Stricklen",100076-100404-100682-101030-203015,SEA,260.0,3,4.0,-9.0,7.0,10.0,4.0,17.0,,1.0,3.0,,1.0,,1.0,1.0,5.0,,2.0,1.0,3.0,12.0,4.0,1.0,3.0,,2.0,,1.0,,,,,,,,2.0,4.0,7.0,,,,1.0,1.0,2.0,1.0,2.0,4.0,2.0,,3.0,4.0,,,,,,0.2,0.14285714285714285,0.16666666666666666,0.21428571428571427,0.2857142857142857,0.5,0.6666666666666666,0.8,0.5,94.15384615384616,14.571428571428571,15.8,14.142857142857142,15.8,0.14285714285714285,,,0.42857142857142855,0.14285714285714285,,,,0.14285714285714285,,,,0.42857142857142855,,0.4011214285714286,0.40492,0.2222222222222222,0.2857142857142857,1.0,7.140000000000001,22.5,0.5714285714285714,2.0,,,,1.0,2.0,1.0,,0.2,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,3.0,,2.0,5.0,,,,,,,,,2.0,0.25,,0.3333333333333333,,1.0,,,0.3333333333333333,0.3333333333333333,,0.14285714285714285,,0.2,,0.2,,,,1.0,,,3.0,1.0,2.0,1.0,,,,,1.0,1.0,0.5,0.2,1.0,,0.5,1.0,0.5,,,,0.2,,,,,0.3081,1.0,,,1.0,,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-100720-101030-201067,1611661328,"Tina Thompson, Katie Smith, Sue Bird, Tanisha Wright, Camille Little","Thompson, Smith, Bird, Wright, Little",100076-100404-100720-101030-201067,SEA,509.0,1,8.0,14.0,14.0,12.0,7.0,26.0,3.0,3.0,4.0,,,3.0,4.0,3.0,7.0,4.0,7.0,,18.0,4.0,4.0,,11.0,4.0,2.0,12.0,4.0,3.0,2.0,4.0,6.0,3.0,,16.0,5.0,7.0,9.0,1.0,1.0,,2.0,1.0,2.0,1.0,4.0,,,15.0,11.0,7.0,0.6666666666666666,0.6666666666666666,1.0,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.6428571428571429,0.6428571428571429,0.7857142857142857,0.5,1.0,0.8333333333333334,0.875,1.0,73.55599214145384,21.214285714285715,17.666666666666668,20.428571428571427,17.666666666666668,0.21428571428571427,1.0,1.0,0.2857142857142857,,,,,0.2857142857142857,0.75,0.75,1.0,0.7142857142857143,0.75,0.5072249999999999,0.4591571428571429,,,0.6111111111111112,6.1571428571428575,22.042857142857144,0.5,4.0,3.0,3.0,3.0,3.0,2.0,,1.0,0.7857142857142857,1.0,1.0,0.42857142857142855,1.0,2.0,,1.0,1.0,,3.0,,,1.0,2.0,,1.0,2.0,1.0,,2.0,,,,,,,,,,0.25,0.3333333333333333,0.2857142857142857,0.5,0.6666666666666666,,0.6666666666666666,,,,0.21428571428571427,,0.14285714285714285,1.0,,,1.0,1.0,,1.0,1.0,3.0,,1.0,,,,,1.0,,1.5,1.5,,,,0.25,,0.25,,,,,,1.0,1.0,1.0,0.62295,0.16666666666666666,1.0,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1611661328,2012,2012,False
100076-100404-101030-201067-203015,1611661328,"Tina Thompson, Katie Smith, Tanisha Wright, Camille Little, Shekinna Stricklen","Thompson, Smith, Wright, Little, Stricklen",100076-100404-101030-201067-203015,SEA,169.0,1,3.0,-2.0,6.0,6.0,,12.0,,1.0,2.0,,,,2.0,,3.0,,2.0,1.0,1.0,3.0,,,,,,,2.0,,,,,,,,2.0,4.0,7.0,1.0,,1.0,2.0,1.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,0.08333333333333333,,0.4,0.6666666666666666,1.0,1.0,,102.24852071005917,16.0,12.166666666666666,13.833333333333334,12.166666666666666,0.2,,,0.4,,,,,0.4,,,,0.6,,0.46789,,0.16666666666666666,0.25,,6.966666666666666,22.1,,,,,,,1.0,1.0,,,1.0,1.0,,,3.0,,,,,,,,,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,0.5,0.6,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,0.5,0.3333333333333333,1.0,,0.6666666666666666,,1.0,,0.5,,,,,,,,1.0,,,1.0,,,,,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,1611661328,2012,2012,False
