EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,FTDefRebounds,SelfOReb,Steals,BadPassSteals,Travels,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,SecondChancePointsPct,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,3SecondViolations,Charge Fouls Drawn,BlockingFoulsDrawn,SecondChanceAtRimPctAssisted,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,HeaveAttempts,Clear Path Fouls,HeaveMakes,BlockedCorner3,team_id,year,season,team_vs
100628-100646-100666-201919-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Shavonte Zellous, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Douglas, Zellous, Pohlen-Mavunga",100628-100646-100666-201919-202656,IND,985.0,3,16.0,11.0,30.0,28.0,11.0,1.0,4.0,58.0,1.0,4.0,1.0,4.0,7.0,5.0,8.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,10.0,19.0,4.0,7.0,4.0,36.0,25.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,10.0,6.0,14.0,12.0,6.0,3.0,1.0,3.0,4.0,7.0,3.0,1.0,1.0,2.0,18.0,1.0,2.0,1.0,5.0,10.0,15.0,4.0,19.0,3.0,1.0,2.0,4.0,1.0,7.0,1.0,4.0,2.0,2.0,8.0,1.0,5.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,36.0,10.0,11.0,1.0,0.3,0.3,1.0,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.5263157894736842,0.2,0.6153846153846154,0.5,0.6666666666666666,0.5555555555555556,0.2692307692307692,0.05263157894736842,0.25,0.42857142857142855,1.0,0.7142857142857143,0.2222222222222222,0.625,0.5,0.6818181818181818,0.2727272727272727,0.6666666666666666,0.5,1.0,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,84.79187817258882,1.0,16.5,17.5,15.1,17.25,0.15384615384615385,0.25,0.3333333333333333,1.0,0.2692307692307692,0.5714285714285714,0.5714285714285714,0.3076923076923077,0.625,0.625,0.4,0.038461538461538464,1.0,1.0,1.0,0.23076923076923078,0.5,0.5,1.0,0.3333333333333333,0.125,0.125,1.0,0.25,0.5,0.4230769230769231,0.5,0.4159307692307692,0.4115166666666667,0.41855,0.07692307692307693,0.10526315789473684,0.2777777777777778,11.75263157894737,21.82857142857143,0.36666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-100666-101039-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Erin Phillips, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Douglas, Phillips, Pohlen-Mavunga",100628-100646-100666-101039-202656,IND,943.0,6,16.0,-7.0,26.0,28.0,5.0,6.0,6.0,54.0,6.0,8.0,2.0,3.0,7.0,1.0,4.0,,2.0,,,1.0,6.0,1.0,,1.0,10.0,19.0,1.0,8.0,3.0,26.0,33.0,4.0,2.0,1.0,6.0,,1.0,,2.0,6.0,14.0,,6.0,1.0,2.0,3.0,,3.0,,,1.0,1.0,6.0,3.0,5.0,1.0,4.0,7.0,12.0,9.0,21.0,3.0,2.0,2.0,3.0,1.0,6.0,,1.0,3.0,,5.0,,4.0,4.0,,2.0,,1.0,1.0,,1.0,,18.0,2.0,5.0,,0.3,0.375,,0.125,,0.125,0.5263157894736842,0.16666666666666666,0.42592592592592593,0.14285714285714285,0.4482758620689655,0.14285714285714285,0.2962962962962963,0.10526315789473684,,0.5,1.0,0.7,0.5555555555555556,1.0,0.42857142857142855,0.7857142857142857,0.5,0.5,0.4,0.6,1.0,0.75,1.0,1.0,82.46023329798516,,17.076923076923077,17.821428571428573,15.192307692307692,16.428571428571427,0.2962962962962963,0.75,0.75,0.16666666666666666,0.25925925925925924,0.42857142857142855,0.6,0.14814814814814814,0.25,0.25,1.0,0.07407407407407407,,,,0.2222222222222222,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.2857142857142857,,,0.14285714285714285,,0.5925925925925926,0.16666666666666666,0.49341851851851853,0.5202,0.43165714285714285,0.06896551724137931,0.09523809523809523,0.07692307692307693,7.105263157894737,22.4,0.19230769230769232,3.0,4.0,1.0,1.0,3.0,2.0,8.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.75,0.5,0.5714285714285714,0.2857142857142857,1.0,0.5,0.6666666666666666,0.5,0.07142857142857142,0.3333333333333333,0.6666666666666666,0.75,0.16666666666666666,0.5,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-101039-201047-201503-202656,1611661325,"Tammy Sutton-Brown, Erin Phillips, Jessica Davenport, Erlana Larkins, Jeanette Pohlen-Mavunga","Sutton-Brown, Phillips, Davenport, Larkins, Pohlen-Mavunga",100628-101039-201047-201503-202656,IND,490.0,1,8.0,-2.0,15.0,14.0,2.0,1.0,1.0,29.0,,4.0,,1.0,3.0,,2.0,1.0,2.0,,1.0,,1.0,,,,1.0,9.0,1.0,3.0,1.0,6.0,8.0,1.0,,,,,1.0,,,2.0,,3.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,,5.0,,1.0,,1.0,4.0,5.0,1.0,6.0,2.0,,1.0,1.0,1.0,3.0,,1.0,4.0,,6.0,,4.0,2.0,,1.0,,3.0,3.0,,3.0,1.0,6.0,,2.0,,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.1111111111111111,,0.20833333333333334,,0.23076923076923078,,0.25,0.1111111111111111,0.25,0.6666666666666666,,0.5,0.125,0.5,,0.5,0.1,,,0.25,0.75,,0.5,,85.22448979591837,0.3333333333333333,14.933333333333334,19.0,14.533333333333333,17.428571428571427,0.3333333333333333,,,,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,,,,,,1.0,,,,0.5833333333333334,,0.5014791666666667,0.7264,0.4752,0.07692307692307693,0.1,,7.833333333333333,22.733333333333334,0.13333333333333333,,1.0,,,,,,,,1.0,,,3.0,2.0,,,,,,,,,0.5,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100666-101039-201047-201503-201896,1611661325,"Katie Douglas, Erin Phillips, Jessica Davenport, Erlana Larkins, Briann January","Douglas, Phillips, Davenport, Larkins, January",100666-101039-201047-201503-201896,IND,505.0,5,8.0,8.0,15.0,16.0,11.0,7.0,2.0,31.0,5.0,7.0,5.0,2.0,4.0,1.0,3.0,,,,,,,,,,8.0,14.0,,,4.0,20.0,12.0,3.0,,6.0,9.0,,,3.0,15.0,4.0,12.0,,,,1.0,2.0,,2.0,,,1.0,,4.0,,5.0,1.0,1.0,3.0,4.0,6.0,10.0,4.0,,4.0,1.0,,5.0,1.0,3.0,,,4.0,,8.0,8.0,2.0,3.0,2.0,2.0,1.0,,2.0,,15.0,15.0,11.0,2.0,0.25,0.3333333333333333,,,,,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5882352941176471,0.6818181818181818,,0.07142857142857142,0.14285714285714285,0.8,0.5,0.6,0.8333333333333334,0.5,,0.5714285714285714,0.8333333333333334,1.0,,0.5,0.5,1.0,,0.5,88.3960396039604,,17.2,15.4375,15.333333333333334,14.0625,0.5,0.7142857142857143,0.8333333333333334,0.2,0.2857142857142857,0.5,0.5,0.21428571428571427,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.5555555555555556,,,,,0.5,,0.4937642857142857,0.6433,0.5123111111111112,0.2,0.2,0.75,7.107142857142857,,0.7333333333333333,2.0,3.0,3.0,,2.0,1.0,5.0,,4.0,1.0,,,3.0,3.0,,,3.0,0.6666666666666666,0.6666666666666666,0.625,,,1.0,0.5,,,0.5,1.0,0.6666666666666666,,0.6,0.25,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100666-101039-201503-202656-203067,1611661325,"Katie Douglas, Erin Phillips, Erlana Larkins, Jeanette Pohlen-Mavunga, Sasha Goodlett","Douglas, Phillips, Larkins, Pohlen-Mavunga, Goodlett",100666-101039-201503-202656-203067,IND,847.0,5,14.0,-5.0,23.0,23.0,7.0,2.0,3.0,46.0,2.0,3.0,,2.0,6.0,2.0,5.0,1.0,1.0,,,,5.0,1.0,,2.0,6.0,14.0,1.0,6.0,4.0,19.0,24.0,2.0,1.0,1.0,3.0,,2.0,2.0,4.0,8.0,4.0,3.0,5.0,,,4.0,1.0,5.0,,1.0,2.0,1.0,11.0,2.0,1.0,,4.0,6.0,10.0,3.0,13.0,2.0,2.0,2.0,2.0,,4.0,,2.0,6.0,,6.0,,4.0,4.0,,2.0,,1.0,1.0,,1.0,,15.0,4.0,7.0,,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,,0.16666666666666666,0.42857142857142855,0.3333333333333333,0.375,0.2,0.4318181818181818,0.3333333333333333,0.3,,,0.5,,0.6666666666666666,0.14285714285714285,0.8,0.4,0.7142857142857143,0.25,,0.4,,0.8333333333333334,0.5,0.75,1.0,78.20543093270366,,17.652173913043477,19.17391304347826,16.043478260869566,15.0,0.15,0.6666666666666666,0.6666666666666666,1.0,0.3,0.3333333333333333,0.3333333333333333,0.25,0.4,0.4,0.5,0.05,1.0,1.0,1.0,0.25,,,,0.3333333333333333,,,,0.4,,0.45,,0.44812250000000003,0.7632,0.38428,0.09090909090909091,0.125,0.21052631578947367,10.292857142857143,22.666666666666668,0.30434782608695654,,,,,2.0,,4.0,,,1.0,,1.0,,,,,,1.0,0.6666666666666666,0.6666666666666666,,,0.25,,,0.08333333333333333,0.5,,,,,0.21052631578947367,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
201047-201503-201896-201919-202656,1611661325,"Jessica Davenport, Erlana Larkins, Briann January, Shavonte Zellous, Jeanette Pohlen-Mavunga","Davenport, Larkins, January, Zellous, Pohlen-Mavunga",201047-201503-201896-201919-202656,IND,474.0,4,8.0,-2.0,16.0,16.0,2.0,5.0,2.0,32.0,6.0,6.0,1.0,,3.0,1.0,3.0,,,,,,1.0,,,,7.0,12.0,,1.0,3.0,17.0,19.0,1.0,,1.0,2.0,,,,2.0,8.0,6.0,,1.0,,,4.0,,4.0,,,4.0,,8.0,,2.0,,1.0,2.0,3.0,2.0,5.0,1.0,1.0,,2.0,1.0,3.0,,,2.0,,4.0,,3.0,4.0,,2.0,,1.0,1.0,,1.0,1.0,13.0,2.0,2.0,,0.5714285714285714,0.5714285714285714,,,,,0.5833333333333334,0.5,0.5384615384615384,0.5,0.5666666666666667,0.5,0.07692307692307693,,,0.3333333333333333,,1.0,0.4,1.0,,1.0,0.3333333333333333,,,1.0,1.0,,,1.0,97.21518987341771,1.0,16.0,13.625,15.1875,12.5,0.46153846153846156,1.0,1.0,0.6666666666666666,0.23076923076923078,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,,,,,0.07692307692307693,,,,,0.5,,,,,0.5384615384615384,,0.43444615384615387,0.3371,0.29055,0.13333333333333333,0.14285714285714285,0.11764705882352941,8.083333333333334,22.4,0.125,1.0,1.0,1.0,,1.0,2.0,4.0,,,,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,0.3333333333333333,0.5,,,,1.0,1.0,,1.0,0.23529411764705882,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-100666-101033-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Katie Douglas, Roneeka Hodges, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Douglas, Hodges, Pohlen-Mavunga",100628-100646-100666-101033-202656,IND,106.0,1,2.0,,3.0,3.0,,,,6.0,,1.0,,,,,,,,,,,,,,,,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,2.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,0.5,,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,81.50943396226415,,20.0,15.333333333333334,20.0,15.333333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.4986,,,0.5,0.5,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100646-100666-201503-201896-201919,1611661325,"Tamika Catchings, Katie Douglas, Erlana Larkins, Briann January, Shavonte Zellous","Catchings, Douglas, Larkins, January, Zellous",100646-100666-201503-201896-201919,IND,2855.0,10,48.0,-15.0,93.0,88.0,42.0,23.0,12.0,181.0,15.0,24.0,9.0,5.0,17.0,5.0,12.0,1.0,2.0,1.0,2.0,8.0,18.0,,1.0,5.0,25.0,53.0,9.0,20.0,26.0,103.0,118.0,12.0,,11.0,20.0,2.0,7.0,15.0,43.0,20.0,30.0,21.0,18.0,8.0,3.0,10.0,7.0,17.0,6.0,1.0,6.0,4.0,41.0,1.0,9.0,2.0,10.0,8.0,18.0,12.0,30.0,8.0,2.0,7.0,11.0,1.0,19.0,,12.0,9.0,3.0,24.0,3.0,25.0,36.0,1.0,15.0,2.0,2.0,1.0,,2.0,2.0,88.0,43.0,42.0,2.0,0.4,0.43478260869565216,0.7777777777777778,0.45,0.2857142857142857,0.45,0.4716981132075472,0.55,0.5273972602739726,0.5185185185185185,0.5722222222222222,0.5972222222222222,0.273972602739726,0.05660377358490566,0.08333333333333333,0.42105263157894735,0.5,0.47058823529411764,0.375,0.6666666666666666,0.1111111111111111,0.5625,0.30303030303030304,0.4444444444444444,0.125,0.25,0.3333333333333333,0.8333333333333334,0.7,0.6,91.29246935201401,1.0,15.548387096774194,16.011363636363637,14.86021505376344,15.056818181818182,0.3287671232876712,0.625,0.6818181818181818,0.4,0.2328767123287671,0.29411764705882354,0.3125,0.1643835616438356,0.4166666666666667,0.4166666666666667,0.8,0.0273972602739726,0.5,0.5,1.0,0.2465753424657534,0.4444444444444444,0.4444444444444444,0.75,,0.3333333333333333,0.07407407407407407,0.5,0.18518518518518517,0.2,0.6027397260273972,0.4444444444444444,0.4614166666666667,0.5006363636363637,0.4497333333333333,0.18181818181818182,0.22388059701492538,0.4174757281553398,7.658490566037735,23.15,0.45161290322580644,4.0,7.0,7.0,,6.0,3.0,15.0,6.0,4.0,,,1.0,11.0,9.0,1.0,,2.0,0.5,0.5,0.5357142857142857,0.058823529411764705,,0.4,0.2,,0.03333333333333333,,0.5833333333333334,0.5714285714285714,,0.7777777777777778,0.14563106796116504,2.0,,,1.0,,,1.0,0.25,1.0,1.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100646-201503-201896-201919-202656,1611661325,"Tamika Catchings, Erlana Larkins, Briann January, Shavonte Zellous, Jeanette Pohlen-Mavunga","Catchings, Larkins, January, Zellous, Pohlen-Mavunga",100646-201503-201896-201919-202656,IND,185.0,2,3.0,4.0,6.0,6.0,,,1.0,12.0,3.0,4.0,,1.0,2.0,,,,,,,,,,,,4.0,6.0,,,,8.0,4.0,1.0,,,,,,,,2.0,6.0,,,,,1.0,,1.0,,,1.0,,2.0,,1.0,,2.0,,2.0,1.0,3.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,6.0,,,,0.25,0.3333333333333333,,,,,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,,,1.0,,,0.5,0.6666666666666666,,0.6666666666666666,0.5,,,,,,0.5,1.0,93.4054054054054,,13.833333333333334,17.0,13.666666666666666,13.833333333333334,0.6666666666666666,0.75,0.75,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5659166666666667,0.6481,,,,,2.85,,,1.0,1.0,,,1.0,,2.0,,2.0,,,,2.0,2.0,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
100628-100646-101039-201919-202656,1611661325,"Tammy Sutton-Brown, Tamika Catchings, Erin Phillips, Shavonte Zellous, Jeanette Pohlen-Mavunga","Sutton-Brown, Catchings, Phillips, Zellous, Pohlen-Mavunga",100628-100646-101039-201919-202656,IND,163.0,1,3.0,,3.0,6.0,2.0,4.0,1.0,9.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,2.0,3.0,,,2.0,6.0,6.0,,,2.0,2.0,,,,4.0,,4.0,,,,,,,,,,,,,,1.0,,1.0,2.0,3.0,1.0,4.0,,,,,,,,,,,,,2.0,4.0,,2.0,,1.0,1.0,,1.0,1.0,4.0,4.0,2.0,,,,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6,0.6666666666666666,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,79.50920245398773,1.0,14.666666666666666,19.833333333333332,14.666666666666666,19.833333333333332,0.6666666666666666,0.5,0.5,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.5,,,,,0.6666666666666666,,0.44766666666666666,,0.3726,0.4,0.4,0.6666666666666666,7.766666666666667,,0.6666666666666666,,,1.0,,,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661325,2012,2012,True
