EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Fouls,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,DefArc3ReboundPct,LongMidRangeFGM,BadPassOutOfBoundsTurnovers,ShootingFouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,Travels,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BlockingFoulsDrawn,LongMidRangePctBlocked,HeaveAttempts,PtsUnassisted3s,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,3SecondViolations,BlockedLongMidRange,Blocked3s,BlockedCorner3,BlockedArc3,FTOffRebounds,OffFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,team_id,year,season,team_vs
100729-100796-200673-201497-201918,1611661322,"Michelle Snow, Iziane Castro Marques, Monique Currie, Shannon Bobbitt, Lindsay Wisdom-Hylton","Snow, Castro Marques, Currie, Bobbitt, Wisdom-Hylton",100729-100796-200673-201497-201918,WAS,11.0,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
100729-200673-201049-201492-201518,1611661322,"Michelle Snow, Monique Currie, Noelle Quinn, Matee Ajavon, Crystal Langhorne","Snow, Currie, Quinn, Ajavon, Langhorne",100729-200673-201049-201492-201518,WAS,253.0,2,2.0,4.0,8.0,10.0,11.0,10.0,11.0,2.0,21.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,14.0,6.0,2.0,2.0,2.0,4.0,1.0,1.0,7.0,14.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,1.0,5.0,2.0,7.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,12.0,14.0,10.0,2.0,3.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.7,0.7,0.875,1.0,0.875,0.2,0.6666666666666666,1.0,0.5,1.0,1.0,0.5714285714285714,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,119.52569169960474,10.8,13.181818181818182,10.8,11.818181818181818,0.4,1.0,1.0,0.5,0.4,0.2,1.0,1.0,1.0,0.4,1.0,0.2,1.0,0.6,0.43692000000000003,0.43692000000000003,0.2,0.25,0.14285714285714285,1.0,10.05,21.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
100729-200673-201490-201918-202662,1611661322,"Michelle Snow, Monique Currie, Natasha Lacy, Lindsay Wisdom-Hylton, Jasmine Thomas","Snow, Currie, Lacy, Wisdom-Hylton, Thomas",100729-200673-201490-201918-202662,WAS,312.0,4,,5.0,1.0,8.0,8.0,1.0,2.0,3.0,16.0,1.0,4.0,,,2.0,,,,,1.0,7.0,1.0,3.0,1.0,6.0,5.0,,2.0,,1.0,,1.0,,,,2.0,3.0,,1.0,1.0,,,3.0,2.0,,3.0,,3.0,3.0,6.0,,,1.0,,1.0,,,3.0,,3.0,1.0,2.0,,2.0,1.0,2.0,4.0,,1.0,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.14285714285714285,,0.25,,0.2727272727272727,0.3333333333333333,,0.3,,,0.75,0.3333333333333333,,0.75,0.375,,1.0,1.0,,73.84615384615384,21.0,18.0,18.25,17.75,0.4,0.25,0.25,,0.2,,,,,,,,,0.7,0.4751,0.30495,0.18181818181818182,0.25,0.3333333333333333,,6.642857142857143,22.633333333333336,0.125,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.1,0.3,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.45376666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
100729-201490-201518-202662-203021,1611661322,"Michelle Snow, Natasha Lacy, Crystal Langhorne, Jasmine Thomas, Natalie Novosel","Snow, Lacy, Langhorne, Thomas, Novosel",100729-201490-201518-202662-203021,WAS,108.0,1,,2.0,-2.0,3.0,4.0,,,1.0,7.0,1.0,4.0,,,,,,,,1.0,4.0,,,,2.0,4.0,,,,,,,,,2.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,0.25,,0.25,,0.25,,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,93.33333333333333,16.666666666666668,14.5,15.0,14.5,1.0,0.25,0.25,1.0,,,,,,,,,,1.0,0.70425,,,,,,1.125,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,1.0,,,,0.6468,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
100942-200673-201490-201492-201518,1611661322,"Ashley Robinson, Monique Currie, Natasha Lacy, Matee Ajavon, Crystal Langhorne","Robinson, Currie, Lacy, Ajavon, Langhorne",100942-200673-201490-201492-201518,WAS,289.0,3,2.0,5.0,-2.0,9.0,8.0,,,1.0,17.0,2.0,2.0,,,2.0,,1.0,,,3.0,4.0,,3.0,1.0,7.0,9.0,,2.0,,,,,,,2.0,4.0,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,2.0,1.0,3.0,1.0,,1.0,1.0,2.0,,,1.0,,2.0,,1.0,,,,,5.0,,,,,0.3333333333333333,0.3333333333333333,,,,,0.75,,0.42857142857142855,,0.4375,1.0,,0.42857142857142855,0.5,,0.5,,1.0,0.6666666666666666,0.25,,,1.0,,84.70588235294117,19.22222222222222,14.5,16.666666666666668,13.875,0.2857142857142857,1.0,1.0,0.5,0.2857142857142857,0.14285714285714285,,,,,,,,0.7142857142857143,0.5300928571428571,,0.125,0.2,0.2857142857142857,,9.6,21.866666666666664,,,,,,2.0,,1.0,1.0,2.0,,,1.0,1.0,,1.0,,,,1.0,1.0,0.3333333333333333,,,0.5,,,,0.2857142857142857,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
100942-201049-201492-201918-203021,1611661322,"Ashley Robinson, Noelle Quinn, Matee Ajavon, Lindsay Wisdom-Hylton, Natalie Novosel","Robinson, Quinn, Ajavon, Wisdom-Hylton, Novosel",100942-201049-201492-201918-203021,WAS,83.0,1,,1.0,,2.0,2.0,,,,4.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,69.39759036144578,22.0,19.5,22.0,19.5,0.5,,,,,,,,,,,,,0.5,0.4852,,,,,,5.55,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
100942-201490-201918-202662-203021,1611661322,"Ashley Robinson, Natasha Lacy, Lindsay Wisdom-Hylton, Jasmine Thomas, Natalie Novosel","Robinson, Lacy, Wisdom-Hylton, Thomas, Novosel",100942-201490-201918-202662-203021,WAS,69.0,1,,1.0,-4.0,1.0,2.0,,,1.0,3.0,,1.0,,,,,,,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,0.5,,,,,62.60869565217392,38.0,15.5,34.0,15.5,0.5,,,,,,,,,,,,,1.0,0.5295,,,,,,3.2,22.7,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
201049-201497-201518-201918-203021,1611661322,"Noelle Quinn, Shannon Bobbitt, Crystal Langhorne, Lindsay Wisdom-Hylton, Natalie Novosel","Quinn, Bobbitt, Langhorne, Wisdom-Hylton, Novosel",201049-201497-201518-201918-203021,WAS,153.0,2,1.0,3.0,1.0,6.0,7.0,1.0,7.0,1.0,13.0,,,,,1.0,,,,,2.0,3.0,,1.0,1.0,5.0,4.0,,2.0,,,,1.0,1.0,1.0,,4.0,,,,,,,,,3.0,1.0,,4.0,,4.0,2.0,1.0,,1.0,2.0,,,1.0,,2.0,,1.0,,,,,3.0,1.0,1.0,,,,,,,,,0.6666666666666666,,0.5,,0.5,1.0,0.25,0.25,1.0,,1.0,,1.0,1.0,,,1.0,,,122.3529411764706,12.666666666666666,11.0,11.166666666666666,11.0,,,,,0.25,,,,,,,,,0.25,0.32655,0.2157,0.2,0.25,0.4,0.2,10.966666666666667,25.5,0.16666666666666666,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,0.5,0.25,,,,,,1.0,,0.3615,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
201492-201518-201918-202662-203021,1611661322,"Matee Ajavon, Crystal Langhorne, Lindsay Wisdom-Hylton, Jasmine Thomas, Natalie Novosel","Ajavon, Langhorne, Wisdom-Hylton, Thomas, Novosel",201492-201518-201918-202662-203021,WAS,327.0,3,4.0,5.0,3.0,9.0,7.0,,,1.0,16.0,3.0,4.0,,,1.0,,,,,4.0,6.0,1.0,1.0,2.0,13.0,10.0,,2.0,,,,,,,2.0,6.0,3.0,1.0,1.0,2.0,,1.0,5.0,1.0,,1.0,,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,,,1.0,,2.0,,1.0,,,,,11.0,,,,,0.25,0.25,1.0,1.0,,1.0,0.6666666666666666,,0.7857142857142857,,0.8125,1.0,,0.14285714285714285,1.0,,0.5,0.5,,0.3333333333333333,0.5,,1.0,,,70.45871559633028,15.555555555555555,26.714285714285715,15.222222222222221,22.285714285714285,0.5714285714285714,0.75,0.75,0.3333333333333333,0.14285714285714285,,,,,,,,,0.7142857142857143,0.5482571428571429,,0.125,0.14285714285714285,0.15384615384615385,,4.25,20.8,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,,1.0,0.6601,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
100729-201049-201492-201518-202662,1611661322,"Michelle Snow, Noelle Quinn, Matee Ajavon, Crystal Langhorne, Jasmine Thomas","Snow, Quinn, Ajavon, Langhorne, Thomas",100729-201049-201492-201518-202662,WAS,4863.0,19,33.0,81.0,-2.0,143.0,147.0,22.0,13.0,27.0,290.0,21.0,38.0,3.0,5.0,31.0,2.0,13.0,2.0,4.0,42.0,92.0,8.0,35.0,21.0,129.0,131.0,3.0,33.0,7.0,16.0,3.0,9.0,5.0,28.0,38.0,46.0,24.0,19.0,8.0,27.0,2.0,10.0,62.0,22.0,10.0,45.0,5.0,60.0,35.0,95.0,21.0,11.0,20.0,10.0,41.0,5.0,5.0,29.0,3.0,26.0,1.0,11.0,2.0,5.0,2.0,5.0,96.0,28.0,22.0,2.0,2.0,0.4523809523809524,0.5135135135135135,1.0,0.22857142857142856,0.3333333333333333,0.22857142857142856,0.45652173913043476,0.4375,0.4251968503937008,0.46,0.460431654676259,0.5689655172413793,0.5185185185185185,0.2755905511811024,0.5121951219512195,1.0,0.75,0.4489795918367347,0.625,0.7236842105263158,0.47297297297297297,0.3333333333333333,0.8,0.5833333333333334,0.75,85.87291795188156,17.132867132867133,16.41496598639456,15.524475524475525,15.476190476190476,0.2992125984251969,0.5526315789473685,0.6176470588235294,0.47619047619047616,0.2440944881889764,0.10236220472440945,0.15384615384615385,0.15384615384615385,1.0,0.2,0.6,0.16,0.5,0.5748031496062992,0.4848724409448819,0.454144,0.08029197080291971,0.10784313725490197,0.2558139534883721,0.21705426356589147,8.596739130434782,22.414285714285715,0.15384615384615385,7.0,10.0,23.0,6.0,22.0,5.0,12.0,19.0,22.0,6.0,6.0,13.0,13.0,10.0,3.0,1.0,3.0,4.0,0.631578947368421,0.5769230769230769,0.52,0.4117647058823529,0.7272727272727273,0.2857142857142857,0.9375,0.8,0.18110236220472442,0.1732283464566929,0.2727272727272727,0.2857142857142857,1.0,0.38461538461538464,0.7,0.2,0.2727272727272727,0.5056888888888889,0.5,9.0,9.0,17.0,0.2903225806451613,0.2903225806451613,12.0,0.5217391304347826,0.6,1.0,1.0,1.0,6.0,1.0,2.0,7.0,10.0,7.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,0.2857142857142857,0.02857142857142857,0.07608695652173914,0.10526315789473684,0.13043478260869565,0.045454545454545456,0.8181818181818182,0.015151515151515152,0.3333333333333333,0.5555555555555556,0.14285714285714285,0.038461538461538464,1.0,1.0,0.23076923076923078,0.16666666666666666,1.0,0.2,,,,,,,,,,,,,,,,,,1611661322,2012,2012,False
