EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyArc3FGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,DefTwoPtRebounds,DefRebounds,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFGM,PtsPutbacks,Charge Fouls,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctBlocked,DefAtRimReboundPct,DefLongMidRangeReboundPct,FtPoints,PenaltyFtPoints,DefThreePtRebounds,FTDefRebounds,PenaltyTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Offensive Fouls,BlockedShortMidRange,AtRimPctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,team_id,year,season,team_vs
100412-100915-200671-201499-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Candice Wiggins, Maya Moore","McWilliams-Franklin, Whalen, Augustus, Wiggins, Moore",100412-100915-200671-201499-202632,MIN,450.0,4,8.0,6.0,17.0,16.0,7.0,33,1.0,1.0,2.0,4.0,10.0,2.0,5.0,20.0,14.0,6.0,4.0,2.0,2.0,2.0,2.0,6.0,,,1.0,3.0,4.0,18.0,1.0,0.4,0.4,0.4666666666666667,0.5263157894736842,0.3333333333333333,,105.6,17.176470588235293,9.875,15.941176470588236,9.5625,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.5,0.5,1.0,0.8,0.5,0.45823,6.2700000000000005,22.64,11.0,2.0,4.0,7.0,1.0,1.0,2.0,4.0,,2.0,,3.0,4.0,1.0,2.0,2.0,2.0,5.0,4.0,14.0,,8.0,,,,,,2.0,,2.0,6.0,3.0,1.0,,1.0,7.0,,14.0,11.0,1.0,,,0.4,0.5,0.4,0.5,0.5555555555555556,0.5,0.5833333333333334,,,,,,0.6666666666666666,0.2222222222222222,,0.5,0.4666666666666667,0.5714285714285714,0.5714285714285714,,0.13333333333333333,,,,,,0.5,1.0,,0.4444444444444444,0.5,0.3333333333333333,,0.4581888888888889,0.1,0.7,0.6470588235294118,2.0,4.0,0.6666666666666666,0.75,,,2.0,,,,,,,0.6666666666666666,6.0,4.0,1.0,1.0,1.0,8.0,,1.0,3.0,,,,,4.0,1.0,1.0,1.0,,0.0625,0.09090909090909091,,,,1.0,,,,,,,,,,,,2.0,,,,2.0,,,2.0,,,,,1.0,,,,,0.5,1.0,,,,,,0.6666666666666666,,,1.0,0.1111111111111111,,,,,,,1611661324,2012,2012,False
100412-100915-200671-201499-203016,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Candice Wiggins, Devereaux Peters","McWilliams-Franklin, Whalen, Augustus, Wiggins, Peters",100412-100915-200671-201499-203016,MIN,515.0,3,9.0,1.0,15.0,14.0,5.0,29,2.0,2.0,1.0,3.0,9.0,2.0,5.0,14.0,13.0,6.0,3.0,1.0,2.0,3.0,1.0,8.0,4.0,2.0,6.0,1.0,1.0,5.0,1.0,0.4,0.4,0.35714285714285715,0.4375,0.35714285714285715,0.6666666666666666,81.08737864077669,21.133333333333333,14.142857142857142,15.933333333333334,14.142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.3333333333333333,0.45751785714285714,9.511111111111111,21.8,6.0,6.0,1.0,3.0,,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,9.0,1.0,3.0,3.0,5.0,2.0,2.0,,,1.0,1.0,1.0,1.0,5.0,6.0,10.0,3.0,3.0,,2.0,5.0,,5.0,6.0,,0.5,0.5,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5,0.4166666666666667,0.6428571428571429,0.4166666666666667,,,,,0.8333333333333334,0.3333333333333333,0.6666666666666666,1.0,,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.25,0.25,0.5,0.5,1.0,0.2,,,0.16666666666666666,1.0,0.3333333333333333,0.3826625,0.4268,0.6428571428571429,0.35714285714285715,0.4,2.0,4.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,4.0,,2.0,,2.0,4.0,,2.0,,,,,,,,1.0,1.0,,0.125,0.18181818181818182,,,,,,,,,,,0.6666666666666666,,,1.0,2.0,,1.0,2.0,4.0,1.0,,1.0,,,2.0,1.0,,1.0,,,,0.5,0.3333333333333333,1.0,,0.1111111111111111,0.4,0.5,1.0,,,,1.0,0.16666666666666666,1.0,1.0,,,,,1611661324,2012,2012,False
100412-100915-200671-202257-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Monica Wright, Maya Moore","McWilliams-Franklin, Whalen, Augustus, Wright, Moore",100412-100915-200671-202257-202632,MIN,514.0,5,9.0,-5.0,17.0,17.0,5.0,34,5.0,1.0,,4.0,10.0,,5.0,11.0,16.0,,4.0,,,1.0,,2.0,2.0,2.0,2.0,2.0,3.0,9.0,,,,0.26666666666666666,0.3235294117647059,0.3333333333333333,1.0,95.25291828793775,15.235294117647058,15.0,13.941176470588236,13.176470588235293,0.3333333333333333,0.06666666666666667,0.26666666666666666,,,,0.6,,0.47129333333333334,6.3,22.94,3.0,2.0,2.0,4.0,,,,1.0,,1.0,,,4.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,6.0,1.0,,1.0,,1.0,1.0,1.0,2.0,7.0,2.0,2.0,,,4.0,,2.0,3.0,,0.25,0.25,0.4,1.0,,1.0,,1.0,0.3333333333333333,,0.1,,,0.16666666666666666,0.25,0.2,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.5,0.6666666666666666,0.5,0.06666666666666667,,,,,,,,,0.5,,,0.3137,0.619125,0.18181818181818182,0.18181818181818182,0.17647058823529413,2.0,5.0,0.4,0.5,,2.0,,,,0.4,0.4,,0.5,1.0,3.0,2.0,2.0,1.0,,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.6666666666666666,0.5,,0.0625,0.09090909090909091,,,,,1.0,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,0.5,,,1.0,,,,1611661324,2012,2012,False
100412-100915-200671-202257-202644,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Monica Wright, Amber Harris","McWilliams-Franklin, Whalen, Augustus, Wright, Harris",100412-100915-200671-202257-202644,MIN,51.0,1,1.0,2.0,1.0,1.0,,2,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,56.470588235294116,26.0,25.0,26.0,25.0,1.0,,,,,,,,0.3467,10.8,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-100915-200671-202257-203016,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Monica Wright, Devereaux Peters","McWilliams-Franklin, Whalen, Augustus, Wright, Peters",100412-100915-200671-202257-203016,MIN,194.0,1,3.0,1.0,4.0,4.0,2.0,8,1.0,1.0,,1.0,3.0,,2.0,8.0,7.0,,1.0,,,1.0,,2.0,,,,,1.0,4.0,,,,0.4,0.5714285714285714,0.4,,59.381443298969074,27.5,21.0,16.75,21.0,0.2,0.2,0.2,,,,0.6,,0.47153,7.866666666666667,21.85,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,2.0,1.0,1.0,4.0,,,,2.0,2.0,2.0,,,1.0,,1.0,2.0,1.0,3.0,4.0,,,,,2.0,,2.0,1.0,,0.5,0.5,0.6666666666666666,1.0,,0.5,,0.6666666666666666,1.0,,,,,1.0,1.0,1.0,,1.0,0.2,1.0,1.0,1.0,0.2,,,,,,0.5,1.0,1.0,,,,0.6623,,0.5,0.25,0.25,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,4.0,2.0,,,,4.0,,1.0,1.0,,,,,1.0,,,,,0.16666666666666666,0.25,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.5,,,,,,,,,1611661324,2012,2012,False
100412-100915-200671-202632-203016,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Seimone Augustus, Maya Moore, Devereaux Peters","McWilliams-Franklin, Whalen, Augustus, Moore, Peters",100412-100915-200671-202632-203016,MIN,59.0,1,1.0,-2.0,1.0,2.0,,3,,,1.0,1.0,,1.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,3.0,1.0,1.0,1.0,1.5,1.5,1.0,,73.22033898305085,17.0,21.0,17.0,21.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.52335,,23.3,1.0,,,,,,,,,,,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,1.5,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.52335,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1611661324,2012,2012,False
100412-100915-201499-202257-202632,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Candice Wiggins, Monica Wright, Maya Moore","McWilliams-Franklin, Whalen, Wiggins, Wright, Moore",100412-100915-201499-202257-202632,MIN,35.0,2,1.0,-1.0,,2.0,,2,,,,,1.0,,,1.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,82.28571428571428,,6.0,,5.5,,,,,,,,,0.4178,15.6,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-100915-201499-202257-203016,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Candice Wiggins, Monica Wright, Devereaux Peters","McWilliams-Franklin, Whalen, Wiggins, Wright, Peters",100412-100915-201499-202257-203016,MIN,133.0,1,2.0,-3.0,5.0,4.0,1.0,9,1.0,,,,2.0,,,2.0,5.0,,,,,,,,2.0,2.0,3.0,1.0,1.0,2.0,,,,0.5,0.5,,0.6666666666666666,97.44360902255639,13.4,16.5,13.4,16.5,0.5,,,,,,0.5,,0.47725,6.0,,2.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,0.5,,,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,0.3285,,,0.4,,1.0,,0.5,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-100915-202257-202632-202644,1611661324,"Taj McWilliams-Franklin, Lindsay Whalen, Monica Wright, Maya Moore, Amber Harris","McWilliams-Franklin, Whalen, Wright, Moore, Harris",100412-100915-202257-202632-202644,MIN,92.0,1,2.0,2.0,3.0,2.0,,5,1.0,,,1.0,2.0,,1.0,4.0,2.0,,1.0,,,1.0,,2.0,,,,,,4.0,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,,78.26086956521739,18.666666666666668,18.0,18.666666666666668,18.0,0.3333333333333333,,0.3333333333333333,,,,0.6666666666666666,,0.52225,4.25,22.2,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-100944-200671-201499-202257,1611661324,"Taj McWilliams-Franklin, Rebekkah Brunson, Seimone Augustus, Candice Wiggins, Monica Wright","McWilliams-Franklin, Brunson, Augustus, Wiggins, Wright",100412-100944-200671-201499-202257,MIN,154.0,3,3.0,-1.0,4.0,6.0,,10,1.0,,,,3.0,,,2.0,3.0,,,,,1.0,,2.0,,,1.0,,,2.0,,,,0.3333333333333333,0.3333333333333333,,,93.5064935064935,18.0,13.666666666666666,18.0,13.666666666666666,0.3333333333333333,,,,,,,,0.3500666666666667,12.299999999999999,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,2.0,,1.0,,1.0,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.3333333333333333,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-100944-200671-201499-202632,1611661324,"Taj McWilliams-Franklin, Rebekkah Brunson, Seimone Augustus, Candice Wiggins, Maya Moore","McWilliams-Franklin, Brunson, Augustus, Wiggins, Moore",100412-100944-200671-201499-202632,MIN,797.0,6,13.0,-5.0,23.0,23.0,4.0,46,7.0,1.0,2.0,6.0,16.0,2.0,7.0,17.0,22.0,6.0,6.0,2.0,2.0,6.0,2.0,14.0,2.0,2.0,3.0,5.0,5.0,17.0,1.0,0.2857142857142857,0.2857142857142857,0.30434782608695654,0.3541666666666667,0.30434782608695654,0.6666666666666666,83.11166875784191,17.782608695652176,16.869565217391305,16.347826086956523,15.782608695652174,0.30434782608695654,0.043478260869565216,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.43478260869565216,0.3333333333333333,0.44281086956521737,10.925,21.97142857142857,6.0,4.0,1.0,3.0,,1.0,1.0,1.0,2.0,6.0,,2.0,4.0,,2.0,,1.0,3.0,3.0,8.0,8.0,,,,4.0,,1.0,1.0,3.0,4.0,13.0,2.0,2.0,,1.0,4.0,,8.0,6.0,,1.0,1.0,0.25,,0.3333333333333333,,0.4166666666666667,,0.5714285714285714,,,,,0.25,0.25,0.25,0.3333333333333333,,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.2608695652173913,0.3333333333333333,0.3333333333333333,,,,0.25,,,0.16666666666666666,1.0,0.3333333333333333,0.5024666666666667,0.46274166666666666,,0.47058823529411764,0.2608695652173913,6.0,9.0,0.6,0.6428571428571429,0.25,1.0,,,0.5,0.14285714285714285,0.14285714285714285,,0.75,1.0,3.0,3.0,3.0,,,3.0,,,,2.0,2.0,2.0,1.0,,,0.75,1.0,0.5,0.041666666666666664,,1.0,2.0,,,1.0,,,,,,,1.0,1.0,,2.0,1.0,,2.0,,1.0,,,,,,,,1.0,,,,,0.3333333333333333,1.0,0.6666666666666666,,0.5,,,0.5,,,1.0,0.16666666666666666,,,,1.0,0.125,,1611661324,2012,2012,False
100412-100944-200671-202257-202632,1611661324,"Taj McWilliams-Franklin, Rebekkah Brunson, Seimone Augustus, Monica Wright, Maya Moore","McWilliams-Franklin, Brunson, Augustus, Wright, Moore",100412-100944-200671-202257-202632,MIN,431.0,5,7.0,3.0,12.0,15.0,1.0,27,1.0,,,,11.0,,,16.0,13.0,,,,,2.0,,4.0,2.0,,2.0,2.0,3.0,10.0,,,,0.7272727272727273,0.6666666666666666,,1.0,90.20881670533642,13.25,18.133333333333333,13.083333333333334,15.533333333333333,0.09090909090909091,,,,,,0.7272727272727273,,0.5383363636363637,4.790909090909091,,5.0,3.0,7.0,8.0,3.0,3.0,3.0,3.0,1.0,2.0,,,8.0,3.0,3.0,6.0,3.0,4.0,,6.0,4.0,12.0,1.0,,2.0,,2.0,,3.0,3.0,8.0,3.0,3.0,,,1.0,,6.0,5.0,,0.25,0.4,0.7272727272727273,1.0,0.75,1.0,0.75,1.0,0.75,,0.09090909090909091,,,1.0,,1.0,1.0,,0.7272727272727273,0.875,1.0,0.2857142857142857,0.18181818181818182,0.5,0.5,,,,1.0,1.0,,0.75,1.0,,0.6532666666666667,0.510075,0.375,0.375,0.4166666666666667,4.0,5.0,0.5714285714285714,0.5555555555555556,1.0,,6.0,,1.0,,,,0.5,,,,1.0,,1.0,2.0,,1.0,,3.0,2.0,3.0,,,,0.5,0.5,,0.08333333333333333,0.08333333333333333,,,,,,,,1.0,0.125,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-100944-201499-202257-202632,1611661324,"Taj McWilliams-Franklin, Rebekkah Brunson, Candice Wiggins, Monica Wright, Maya Moore","McWilliams-Franklin, Brunson, Wiggins, Wright, Moore",100412-100944-201499-202257-202632,MIN,139.0,2,2.0,3.0,5.0,3.0,3.0,8,1.0,1.0,,1.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,,1.0,2.0,,5.0,,,,,2.0,5.0,1.0,0.5,0.5,0.625,0.625,0.5,,82.87769784172662,14.0,23.0,14.0,17.333333333333332,0.25,0.25,0.25,,,,0.5,,0.4503,10.7,21.85,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,2.0,,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,0.5,1.0,,,,,,,,,,,0.25,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-200671-201499-202257-202632,1611661324,"Taj McWilliams-Franklin, Seimone Augustus, Candice Wiggins, Monica Wright, Maya Moore","McWilliams-Franklin, Augustus, Wiggins, Wright, Moore",100412-200671-201499-202257-202632,MIN,102.0,2,2.0,-3.0,5.0,5.0,5.0,10,,,,1.0,,,1.0,,3.0,,1.0,,,,,,1.0,1.0,4.0,1.0,2.0,,,,,,,1.0,0.25,141.1764705882353,4.6,15.8,4.6,14.6,,,1.0,,,,1.0,,0.5499,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,0.8,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-200671-201499-202257-202644,1611661324,"Taj McWilliams-Franklin, Seimone Augustus, Candice Wiggins, Monica Wright, Amber Harris","McWilliams-Franklin, Augustus, Wiggins, Wright, Harris",100412-200671-201499-202257-202644,MIN,207.0,1,3.0,,7.0,8.0,4.0,15,1.0,1.0,1.0,2.0,2.0,2.0,3.0,8.0,8.0,6.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,0.6666666666666666,0.6666666666666666,0.8,0.8,0.6,1.0,104.34782608695652,14.0,13.625,14.0,10.375,0.2,0.2,0.4,0.5,0.5,1.0,0.8,0.5,0.5227299999999999,5.6,22.633333333333336,6.0,,1.0,1.0,,,1.0,1.0,,,1.0,2.0,1.0,,,,1.0,1.0,3.0,8.0,,2.0,,,,1.0,,,,,3.0,1.0,1.0,,,1.0,,8.0,6.0,,,,0.5,,1.0,,1.0,,1.0,,,,,,,,,,0.2,1.0,1.0,,,,,1.0,1.0,1.0,,,,0.25,1.0,0.5,,0.5671125,,1.0,0.8571428571428571,2.0,3.0,1.0,0.6666666666666666,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,0.6666666666666666,,,,,,,0.5,,,1.0,0.25,1.0,1.0,,,,,1611661324,2012,2012,False
100412-200671-201499-202257-203016,1611661324,"Taj McWilliams-Franklin, Seimone Augustus, Candice Wiggins, Monica Wright, Devereaux Peters","McWilliams-Franklin, Augustus, Wiggins, Wright, Peters",100412-200671-201499-202257-203016,MIN,11.0,1,,,1.0,,,1,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,130.9090909090909,11.0,,11.0,,,,1.0,,,,1.0,,0.40035,,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-200671-201499-202632-202644,1611661324,"Taj McWilliams-Franklin, Seimone Augustus, Candice Wiggins, Maya Moore, Amber Harris","McWilliams-Franklin, Augustus, Wiggins, Moore, Harris",100412-200671-201499-202632-202644,MIN,68.0,1,1.0,1.0,2.0,2.0,,4,1.0,,,,3.0,,,4.0,3.0,,,,,1.0,,2.0,,,,,1.0,2.0,,,,0.6666666666666666,0.6666666666666666,,,84.70588235294117,12.5,21.5,11.5,21.5,0.3333333333333333,,,,,,0.6666666666666666,,0.5558333333333333,5.6000000000000005,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,2.0,2.0,3.0,,4.0,2.0,2.0,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,4.0,2.0,,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,,,,,1.0,,1.0,1.0,,0.6666666666666666,1.0,1.0,0.5,,,,,,,1.0,1.0,,0.6666666666666666,1.0,,0.5906,0.5558333333333333,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
100412-201499-202257-202632-202644,1611661324,"Taj McWilliams-Franklin, Candice Wiggins, Monica Wright, Maya Moore, Amber Harris","McWilliams-Franklin, Wiggins, Wright, Moore, Harris",100412-201499-202257-202632-202644,MIN,39.0,1,1.0,2.0,2.0,1.0,,3,1.0,,,,2.0,,,2.0,,,,,,1.0,,2.0,,,,,,2.0,,,,0.5,0.5,,,110.76923076923076,8.5,22.0,8.5,22.0,0.5,,,,,,0.5,,0.40795,4.4,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,2.0,,2.0,2.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,2.0,2.0,,1.0,1.0,0.5,,0.5,,0.5,,0.5,,0.5,1.0,,1.0,,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,,,,,,0.5,1.0,,,0.40795,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611661324,2012,2012,False
